C15002H_001E,C15002H_001EA,C15002H_001M,C15002H_001MA,C15002H_002E,C15002H_002EA,C15002H_002M,C15002H_002MA,C15002H_003E,C15002H_003EA,C15002H_003M,C15002H_003MA,C15002H_004E,C15002H_004EA,C15002H_004M,C15002H_004MA,C15002H_005E,C15002H_005EA,C15002H_005M,C15002H_005MA,C15002H_006E,C15002H_006EA,C15002H_006M,C15002H_006MA,C15002H_007E,C15002H_007EA,C15002H_007M,C15002H_007MA,C15002H_008E,C15002H_008EA,C15002H_008M,C15002H_008MA,C15002H_009E,C15002H_009EA,C15002H_009M,C15002H_009MA,C15002H_010E,C15002H_010EA,C15002H_010M,C15002H_010MA,C15002H_011E,C15002H_011EA,C15002H_011M,C15002H_011MA,GEO_ID,NAME,state
2218900,null,2396,null,1061490,null,1565,null,172085,null,6174,null,325002,null,7179,null,287676,null,7554,null,276727,null,7627,null,1157410,null,1426,null,180332,null,5827,null,374630,null,7816,null,336711,null,7600,null,265737,null,7615,null,0400000US01,Alabama,01
302892,null,1519,null,157871,null,1002,null,9118,null,1666,null,42353,null,3197,null,60116,null,3440,null,46284,null,2943,null,145021,null,1006,null,6299,null,1407,null,32078,null,2133,null,55361,null,2691,null,51283,null,2721,null,0400000US02,Alaska,02
2745639,null,2541,null,1330824,null,1755,null,91598,null,5629,null,323005,null,7361,null,475881,null,8890,null,440340,null,8325,null,1414815,null,1817,null,100264,null,5717,null,355412,null,8294,null,552568,null,9475,null,406571,null,8354,null,0400000US04,Arizona,04
1498851,null,2868,null,716658,null,2455,null,115098,null,5294,null,256785,null,7468,null,193619,null,6137,null,151156,null,5564,null,782193,null,1335,null,114352,null,4269,null,280504,null,5248,null,236453,null,5543,null,150884,null,4878,null,0400000US05,Arkansas,05
11218791,null,5293,null,5479015,null,2937,null,381899,null,11498,null,1056295,null,14875,null,1817059,null,19448,null,2223762,null,19841,null,5739776,null,3555,null,396244,null,9198,null,1210148,null,12515,null,2069350,null,18456,null,2064034,null,17974,null,0400000US06,California,06
2460396,null,2800,null,1209431,null,1622,null,66979,null,3888,null,264133,null,7293,null,366010,null,7424,null,512309,null,8277,null,1250965,null,1861,null,63251,null,3622,null,273869,null,7065,null,416167,null,7311,null,497678,null,8937,null,0400000US08,Colorado,08
1829460,null,1052,null,869422,null,526,null,71202,null,4007,null,237990,null,6520,null,205658,null,6475,null,354572,null,7370,null,960038,null,729,null,73212,null,4098,null,271198,null,7207,null,258161,null,7137,null,357467,null,7551,null,0400000US09,Connecticut,09
420271,null,572,null,199407,null,299,null,20581,null,2019,null,65564,null,3157,null,54904,null,3093,null,58358,null,3017,null,220864,null,294,null,19745,null,2008,null,72540,null,2733,null,66137,null,3316,null,62442,null,3042,null,0400000US10,Delaware,10
141222,null,598,null,71527,null,431,null,663,null,455,null,1831,null,768,null,5334,null,1095,null,63699,null,1357,null,69695,null,293,null,862,null,697,null,2812,null,933,null,5195,null,959,null,60826,null,1232,null,0400000US11,District of Columbia,11
8204879,null,5146,null,3939851,null,3355,null,405874,null,9891,null,1131003,null,15093,null,1177578,null,13648,null,1225396,null,14227,null,4265028,null,3409,null,402262,null,10931,null,1363816,null,16697,null,1384847,null,14850,null,1114103,null,15408,null,0400000US12,Florida,12
3828143,null,5080,null,1842075,null,3143,null,236641,null,8645,null,521578,null,10227,null,480247,null,8928,null,603609,null,9007,null,1986068,null,2825,null,240823,null,8603,null,582731,null,10994,null,569280,null,9444,null,593234,null,9276,null,0400000US13,Georgia,13
