B25043_001E,B25043_001EA,B25043_001M,B25043_001MA,B25043_002E,B25043_002EA,B25043_002M,B25043_002MA,B25043_003E,B25043_003EA,B25043_003M,B25043_003MA,B25043_004E,B25043_004EA,B25043_004M,B25043_004MA,B25043_005E,B25043_005EA,B25043_005M,B25043_005MA,B25043_006E,B25043_006EA,B25043_006M,B25043_006MA,B25043_007E,B25043_007EA,B25043_007M,B25043_007MA,B25043_008E,B25043_008EA,B25043_008M,B25043_008MA,B25043_009E,B25043_009EA,B25043_009M,B25043_009MA,B25043_010E,B25043_010EA,B25043_010M,B25043_010MA,B25043_011E,B25043_011EA,B25043_011M,B25043_011MA,B25043_012E,B25043_012EA,B25043_012M,B25043_012MA,B25043_013E,B25043_013EA,B25043_013M,B25043_013MA,B25043_014E,B25043_014EA,B25043_014M,B25043_014MA,B25043_015E,B25043_015EA,B25043_015M,B25043_015MA,B25043_016E,B25043_016EA,B25043_016M,B25043_016MA,B25043_017E,B25043_017EA,B25043_017M,B25043_017MA,B25043_018E,B25043_018EA,B25043_018M,B25043_018MA,B25043_019E,B25043_019EA,B25043_019M,B25043_019MA,GEO_ID,NAME,state
1815865,null,10024,null,1289155,null,10987,null,1275745,null,10810,null,154816,null,5929,null,775443,null,7457,null,345486,null,4866,null,13410,null,2240,null,2841,null,1069,null,8582,null,1809,null,1987,null,685,null,526710,null,11922,null,503942,null,11780,null,201462,null,7476,null,239091,null,7001,null,63389,null,3373,null,22768,null,2727,null,10306,null,1954,null,10059,null,1704,null,2403,null,738,null,0400000US01,Alabama,01
237607,null,2898,null,154334,null,3685,null,152755,null,3714,null,19862,null,1994,null,109621,null,2915,null,23272,null,1172,null,1579,null,531,null,85,null,68,null,1258,null,513,null,236,null,161,null,83273,null,3590,null,80321,null,3655,null,37039,null,2657,null,38051,null,3279,null,5231,null,895,null,2952,null,904,null,1355,null,682,null,1544,null,563,null,53,null,65,null,0400000US02,Alaska,02
2273842,null,11467,null,1548890,null,13720,null,1525231,null,13564,null,189136,null,7094,null,905433,null,11501,null,430662,null,5597,null,23659,null,2875,null,4142,null,1351,null,13667,null,2069,null,5850,null,1181,null,724952,null,12371,null,680904,null,12800,null,271112,null,8222,null,330721,null,9797,null,79071,null,4051,null,44048,null,4732,null,20868,null,2872,null,21074,null,3229,null,2106,null,777,null,0400000US04,Arizona,04
1114041,null,8021,null,750639,null,9276,null,742038,null,9458,null,96656,null,4104,null,436052,null,6810,null,209330,null,4037,null,8601,null,1656,null,1566,null,720,null,5660,null,1423,null,1375,null,679,null,363402,null,7994,null,345032,null,7150,null,136946,null,5594,null,164354,null,6305,null,43732,null,2894,null,18370,null,2448,null,8171,null,1433,null,8239,null,1813,null,1960,null,713,null,0400000US05,Arkansas,05
12176760,null,21139,null,6946432,null,26955,null,6917724,null,26613,null,637960,null,11909,null,4546370,null,24039,null,1733394,null,13466,null,28708,null,3148,null,5411,null,1255,null,20026,null,2766,null,3271,null,1007,null,5230328,null,29953,null,5095928,null,29194,null,1769256,null,19186,null,2728527,null,20660,null,598145,null,9758,null,134400,null,7820,null,63793,null,5263,null,60221,null,5219,null,10386,null,1798,null,0400000US06,California,06
1897835,null,9244,null,1280814,null,11274,null,1269411,null,11367,null,171126,null,5885,null,849138,null,9068,null,249147,null,3930,null,11403,null,2327,null,3669,null,1196,null,7081,null,1881,null,653,null,315,null,617021,null,9872,null,593604,null,9669,null,266038,null,5578,null,269886,null,9396,null,57680,null,3105,null,23417,null,3227,null,10974,null,1775,null,11853,null,2345,null,590,null,488,null,0400000US08,Colorado,08
1329305,null,5895,null,917062,null,7342,null,914850,null,7437,null,88964,null,3824,null,607396,null,6910,null,218490,null,3801,null,2212,null,1008,null,168,null,199,null,1852,null,1007,null,192,null,197,null,412243,null,8075,null,402012,null,8050,null,128330,null,4599,null,201446,null,6144,null,72236,null,3518,null,10231,null,1868,null,4379,null,1246,null,5281,null,1363,null,571,null,424,null,0400000US09,Connecticut,09
328654,null,3672,null,241544,null,5028,null,240732,null,4882,null,26546,null,2507,null,153275,null,3677,null,60911,null,2132,null,812,null,576,null,505,null,498,null,307,null,271,null,0,null,263,null,87110,null,4274,null,83675,null,3946,null,31423,null,2482,null,40131,null,3418,null,12121,null,1438,null,3435,null,1197,null,2337,null,876,null,563,null,373,null,535,null,590,null,0400000US10,Delaware,10
249996,null,3353,null,108571,null,4051,null,107820,null,4014,null,12007,null,1619,null,67673,null,3604,null,28140,null,1636,null,751,null,541,null,564,null,504,null,187,null,187,null,0,null,296,null,141425,null,4835,null,136579,null,4981,null,54023,null,3090,null,64635,null,4210,null,17921,null,1783,null,4846,null,1339,null,2649,null,1026,null,1920,null,852,null,277,null,326,null,0400000US11,District of Columbia,11
7057285,null,24241,null,4916497,null,22392,null,4881687,null,22250,null,451629,null,10615,null,2819216,null,18623,null,1610842,null,11108,null,34810,null,3835,null,7662,null,1623,null,22202,null,3470,null,4946,null,1302,null,2140788,null,22439,null,2028206,null,22510,null,736138,null,13469,null,1003141,null,17897,null,288927,null,7164,null,112582,null,6993,null,51292,null,4575,null,54186,null,4907,null,7104,null,1645,null,0400000US12,Florida,12
3469845,null,17452,null,2340305,null,15962,null,2310754,null,16524,null,293801,null,8495,null,1534941,null,12827,null,482012,null,6218,null,29551,null,3334,null,5630,null,1488,null,20385,null,2694,null,3536,null,953,null,1129540,null,15678,null,1057941,null,15613,null,423847,null,11068,null,535192,null,12414,null,98902,null,4246,null,71599,null,5796,null,34758,null,4176,null,33409,null,3705,null,3432,null,1206,null,0400000US13,Georgia,13
437105,null,4492,null,258365,null,5142,null,256684,null,5195,null,18552,null,2167,null,156681,null,4771,null,81451,null,2457,null,1681,null,732,null,91,null,153,null,1168,null,677,null,422,null,333,null,178740,null,5515,null,172328,null,5574,null,58522,null,3605,null,88851,null,4193,null,24955,null,2273,null,6412,null,1360,null,2659,null,1055,null,3283,null,926,null,470,null,347,null,0400000US15,Hawaii,15
566004,null,4603,null,401098,null,5593,null,399096,null,5739,null,60062,null,2438,null,245381,null,4681,null,93653,null,2273,null,2002,null,787,null,280,null,272,null,1424,null,688,null,298,null,231,null,164906,null,5976,null,161096,null,5815,null,78148,null,3656,null,65839,null,4385,null,17109,null,2035,null,3810,null,1184,null,2063,null,832,null,1747,null,812,null,0,null,259,null,0400000US16,Idaho,16
4766252,null,13014,null,3301796,null,17730,null,3284615,null,17642,null,422674,null,9938,null,2088790,null,14434,null,773151,null,8876,null,17181,null,2532,null,4824,null,1541,null,10371,null,1781,null,1986,null,817,null,1464456,null,15431,null,1415619,null,15655,null,550862,null,10447,null,664369,null,12415,null,200388,null,5739,null,48837,null,4097,null,20087,null,2759,null,23209,null,2834,null,5541,null,1413,null,0400000US17,Illinois,17
2480570,null,10473,null,1781719,null,13690,null,1766383,null,13770,null,247455,null,6733,null,1101048,null,9501,null,417880,null,4549,null,15336,null,2242,null,4483,null,1162,null,9217,null,1688,null,1636,null,762,null,698851,null,11211,null,674559,null,10606,null,275219,null,7036,null,309555,null,7993,null,89785,null,3536,null,24292,null,3273,null,10919,null,1887,null,11636,null,2174,null,1737,null,690,null,0400000US18,Indiana,18
1215351,null,6468,null,885884,null,7709,null,880349,null,7733,null,127370,null,4265,null,529054,null,5759,null,223925,null,3313,null,5535,null,1133,null,1955,null,673,null,2920,null,874,null,660,null,467,null,329467,null,5945,null,321112,null,6200,null,135582,null,5089,null,132382,null,4946,null,53148,null,2775,null,8355,null,1777,null,3949,null,1147,null,3663,null,1091,null,743,null,505,null,0400000US19,Iowa,19
1110829,null,6612,null,771197,null,8214,null,767645,null,8243,null,116155,null,5133,null,467876,null,6260,null,183614,null,3360,null,3552,null,981,null,579,null,427,null,2642,null,967,null,331,null,235,null,339632,null,6031,null,330983,null,6163,null,146123,null,5053,null,138643,null,5087,null,46217,null,2789,null,8649,null,1620,null,4096,null,1098,null,4320,null,1123,null,233,null,262,null,0400000US20,Kansas,20
1686277,null,9662,null,1172529,null,11446,null,1161193,null,11663,null,148591,null,5018,null,720389,null,8969,null,292213,null,5160,null,11336,null,2012,null,2288,null,926,null,6188,null,1329,null,2860,null,913,null,513748,null,9137,null,487931,null,8658,null,190188,null,6384,null,235119,null,6771,null,62624,null,3302,null,25817,null,2858,null,10481,null,2051,null,13004,null,2087,null,2332,null,830,null,0400000US21,Kentucky,21
1625153,null,9520,null,1113926,null,11194,null,1100757,null,11126,null,148315,null,5027,null,680787,null,9362,null,271655,null,4639,null,13169,null,2339,null,3128,null,985,null,7027,null,1664,null,3014,null,1103,null,511227,null,10638,null,480875,null,10203,null,198606,null,7635,null,226284,null,6875,null,55985,null,2910,null,30352,null,3197,null,13067,null,2130,null,15179,null,2320,null,2106,null,785,null,0400000US22,Louisiana,22
542363,null,5056,null,391262,null,5743,null,388729,null,5902,null,36387,null,2161,null,260325,null,4706,null,92017,null,2587,null,2533,null,862,null,847,null,564,null,1580,null,699,null,106,null,89,null,151101,null,5055,null,146953,null,5163,null,52815,null,3173,null,64267,null,4101,null,29871,null,1810,null,4148,null,1168,null,1344,null,602,null,2517,null,960,null,287,null,289,null,0400000US23,Maine,23
