C20005G_001E,C20005G_001EA,C20005G_001M,C20005G_001MA,C20005G_002E,C20005G_002EA,C20005G_002M,C20005G_002MA,C20005G_003E,C20005G_003EA,C20005G_003M,C20005G_003MA,C20005G_004E,C20005G_004EA,C20005G_004M,C20005G_004MA,C20005G_005E,C20005G_005EA,C20005G_005M,C20005G_005MA,C20005G_006E,C20005G_006EA,C20005G_006M,C20005G_006MA,C20005G_007E,C20005G_007EA,C20005G_007M,C20005G_007MA,C20005G_008E,C20005G_008EA,C20005G_008M,C20005G_008MA,C20005G_009E,C20005G_009EA,C20005G_009M,C20005G_009MA,C20005G_010E,C20005G_010EA,C20005G_010M,C20005G_010MA,C20005G_011E,C20005G_011EA,C20005G_011M,C20005G_011MA,C20005G_012E,C20005G_012EA,C20005G_012M,C20005G_012MA,C20005G_013E,C20005G_013EA,C20005G_013M,C20005G_013MA,C20005G_014E,C20005G_014EA,C20005G_014M,C20005G_014MA,C20005G_015E,C20005G_015EA,C20005G_015M,C20005G_015MA,C20005G_016E,C20005G_016EA,C20005G_016M,C20005G_016MA,C20005G_017E,C20005G_017EA,C20005G_017M,C20005G_017MA,C20005G_018E,C20005G_018EA,C20005G_018M,C20005G_018MA,C20005G_019E,C20005G_019EA,C20005G_019M,C20005G_019MA,C20005G_020E,C20005G_020EA,C20005G_020M,C20005G_020MA,C20005G_021E,C20005G_021EA,C20005G_021M,C20005G_021MA,C20005G_022E,C20005G_022EA,C20005G_022M,C20005G_022MA,C20005G_023E,C20005G_023EA,C20005G_023M,C20005G_023MA,C20005G_024E,C20005G_024EA,C20005G_024M,C20005G_024MA,C20005G_025E,C20005G_025EA,C20005G_025M,C20005G_025MA,C20005G_026E,C20005G_026EA,C20005G_026M,C20005G_026MA,C20005G_027E,C20005G_027EA,C20005G_027M,C20005G_027MA,C20005G_028E,C20005G_028EA,C20005G_028M,C20005G_028MA,C20005G_029E,C20005G_029EA,C20005G_029M,C20005G_029MA,C20005G_030E,C20005G_030EA,C20005G_030M,C20005G_030MA,C20005G_031E,C20005G_031EA,C20005G_031M,C20005G_031MA,C20005G_032E,C20005G_032EA,C20005G_032M,C20005G_032MA,C20005G_033E,C20005G_033EA,C20005G_033M,C20005G_033MA,C20005G_034E,C20005G_034EA,C20005G_034M,C20005G_034MA,C20005G_035E,C20005G_035EA,C20005G_035M,C20005G_035MA,C20005G_036E,C20005G_036EA,C20005G_036M,C20005G_036MA,C20005G_037E,C20005G_037EA,C20005G_037M,C20005G_037MA,C20005G_038E,C20005G_038EA,C20005G_038M,C20005G_038MA,C20005G_039E,C20005G_039EA,C20005G_039M,C20005G_039MA,GEO_ID,NAME,state
35082,null,3456,null,17508,null,2446,null,8450,null,1577,null,0,null,271,null,8450,null,1577,null,75,null,124,null,826,null,397,null,1514,null,660,null,2676,null,800,null,1712,null,629,null,1647,null,659,null,9058,null,1551,null,4228,null,1041,null,4830,null,999,null,1741,null,657,null,1296,null,644,null,984,null,680,null,602,null,373,null,183,null,218,null,24,null,23,null,17574,null,2277,null,4017,null,835,null,0,null,271,null,4017,null,835,null,420,null,328,null,872,null,412,null,580,null,326,null,1554,null,523,null,456,null,330,null,135,null,129,null,13557,null,2018,null,8874,null,1570,null,4683,null,1145,null,2967,null,951,null,1303,null,679,null,100,null,122,null,186,null,192,null,35,null,80,null,92,null,140,null,0400000US01,Alabama,01
30115,null,2905,null,16014,null,1832,null,6950,null,1404,null,0,null,240,null,6950,null,1404,null,36,null,62,null,524,null,358,null,1688,null,867,null,1836,null,516,null,1524,null,549,null,1342,null,646,null,9064,null,1515,null,2263,null,564,null,6801,null,1281,null,3162,null,935,null,1176,null,699,null,927,null,523,null,1280,null,705,null,220,null,189,null,36,null,56,null,14101,null,1800,null,5781,null,1191,null,0,null,240,null,5781,null,1191,null,91,null,77,null,655,null,409,null,1514,null,735,null,1977,null,657,null,1201,null,550,null,343,null,279,null,8320,null,1331,null,3269,null,985,null,5051,null,984,null,2953,null,808,null,806,null,372,null,786,null,486,null,306,null,193,null,86,null,68,null,114,null,181,null,0400000US02,Alaska,02
84294,null,5571,null,41539,null,3423,null,19447,null,2684,null,0,null,302,null,19447,null,2684,null,600,null,441,null,3595,null,1175,null,3348,null,1155,null,6519,null,1445,null,2913,null,712,null,2472,null,737,null,22092,null,2363,null,10410,null,1553,null,11682,null,1728,null,7038,null,1334,null,1905,null,736,null,1201,null,487,null,1193,null,707,null,119,null,141,null,226,null,469,null,42755,null,3420,null,15048,null,2009,null,0,null,302,null,15048,null,2009,null,227,null,158,null,2760,null,910,null,3215,null,936,null,5701,null,1428,null,1658,null,707,null,1487,null,538,null,27707,null,2611,null,12973,null,2037,null,14734,null,1832,null,8204,null,1256,null,3214,null,755,null,1356,null,743,null,1481,null,798,null,325,null,250,null,154,null,182,null,0400000US04,Arizona,04
33661,null,3144,null,15335,null,2059,null,6260,null,1339,null,0,null,269,null,6260,null,1339,null,192,null,203,null,1070,null,539,null,1218,null,667,null,2149,null,713,null,1191,null,496,null,440,null,341,null,9075,null,1465,null,4357,null,1055,null,4718,null,1132,null,2767,null,848,null,987,null,493,null,545,null,428,null,165,null,175,null,166,null,202,null,88,null,113,null,18326,null,2161,null,6393,null,1272,null,0,null,269,null,6393,null,1272,null,643,null,502,null,1200,null,541,null,2123,null,808,null,1522,null,620,null,611,null,281,null,294,null,228,null,11933,null,1685,null,6735,null,1154,null,5198,null,1191,null,3220,null,858,null,1363,null,720,null,164,null,135,null,451,null,278,null,0,null,269,null,0,null,269,null,0400000US05,Arkansas,05
756054,null,17354,null,369766,null,11224,null,156889,null,6599,null,0,null,294,null,156889,null,6599,null,2760,null,795,null,13582,null,2065,null,23086,null,2606,null,43944,null,3013,null,36690,null,3463,null,36827,null,2669,null,212877,null,8868,null,105771,null,5890,null,107106,null,6097,null,57639,null,4205,null,21494,null,2637,null,9254,null,1511,null,8989,null,1578,null,5628,null,1188,null,4102,null,1091,null,386288,null,10318,null,123467,null,5504,null,74,null,126,null,123393,null,5514,null,2522,null,759,null,16296,null,2251,null,21615,null,3074,null,39442,null,3598,null,25636,null,2218,null,17882,null,2130,null,262821,null,9505,null,128682,null,5716,null,134139,null,6843,null,69430,null,4604,null,29587,null,3202,null,12583,null,1926,null,12388,null,1805,null,7285,null,1373,null,2866,null,755,null,0400000US06,California,06
86196,null,5132,null,43046,null,3302,null,20847,null,2365,null,0,null,275,null,20847,null,2365,null,144,null,169,null,2535,null,761,null,3014,null,859,null,7872,null,1625,null,3496,null,982,null,3786,null,1009,null,22199,null,2273,null,8084,null,1494,null,14115,null,1769,null,6395,null,1068,null,3442,null,996,null,1850,null,642,null,1688,null,689,null,505,null,325,null,235,null,198,null,43150,null,3605,null,13993,null,1853,null,0,null,275,null,13993,null,1853,null,471,null,298,null,1811,null,630,null,3140,null,940,null,5310,null,1141,null,2157,null,674,null,1104,null,461,null,29157,null,2850,null,11919,null,1742,null,17238,null,2123,null,9737,null,1581,null,3584,null,991,null,2405,null,814,null,731,null,415,null,450,null,293,null,331,null,233,null,0400000US08,Colorado,08
41794,null,4329,null,20038,null,2655,null,9357,null,1519,null,0,null,275,null,9357,null,1519,null,121,null,124,null,1037,null,751,null,1187,null,559,null,2622,null,837,null,2359,null,1015,null,2031,null,637,null,10681,null,2065,null,4166,null,1155,null,6515,null,1466,null,3438,null,1288,null,1431,null,500,null,455,null,312,null,465,null,328,null,334,null,220,null,392,null,296,null,21756,null,2568,null,7946,null,1524,null,0,null,275,null,7946,null,1524,null,111,null,101,null,656,null,502,null,1477,null,545,null,2336,null,842,null,2270,null,867,null,1096,null,643,null,13810,null,2067,null,5864,null,1234,null,7946,null,1451,null,4091,null,942,null,1571,null,549,null,676,null,351,null,1000,null,653,null,470,null,371,null,138,null,169,null,0400000US09,Connecticut,09
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US10,Delaware,10
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US11,District of Columbia,11
193987,null,8974,null,95064,null,6084,null,43420,null,3415,null,0,null,305,null,43420,null,3415,null,1819,null,794,null,6876,null,1362,null,8523,null,1659,null,13361,null,2210,null,6367,null,1190,null,6474,null,1060,null,51644,null,4090,null,25380,null,2988,null,26264,null,2540,null,13516,null,2213,null,5859,null,1244,null,3371,null,1111,null,1680,null,505,null,898,null,527,null,940,null,550,null,98923,null,5723,null,34636,null,3296,null,0,null,305,null,34636,null,3296,null,430,null,380,null,7308,null,1816,null,9690,null,1723,null,12178,null,1950,null,3024,null,905,null,2006,null,768,null,64287,null,4728,null,33275,null,2903,null,31012,null,3214,null,17346,null,2216,null,7543,null,1439,null,2946,null,1024,null,2428,null,1059,null,506,null,350,null,243,null,209,null,0400000US12,Florida,12
