B14001_001E,B14001_001EA,B14001_001M,B14001_001MA,B14001_002E,B14001_002EA,B14001_002M,B14001_002MA,B14001_003E,B14001_003EA,B14001_003M,B14001_003MA,B14001_004E,B14001_004EA,B14001_004M,B14001_004MA,B14001_005E,B14001_005EA,B14001_005M,B14001_005MA,B14001_006E,B14001_006EA,B14001_006M,B14001_006MA,B14001_007E,B14001_007EA,B14001_007M,B14001_007MA,B14001_008E,B14001_008EA,B14001_008M,B14001_008MA,B14001_009E,B14001_009EA,B14001_009M,B14001_009MA,B14001_010E,B14001_010EA,B14001_010M,B14001_010MA,GEO_ID,NAME,state
4479229,null,5046,null,1171385,null,10022,null,70608,null,4349,null,61345,null,4391,null,249702,null,6799,null,256492,null,6324,null,248722,null,4997,null,235903,null,6822,null,48613,null,3759,null,3307844,null,9248,null,0400000US01,Alabama,01
653314,null,1588,null,193881,null,4433,null,10176,null,1264,null,8382,null,1246,null,40441,null,2216,null,39183,null,2826,null,44117,null,2512,null,40087,null,3290,null,11495,null,1921,null,459433,null,4059,null,0400000US02,Alaska,02
6185209,null,6091,null,1678612,null,13715,null,85009,null,5152,null,88764,null,5241,null,366442,null,7649,null,364711,null,7910,null,363342,null,5878,null,336078,null,10205,null,74266,null,4784,null,4506597,null,14901,null,0400000US04,Arizona,04
2737889,null,3971,null,717612,null,8585,null,51683,null,3669,null,39933,null,3634,null,157541,null,4131,null,149181,null,4486,null,153391,null,3584,null,142063,null,6254,null,23820,null,2513,null,2020277,null,8261,null,0400000US05,Arkansas,05
35123959,null,13511,null,10378761,null,31915,null,590362,null,11740,null,508823,null,12788,null,1973918,null,14451,null,2069026,null,15714,null,2278408,null,17313,null,2455148,null,26411,null,503076,null,14604,null,24745198,null,33658,null,0400000US06,California,06
4726000,null,5289,null,1279919,null,11268,null,89236,null,4925,null,66095,null,3948,null,260934,null,6386,null,252768,null,6998,null,264475,null,4779,null,278628,null,7691,null,67783,null,3802,null,3446081,null,10113,null,0400000US08,Colorado,08
3376235,null,3578,null,932288,null,9714,null,64204,null,3821,null,38450,null,2653,null,174768,null,5051,null,187257,null,5993,null,207034,null,4606,null,201904,null,6289,null,58671,null,4115,null,2443947,null,9020,null,0400000US09,Connecticut,09
836991,null,1923,null,225475,null,4299,null,14156,null,1546,null,12024,null,1596,null,43437,null,2581,null,45377,null,2809,null,45740,null,1869,null,52890,null,3809,null,11851,null,2023,null,611516,null,4265,null,0400000US10,Delaware,10
570088,null,1645,null,154115,null,4344,null,11617,null,1780,null,5761,null,1260,null,23996,null,2117,null,21040,null,2226,null,27824,null,1936,null,42691,null,3392,null,21186,null,2216,null,415973,null,4189,null,0400000US11,District of Columbia,11
17645147,null,10858,null,4299800,null,23786,null,293290,null,9994,null,210000,null,7650,null,870420,null,14427,null,886170,null,16006,null,908433,null,10916,null,942739,null,16869,null,188748,null,7564,null,13345347,null,20786,null,0400000US12,Florida,12
9257818,null,8184,null,2639611,null,16525,null,195805,null,6736,null,146793,null,6967,null,556675,null,11270,null,554143,null,11287,null,560654,null,9501,null,511512,null,12401,null,114029,null,6271,null,6618207,null,15803,null,0400000US13,Georgia,13
1238073,null,2867,null,310273,null,6543,null,20993,null,2711,null,14978,null,2066,null,58549,null,2761,null,60458,null,3184,null,66740,null,2935,null,73844,null,4731,null,14711,null,1978,null,927800,null,5941,null,0400000US15,Hawaii,15
1449647,null,2189,null,411387,null,5518,null,23077,null,2050,null,24737,null,2311,null,85535,null,3710,null,86321,null,3930,null,90571,null,3238,null,83820,null,4751,null,17326,null,2277,null,1038260,null,5847,null,0400000US16,Idaho,16
12370593,null,7358,null,3525556,null,18440,null,255872,null,8064,null,176288,null,6220,null,686664,null,10018,null,695152,null,11503,null,749434,null,9254,null,770532,null,15095,null,191614,null,7113,null,8845037,null,18861,null,0400000US17,Illinois,17
6113977,null,4783,null,1662983,null,11006,null,100725,null,4902,null,88308,null,4326,null,342446,null,7096,null,359191,null,7013,null,349982,null,5395,null,353416,null,8612,null,68915,null,3762,null,4450994,null,11717,null,0400000US18,Indiana,18
2881699,null,3061,null,787675,null,6852,null,56607,null,3383,null,35694,null,2345,null,153315,null,3974,null,151824,null,3831,null,169598,null,3876,null,185643,null,5185,null,34994,null,2681,null,2094024,null,6950,null,0400000US19,Iowa,19
2678492,null,3651,null,760342,null,8932,null,51623,null,3061,null,37282,null,2189,null,154657,null,4042,null,149784,null,4376,null,159097,null,4503,null,165905,null,6332,null,41994,null,3417,null,1918150,null,8783,null,0400000US20,Kansas,20
