B17020A_001E,B17020A_001EA,B17020A_001M,B17020A_001MA,B17020A_002E,B17020A_002EA,B17020A_002M,B17020A_002MA,B17020A_003E,B17020A_003EA,B17020A_003M,B17020A_003MA,B17020A_004E,B17020A_004EA,B17020A_004M,B17020A_004MA,B17020A_005E,B17020A_005EA,B17020A_005M,B17020A_005MA,B17020A_006E,B17020A_006EA,B17020A_006M,B17020A_006MA,B17020A_007E,B17020A_007EA,B17020A_007M,B17020A_007MA,B17020A_008E,B17020A_008EA,B17020A_008M,B17020A_008MA,B17020A_009E,B17020A_009EA,B17020A_009M,B17020A_009MA,B17020A_010E,B17020A_010EA,B17020A_010M,B17020A_010MA,B17020A_011E,B17020A_011EA,B17020A_011M,B17020A_011MA,B17020A_012E,B17020A_012EA,B17020A_012M,B17020A_012MA,B17020A_013E,B17020A_013EA,B17020A_013M,B17020A_013MA,B17020A_014E,B17020A_014EA,B17020A_014M,B17020A_014MA,B17020A_015E,B17020A_015EA,B17020A_015M,B17020A_015MA,B17020A_016E,B17020A_016EA,B17020A_016M,B17020A_016MA,B17020A_017E,B17020A_017EA,B17020A_017M,B17020A_017MA,GEO_ID,NAME,state
1704951,null,6316,null,210132,null,12251,null,19421,null,3318,null,3512,null,1007,null,19032,null,2820,null,18181,null,2221,null,121313,null,7501,null,13903,null,2372,null,14770,null,1461,null,1494819,null,13670,null,92535,null,3464,null,18133,null,2109,null,105562,null,5054,null,112865,null,4771,null,934741,null,9233,null,128823,null,2746,null,102160,null,2368,null,0400000US28,Mississippi,28
4844819,null,10216,null,551918,null,15038,null,58070,null,3797,null,9178,null,1577,null,48435,null,4171,null,48753,null,3684,null,327865,null,9620,null,23887,null,2415,null,35730,null,3169,null,4292901,null,14732,null,247648,null,4066,null,46132,null,3154,null,311107,null,6299,null,336344,null,5293,null,2723038,null,10591,null,343789,null,2815,null,284843,null,3369,null,0400000US29,Missouri,29
847122,null,1974,null,108868,null,8030,null,10749,null,2207,null,1332,null,486,null,11709,null,2180,null,8701,null,1284,null,65632,null,4910,null,5234,null,1158,null,5511,null,997,null,738254,null,7894,null,39756,null,2010,null,8270,null,1411,null,47759,null,2556,null,54310,null,2628,null,474205,null,5065,null,61523,null,1167,null,52431,null,1163,null,0400000US30,Montana,30
1538084,null,5220,null,142264,null,7796,null,14440,null,1934,null,1870,null,578,null,11809,null,2104,null,9208,null,1770,null,84426,null,5287,null,6853,null,944,null,13658,null,2312,null,1395820,null,9628,null,91001,null,2251,null,18627,null,1826,null,103227,null,3719,null,113164,null,3301,null,875028,null,6006,null,102370,null,1476,null,92403,null,2565,null,0400000US31,Nebraska,31
1986908,null,11893,null,218010,null,14112,null,25873,null,3561,null,4274,null,1324,null,25415,null,3781,null,19754,null,2794,null,122561,null,7742,null,10707,null,1904,null,9426,null,1724,null,1768898,null,17961,null,119164,null,3997,null,23353,null,2733,null,134855,null,5751,null,132028,null,4925,null,1133523,null,10265,null,131319,null,2239,null,94656,null,2167,null,0400000US32,Nevada,32
1212412,null,2611,null,88957,null,7492,null,7595,null,1607,null,1011,null,584,null,7440,null,1778,null,6432,null,1129,null,53389,null,5095,null,5414,null,1351,null,7676,null,1754,null,1123455,null,7842,null,59882,null,1906,null,12284,null,1366,null,74756,null,3016,null,96246,null,2878,null,736828,null,5037,null,79355,null,1851,null,64104,null,1960,null,0400000US33,New Hampshire,33
6036230,null,17149,null,377625,null,17747,null,32261,null,3646,null,5955,null,1317,null,33638,null,4029,null,34065,null,3747,null,210557,null,11029,null,23988,null,2625,null,37161,null,3050,null,5658605,null,23557,null,311567,null,4976,null,65582,null,3669,null,402130,null,7204,null,435139,null,6771,null,3586188,null,16453,null,440984,null,3891,null,417015,null,4302,null,0400000US34,New Jersey,34
1427663,null,12252,null,217316,null,11900,null,25569,null,3294,null,4036,null,1153,null,23047,null,3278,null,19097,null,2877,null,120257,null,6462,null,12038,null,1751,null,13272,null,1763,null,1210347,null,15040,null,70076,null,3553,null,13524,null,1856,null,80567,null,4040,null,95813,null,4003,null,760357,null,8360,null,103301,null,2538,null,86709,null,2690,null,0400000US35,New Mexico,35
12762777,null,29151,null,1276096,null,30379,null,105188,null,6237,null,17187,null,1943,null,115629,null,7058,null,117022,null,5958,null,742645,null,18969,null,74637,null,3818,null,103788,null,5319,null,11486681,null,36051,null,600573,null,7292,null,121098,null,5338,null,736985,null,10562,null,850104,null,10049,null,7389034,null,26697,null,924762,null,4895,null,864125,null,6773,null,0400000US36,New York,36
6319245,null,14746,null,659154,null,22484,null,58132,null,4620,null,9362,null,1689,null,60677,null,5439,null,52523,null,4822,null,396000,null,13479,null,34644,null,2842,null,47816,null,2761,null,5660091,null,25938,null,339124,null,5811,null,61963,null,4298,null,405999,null,8637,null,417529,null,8031,null,3624344,null,15459,null,459558,null,2891,null,351574,null,3548,null,0400000US37,North Carolina,37
561162,null,1792,null,55258,null,4705,null,4716,null,1127,null,691,null,379,null,4387,null,1073,null,3371,null,1020,null,31299,null,2652,null,4187,null,853,null,6607,null,909,null,505904,null,5071,null,29667,null,1190,null,5023,null,1007,null,34375,null,1992,null,37308,null,1632,null,325798,null,2750,null,36782,null,1009,null,36951,null,965,null,0400000US38,North Dakota,38
9419960,null,8413,null,1016133,null,25212,null,102229,null,6628,null,16509,null,2182,null,96282,null,5996,null,82504,null,5083,null,615475,null,15405,null,43730,null,2864,null,59404,null,3451,null,8403827,null,24798,null,469413,null,6770,null,94555,null,3266,null,605839,null,9186,null,666954,null,7591,null,5328456,null,16128,null,664301,null,3294,null,574309,null,4449,null,0400000US39,Ohio,39
2679655,null,9561,null,357965,null,15339,null,36036,null,3541,null,7789,null,1547,null,37387,null,4154,null,27457,null,3038,null,211201,null,8970,null,16673,null,1821,null,21422,null,1882,null,2321690,null,15547,null,139122,null,3592,null,25640,null,2397,null,158215,null,5065,null,174017,null,4497,null,1462562,null,10045,null,200339,null,2564,null,161795,null,2358,null,0400000US40,Oklahoma,40
3227101,null,11057,null,403629,null,15313,null,35284,null,3930,null,7038,null,1482,null,37028,null,4278,null,33722,null,4017,null,252377,null,9174,null,19214,null,2074,null,18966,null,2335,null,2823472,null,18164,null,152462,null,4799,null,30400,null,2925,null,186790,null,5238,null,204381,null,4866,null,1824297,null,10677,null,222896,null,2858,null,202246,null,4065,null,0400000US41,Oregon,41
10094471,null,12949,null,965972,null,20674,null,80223,null,4382,null,15330,null,1888,null,82829,null,5560,null,76572,null,4748,null,576779,null,14380,null,52371,null,3422,null,81868,null,5349,null,9128499,null,23512,null,468668,null,4788,null,97972,null,4440,null,602298,null,7502,null,686030,null,7696,null,5770314,null,16100,null,764938,null,3748,null,738279,null,6743,null,0400000US42,Pennsylvania,42
842370,null,6007,null,78181,null,7104,null,4607,null,1421,null,1279,null,604,null,5121,null,1481,null,7052,null,1773,null,47245,null,4976,null,5210,null,1231,null,7667,null,1244,null,764189,null,8115,null,38097,null,1543,null,8198,null,1448,null,48820,null,2614,null,54362,null,2624,null,498277,null,6213,null,58387,null,1441,null,58048,null,1416,null,0400000US44,Rhode Island,44
2945948,null,7646,null,315248,null,13432,null,28216,null,3315,null,4457,null,1097,null,29443,null,3477,null,20581,null,2613,null,194304,null,8258,null,17436,null,2196,null,20811,null,2401,null,2630700,null,14707,null,151541,null,3722,null,28928,null,2499,null,178925,null,4981,null,198721,null,4880,null,1661339,null,9592,null,234129,null,2536,null,177117,null,2922,null,0400000US45,South Carolina,45
677081,null,2835,null,60798,null,5569,null,6180,null,1540,null,1577,null,747,null,4806,null,1151,null,3795,null,1424,null,34409,null,3193,null,3276,null,633,null,6755,null,1020,null,616283,null,6629,null,37724,null,1626,null,7263,null,1140,null,42630,null,2203,null,48587,null,2243,null,386190,null,3993,null,48599,null,815,null,45290,null,1131,null,0400000US46,South Dakota,46
4824296,null,8485,null,626606,null,20962,null,62326,null,5039,null,10984,null,1861,null,58774,null,4979,null,48751,null,4502,null,375458,null,12563,null,32874,null,2514,null,37439,null,2744,null,4197690,null,22396,null,234376,null,4906,null,45757,null,2725,null,291811,null,6641,null,314872,null,6525,null,2690082,null,14235,null,354674,null,3196,null,266118,null,3579,null,0400000US47,Tennessee,47
17582645,null,41703,null,2483561,null,45341,null,339717,null,13080,null,54934,null,4107,null,310094,null,12841,null,254783,null,10610,null,1313907,null,23539,null,104760,null,4660,null,105366,null,5300,null,15099084,null,48855,null,1057310,null,12202,null,201657,null,7315,null,1232308,null,15397,null,1245835,null,13221,null,9579391,null,32103,null,986948,null,6471,null,795635,null,6927,null,0400000US48,Texas,48
2458369,null,6414,null,222511,null,12131,null,26458,null,3294,null,4308,null,964,null,24882,null,3349,null,19352,null,3228,null,133196,null,7016,null,5810,null,1205,null,8505,null,1435,null,2235858,null,11145,null,208584,null,3735,null,39831,null,2637,null,218019,null,4918,null,206768,null,4410,null,1347346,null,7239,null,118356,null,1339,null,96954,null,1588,null,0400000US49,Utah,49
575437,null,1309,null,59224,null,4963,null,4862,null,1265,null,491,null,355,null,4138,null,1055,null,5492,null,1313,null,37462,null,3180,null,2478,null,707,null,4301,null,768,null,516213,null,5147,null,24884,null,1457,null,5356,null,966,null,33058,null,1788,null,39419,null,1879,null,338969,null,3154,null,41778,null,733,null,32749,null,933,null,0400000US50,Vermont,50
5343848,null,15774,null,420341,null,17276,null,34141,null,3777,null,5177,null,1429,null,33356,null,3233,null,31009,null,3882,null,267727,null,11323,null,19982,null,2331,null,28949,null,2595,null,4923507,null,21889,null,289806,null,4644,null,56961,null,3470,null,352711,null,7302,null,374398,null,6898,null,3170564,null,13474,null,382807,null,3105,null,296260,null,3845,null,0400000US51,Virginia,51
5166937,null,13550,null,509309,null,18941,null,42642,null,4251,null,6695,null,1494,null,39272,null,4242,null,41325,null,3992,null,330065,null,11489,null,25583,null,2605,null,23727,null,2327,null,4657628,null,22289,null,261335,null,4752,null,50803,null,3708,null,315090,null,7404,null,359655,null,7035,null,3033146,null,14727,null,341717,null,2783,null,295882,null,3188,null,0400000US53,Washington,53
1674701,null,2894,null,273283,null,12150,null,27707,null,2821,null,4771,null,1030,null,23168,null,3018,null,22115,null,2844,null,168461,null,7619,null,15659,null,1869,null,11402,null,1321,null,1401418,null,12443,null,66349,null,2786,null,15166,null,1941,null,90339,null,3878,null,100374,null,3754,null,892676,null,7902,null,127951,null,1978,null,108563,null,1437,null,0400000US54,West Virginia,54
4850224,null,6681,null,412424,null,15155,null,36344,null,3552,null,4974,null,960,null,30271,null,2996,null,31460,null,3351,null,254733,null,9270,null,20547,null,2025,null,34095,null,2869,null,4437800,null,16212,null,252296,null,3895,null,49280,null,2813,null,305429,null,5344,null,350154,null,5429,null,2851997,null,9902,null,333798,null,2189,null,294846,null,3388,null,0400000US55,Wisconsin,55
476348,null,2245,null,42316,null,4332,null,4830,null,1333,null,580,null,351,null,2713,null,1073,null,3642,null,1192,null,26089,null,2609,null,1806,null,512,null,2656,null,782,null,434032,null,4896,null,27648,null,1676,null,5751,null,1032,null,31965,null,1913,null,32785,null,1910,null,280231,null,3148,null,31983,null,833,null,23669,null,984,null,0400000US56,Wyoming,56
2965247,null,20775,null,1290664,null,25536,null,100587,null,4327,null,17914,null,2161,null,135653,null,5506,null,139000,null,6297,null,720611,null,17616,null,92640,null,3898,null,84259,null,3350,null,1674583,null,27380,null,77471,null,4989,null,15964,null,1869,null,110397,null,5280,null,126343,null,5459,null,1089531,null,19139,null,149747,null,4635,null,105130,null,3779,null,0400000US72,Puerto Rico,72
