B10057_001E,B10057_001EA,B10057_001M,B10057_001MA,B10057_002E,B10057_002EA,B10057_002M,B10057_002MA,B10057_003E,B10057_003EA,B10057_003M,B10057_003MA,B10057_004E,B10057_004EA,B10057_004M,B10057_004MA,B10057_005E,B10057_005EA,B10057_005M,B10057_005MA,B10057_006E,B10057_006EA,B10057_006M,B10057_006MA,B10057_007E,B10057_007EA,B10057_007M,B10057_007MA,B10057_008E,B10057_008EA,B10057_008M,B10057_008MA,B10057_009E,B10057_009EA,B10057_009M,B10057_009MA,B10057_010E,B10057_010EA,B10057_010M,B10057_010MA,B10057_011E,B10057_011EA,B10057_011M,B10057_011MA,GEO_ID,NAME,state
105283,null,5919,null,64529,null,4871,null,40790,null,3862,null,27952,null,3253,null,12838,null,2218,null,23739,null,2878,null,40754,null,3292,null,19296,null,2121,null,11699,null,1614,null,7597,null,1610,null,21458,null,2439,null,0400000US01,Alabama,01
12579,null,1833,null,8108,null,1566,null,4918,null,1188,null,3026,null,905,null,1892,null,674,null,3190,null,973,null,4471,null,929,null,1194,null,403,null,725,null,317,null,469,null,262,null,3277,null,922,null,0400000US02,Alaska,02
148798,null,8079,null,91949,null,6936,null,43167,null,4384,null,32587,null,3854,null,10580,null,1799,null,48782,null,5181,null,56849,null,4326,null,15542,null,2396,null,8947,null,1629,null,6595,null,1502,null,41307,null,3638,null,0400000US04,Arizona,04
68947,null,4485,null,45326,null,4435,null,29295,null,3340,null,21237,null,2543,null,8058,null,1750,null,16031,null,2787,null,23621,null,2249,null,11341,null,1621,null,7771,null,1229,null,3570,null,1011,null,12280,null,1500,null,0400000US05,Arkansas,05
1004904,null,21186,null,651283,null,17343,null,213322,null,9255,null,136900,null,6575,null,76422,null,5597,null,437961,null,13140,null,353621,null,11288,null,81405,null,5132,null,43144,null,4021,null,38261,null,3519,null,272216,null,9598,null,0400000US06,California,06
91284,null,6882,null,57857,null,5566,null,29921,null,3768,null,20637,null,3087,null,9284,null,1968,null,27936,null,3880,null,33427,null,3349,null,10068,null,1589,null,6273,null,1388,null,3795,null,968,null,23359,null,2872,null,0400000US08,Colorado,08
57687,null,4050,null,33781,null,3695,null,12479,null,2231,null,8474,null,1979,null,4005,null,1024,null,21302,null,2710,null,23906,null,2199,null,7075,null,1416,null,4560,null,1139,null,2515,null,749,null,16831,null,1979,null,0400000US09,Connecticut,09
20830,null,2781,null,12321,null,2578,null,4900,null,1567,null,3378,null,1399,null,1522,null,636,null,7421,null,1821,null,8509,null,1453,null,3276,null,893,null,2471,null,790,null,805,null,375,null,5233,null,1205,null,0400000US10,Delaware,10
11011,null,1840,null,3949,null,1210,null,1679,null,684,null,983,null,550,null,696,null,328,null,2270,null,947,null,7062,null,1490,null,2892,null,873,null,1396,null,587,null,1496,null,621,null,4170,null,1316,null,0400000US11,District of Columbia,11
393605,null,14019,null,230504,null,11420,null,104518,null,7284,null,70094,null,6006,null,34424,null,3669,null,125986,null,7816,null,163101,null,7565,null,44801,null,3891,null,25593,null,2903,null,19208,null,2637,null,118300,null,6320,null,0400000US12,Florida,12
241808,null,10250,null,150860,null,8218,null,81899,null,5884,null,55105,null,4440,null,26794,null,3373,null,68961,null,6058,null,90948,null,5246,null,29709,null,2785,null,19100,null,2238,null,10609,null,1562,null,61239,null,4606,null,0400000US13,Georgia,13
