C17001I_001E,C17001I_001EA,C17001I_001M,C17001I_001MA,C17001I_002E,C17001I_002EA,C17001I_002M,C17001I_002MA,C17001I_003E,C17001I_003EA,C17001I_003M,C17001I_003MA,C17001I_004E,C17001I_004EA,C17001I_004M,C17001I_004MA,C17001I_005E,C17001I_005EA,C17001I_005M,C17001I_005MA,C17001I_006E,C17001I_006EA,C17001I_006M,C17001I_006MA,C17001I_007E,C17001I_007EA,C17001I_007M,C17001I_007MA,C17001I_008E,C17001I_008EA,C17001I_008M,C17001I_008MA,C17001I_009E,C17001I_009EA,C17001I_009M,C17001I_009MA,C17001I_010E,C17001I_010EA,C17001I_010M,C17001I_010MA,C17001I_011E,C17001I_011EA,C17001I_011M,C17001I_011MA,C17001I_012E,C17001I_012EA,C17001I_012M,C17001I_012MA,C17001I_013E,C17001I_013EA,C17001I_013M,C17001I_013MA,C17001I_014E,C17001I_014EA,C17001I_014M,C17001I_014MA,C17001I_015E,C17001I_015EA,C17001I_015M,C17001I_015MA,C17001I_016E,C17001I_016EA,C17001I_016M,C17001I_016MA,C17001I_017E,C17001I_017EA,C17001I_017M,C17001I_017MA,C17001I_018E,C17001I_018EA,C17001I_018M,C17001I_018MA,C17001I_019E,C17001I_019EA,C17001I_019M,C17001I_019MA,GEO_ID,NAME,state
753304,null,3699,null,187665,null,12125,null,98408,null,7130,null,48362,null,4920,null,48989,null,4755,null,1057,null,461,null,89257,null,7652,null,44673,null,4986,null,42086,null,3495,null,2498,null,964,null,565639,null,12782,null,327124,null,7999,null,104995,null,4704,null,213837,null,5871,null,8292,null,1278,null,238515,null,7731,null,91803,null,5149,null,137869,null,3896,null,8843,null,1133,null,0400000US13,Georgia,13
108064,null,1237,null,14140,null,3712,null,6395,null,1896,null,3770,null,1296,null,2354,null,859,null,271,null,219,null,7745,null,2124,null,3129,null,995,null,4358,null,1424,null,258,null,181,null,93924,null,3346,null,49744,null,1866,null,17325,null,1398,null,30455,null,913,null,1964,null,231,null,44180,null,2250,null,17076,null,1141,null,24304,null,1538,null,2800,null,340,null,0400000US15,Hawaii,15
152155,null,1316,null,33935,null,4848,null,16133,null,2679,null,9104,null,1867,null,6656,null,1219,null,373,null,238,null,17802,null,2862,null,8441,null,1760,null,8653,null,1470,null,708,null,411,null,118220,null,5024,null,65517,null,3079,null,24584,null,2026,null,38911,null,1627,null,2022,null,545,null,52703,null,3175,null,20959,null,2099,null,30087,null,1816,null,1657,null,667,null,0400000US16,Idaho,16
1938030,null,4613,null,338989,null,15780,null,159592,null,8964,null,81324,null,6049,null,72616,null,5156,null,5652,null,1144,null,179397,null,9383,null,78729,null,5248,null,94411,null,5530,null,6257,null,1268,null,1599041,null,16197,null,860363,null,9294,null,267878,null,5955,null,561480,null,5412,null,31005,null,1317,null,738678,null,9738,null,256631,null,5486,null,444854,null,5627,null,37193,null,1550,null,0400000US17,Illinois,17
320378,null,2490,null,76089,null,6813,null,37038,null,3843,null,19103,null,2491,null,17392,null,2300,null,543,null,350,null,39051,null,4159,null,18052,null,2763,null,20053,null,2225,null,946,null,448,null,244289,null,6780,null,135633,null,3956,null,45827,null,2841,null,85503,null,2769,null,4303,null,715,null,108656,null,5008,null,42167,null,2907,null,60947,null,2596,null,5542,null,1002,null,0400000US18,Indiana,18
118968,null,1565,null,25143,null,3856,null,11591,null,2027,null,6043,null,1186,null,5502,null,1198,null,46,null,75,null,13552,null,2386,null,6548,null,1702,null,6835,null,1208,null,169,null,153,null,93825,null,3892,null,50578,null,2669,null,18702,null,2001,null,30583,null,1590,null,1293,null,599,null,43247,null,2428,null,18295,null,1598,null,23069,null,1475,null,1883,null,539,null,0400000US19,Iowa,19
246685,null,1730,null,50774,null,5522,null,23108,null,3039,null,12482,null,2163,null,10194,null,1627,null,432,null,340,null,27666,null,3498,null,13618,null,2297,null,13202,null,1722,null,846,null,456,null,195911,null,5660,null,104937,null,3177,null,35879,null,2194,null,65459,null,2070,null,3599,null,799,null,90974,null,3611,null,33970,null,2557,null,51980,null,2046,null,5024,null,886,null,0400000US20,Kansas,20
95250,null,2495,null,30330,null,3456,null,15453,null,2132,null,8135,null,1376,null,7254,null,1334,null,64,null,119,null,14877,null,2216,null,8224,null,1461,null,6459,null,1232,null,194,null,160,null,64920,null,4077,null,37426,null,2940,null,12100,null,1634,null,24324,null,1854,null,1002,null,495,null,27494,null,2653,null,11342,null,1562,null,14958,null,1601,null,1194,null,496,null,0400000US21,Kentucky,21
144184,null,2105,null,30469,null,4846,null,13905,null,2802,null,5837,null,1669,null,7725,null,1958,null,343,null,213,null,16564,null,2749,null,5977,null,1570,null,9250,null,1836,null,1337,null,563,null,113715,null,4849,null,59559,null,3233,null,16740,null,2250,null,39105,null,2063,null,3714,null,496,null,54156,null,2954,null,16275,null,1996,null,31819,null,2373,null,6062,null,820,null,0400000US22,Louisiana,22
12740,null,794,null,3191,null,1401,null,1130,null,769,null,922,null,725,null,161,null,200,null,47,null,78,null,2061,null,795,null,816,null,401,null,1175,null,727,null,70,null,106,null,9549,null,1473,null,4132,null,949,null,1175,null,483,null,2654,null,659,null,303,null,259,null,5417,null,1169,null,1946,null,758,null,3022,null,776,null,449,null,428,null,0400000US23,Maine,23
368162,null,1750,null,42984,null,5460,null,18573,null,3288,null,8786,null,2039,null,9203,null,2241,null,584,null,400,null,24411,null,3413,null,7200,null,1740,null,15788,null,2230,null,1423,null,544,null,325178,null,5666,null,176829,null,3310,null,56134,null,2174,null,114972,null,2320,null,5723,null,621,null,148349,null,3751,null,51498,null,1964,null,88792,null,2416,null,8059,null,753,null,0400000US24,Maryland,24
538729,null,2425,null,149902,null,10121,null,64902,null,4891,null,32851,null,3317,null,28360,null,3179,null,3691,null,807,null,85000,null,6410,null,32066,null,3428,null,48472,null,4110,null,4462,null,866,null,388827,null,10084,null,202770,null,4955,null,62211,null,3209,null,134524,null,3313,null,6035,null,975,null,186057,null,6294,null,57922,null,3530,null,119171,null,3827,null,8964,null,952,null,0400000US25,Massachusetts,25
400275,null,2136,null,104004,null,8065,null,49097,null,4764,null,24321,null,3014,null,23757,null,3059,null,1019,null,448,null,54907,null,4247,null,24136,null,2489,null,29386,null,2519,null,1385,null,522,null,296271,null,8123,null,157425,null,4909,null,51293,null,2971,null,99551,null,2935,null,6581,null,924,null,138846,null,4669,null,49201,null,2850,null,80434,null,3344,null,9211,null,1276,null,0400000US26,Michigan,26
210048,null,1868,null,42661,null,5159,null,19683,null,2710,null,10795,null,2053,null,8762,null,1348,null,126,null,135,null,22978,null,3261,null,10046,null,1868,null,11883,null,1768,null,1049,null,509,null,167387,null,5503,null,89661,null,3180,null,30442,null,2256,null,57198,null,1596,null,2021,null,439,null,77726,null,3577,null,33136,null,2125,null,42196,null,1985,null,2394,null,599,null,0400000US27,Minnesota,27
53483,null,2972,null,13281,null,3392,null,7729,null,2148,null,3743,null,1403,null,3928,null,1076,null,58,null,98,null,5552,null,1573,null,2152,null,1020,null,3286,null,921,null,114,null,146,null,40202,null,4056,null,22021,null,2654,null,5205,null,1031,null,16090,null,2419,null,726,null,408,null,18181,null,2599,null,7047,null,1739,null,10218,null,1379,null,916,null,445,null,0400000US28,Mississippi,28
180941,null,1666,null,44219,null,4866,null,21207,null,2960,null,11541,null,2124,null,9349,null,1694,null,317,null,228,null,23012,null,2691,null,10476,null,1709,null,11470,null,1723,null,1066,null,336,null,136722,null,5070,null,72811,null,3158,null,24722,null,2104,null,45351,null,2090,null,2738,null,585,null,63911,null,3419,null,24567,null,2109,null,35951,null,1760,null,3393,null,772,null,0400000US29,Missouri,29
26014,null,805,null,6141,null,1622,null,2797,null,1077,null,1608,null,818,null,1097,null,567,null,92,null,149,null,3344,null,1031,null,1782,null,818,null,1475,null,700,null,87,null,119,null,19873,null,1678,null,8712,null,1010,null,3545,null,687,null,4758,null,758,null,409,null,284,null,11161,null,1607,null,5138,null,1245,null,5561,null,1041,null,462,null,239,null,0400000US30,Montana,30
135925,null,1139,null,29098,null,4220,null,13058,null,2352,null,7556,null,1624,null,5133,null,1342,null,369,null,291,null,16040,null,2247,null,7716,null,1304,null,8158,null,1302,null,166,null,165,null,106827,null,4299,null,59613,null,2677,null,21144,null,1784,null,37073,null,1738,null,1396,null,517,null,47214,null,2744,null,18616,null,1959,null,26099,null,1625,null,2499,null,715,null,0400000US31,Nebraska,31
661016,null,1370,null,120672,null,12702,null,53434,null,6191,null,28074,null,3730,null,23909,null,3395,null,1451,null,541,null,67238,null,7850,null,31407,null,4609,null,34052,null,3987,null,1779,null,805,null,540344,null,12651,null,294297,null,6492,null,99926,null,3919,null,183762,null,3512,null,10609,null,771,null,246047,null,7630,null,89400,null,4645,null,144245,null,3853,null,12402,null,870,null,0400000US32,Nevada,32
33283,null,1131,null,4325,null,2035,null,2401,null,1289,null,800,null,577,null,1601,null,1068,null,0,null,253,null,1924,null,1023,null,657,null,646,null,1235,null,493,null,32,null,54,null,28958,null,2155,null,13870,null,1555,null,5083,null,960,null,8596,null,946,null,191,null,207,null,15088,null,1265,null,5947,null,799,null,8058,null,916,null,1083,null,554,null,0400000US33,New Hampshire,33
1395988,null,2481,null,229915,null,13354,null,99437,null,6718,null,47281,null,3857,null,46469,null,4338,null,5687,null,1325,null,130478,null,8214,null,43508,null,4083,null,74721,null,5205,null,12249,null,1486,null,1166073,null,13554,null,608122,null,6961,null,166492,null,3847,null,409317,null,4401,null,32313,null,1557,null,557951,null,8766,null,160728,null,4432,null,356921,null,5432,null,40302,null,1666,null,0400000US34,New Jersey,34
873187,null,1726,null,186163,null,11988,null,81385,null,6363,null,38012,null,4283,null,36864,null,3123,null,6509,null,1205,null,104778,null,6979,null,39595,null,3888,null,54366,null,3842,null,10817,null,1555,null,687024,null,11701,null,351613,null,6519,null,101115,null,4241,null,221358,null,3488,null,29140,null,1381,null,335411,null,6903,null,91327,null,3798,null,209270,null,3907,null,34814,null,1607,null,0400000US35,New Mexico,35
3175049,null,4458,null,736567,null,21864,null,318564,null,12782,null,147868,null,7196,null,152251,null,7812,null,18445,null,2224,null,418003,null,13096,null,136164,null,6688,null,239345,null,9301,null,42494,null,2373,null,2438482,null,21579,null,1242190,null,12402,null,322205,null,7223,null,847122,null,7766,null,72863,null,2502,null,1196292,null,13261,null,314426,null,6930,null,783738,null,9384,null,98128,null,2224,null,0400000US36,New York,36
666745,null,2453,null,188062,null,13123,null,92463,null,7070,null,44466,null,4286,null,47124,null,4157,null,873,null,561,null,95599,null,7627,null,46433,null,4826,null,48443,null,3730,null,723,null,375,null,478683,null,12950,null,274015,null,7644,null,90313,null,4617,null,179495,null,4975,null,4207,null,932,null,204668,null,7847,null,84029,null,5316,null,113881,null,3952,null,6758,null,1055,null,0400000US37,North Carolina,37
12547,null,965,null,3245,null,1323,null,1457,null,668,null,563,null,354,null,894,null,476,null,0,null,208,null,1788,null,880,null,825,null,559,null,946,null,525,null,17,null,38,null,9302,null,1455,null,4996,null,1198,null,1866,null,821,null,3051,null,672,null,79,null,89,null,4306,null,745,null,1240,null,384,null,3037,null,592,null,29,null,49,null,0400000US38,North Dakota,38
290375,null,2882,null,72003,null,5722,null,35836,null,3213,null,20109,null,2393,null,15041,null,2121,null,686,null,415,null,36167,null,3834,null,16122,null,2213,null,18652,null,2321,null,1393,null,576,null,218372,null,6056,null,113883,null,3857,null,38265,null,2476,null,69765,null,2698,null,5853,null,854,null,104489,null,4471,null,38228,null,2591,null,60022,null,2564,null,6239,null,847,null,0400000US39,Ohio,39
269298,null,2060,null,70904,null,6605,null,33214,null,3936,null,18420,null,2570,null,13922,null,1956,null,872,null,392,null,37690,null,3604,null,18801,null,2252,null,17263,null,1992,null,1626,null,606,null,198394,null,6412,null,108633,null,3996,null,37480,null,2453,null,67557,null,2383,null,3596,null,670,null,89761,null,3716,null,34808,null,2414,null,51047,null,2175,null,3906,null,802,null,0400000US40,Oklahoma,40
407752,null,1503,null,106505,null,10156,null,52330,null,5247,null,29530,null,3458,null,22133,null,2898,null,667,null,351,null,54175,null,5943,null,26002,null,3863,null,26947,null,2991,null,1226,null,609,null,301247,null,10255,null,169731,null,5760,null,55298,null,4018,null,109411,null,3050,null,5022,null,979,null,131516,null,5681,null,49965,null,3970,null,76123,null,2906,null,5428,null,1050,null,0400000US41,Oregon,41
574082,null,2452,null,171576,null,11148,null,77224,null,6120,null,38984,null,4000,null,36041,null,3472,null,2199,null,641,null,94352,null,6824,null,39755,null,3416,null,50524,null,4477,null,4073,null,789,null,402506,null,11445,null,212470,null,6059,null,72312,null,4075,null,131180,null,3555,null,8978,null,1003,null,190036,null,6940,null,69534,null,3464,null,110765,null,4569,null,9737,null,1134,null,0400000US42,Pennsylvania,42
118240,null,864,null,33219,null,4354,null,14373,null,2714,null,7799,null,1873,null,6045,null,1586,null,529,null,346,null,18846,null,2352,null,7698,null,1425,null,10301,null,1457,null,847,null,385,null,85021,null,4461,null,43862,null,2661,null,13817,null,1879,null,28230,null,1758,null,1815,null,495,null,41159,null,2542,null,13315,null,1600,null,25763,null,1620,null,2081,null,444,null,0400000US44,Rhode Island,44
173857,null,2063,null,44074,null,5843,null,21790,null,3288,null,12162,null,2091,null,9199,null,1903,null,429,null,324,null,22284,null,3276,null,10619,null,2309,null,10477,null,1475,null,1188,null,683,null,129783,null,6440,null,73715,null,4047,null,22755,null,2499,null,49166,null,2475,null,1794,null,491,null,56068,null,3946,null,22829,null,2800,null,30698,null,1720,null,2541,null,709,null,0400000US45,South Carolina,45
17981,null,1245,null,3676,null,1593,null,1805,null,1165,null,1367,null,991,null,438,null,450,null,0,null,223,null,1871,null,768,null,578,null,273,null,1172,null,657,null,121,null,162,null,14305,null,2256,null,8381,null,1443,null,3664,null,1134,null,4659,null,713,null,58,null,72,null,5924,null,1222,null,2149,null,688,null,3556,null,914,null,219,null,174,null,0400000US46,South Dakota,46
222443,null,2152,null,64598,null,6254,null,29991,null,3794,null,17059,null,2359,null,12668,null,2212,null,264,null,246,null,34607,null,3317,null,17587,null,2448,null,16417,null,1773,null,603,null,495,null,157845,null,6348,null,92031,null,4029,null,27883,null,2769,null,61515,null,2367,null,2633,null,850,null,65814,null,3767,null,27082,null,2671,null,35670,null,1984,null,3062,null,848,null,0400000US47,Tennessee,47
8701929,null,8332,null,2092272,null,46236,null,954677,null,22865,null,500799,null,14261,null,410977,null,13168,null,42901,null,3024,null,1137595,null,27232,null,478018,null,15222,null,582926,null,14619,null,76651,null,4393,null,6609657,null,46717,null,3475253,null,23492,null,1074500,null,14201,null,2237604,null,13351,null,163149,null,3051,null,3134404,null,26998,null,1023199,null,15103,null,1911019,null,14388,null,200186,null,4457,null,0400000US48,Texas,48
322973,null,1583,null,55843,null,6984,null,25539,null,3949,null,13454,null,2602,null,11379,null,2008,null,706,null,386,null,30304,null,4048,null,14246,null,2592,null,15029,null,2096,null,1029,null,508,null,267130,null,7045,null,145360,null,4287,null,55653,null,3116,null,85770,null,2306,null,3937,null,417,null,121770,null,4132,null,48375,null,2795,null,68554,null,2166,null,4841,null,529,null,0400000US49,Utah,49
7189,null,448,null,978,null,479,null,474,null,338,null,327,null,262,null,147,null,169,null,0,null,211,null,504,null,266,null,419,null,238,null,85,null,122,null,0,null,211,null,6211,null,687,null,2922,null,731,null,566,null,280,null,2207,null,701,null,149,null,158,null,3289,null,758,null,1028,null,486,null,1775,null,606,null,486,null,288,null,0400000US50,Vermont,50
514618,null,3967,null,68446,null,6352,null,29793,null,3992,null,13040,null,2366,null,16223,null,2475,null,530,null,370,null,38653,null,3780,null,14683,null,2396,null,22611,null,2420,null,1359,null,653,null,446172,null,7293,null,241040,null,4820,null,76163,null,3128,null,160144,null,3532,null,4733,null,634,null,205132,null,4504,null,68560,null,2846,null,127796,null,3485,null,8776,null,1057,null,0400000US51,Virginia,51
629624,null,2015,null,148098,null,10050,null,71974,null,5201,null,36869,null,3365,null,33750,null,3698,null,1355,null,716,null,76124,null,5988,null,34373,null,3791,null,38701,null,3185,null,3050,null,821,null,481526,null,10216,null,259687,null,5891,null,92218,null,3997,null,160657,null,4252,null,6812,null,882,null,221839,null,6069,null,89950,null,3923,null,124579,null,3287,null,7310,null,1135,null,0400000US53,Washington,53
19067,null,1740,null,5244,null,2011,null,2381,null,1169,null,1200,null,692,null,1181,null,621,null,0,null,265,null,2863,null,1087,null,1266,null,514,null,1553,null,855,null,44,null,82,null,13823,null,2016,null,6539,null,1205,null,2526,null,817,null,3232,null,734,null,781,null,383,null,7284,null,1457,null,2386,null,870,null,4170,null,811,null,728,null,373,null,0400000US54,West Virginia,54
278606,null,1618,null,54893,null,5778,null,27460,null,2940,null,13562,null,1989,null,13316,null,1919,null,582,null,310,null,27433,null,3522,null,11868,null,2092,null,14693,null,1873,null,872,null,347,null,223713,null,5877,null,120033,null,3545,null,42659,null,2316,null,74070,null,2090,null,3304,null,529,null,103680,null,3536,null,41603,null,2411,null,58582,null,2047,null,3495,null,530,null,0400000US55,Wisconsin,55
40019,null,414,null,3289,null,963,null,1339,null,552,null,715,null,400,null,551,null,294,null,73,null,135,null,1950,null,677,null,137,null,137,null,1677,null,644,null,136,null,206,null,36730,null,1110,null,19266,null,1343,null,7162,null,1056,null,10995,null,1177,null,1109,null,391,null,17464,null,1420,null,6482,null,1037,null,10094,null,933,null,888,null,426,null,0400000US56,Wyoming,56
3867689,null,5462,null,1734325,null,28803,null,794870,null,15095,null,280117,null,6716,null,424355,null,11225,null,90398,null,3275,null,939455,null,16882,null,260883,null,7135,null,544869,null,11636,null,133703,null,4228,null,2133364,null,29044,null,1048174,null,14571,null,208618,null,5914,null,702216,null,11361,null,137340,null,3341,null,1085190,null,17831,null,208991,null,7527,null,707762,null,11884,null,168437,null,3924,null,0400000US72,Puerto Rico,72
