B17013_001E,B17013_001EA,B17013_001M,B17013_001MA,B17013_002E,B17013_002EA,B17013_002M,B17013_002MA,B17013_003E,B17013_003EA,B17013_003M,B17013_003MA,B17013_004E,B17013_004EA,B17013_004M,B17013_004MA,B17013_005E,B17013_005EA,B17013_005M,B17013_005MA,B17013_006E,B17013_006EA,B17013_006M,B17013_006MA,B17013_007E,B17013_007EA,B17013_007M,B17013_007MA,B17013_008E,B17013_008EA,B17013_008M,B17013_008MA,B17013_009E,B17013_009EA,B17013_009M,B17013_009MA,B17013_010E,B17013_010EA,B17013_010M,B17013_010MA,B17013_011E,B17013_011EA,B17013_011M,B17013_011MA,B17013_012E,B17013_012EA,B17013_012M,B17013_012MA,B17013_013E,B17013_013EA,B17013_013M,B17013_013MA,B17013_014E,B17013_014EA,B17013_014M,B17013_014MA,B17013_015E,B17013_015EA,B17013_015M,B17013_015MA,B17013_016E,B17013_016EA,B17013_016M,B17013_016MA,B17013_017E,B17013_017EA,B17013_017M,B17013_017MA,B17013_018E,B17013_018EA,B17013_018M,B17013_018MA,B17013_019E,B17013_019EA,B17013_019M,B17013_019MA,B17013_020E,B17013_020EA,B17013_020M,B17013_020MA,B17013_021E,B17013_021EA,B17013_021M,B17013_021MA,B17013_022E,B17013_022EA,B17013_022M,B17013_022MA,B17013_023E,B17013_023EA,B17013_023M,B17013_023MA,B17013_024E,B17013_024EA,B17013_024M,B17013_024MA,B17013_025E,B17013_025EA,B17013_025M,B17013_025MA,B17013_026E,B17013_026EA,B17013_026M,B17013_026MA,B17013_027E,B17013_027EA,B17013_027M,B17013_027MA,B17013_028E,B17013_028EA,B17013_028M,B17013_028MA,B17013_029E,B17013_029EA,B17013_029M,B17013_029MA,B17013_030E,B17013_030EA,B17013_030M,B17013_030MA,B17013_031E,B17013_031EA,B17013_031M,B17013_031MA,B17013_032E,B17013_032EA,B17013_032M,B17013_032MA,B17013_033E,B17013_033EA,B17013_033M,B17013_033MA,B17013_034E,B17013_034EA,B17013_034M,B17013_034MA,B17013_035E,B17013_035EA,B17013_035M,B17013_035MA,GEO_ID,NAME,state
1216612,null,11381,null,146323,null,5371,null,45070,null,3943,null,16659,null,1829,null,18462,null,2580,null,8758,null,1752,null,1191,null,402,null,101253,null,4694,null,12056,null,2130,null,6631,null,1806,null,4619,null,1159,null,451,null,507,null,355,null,376,null,89197,null,4477,null,34148,null,2971,null,43615,null,3345,null,9727,null,1707,null,1707,null,723,null,1070289,null,11368,null,841575,null,10754,null,396685,null,6416,null,357796,null,8614,null,81908,null,5296,null,5186,null,1127,null,228714,null,7852,null,59689,null,3966,null,36814,null,3193,null,20999,null,2597,null,1740,null,648,null,136,null,131,null,169025,null,6589,null,89853,null,4623,null,66988,null,4302,null,10371,null,1673,null,1813,null,867,null,0400000US01,Alabama,01
157273,null,3920,null,8981,null,1336,null,2280,null,554,null,526,null,328,null,767,null,374,null,487,null,205,null,500,null,172,null,6701,null,1218,null,1875,null,672,null,715,null,531,null,976,null,416,null,166,null,131,null,18,null,29,null,4826,null,1031,null,2101,null,687,null,1810,null,598,null,859,null,486,null,56,null,52,null,148292,null,3868,null,113901,null,3841,null,49321,null,2429,null,45397,null,3247,null,15037,null,1790,null,4146,null,919,null,34391,null,2960,null,14138,null,1813,null,8503,null,1583,null,4876,null,1248,null,670,null,338,null,89,null,138,null,20253,null,2261,null,8801,null,1294,null,9416,null,1674,null,1793,null,642,null,243,null,127,null,0400000US02,Alaska,02
1489192,null,13955,null,153967,null,7266,null,62919,null,4524,null,19823,null,2463,null,18505,null,2378,null,17747,null,2491,null,6844,null,1674,null,91048,null,5431,null,16260,null,2417,null,7614,null,1712,null,5875,null,1230,null,1858,null,943,null,913,null,647,null,74788,null,4573,null,22296,null,2853,null,35011,null,3108,null,13568,null,1815,null,3913,null,1200,null,1335225,null,13296,null,1044681,null,12716,null,508952,null,9816,null,378274,null,8843,null,136285,null,6058,null,21170,null,2606,null,290544,null,8142,null,100347,null,5319,null,55619,null,3685,null,37158,null,3511,null,6267,null,1344,null,1303,null,716,null,190197,null,5936,null,95150,null,4659,null,76231,null,4698,null,14791,null,2063,null,4025,null,1038,null,0400000US04,Arizona,04
751956,null,8609,null,97661,null,5087,null,31847,null,2714,null,10901,null,1337,null,10754,null,1536,null,7695,null,1147,null,2497,null,1042,null,65814,null,4378,null,7416,null,1224,null,3344,null,946,null,3670,null,960,null,273,null,263,null,129,null,189,null,58398,null,4207,null,19061,null,2539,null,30309,null,3194,null,7551,null,1472,null,1477,null,858,null,654295,null,9443,null,521241,null,9443,null,264292,null,5933,null,204522,null,6323,null,46612,null,3416,null,5815,null,1477,null,133054,null,4238,null,38100,null,2902,null,24342,null,2418,null,12263,null,2138,null,1198,null,549,null,297,null,333,null,94954,null,3991,null,48849,null,2986,null,39580,null,3303,null,5524,null,1310,null,1001,null,535,null,0400000US05,Arkansas,05
8265877,null,24391,null,824961,null,17051,null,350161,null,10215,null,73732,null,4577,null,123984,null,7002,null,119357,null,6036,null,33088,null,3258,null,474800,null,12730,null,91870,null,4849,null,33983,null,3163,null,42447,null,3241,null,12179,null,2153,null,3261,null,984,null,382930,null,11237,null,130552,null,7348,null,180415,null,7106,null,62217,null,4458,null,9746,null,1792,null,7440916,null,26807,null,5633384,null,24928,null,2102630,null,18281,null,2458094,null,21353,null,900368,null,16064,null,172292,null,7226,null,1807532,null,19617,null,611037,null,15079,null,300987,null,10163,null,236509,null,8390,null,55802,null,4355,null,17739,null,2313,null,1196495,null,14905,null,557521,null,11348,null,500907,null,10883,null,111845,null,5122,null,26222,null,2927,null,0400000US06,California,06
1208994,null,12292,null,94833,null,5799,null,42794,null,3810,null,12342,null,2194,null,17348,null,2642,null,10925,null,2169,null,2179,null,869,null,52039,null,4170,null,9248,null,1963,null,4091,null,1065,null,4200,null,1228,null,723,null,533,null,234,null,283,null,42791,null,3384,null,15964,null,1922,null,21111,null,2473,null,5098,null,1301,null,618,null,444,null,1114161,null,12813,null,903865,null,10480,null,414873,null,8112,null,373327,null,7844,null,102290,null,5312,null,13375,null,1640,null,210296,null,7862,null,70053,null,4108,null,41547,null,2956,null,24655,null,2514,null,3039,null,1037,null,812,null,590,null,140243,null,6356,null,75415,null,4657,null,56745,null,3626,null,7329,null,1580,null,754,null,307,null,0400000US08,Colorado,08
888825,null,8063,null,59375,null,4122,null,14920,null,1976,null,5786,null,1239,null,5816,null,1203,null,2967,null,821,null,351,null,287,null,44455,null,3583,null,5638,null,1380,null,2986,null,1144,null,2224,null,808,null,428,null,359,null,0,null,275,null,38817,null,3298,null,13735,null,1970,null,19412,null,2493,null,4834,null,1399,null,836,null,515,null,829450,null,7641,null,653964,null,8040,null,274117,null,5288,null,292046,null,7088,null,80346,null,3411,null,7455,null,1431,null,175486,null,7258,null,47993,null,3758,null,30066,null,2923,null,15632,null,2221,null,2169,null,804,null,126,null,146,null,127493,null,6113,null,65605,null,3679,null,53892,null,4463,null,6554,null,1340,null,1442,null,681,null,0400000US09,Connecticut,09
222044,null,4500,null,15264,null,2028,null,4575,null,1088,null,1250,null,507,null,1731,null,644,null,1317,null,806,null,277,null,291,null,10689,null,1745,null,1641,null,801,null,748,null,575,null,860,null,482,null,0,null,263,null,33,null,53,null,9048,null,1567,null,3293,null,850,null,4589,null,1243,null,853,null,442,null,313,null,349,null,206780,null,4632,null,158253,null,4041,null,76364,null,2848,null,63102,null,3463,null,16564,null,1920,null,2223,null,839,null,48527,null,3404,null,13753,null,1820,null,8359,null,1548,null,4977,null,1057,null,417,null,288,null,0,null,263,null,34774,null,2797,null,18986,null,2016,null,14035,null,1930,null,1423,null,489,null,330,null,280,null,0400000US10,Delaware,10
107365,null,3934,null,14675,null,1923,null,2125,null,895,null,1058,null,613,null,592,null,397,null,368,null,392,null,107,null,169,null,12550,null,1842,null,1004,null,562,null,498,null,328,null,368,null,332,null,138,null,213,null,0,null,296,null,11546,null,1782,null,4307,null,1175,null,5337,null,1259,null,1721,null,689,null,181,null,208,null,92690,null,3608,null,52314,null,3165,null,28551,null,2228,null,18961,null,1882,null,4273,null,983,null,529,null,288,null,40376,null,2455,null,8939,null,1375,null,5640,null,1402,null,2827,null,993,null,428,null,401,null,44,null,72,null,31437,null,2517,null,17600,null,1934,null,11447,null,1713,null,1802,null,678,null,588,null,425,null,0400000US11,District of Columbia,11
4577227,null,27336,null,433289,null,12273,null,175428,null,7483,null,74752,null,4845,null,58829,null,4742,null,35107,null,3544,null,6740,null,1594,null,257861,null,10672,null,43588,null,4287,null,21134,null,2791,null,17395,null,2873,null,4612,null,1371,null,447,null,304,null,214273,null,8857,null,78041,null,4532,null,104324,null,6751,null,26027,null,2879,null,5881,null,1284,null,4143938,null,25186,null,3196740,null,23962,null,1651341,null,15424,null,1204196,null,17905,null,308790,null,9388,null,32413,null,2932,null,947198,null,16879,null,285773,null,10506,null,169850,null,8544,null,96539,null,5233,null,17742,null,2543,null,1642,null,754,null,661425,null,12514,null,343930,null,9821,null,271663,null,7878,null,38880,null,3631,null,6952,null,1303,null,0400000US12,Florida,12
2364041,null,20337,null,262999,null,7965,null,82345,null,4191,null,22986,null,2575,null,33418,null,2840,null,20696,null,2577,null,5245,null,1311,null,180654,null,7107,null,23174,null,2695,null,12206,null,2150,null,8813,null,1706,null,1962,null,768,null,193,null,215,null,157480,null,6769,null,55589,null,4066,null,75067,null,5382,null,22380,null,2596,null,4444,null,993,null,2101042,null,18593,null,1603092,null,17589,null,680968,null,11885,null,694118,null,11894,null,206000,null,7662,null,22006,null,2653,null,497950,null,10331,null,134772,null,7592,null,80119,null,5761,null,46960,null,4096,null,5790,null,1263,null,1903,null,924,null,363178,null,9321,null,175110,null,7246,null,159832,null,7766,null,22059,null,2358,null,6177,null,1386,null,0400000US13,Georgia,13
303344,null,5137,null,18161,null,2268,null,7300,null,1457,null,2534,null,760,null,2971,null,980,null,1483,null,637,null,312,null,316,null,10861,null,1777,null,1653,null,598,null,1237,null,556,null,236,null,178,null,180,null,220,null,0,null,275,null,9208,null,1671,null,4352,null,1160,null,3549,null,1060,null,1192,null,544,null,115,null,189,null,285183,null,5503,null,217030,null,4900,null,84735,null,3861,null,92780,null,4051,null,30060,null,2497,null,9455,null,1359,null,68153,null,4114,null,23580,null,2296,null,11830,null,1744,null,8713,null,1479,null,1509,null,585,null,1528,null,672,null,44573,null,3362,null,21731,null,2225,null,15188,null,2052,null,5285,null,1221,null,2369,null,743,null,0400000US15,Hawaii,15
396253,null,6996,null,37154,null,3469,null,16382,null,2045,null,5145,null,1146,null,5363,null,1194,null,4866,null,1135,null,1008,null,455,null,20772,null,2434,null,2678,null,841,null,1680,null,727,null,736,null,516,null,262,null,244,null,0,null,259,null,18094,null,2241,null,6408,null,1368,null,10340,null,1686,null,1318,null,696,null,28,null,45,null,359099,null,6928,null,302116,null,6232,null,142673,null,4015,null,107891,null,4693,null,43991,null,3223,null,7561,null,1107,null,56983,null,4118,null,20764,null,2505,null,12706,null,2096,null,7142,null,1529,null,651,null,358,null,265,null,265,null,36219,null,2838,null,18157,null,1811,null,16282,null,2238,null,1366,null,608,null,414,null,280,null,0400000US16,Idaho,16
