B25119_001E,B25119_001EA,B25119_001M,B25119_001MA,B25119_002E,B25119_002EA,B25119_002M,B25119_002MA,B25119_003E,B25119_003EA,B25119_003M,B25119_003MA,GEO_ID,NAME,state
42666,null,682,null,52843,null,717,null,24092,null,731,null,0400000US01,Alabama,01
68460,null,1917,null,83860,null,2163,null,44031,null,2125,null,0400000US02,Alaska,02
50958,null,511,null,61849,null,590,null,33886,null,826,null,0400000US04,Arizona,04
38815,null,702,null,49032,null,942,null,23517,null,793,null,0400000US05,Arkansas,05
61021,null,236,null,81757,null,384,null,40814,null,306,null,0400000US06,California,06
56993,null,623,null,72539,null,907,null,32496,null,694,null,0400000US08,Colorado,08
68595,null,1131,null,87419,null,995,null,35465,null,1084,null,0400000US09,Connecticut,09
57989,null,1601,null,68004,null,1777,null,33171,null,2659,null,0400000US10,Delaware,10
57936,null,2402,null,98628,null,3765,null,39837,null,2011,null,0400000US11,District of Columbia,11
47778,null,351,null,56633,null,390,null,32194,null,321,null,0400000US12,Florida,12
50861,null,410,null,63807,null,773,null,30399,null,453,null,0400000US13,Georgia,13
67214,null,1868,null,82794,null,1814,null,48982,null,2144,null,0400000US15,Hawaii,15
47576,null,961,null,55898,null,945,null,29776,null,985,null,0400000US16,Idaho,16
56235,null,363,null,70341,null,443,null,30995,null,375,null,0400000US17,Illinois,17
47966,null,539,null,58763,null,600,null,26717,null,590,null,0400000US18,Indiana,18
48980,null,643,null,59291,null,735,null,27062,null,730,null,0400000US19,Iowa,19
50177,null,478,null,61908,null,666,null,29952,null,1005,null,0400000US20,Kansas,20
41538,null,446,null,51676,null,485,null,23169,null,664,null,0400000US21,Kentucky,21
43733,null,631,null,54062,null,770,null,25787,null,765,null,0400000US22,Louisiana,22
46581,null,892,null,57117,null,939,null,25078,null,1309,null,0400000US23,Maine,23
70545,null,622,null,86373,null,996,null,42290,null,785,null,0400000US24,Maryland,24
65401,null,597,null,84549,null,954,null,35705,null,840,null,0400000US25,Massachusetts,25
48591,null,421,null,59229,null,492,null,25533,null,469,null,0400000US26,Michigan,26
57288,null,520,null,69515,null,638,null,29425,null,726,null,0400000US27,Minnesota,27
37790,null,676,null,46793,null,804,null,22253,null,748,null,0400000US28,Mississippi,28
46867,null,373,null,57486,null,535,null,27670,null,622,null,0400000US29,Missouri,29
43654,null,1263,null,54100,null,1324,null,27225,null,1247,null,0400000US30,Montana,30
49693,null,811,null,60963,null,789,null,29107,null,1066,null,0400000US31,Nebraska,31
56361,null,793,null,69851,null,1697,null,40946,null,926,null,0400000US32,Nevada,32
63731,null,1642,null,77222,null,1464,null,35557,null,1418,null,0400000US33,New Hampshire,33
70378,null,516,null,90010,null,718,null,40971,null,649,null,0400000US34,New Jersey,34
43508,null,912,null,52861,null,1211,null,27841,null,1249,null,0400000US35,New Mexico,35
56033,null,380,null,76409,null,507,null,35939,null,349,null,0400000US36,New York,36
46549,null,423,null,57790,null,682,null,28841,null,646,null,0400000US37,North Carolina,37
45685,null,974,null,59599,null,1560,null,27640,null,1139,null,0400000US38,North Dakota,38
47988,null,317,null,60493,null,310,null,26279,null,398,null,0400000US39,Ohio,39
42822,null,713,null,53873,null,764,null,26475,null,794,null,0400000US40,Oklahoma,40
50169,null,523,null,64095,null,1041,null,30723,null,563,null,0400000US41,Oregon,41
50713,null,260,null,62082,null,354,null,29008,null,513,null,0400000US42,Pennsylvania,42
55701,null,1791,null,75813,null,1618,null,30349,null,1747,null,0400000US44,Rhode Island,44
44625,null,633,null,54466,null,796,null,26930,null,763,null,0400000US45,South Carolina,45
46032,null,1172,null,57761,null,1737,null,26769,null,1617,null,0400000US46,South Dakota,46
43614,null,425,null,53794,null,642,null,25650,null,650,null,0400000US47,Tennessee,47
50043,null,220,null,63850,null,479,null,31227,null,229,null,0400000US48,Texas,48
56633,null,705,null,67921,null,842,null,35877,null,876,null,0400000US49,Utah,49
52104,null,980,null,62857,null,1394,null,30239,null,2075,null,0400000US50,Vermont,50
61233,null,435,null,75504,null,671,null,38573,null,991,null,0400000US51,Virginia,51
58078,null,575,null,73724,null,571,null,35872,null,615,null,0400000US53,Washington,53
37989,null,1017,null,46105,null,1003,null,20255,null,876,null,0400000US54,West Virginia,54
52094,null,357,null,64507,null,533,null,29802,null,488,null,0400000US55,Wisconsin,55
53207,null,1992,null,64279,null,2268,null,32604,null,1991,null,0400000US56,Wyoming,56
18401,null,316,null,22521,null,461,null,10218,null,451,null,0400000US72,Puerto Rico,72
