B25003G_001E,B25003G_001EA,B25003G_001M,B25003G_001MA,B25003G_002E,B25003G_002EA,B25003G_002M,B25003G_002MA,B25003G_003E,B25003G_003EA,B25003G_003M,B25003G_003MA,GEO_ID,NAME,state
18976,null,2342,null,11374,null,1705,null,7602,null,1419,null,0400000US01,Alabama,01
12720,null,1820,null,6737,null,1163,null,5983,null,1217,null,0400000US02,Alaska,02
33684,null,2571,null,18693,null,1885,null,14991,null,1803,null,0400000US04,Arizona,04
16070,null,1994,null,9858,null,1477,null,6212,null,1429,null,0400000US05,Arkansas,05
269030,null,7987,null,139196,null,5746,null,129834,null,5459,null,0400000US06,California,06
36632,null,3198,null,19608,null,2156,null,17024,null,2438,null,0400000US08,Colorado,08
17785,null,2218,null,8601,null,1549,null,9184,null,1688,null,0400000US09,Connecticut,09
3783,null,959,null,1974,null,642,null,1809,null,851,null,0400000US10,Delaware,10
4196,null,1140,null,1861,null,787,null,2335,null,664,null,0400000US11,District of Columbia,11
79818,null,4411,null,49358,null,3425,null,30460,null,3136,null,0400000US12,Florida,12
32677,null,3111,null,18094,null,2510,null,14583,null,2130,null,0400000US13,Georgia,13
62242,null,3724,null,33771,null,2729,null,28471,null,3112,null,0400000US15,Hawaii,15
8947,null,1653,null,6142,null,1310,null,2805,null,866,null,0400000US16,Idaho,16
42172,null,3325,null,24204,null,2669,null,17968,null,2095,null,0400000US17,Illinois,17
28254,null,2476,null,16404,null,2056,null,11850,null,1744,null,0400000US18,Indiana,18
9955,null,1823,null,4490,null,1108,null,5465,null,1344,null,0400000US19,Iowa,19
18128,null,2076,null,10130,null,1532,null,7998,null,1497,null,0400000US20,Kansas,20
14681,null,1834,null,8112,null,1142,null,6569,null,1404,null,0400000US21,Kentucky,21
12388,null,1606,null,7533,null,1181,null,4855,null,1344,null,0400000US22,Louisiana,22
5954,null,903,null,3618,null,741,null,2336,null,656,null,0400000US23,Maine,23
28086,null,2381,null,16526,null,1688,null,11560,null,1885,null,0400000US24,Maryland,24
30068,null,2499,null,11644,null,1450,null,18424,null,2149,null,0400000US25,Massachusetts,25
45980,null,2962,null,28916,null,2293,null,17064,null,1920,null,0400000US26,Michigan,26
18125,null,2030,null,10787,null,1576,null,7338,null,1260,null,0400000US27,Minnesota,27
6217,null,1075,null,4299,null,938,null,1918,null,714,null,0400000US28,Mississippi,28
30305,null,2529,null,16226,null,1899,null,14079,null,1749,null,0400000US29,Missouri,29
5087,null,1061,null,2487,null,711,null,2600,null,766,null,0400000US30,Montana,30
8513,null,1510,null,4515,null,1076,null,3998,null,1059,null,0400000US31,Nebraska,31
19383,null,2142,null,11116,null,1536,null,8267,null,1399,null,0400000US32,Nevada,32
5995,null,971,null,3637,null,827,null,2358,null,774,null,0400000US33,New Hampshire,33
37903,null,3111,null,19332,null,2262,null,18571,null,2218,null,0400000US34,New Jersey,34
15952,null,1837,null,9226,null,1369,null,6726,null,1297,null,0400000US35,New Mexico,35
97225,null,4897,null,36513,null,3011,null,60712,null,3967,null,0400000US36,New York,36
34748,null,3066,null,17927,null,2043,null,16821,null,2236,null,0400000US37,North Carolina,37
2137,null,647,null,792,null,407,null,1345,null,553,null,0400000US38,North Dakota,38
46791,null,2898,null,23317,null,2406,null,23474,null,2414,null,0400000US39,Ohio,39
69690,null,3585,null,41955,null,2796,null,27735,null,2410,null,0400000US40,Oklahoma,40
30759,null,2423,null,16418,null,1770,null,14341,null,1803,null,0400000US41,Oregon,41
41062,null,3354,null,22227,null,2301,null,18835,null,2419,null,0400000US42,Pennsylvania,42
3482,null,905,null,1782,null,700,null,1700,null,542,null,0400000US44,Rhode Island,44
14613,null,1761,null,8893,null,1321,null,5720,null,1182,null,0400000US45,South Carolina,45
3803,null,1138,null,1935,null,849,null,1868,null,824,null,0400000US46,South Dakota,46
21760,null,2403,null,14407,null,1703,null,7353,null,1595,null,0400000US47,Tennessee,47
115555,null,5371,null,69518,null,3669,null,46037,null,3490,null,0400000US48,Texas,48
9297,null,1676,null,5609,null,1203,null,3688,null,1100,null,0400000US49,Utah,49
2448,null,616,null,1253,null,481,null,1195,null,409,null,0400000US50,Vermont,50
36051,null,3148,null,21001,null,2409,null,15050,null,2148,null,0400000US51,Virginia,51
63145,null,3259,null,32790,null,3130,null,30355,null,3019,null,0400000US53,Washington,53
7104,null,1490,null,4052,null,863,null,3052,null,1113,null,0400000US54,West Virginia,54
16612,null,2230,null,8396,null,1439,null,8216,null,1596,null,0400000US55,Wisconsin,55
4430,null,863,null,2261,null,665,null,2169,null,606,null,0400000US56,Wyoming,56
90364,null,4197,null,60075,null,3552,null,30289,null,2437,null,0400000US72,Puerto Rico,72
