C17013_001E,C17013_001EA,C17013_001M,C17013_001MA,C17013_002E,C17013_002EA,C17013_002M,C17013_002MA,C17013_003E,C17013_003EA,C17013_003M,C17013_003MA,C17013_004E,C17013_004EA,C17013_004M,C17013_004MA,C17013_005E,C17013_005EA,C17013_005M,C17013_005MA,C17013_006E,C17013_006EA,C17013_006M,C17013_006MA,C17013_007E,C17013_007EA,C17013_007M,C17013_007MA,C17013_008E,C17013_008EA,C17013_008M,C17013_008MA,C17013_009E,C17013_009EA,C17013_009M,C17013_009MA,C17013_010E,C17013_010EA,C17013_010M,C17013_010MA,C17013_011E,C17013_011EA,C17013_011M,C17013_011MA,GEO_ID,NAME,state
1216612,null,11381,null,146323,null,5371,null,57438,null,3696,null,66696,null,4017,null,18936,null,2493,null,3253,null,937,null,1070289,null,11368,null,523352,null,8812,null,445783,null,8940,null,94019,null,5482,null,7135,null,1349,null,0400000US01,Alabama,01
157273,null,3920,null,8981,null,1336,null,3342,null,942,null,3553,null,817,null,1512,null,523,null,574,null,181,null,148292,null,3868,null,66625,null,2733,null,59689,null,3504,null,17500,null,1903,null,4478,null,907,null,0400000US02,Alaska,02
1489192,null,13955,null,153967,null,7266,null,49733,null,4458,null,59391,null,4337,null,33173,null,2936,null,11670,null,2099,null,1335225,null,13296,null,659721,null,10314,null,491663,null,10765,null,157343,null,6506,null,26498,null,2787,null,0400000US04,Arizona,04
751956,null,8609,null,97661,null,5087,null,33306,null,2973,null,44733,null,3567,null,15519,null,2142,null,4103,null,1382,null,654295,null,9443,null,337483,null,7062,null,256365,null,6457,null,53334,null,3457,null,7113,null,1574,null,0400000US05,Arkansas,05
8265877,null,24391,null,824961,null,17051,null,238267,null,9382,null,346846,null,11731,null,193753,null,8238,null,46095,null,3547,null,7440916,null,26807,null,2961138,null,22165,null,3195510,null,24524,null,1068015,null,15485,null,216253,null,8015,null,0400000US06,California,06
1208994,null,12292,null,94833,null,5799,null,32397,null,2987,null,42659,null,4171,null,16746,null,2537,null,3031,null,912,null,1114161,null,12813,null,531835,null,9488,null,454727,null,8437,null,112658,null,5525,null,14941,null,1654,null,0400000US08,Colorado,08
888825,null,8063,null,59375,null,4122,null,22507,null,2418,null,27452,null,2665,null,8229,null,1817,null,1187,null,629,null,829450,null,7641,null,369788,null,5972,null,361570,null,8202,null,89069,null,3908,null,9023,null,1605,null,0400000US09,Connecticut,09
222044,null,4500,null,15264,null,2028,null,5291,null,1098,null,7180,null,1534,null,2170,null,948,null,623,null,454,null,206780,null,4632,null,103709,null,3742,null,82114,null,4302,null,18404,null,2099,null,2553,null,877,null,0400000US10,Delaware,10
107365,null,3934,null,14675,null,1923,null,5863,null,1285,null,6297,null,1313,null,2227,null,788,null,288,null,269,null,92690,null,3608,null,51791,null,3284,null,33235,null,2455,null,6503,null,1152,null,1161,null,568,null,0400000US11,District of Columbia,11
4577227,null,27336,null,433289,null,12273,null,173927,null,7512,null,180548,null,9204,null,65746,null,4280,null,13068,null,1851,null,4143938,null,25186,null,2165121,null,21265,null,1572398,null,19540,null,365412,null,10167,null,41007,null,3085,null,0400000US12,Florida,12
