C18108_001E,C18108_001EA,C18108_001M,C18108_001MA,C18108_002E,C18108_002EA,C18108_002M,C18108_002MA,C18108_003E,C18108_003EA,C18108_003M,C18108_003MA,C18108_004E,C18108_004EA,C18108_004M,C18108_004MA,C18108_005E,C18108_005EA,C18108_005M,C18108_005MA,C18108_006E,C18108_006EA,C18108_006M,C18108_006MA,C18108_007E,C18108_007EA,C18108_007M,C18108_007MA,C18108_008E,C18108_008EA,C18108_008M,C18108_008MA,C18108_009E,C18108_009EA,C18108_009M,C18108_009MA,C18108_010E,C18108_010EA,C18108_010M,C18108_010MA,C18108_011E,C18108_011EA,C18108_011M,C18108_011MA,C18108_012E,C18108_012EA,C18108_012M,C18108_012MA,C18108_013E,C18108_013EA,C18108_013M,C18108_013MA,GEO_ID,NAME,state
4574185,null,1943,null,1119732,null,2376,null,38879,null,3022,null,13097,null,1956,null,1067756,null,3992,null,2840491,null,3691,null,211961,null,8163,null,204050,null,7473,null,2424480,null,11507,null,613962,null,2271,null,104738,null,4202,null,171747,null,5428,null,337477,null,6580,null,0400000US01,Alabama,01
659084,null,2654,null,180431,null,1224,null,5418,null,1246,null,1542,null,634,null,173471,null,2071,null,430938,null,3005,null,30839,null,3069,null,21847,null,2589,null,378252,null,4486,null,47715,null,912,null,8807,null,1273,null,10440,null,1410,null,28468,null,1670,null,0400000US02,Alaska,02
6402786,null,2692,null,1705841,null,1499,null,45441,null,3901,null,16121,null,2257,null,1644279,null,4985,null,3842529,null,4187,null,228881,null,9144,null,173456,null,7993,null,3440192,null,11746,null,854416,null,3030,null,143191,null,5702,null,165873,null,6797,null,545352,null,7572,null,0400000US04,Arizona,04
2801628,null,1721,null,701489,null,1882,null,30415,null,2583,null,12186,null,1726,null,658888,null,4000,null,1714875,null,3649,null,137933,null,6217,null,133784,null,6432,null,1443158,null,7883,null,385264,null,2567,null,70824,null,3801,null,101327,null,4703,null,213113,null,4612,null,0400000US05,Arkansas,05
36160600,null,6633,null,9347714,null,2879,null,194899,null,7315,null,80031,null,5112,null,9072784,null,9663,null,22810866,null,9812,null,1025142,null,19285,null,847677,null,18536,null,20938047,null,28353,null,4002020,null,7459,null,630916,null,10064,null,913958,null,15743,null,2457146,null,17424,null,0400000US06,California,06
4853404,null,1990,null,1203936,null,1603,null,21773,null,2676,null,8045,null,1439,null,1174118,null,3436,null,3154163,null,3072,null,156077,null,5790,null,99516,null,5334,null,2898570,null,8401,null,495305,null,2323,null,78628,null,3463,null,93935,null,3938,null,322742,null,4561,null,0400000US08,Colorado,08
3440844,null,1173,null,809967,null,951,null,23065,null,2781,null,6393,null,1353,null,780509,null,3161,null,2180193,null,2173,null,103233,null,5235,null,76487,null,4390,null,2000473,null,7797,null,450684,null,1479,null,65998,null,3135,null,82731,null,3459,null,301955,null,4052,null,0400000US09,Connecticut,09
856131,null,1689,null,206043,null,342,null,7578,null,1373,null,2457,null,851,null,196008,null,1636,null,533701,null,1974,null,34435,null,2608,null,23373,null,2583,null,475893,null,3876,null,116387,null,879,null,22085,null,1879,null,22130,null,2054,null,72172,null,2642,null,0400000US10,Delaware,10
580464,null,653,null,111263,null,844,null,4393,null,1296,null,641,null,368,null,106229,null,1471,null,402887,null,1335,null,18419,null,2427,null,17505,null,2544,null,366963,null,3936,null,66314,null,617,null,9396,null,1441,null,14007,null,1724,null,42911,null,2208,null,0400000US11,District of Columbia,11
17995843,null,3547,null,3996332,null,5566,null,113025,null,5694,null,40503,null,3819,null,3842804,null,9146,null,10894707,null,8241,null,572082,null,13768,null,489183,null,14711,null,9833442,null,21707,null,3104804,null,4399,null,501577,null,10078,null,606674,null,11863,null,1996553,null,13653,null,0400000US12,Florida,12
9473441,null,3655,null,2536058,null,3510,null,75724,null,5368,null,26462,null,3255,null,2433872,null,7121,null,5986946,null,6627,null,344905,null,9360,null,272890,null,8248,null,5369151,null,15593,null,950437,null,4347,null,156606,null,5401,null,236202,null,7528,null,557629,null,8397,null,0400000US13,Georgia,13
1236665,null,2981,null,284493,null,295,null,6210,null,1304,null,1670,null,599,null,276613,null,1401,null,766424,null,3169,null,31793,null,2926,null,24571,null,2695,null,710060,null,4258,null,185748,null,841,null,29466,null,2511,null,37751,null,2970,null,118531,null,3051,null,0400000US15,Hawaii,15
1498787,null,900,null,412970,null,1233,null,11677,null,1660,null,3631,null,970,null,397662,null,2619,null,912280,null,1920,null,54756,null,3413,null,37997,null,3192,null,819527,null,4759,null,173537,null,1578,null,33086,null,2311,null,37425,null,2711,null,103026,null,3195,null,0400000US16,Idaho,16
12709312,null,1736,null,3175518,null,2621,null,77011,null,4265,null,24072,null,2629,null,3074435,null,5609,null,8038424,null,5514,null,361452,null,9648,null,299185,null,11810,null,7377787,null,17012,null,1495370,null,4672,null,241143,null,6264,null,305861,null,6904,null,948366,null,8924,null,0400000US17,Illinois,17
6271184,null,1579,null,1579871,null,2710,null,50789,null,3977,null,18811,null,1970,null,1510271,null,4952,null,3924912,null,4070,null,228250,null,7904,null,202635,null,6679,null,3494027,null,11713,null,766401,null,3095,null,135276,null,3844,null,155443,null,4213,null,475682,null,5962,null,0400000US18,Indiana,18
2951468,null,887,null,708251,null,1569,null,23693,null,2584,null,7011,null,1384,null,677547,null,2454,null,1830038,null,2461,null,97756,null,4495,null,71880,null,4364,null,1660402,null,6067,null,413179,null,1641,null,73563,null,2886,null,71714,null,3413,null,267902,null,4196,null,0400000US19,Iowa,19
2738746,null,1925,null,698223,null,1629,null,24027,null,2561,null,6522,null,1196,null,667674,null,3177,null,1697727,null,3489,null,102385,null,5052,null,72303,null,4412,null,1523039,null,7190,null,342796,null,2251,null,62255,null,3071,null,68375,null,3707,null,212166,null,4288,null,0400000US20,Kansas,20
4187839,null,1726,null,1004446,null,2676,null,42581,null,4025,null,13585,null,1959,null,948280,null,5017,null,2645727,null,2776,null,214899,null,7950,null,203531,null,6537,null,2227297,null,10275,null,537666,null,2564,null,95684,null,3812,null,141998,null,5167,null,299984,null,5824,null,0400000US21,Kentucky,21
4312891,null,2506,null,1105606,null,1878,null,39937,null,3703,null,12495,null,1830,null,1053174,null,4249,null,2695878,null,4301,null,186219,null,6632,null,169984,null,6610,null,2339675,null,9564,null,511407,null,2813,null,93468,null,4325,null,139614,null,4536,null,278325,null,5198,null,0400000US22,Louisiana,22
1299288,null,1217,null,274570,null,1173,null,14183,null,1735,null,3127,null,777,null,257260,null,2239,null,833572,null,1869,null,66081,null,3442,null,46650,null,3386,null,720841,null,5123,null,191146,null,1113,null,36538,null,2139,null,39984,null,2514,null,114624,null,2974,null,0400000US23,Maine,23
5530013,null,2991,null,1338996,null,1196,null,35000,null,3165,null,11422,null,1993,null,1292574,null,3728,null,3537345,null,4485,null,167183,null,6613,null,127205,null,7041,null,3242957,null,11577,null,653672,null,2692,null,98379,null,4295,null,120366,null,5106,null,434927,null,5911,null,0400000US24,Maryland,24
6398787,null,1461,null,1426668,null,1225,null,49809,null,3815,null,15541,null,2414,null,1361318,null,4462,null,4160088,null,2796,null,210724,null,8220,null,172387,null,7878,null,3776977,null,10820,null,812031,null,2133,null,126154,null,5098,null,155599,null,5995,null,530278,null,7145,null,0400000US25,Massachusetts,25
9866139,null,1394,null,2388510,null,2527,null,86259,null,5038,null,28057,null,2552,null,2274194,null,6215,null,6221972,null,3548,null,374229,null,10332,null,336325,null,9765,null,5511418,null,13387,null,1255657,null,2634,null,220019,null,5232,null,258260,null,5935,null,777378,null,6690,null,0400000US26,Michigan,26
5150617,null,1173,null,1248041,null,1357,null,32339,null,2669,null,11977,null,1709,null,1203725,null,3395,null,3292177,null,2352,null,150638,null,5681,null,103162,null,4446,null,3038377,null,8259,null,610399,null,1911,null,98787,null,3452,null,99555,null,3528,null,412057,null,4581,null,0400000US27,Minnesota,27
2867519,null,2708,null,762887,null,1634,null,27653,null,3246,null,8946,null,1439,null,726288,null,4176,null,1755544,null,4047,null,142316,null,5955,null,137643,null,6736,null,1475585,null,10356,null,349088,null,2654,null,59493,null,3198,null,109369,null,4178,null,180226,null,4435,null,0400000US28,Mississippi,28
5795164,null,1816,null,1418342,null,2598,null,50707,null,3455,null,16436,null,2162,null,1351199,null,4568,null,3619572,null,3644,null,230029,null,7543,null,211328,null,7123,null,3178215,null,11788,null,757250,null,2482,null,135678,null,4415,null,163556,null,5247,null,458016,null,5440,null,0400000US29,Missouri,29
950414,null,1527,null,221829,null,1806,null,6498,null,1255,null,1825,null,615,null,213506,null,2239,null,599132,null,2157,null,38682,null,3058,null,29964,null,2989,null,530486,null,3990,null,129453,null,943,null,25092,null,2116,null,26234,null,2205,null,78127,null,2431,null,0400000US30,Montana,30
1749849,null,1212,null,444803,null,1573,null,11074,null,1591,null,4220,null,1066,null,429509,null,2669,null,1081562,null,2309,null,54592,null,3304,null,39396,null,3310,null,987574,null,5110,null,223484,null,1537,null,39879,null,2336,null,40762,null,2697,null,142843,null,3071,null,0400000US31,Nebraska,31
2568111,null,1749,null,666937,null,821,null,14325,null,2329,null,4921,null,1185,null,647691,null,2785,null,1610071,null,2664,null,75812,null,4503,null,59632,null,4729,null,1474627,null,8234,null,291103,null,1606,null,44937,null,3224,null,58376,null,3104,null,187790,null,3963,null,0400000US32,Nevada,32
1299356,null,749,null,292592,null,1008,null,11086,null,1836,null,3246,null,1367,null,278260,null,2664,null,847405,null,1488,null,44905,null,3536,null,30409,null,2837,null,772091,null,4990,null,159359,null,1000,null,27735,null,2311,null,24095,null,2113,null,107529,null,2841,null,0400000US33,New Hampshire,33
8557279,null,2156,null,2045334,null,1160,null,47628,null,4647,null,19756,null,2342,null,1977950,null,5379,null,5410666,null,3603,null,220046,null,8986,null,184887,null,7156,null,5005733,null,11806,null,1101279,null,2783,null,161208,null,5851,null,209260,null,6157,null,730811,null,8484,null,0400000US34,New Jersey,34
1951866,null,1611,null,500994,null,1479,null,12806,null,2066,null,5804,null,1204,null,482384,null,2742,null,1194781,null,2611,null,72719,null,4343,null,70893,null,4889,null,1051169,null,6383,null,256091,null,2046,null,42773,null,2578,null,64445,null,3414,null,148873,null,4553,null,0400000US35,New Mexico,35
19207057,null,2618,null,4402183,null,2523,null,117482,null,6432,null,46057,null,3855,null,4238644,null,8840,null,12315259,null,5331,null,595278,null,12538,null,490074,null,11392,null,11229907,null,16633,null,2489615,null,4600,null,377332,null,7943,null,532682,null,8517,null,1579601,null,10996,null,0400000US36,New York,36
9004442,null,4686,null,2237294,null,3478,null,68736,null,4585,null,25043,null,2789,null,2143515,null,6791,null,5680344,null,5706,null,350513,null,10191,null,297438,null,9452,null,5032393,null,14463,null,1086804,null,3320,null,186530,null,5650,null,246464,null,5949,null,653810,null,8222,null,0400000US37,North Carolina,37
623970,null,1057,null,140900,null,873,null,2936,null,925,null,478,null,239,null,137486,null,1260,null,396501,null,1426,null,20351,null,1791,null,13053,null,1656,null,363097,null,2731,null,86569,null,548,null,15284,null,1234,null,15693,null,1463,null,55592,null,1840,null,0400000US38,North Dakota,38
11296200,null,2080,null,2727548,null,2728,null,97487,null,5967,null,33637,null,3614,null,2596424,null,7601,null,7075474,null,4938,null,436027,null,10330,null,361756,null,9345,null,6277691,null,12465,null,1493178,null,3855,null,250692,null,6510,null,305319,null,7340,null,937167,null,8534,null,0400000US39,Ohio,39
3550098,null,2185,null,903224,null,2746,null,35880,null,3530,null,12892,null,1947,null,854452,null,4734,null,2181461,null,4439,null,175285,null,7002,null,150250,null,6630,null,1855926,null,10486,null,465413,null,2859,null,87090,null,3631,null,121626,null,4550,null,256697,null,4901,null,0400000US40,Oklahoma,40
