B01001H_001E,B01001H_001EA,B01001H_001M,B01001H_001MA,B01001H_002E,B01001H_002EA,B01001H_002M,B01001H_002MA,B01001H_003E,B01001H_003EA,B01001H_003M,B01001H_003MA,B01001H_004E,B01001H_004EA,B01001H_004M,B01001H_004MA,B01001H_005E,B01001H_005EA,B01001H_005M,B01001H_005MA,B01001H_006E,B01001H_006EA,B01001H_006M,B01001H_006MA,B01001H_007E,B01001H_007EA,B01001H_007M,B01001H_007MA,B01001H_008E,B01001H_008EA,B01001H_008M,B01001H_008MA,B01001H_009E,B01001H_009EA,B01001H_009M,B01001H_009MA,B01001H_010E,B01001H_010EA,B01001H_010M,B01001H_010MA,B01001H_011E,B01001H_011EA,B01001H_011M,B01001H_011MA,B01001H_012E,B01001H_012EA,B01001H_012M,B01001H_012MA,B01001H_013E,B01001H_013EA,B01001H_013M,B01001H_013MA,B01001H_014E,B01001H_014EA,B01001H_014M,B01001H_014MA,B01001H_015E,B01001H_015EA,B01001H_015M,B01001H_015MA,B01001H_016E,B01001H_016EA,B01001H_016M,B01001H_016MA,B01001H_017E,B01001H_017EA,B01001H_017M,B01001H_017MA,B01001H_018E,B01001H_018EA,B01001H_018M,B01001H_018MA,B01001H_019E,B01001H_019EA,B01001H_019M,B01001H_019MA,B01001H_020E,B01001H_020EA,B01001H_020M,B01001H_020MA,B01001H_021E,B01001H_021EA,B01001H_021M,B01001H_021MA,B01001H_022E,B01001H_022EA,B01001H_022M,B01001H_022MA,B01001H_023E,B01001H_023EA,B01001H_023M,B01001H_023MA,B01001H_024E,B01001H_024EA,B01001H_024M,B01001H_024MA,B01001H_025E,B01001H_025EA,B01001H_025M,B01001H_025MA,B01001H_026E,B01001H_026EA,B01001H_026M,B01001H_026MA,B01001H_027E,B01001H_027EA,B01001H_027M,B01001H_027MA,B01001H_028E,B01001H_028EA,B01001H_028M,B01001H_028MA,B01001H_029E,B01001H_029EA,B01001H_029M,B01001H_029MA,B01001H_030E,B01001H_030EA,B01001H_030M,B01001H_030MA,B01001H_031E,B01001H_031EA,B01001H_031M,B01001H_031MA,GEO_ID,NAME,state
5608325,null,4317,null,2762377,null,3273,null,179210,null,1948,null,181657,null,5874,null,186695,null,5763,null,110140,null,2159,null,80548,null,3551,null,182052,null,3552,null,178190,null,2679,null,167398,null,2761,null,417429,null,2321,null,428108,null,1442,null,338601,null,707,null,191329,null,1132,null,96808,null,2655,null,24212,null,2494,null,2845948,null,4194,null,167646,null,1845,null,170207,null,4936,null,177338,null,5030,null,108295,null,2130,null,73041,null,3861,null,163353,null,3707,null,180259,null,2448,null,170536,null,2332,null,413488,null,2438,null,434219,null,1403,null,361821,null,960,null,219285,null,585,null,142645,null,3739,null,63815,null,3733,null,0400000US13,Georgia,13
319553,null,602,null,174236,null,1216,null,7973,null,879,null,8158,null,1338,null,7460,null,1279,null,4319,null,448,null,4656,null,959,null,17340,null,1674,null,15484,null,1544,null,10167,null,883,null,28068,null,892,null,24407,null,83,null,24997,null,82,null,12013,null,275,null,6584,null,773,null,2610,null,773,null,145317,null,1259,null,8280,null,1139,null,7858,null,1016,null,5195,null,1033,null,3634,null,489,null,2328,null,587,null,12459,null,826,null,9984,null,873,null,9706,null,250,null,18955,null,261,null,22992,null,74,null,21913,null,85,null,11010,null,275,null,6963,null,744,null,4040,null,697,null,0400000US15,Hawaii,15
1296111,null,860,null,648056,null,751,null,47487,null,293,null,43967,null,2557,null,45340,null,2557,null,28651,null,474,null,19326,null,1464,null,45197,null,1482,null,48740,null,453,null,39734,null,838,null,82004,null,842,null,92439,null,282,null,76842,null,88,null,44629,null,255,null,25029,null,1120,null,8671,null,1122,null,648055,null,762,null,44422,null,357,null,44387,null,2245,null,39779,null,2232,null,26501,null,527,null,19088,null,1525,null,40874,null,1508,null,46137,null,619,null,40111,null,512,null,81736,null,729,null,93588,null,639,null,77692,null,78,null,46797,null,127,null,31938,null,1450,null,15005,null,1430,null,0400000US16,Idaho,16
8316844,null,9238,null,4076108,null,3462,null,236560,null,531,null,241052,null,5501,null,251483,null,5366,null,163528,null,736,null,125140,null,2170,null,284104,null,2146,null,263540,null,864,null,250721,null,385,null,571463,null,1482,null,664102,null,2027,null,502024,null,330,null,289301,null,745,null,173698,null,3221,null,59392,null,3229,null,4240736,null,6592,null,223280,null,1061,null,223718,null,5836,null,243476,null,5813,null,155739,null,738,null,118729,null,2274,null,273452,null,2191,null,260566,null,1014,null,242494,null,992,null,567771,null,1609,null,669591,null,1819,null,520033,null,2110,null,337968,null,1412,null,263362,null,4118,null,140557,null,4067,null,0400000US17,Illinois,17
5296340,null,3049,null,2599346,null,1928,null,168415,null,1194,null,164115,null,4876,null,179127,null,4962,null,111119,null,978,null,77205,null,2363,null,174052,null,2427,null,176962,null,960,null,161014,null,639,null,363019,null,817,null,405700,null,516,null,308919,null,328,null,177406,null,393,null,101331,null,2380,null,30962,null,2324,null,2696994,null,2172,null,158757,null,1210,null,157027,null,4277,null,170678,null,4312,null,106474,null,1020,null,73047,null,2267,null,168983,null,2407,null,174903,null,812,null,160111,null,563,null,359461,null,722,null,409229,null,596,null,324462,null,561,null,206561,null,263,null,155488,null,3520,null,71813,null,3519,null,0400000US18,Indiana,18
2709144,null,2132,null,1329370,null,1362,null,83745,null,804,null,81850,null,2862,null,85167,null,2768,null,55707,null,512,null,39895,null,1840,null,99271,null,2097,null,85024,null,1197,null,75299,null,480,null,172610,null,517,null,207695,null,386,null,162867,null,341,null,96132,null,76,null,62121,null,1444,null,21987,null,1430,null,1379774,null,1563,null,79870,null,820,null,78196,null,2741,null,79648,null,2724,null,54321,null,533,null,41543,null,1911,null,93587,null,2016,null,82171,null,762,null,73343,null,496,null,171273,null,630,null,208785,null,176,null,165658,null,295,null,109883,null,207,null,92686,null,2006,null,48810,null,1997,null,0400000US19,Iowa,19
2247926,null,2889,null,1104807,null,1980,null,71878,null,866,null,70866,null,3101,null,70691,null,2947,null,44464,null,931,null,35193,null,2068,null,82826,null,2302,null,74918,null,1603,null,65124,null,932,null,141218,null,993,null,172567,null,626,null,133848,null,386,null,76733,null,764,null,46902,null,1324,null,17579,null,1287,null,1143119,null,1977,null,68537,null,684,null,65798,null,2675,null,68118,null,2751,null,45366,null,1234,null,30736,null,2000,null,77965,null,2002,null,74130,null,1214,null,62278,null,945,null,142831,null,874,null,175914,null,638,null,136188,null,411,null,86980,null,447,null,71067,null,2278,null,37211,null,2264,null,0400000US20,Kansas,20
3746399,null,1723,null,1826035,null,2696,null,117282,null,1261,null,114841,null,3897,null,121169,null,3856,null,75410,null,1693,null,49021,null,3241,null,117228,null,3525,null,130801,null,1379,null,116940,null,1399,null,260327,null,1794,null,278001,null,858,null,223752,null,195,null,132882,null,610,null,69765,null,1684,null,18616,null,1763,null,1920364,null,2327,null,112037,null,1234,null,108222,null,3487,null,115639,null,3429,null,72620,null,1770,null,49420,null,2515,null,114628,null,2520,null,130851,null,1628,null,118122,null,1196,null,265392,null,1089,null,289859,null,418,null,238000,null,389,null,154134,null,375,null,104068,null,2607,null,47372,null,2660,null,0400000US21,Kentucky,21
2724579,null,2334,null,1332078,null,2327,null,82427,null,1152,null,82472,null,3402,null,86109,null,3285,null,53248,null,1076,null,38861,null,2541,null,95684,null,2459,null,96935,null,1137,null,77829,null,905,null,178625,null,1152,null,207246,null,899,null,164262,null,193,null,96944,null,423,null,55102,null,1755,null,16334,null,1729,null,1392501,null,1870,null,82916,null,1079,null,80303,null,3674,null,79510,null,3796,null,51283,null,1077,null,36420,null,2059,null,94601,null,2457,null,97200,null,1350,null,76483,null,1123,null,181580,null,1137,null,210275,null,629,null,172740,null,124,null,112233,null,78,null,80918,null,2287,null,36039,null,2275,null,0400000US22,Louisiana,22
1252748,null,908,null,610331,null,575,null,33129,null,59,null,32339,null,2057,null,37899,null,2056,null,25348,null,342,null,17180,null,612,null,36538,null,611,null,35763,null,4,null,33362,null,118,null,84955,null,160,null,103764,null,2,null,85951,null,4,null,47131,null,445,null,28389,null,1160,null,8583,null,1056,null,642417,null,654,null,31266,null,2,null,32846,null,1732,null,33738,null,1703,null,24291,null,398,null,15890,null,830,null,35906,null,830,null,36041,null,104,null,35196,null,92,null,89027,null,2,null,108618,null,226,null,88158,null,2,null,52527,null,752,null,40810,null,1782,null,18103,null,1917,null,0400000US23,Maine,23
3237905,null,4055,null,1581588,null,2133,null,88797,null,582,null,90928,null,3734,null,102551,null,3697,null,66192,null,373,null,49164,null,1784,null,102102,null,1954,null,96078,null,1130,null,84605,null,632,null,222473,null,606,null,264019,null,537,null,205575,null,485,null,118563,null,82,null,66387,null,1535,null,24154,null,1537,null,1656317,null,2470,null,83867,null,635,null,85584,null,3325,null,97498,null,3358,null,62595,null,468,null,43462,null,924,null,100252,null,1193,null,97812,null,1261,null,87696,null,390,null,228054,null,557,null,271984,null,402,null,215249,null,676,null,134841,null,144,null,98421,null,2662,null,49002,null,2662,null,0400000US24,Maryland,24
5103966,null,6813,null,2465184,null,3357,null,129351,null,907,null,136259,null,4621,null,151830,null,4576,null,97931,null,893,null,74654,null,1165,null,171691,null,1393,null,151552,null,1176,null,141540,null,985,null,360190,null,1077,null,411961,null,1136,null,316659,null,402,null,173106,null,665,null,109465,null,2485,null,38995,null,2506,null,2638782,null,4204,null,124508,null,1060,null,130744,null,3939,null,143264,null,4102,null,93268,null,564,null,76743,null,5212,null,172204,null,5258,null,151267,null,801,null,143234,null,857,null,369880,null,1322,null,428023,null,1526,null,338146,null,670,null,207224,null,488,null,166585,null,3946,null,93692,null,3988,null,0400000US25,Massachusetts,25
7736098,null,3041,null,3817932,null,2369,null,218910,null,855,null,234092,null,5196,null,247940,null,5217,null,163438,null,389,null,116240,null,3424,null,254166,null,3458,null,239161,null,806,null,217875,null,677,null,532668,null,760,null,626824,null,424,null,482554,null,334,null,274297,null,137,null,161509,null,2711,null,48258,null,2701,null,3918166,null,1754,null,209591,null,616,null,219164,null,4624,null,236729,null,4566,null,153614,null,415,null,110009,null,2503,null,249886,null,2756,null,232428,null,777,null,208872,null,693,null,525332,null,668,null,627823,null,352,null,495836,null,264,null,310541,null,146,null,226911,null,4075,null,111430,null,4092,null,0400000US26,Michigan,26
4453462,null,2137,null,2203599,null,1603,null,134554,null,368,null,131022,null,3808,null,138975,null,3759,null,90764,null,135,null,61297,null,1184,null,151949,null,1177,null,153143,null,919,null,131994,null,740,null,305646,null,534,null,370096,null,248,null,268241,null,236,null,147848,null,228,null,86935,null,1645,null,31135,null,1646,null,2249863,null,1087,null,128997,null,208,null,124231,null,3473,null,132635,null,3408,null,86109,null,156,null,60968,null,1615,null,149358,null,1665,null,142335,null,834,null,129129,null,483,null,301993,null,282,null,366386,null,250,null,272011,null,236,null,164414,null,614,null,122762,null,2295,null,68535,null,2376,null,0400000US27,Minnesota,27
1721781,null,1000,null,845563,null,2490,null,56372,null,1382,null,56752,null,3072,null,53120,null,3172,null,34352,null,1629,null,25155,null,2540,null,56391,null,2138,null,57060,null,1723,null,47602,null,1741,null,116056,null,1779,null,124324,null,1340,null,105066,null,393,null,67794,null,935,null,38638,null,1241,null,6881,null,1135,null,876218,null,2556,null,52074,null,1473,null,48163,null,2833,null,52770,null,2975,null,32013,null,1577,null,24858,null,3208,null,54712,null,3266,null,52390,null,1891,null,49251,null,1733,null,114276,null,1970,null,125709,null,1094,null,111354,null,109,null,77026,null,626,null,56456,null,2071,null,25166,null,2034,null,0400000US28,Mississippi,28
4852913,null,1719,null,2374823,null,1516,null,151261,null,948,null,147309,null,3271,null,155545,null,3222,null,99008,null,979,null,66939,null,1772,null,163001,null,1894,null,163585,null,1034,null,142884,null,848,null,322546,null,972,null,371391,null,504,null,285387,null,257,null,172390,null,13,null,100706,null,2083,null,32871,null,2079,null,2478090,null,1470,null,143444,null,706,null,138761,null,4385,null,149471,null,4379,null,95813,null,1095,null,62443,null,1656,null,158403,null,1990,null,166035,null,1260,null,141451,null,762,null,321495,null,764,null,379148,null,136,null,303314,null,233,null,198205,null,184,null,148253,null,3576,null,71854,null,3575,null,0400000US29,Missouri,29
850040,null,468,null,425212,null,944,null,24731,null,755,null,25396,null,1470,null,23808,null,1462,null,16518,null,523,null,11834,null,1231,null,30315,null,1387,null,29462,null,995,null,23164,null,400,null,52383,null,585,null,68542,null,360,null,60098,null,9,null,33224,null,49,null,18951,null,875,null,6786,null,874,null,424828,null,977,null,23250,null,756,null,23807,null,1591,null,22463,null,1625,null,16882,null,531,null,12063,null,1061,null,26623,null,1181,null,26177,null,678,null,22975,null,439,null,51404,null,250,null,70430,null,16,null,57576,null,81,null,34320,null,11,null,25633,null,1182,null,11225,null,1181,null,0400000US30,Montana,30
1501319,null,1330,null,737606,null,1090,null,48502,null,610,null,45765,null,2289,null,47760,null,2284,null,30952,null,401,null,23262,null,1122,null,55179,null,1388,null,50990,null,1135,null,43026,null,585,null,93604,null,541,null,114266,null,122,null,88606,null,199,null,50802,null,220,null,32900,null,1083,null,11992,null,1073,null,763713,null,835,null,46629,null,435,null,43901,null,1806,null,45559,null,1849,null,29497,null,388,null,21689,null,1116,null,53637,null,1293,null,49643,null,1010,null,41875,null,543,null,93036,null,595,null,115344,null,122,null,90761,null,136,null,58180,null,210,null,48319,null,1879,null,25643,null,1842,null,0400000US31,Nebraska,31
1481654,null,2618,null,754401,null,1688,null,41843,null,882,null,40263,null,2219,null,42312,null,2238,null,26515,null,810,null,16673,null,1896,null,43964,null,2654,null,52317,null,2529,null,46881,null,768,null,107209,null,1594,null,120861,null,489,null,107143,null,335,null,64170,null,97,null,35393,null,1361,null,8857,null,1380,null,727253,null,1994,null,38391,null,894,null,40198,null,2255,null,36236,null,2315,null,24504,null,914,null,16336,null,2016,null,39271,null,2053,null,48718,null,1512,null,42586,null,1234,null,100736,null,1767,null,115027,null,842,null,105824,null,235,null,65108,null,542,null,39306,null,1674,null,15012,null,1573,null,0400000US32,Nevada,32
1223665,null,857,null,601870,null,613,null,33363,null,115,null,33307,null,2295,null,40830,null,2258,null,26519,null,253,null,17009,null,481,null,38324,null,508,null,35281,null,183,null,32018,null,571,null,88807,null,613,null,106199,null,86,null,78912,null,103,null,40991,null,253,null,24313,null,942,null,5997,null,942,null,621795,null,371,null,31984,null,78,null,31454,null,2127,null,38632,null,2101,null,25244,null,35,null,17768,null,1153,null,36592,null,1033,null,35196,null,671,null,31951,null,416,null,92021,null,422,null,106359,null,190,null,80560,null,253,null,44643,null,785,null,32499,null,1497,null,16892,null,1718,null,0400000US33,New Hampshire,33
5333035,null,3245,null,2595791,null,2125,null,138921,null,367,null,157809,null,4217,null,162611,null,4285,null,108174,null,435,null,69011,null,415,null,155908,null,454,null,134029,null,528,null,136575,null,529,null,374404,null,874,null,451255,null,344,null,338238,null,374,null,196970,null,267,null,128474,null,2462,null,43412,null,2424,null,2737244,null,2064,null,131432,null,616,null,152254,null,4469,null,151669,null,4579,null,102700,null,195,null,62854,null,640,null,149579,null,862,null,130699,null,291,null,134823,null,549,null,380138,null,738,null,457744,null,413,null,358783,null,414,null,232849,null,477,null,192161,null,3691,null,99559,null,3691,null,0400000US34,New Jersey,34
824517,null,1308,null,403508,null,1611,null,20968,null,1269,null,18208,null,1938,null,22008,null,1767,null,12972,null,914,null,12586,null,2271,null,24276,null,2064,null,24938,null,1352,null,20486,null,1018,null,49576,null,1137,null,64872,null,758,null,62302,null,393,null,38593,null,526,null,23715,null,901,null,8008,null,870,null,421009,null,1778,null,18274,null,1363,null,18341,null,1632,null,19143,null,1674,null,13515,null,885,null,9964,null,1448,null,23779,null,1506,null,25097,null,1232,null,19949,null,1208,null,50044,null,1272,null,70363,null,1013,null,66182,null,474,null,42451,null,666,null,29570,null,1475,null,14337,null,1517,null,0400000US35,New Mexico,35
11642592,null,8870,null,5666051,null,4877,null,299464,null,754,null,313675,null,6810,null,339087,null,7015,null,227436,null,493,null,174909,null,1691,null,394377,null,1870,null,337926,null,901,null,324288,null,925,null,796581,null,1352,null,925542,null,1312,null,729359,null,858,null,429399,null,703,null,279585,null,3916,null,94423,null,3911,null,5976541,null,4505,null,284657,null,629,null,296858,null,5215,null,325973,null,5285,null,215361,null,875,null,164947,null,1457,null,384544,null,1629,null,341543,null,822,null,325469,null,813,null,800762,null,1233,null,933903,null,1280,null,777568,null,671,null,505929,null,408,null,405631,null,5252,null,213396,null,5068,null,0400000US36,New York,36
6187198,null,4640,null,3022554,null,4114,null,179925,null,2062,null,182428,null,6683,null,192321,null,6523,null,115302,null,1884,null,86728,null,3604,null,204490,null,4312,null,187900,null,3226,null,186087,null,2370,null,446554,null,2208,null,464039,null,1168,null,387955,null,543,null,228627,null,576,null,128029,null,2135,null,32169,null,2060,null,3164644,null,3538,null,173239,null,1849,null,167287,null,5737,null,185232,null,5450,null,109806,null,1856,null,80058,null,3416,null,182204,null,3660,null,192098,null,2511,null,190887,null,2085,null,448966,null,2075,null,483383,null,1238,null,420068,null,666,null,266523,null,298,null,188968,null,3433,null,75925,null,3497,null,0400000US37,North Carolina,37
575970,null,322,null,288714,null,800,null,17543,null,350,null,16177,null,1160,null,15866,null,1157,null,11090,null,674,null,9518,null,1017,null,27852,null,1092,null,22587,null,532,null,16310,null,504,null,33490,null,503,null,44183,null,18,null,35164,null,213,null,19546,null,222,null,13859,null,730,null,5529,null,807,null,287256,null,810,null,16198,null,347,null,15455,null,1153,null,15348,null,1238,null,10444,null,448,null,9553,null,1046,null,23903,null,1256,null,18896,null,617,null,14501,null,457,null,32714,null,462,null,44233,null,18,null,33555,null,38,null,22076,null,448,null,19361,null,891,null,11019,null,1020,null,0400000US38,North Dakota,38
9465227,null,2754,null,4625250,null,1672,null,285178,null,594,null,292248,null,5095,null,299690,null,5150,null,196480,null,886,null,131786,null,1928,null,307912,null,2117,null,306707,null,445,null,275779,null,518,null,640595,null,300,null,738643,null,293,null,568137,null,223,null,327217,null,370,null,191021,null,2927,null,63857,null,2967,null,4839977,null,1989,null,270217,null,773,null,278717,null,5153,null,284428,null,5240,null,186287,null,777,null,126418,null,3097,null,299566,null,3385,null,305743,null,968,null,273685,null,391,null,642846,null,558,null,756460,null,517,null,596835,null,211,null,386705,null,318,null,289223,null,4189,null,142847,null,4164,null,0400000US39,Ohio,39
2596332,null,1205,null,1272660,null,1681,null,80973,null,966,null,77028,null,3136,null,78600,null,3068,null,50256,null,1179,null,37847,null,2042,null,94252,null,2512,null,87427,null,1812,null,74183,null,727,null,162924,null,718,null,193172,null,216,null,158686,null,112,null,100181,null,158,null,58483,null,1746,null,18648,null,1766,null,1323672,null,1662,null,75615,null,941,null,74802,null,2908,null,71303,null,2767,null,47048,null,958,null,34864,null,2208,null,82493,null,2369,null,89787,null,1075,null,74257,null,405,null,163978,null,410,null,199434,null,140,null,169883,null,176,null,115276,null,1442,null,84070,null,2299,null,40862,null,2200,null,0400000US40,Oklahoma,40
3028416,null,1141,null,1487634,null,786,null,80471,null,247,null,84718,null,3081,null,83318,null,3095,null,58253,null,153,null,37698,null,757,null,93309,null,773,null,105686,null,386,null,93717,null,695,null,199982,null,536,null,235266,null,243,null,209966,null,157,null,112884,null,2082,null,65869,null,2075,null,26497,null,3630,null,1540782,null,715,null,76868,null,205,null,77117,null,3521,null,82546,null,3534,null,55557,null,225,null,35740,null,832,null,92251,null,853,null,104383,null,291,null,93197,null,5,null,197510,null,237,null,245720,null,191,null,219115,null,191,null,125670,null,155,null,86577,null,3886,null,48531,null,3897,null,0400000US41,Oregon,41
