B08008_001E,B08008_001EA,B08008_001M,B08008_001MA,B08008_002E,B08008_002EA,B08008_002M,B08008_002MA,B08008_003E,B08008_003EA,B08008_003M,B08008_003MA,B08008_004E,B08008_004EA,B08008_004M,B08008_004MA,B08008_005E,B08008_005EA,B08008_005M,B08008_005MA,B08008_006E,B08008_006EA,B08008_006M,B08008_006MA,B08008_007E,B08008_007EA,B08008_007M,B08008_007MA,B08008_008E,B08008_008EA,B08008_008M,B08008_008MA,B08008_009E,B08008_009EA,B08008_009M,B08008_009MA,B08008_010E,B08008_010EA,B08008_010M,B08008_010MA,B08008_011E,B08008_011EA,B08008_011M,B08008_011MA,B08008_012E,B08008_012EA,B08008_012M,B08008_012MA,B08008_013E,B08008_013EA,B08008_013M,B08008_013MA,B08008_014E,B08008_014EA,B08008_014M,B08008_014MA,B08008_015E,B08008_015EA,B08008_015M,B08008_015MA,GEO_ID,NAME,state
2051673,null,14830,null,1307117,null,15706,null,595589,null,13348,null,711528,null,13347,null,744556,null,14329,null,1091622,null,9837,null,680471,null,9867,null,289630,null,7473,null,390841,null,9376,null,411151,null,9260,null,960051,null,10201,null,626646,null,9408,null,305959,null,8794,null,320687,null,7967,null,333405,null,8186,null,0400000US01,Alabama,01
340794,null,5186,null,309200,null,6526,null,238092,null,6271,null,71108,null,3864,null,31594,null,4119,null,187845,null,3973,null,169344,null,5451,null,127512,null,5099,null,41832,null,3266,null,18501,null,3363,null,152949,null,3390,null,139856,null,3278,null,110580,null,3131,null,29276,null,2133,null,13093,null,1551,null,0400000US02,Alaska,02
2900947,null,16349,null,2645331,null,17871,null,1281518,null,17459,null,1363813,null,19015,null,255616,null,10796,null,1600050,null,11339,null,1459081,null,11485,null,681564,null,12703,null,777517,null,13340,null,140969,null,6875,null,1300897,null,12797,null,1186250,null,13616,null,599954,null,11701,null,586296,null,11434,null,114647,null,5811,null,0400000US04,Arizona,04
1252670,null,10521,null,836979,null,12874,null,442937,null,11163,null,394042,null,10019,null,415691,null,11912,null,660403,null,8384,null,436971,null,9199,null,213610,null,7851,null,223361,null,6317,null,223432,null,7342,null,592267,null,6979,null,400008,null,7898,null,229327,null,6459,null,170681,null,6247,null,192259,null,6538,null,0400000US05,Arkansas,05
16809493,null,45386,null,15546297,null,45210,null,5965334,null,49389,null,9580963,null,45383,null,1263196,null,24030,null,9323067,null,31512,null,8612282,null,30155,null,3086624,null,31283,null,5525658,null,32733,null,710785,null,15944,null,7486426,null,29700,null,6934015,null,29402,null,2878710,null,29959,null,4055305,null,27486,null,552411,null,11803,null,0400000US06,California,06
2552101,null,13998,null,2125674,null,16270,null,951560,null,13733,null,1174114,null,14892,null,426427,null,10164,null,1406658,null,9480,null,1168746,null,10419,null,486094,null,10785,null,682652,null,10547,null,237912,null,7197,null,1145443,null,10480,null,956928,null,10568,null,465466,null,9264,null,491462,null,8588,null,188515,null,5967,null,0400000US08,Colorado,08
1748301,null,14513,null,1013929,null,15131,null,320568,null,10399,null,693361,null,13540,null,734372,null,12300,null,913948,null,9550,null,524059,null,8400,null,152124,null,6076,null,371935,null,8246,null,389889,null,8218,null,834353,null,8670,null,489870,null,9794,null,168444,null,6446,null,321426,null,8709,null,344483,null,7144,null,0400000US09,Connecticut,09
416457,null,5632,null,177030,null,6352,null,43384,null,3987,null,133646,null,5769,null,239427,null,6488,null,214870,null,3750,null,89858,null,4342,null,21195,null,2659,null,68663,null,3396,null,125012,null,4384,null,201587,null,3726,null,87172,null,3723,null,22189,null,2461,null,64983,null,3590,null,114415,null,3883,null,0400000US10,Delaware,10
302634,null,5596,null,302634,null,5596,null,220637,null,5686,null,81997,null,5116,null,0,null,296,null,148105,null,4016,null,148105,null,4016,null,105290,null,4097,null,42815,null,3965,null,0,null,296,null,154529,null,3463,null,154529,null,3463,null,115347,null,3743,null,39182,null,3069,null,0,null,296,null,0400000US11,District of Columbia,11
8277340,null,29829,null,6128444,null,31930,null,2024508,null,21905,null,4103936,null,34043,null,2148896,null,27419,null,4379971,null,22793,null,3230436,null,21103,null,1024382,null,16348,null,2206054,null,23629,null,1149535,null,21133,null,3897369,null,21524,null,2898008,null,20398,null,1000126,null,14132,null,1897882,null,19670,null,999361,null,15851,null,0400000US12,Florida,12
