B19101A_001E,B19101A_001EA,B19101A_001M,B19101A_001MA,B19101A_002E,B19101A_002EA,B19101A_002M,B19101A_002MA,B19101A_003E,B19101A_003EA,B19101A_003M,B19101A_003MA,B19101A_004E,B19101A_004EA,B19101A_004M,B19101A_004MA,B19101A_005E,B19101A_005EA,B19101A_005M,B19101A_005MA,B19101A_006E,B19101A_006EA,B19101A_006M,B19101A_006MA,B19101A_007E,B19101A_007EA,B19101A_007M,B19101A_007MA,B19101A_008E,B19101A_008EA,B19101A_008M,B19101A_008MA,B19101A_009E,B19101A_009EA,B19101A_009M,B19101A_009MA,B19101A_010E,B19101A_010EA,B19101A_010M,B19101A_010MA,B19101A_011E,B19101A_011EA,B19101A_011M,B19101A_011MA,B19101A_012E,B19101A_012EA,B19101A_012M,B19101A_012MA,B19101A_013E,B19101A_013EA,B19101A_013M,B19101A_013MA,B19101A_014E,B19101A_014EA,B19101A_014M,B19101A_014MA,B19101A_015E,B19101A_015EA,B19101A_015M,B19101A_015MA,B19101A_016E,B19101A_016EA,B19101A_016M,B19101A_016MA,B19101A_017E,B19101A_017EA,B19101A_017M,B19101A_017MA,GEO_ID,NAME,state
1558081,null,14467,null,47390,null,4480,null,39678,null,3984,null,48748,null,3792,null,58506,null,4232,null,61068,null,4458,null,65441,null,4000,null,65868,null,4253,null,70810,null,5209,null,66422,null,4062,null,137899,null,6306,null,187246,null,6896,null,241231,null,7627,null,162667,null,6521,null,94993,null,4595,null,100936,null,5251,null,109178,null,4511,null,0400000US13,Georgia,13
92447,null,2961,null,2861,null,990,null,1213,null,586,null,1763,null,645,null,1932,null,516,null,2078,null,569,null,3761,null,1089,null,3962,null,997,null,3848,null,935,null,3624,null,907,null,6124,null,1182,null,11224,null,1818,null,15815,null,1874,null,12978,null,1733,null,6870,null,1208,null,6365,null,1093,null,8029,null,1285,null,0400000US15,Hawaii,15
373820,null,6449,null,14341,null,2306,null,11663,null,1967,null,14172,null,1970,null,18554,null,2203,null,19498,null,2159,null,21943,null,2261,null,20477,null,2165,null,21954,null,2379,null,20437,null,2291,null,41982,null,3000,null,50248,null,3023,null,52974,null,3066,null,30472,null,2665,null,14277,null,1772,null,11309,null,1348,null,9519,null,1246,null,0400000US16,Idaho,16
2386648,null,15961,null,61313,null,4203,null,49838,null,2936,null,62478,null,4232,null,75613,null,4122,null,82692,null,4335,null,91777,null,4481,null,88500,null,4208,null,98331,null,4361,null,96930,null,4511,null,195409,null,6505,null,291970,null,7505,null,398457,null,9872,null,275125,null,6837,null,166691,null,5050,null,172044,null,5854,null,179480,null,5931,null,0400000US17,Illinois,17
1453411,null,13202,null,54149,null,3880,null,37033,null,2919,null,44998,null,3115,null,60721,null,4097,null,64576,null,4406,null,75474,null,3941,null,67662,null,3465,null,77461,null,4585,null,69277,null,3378,null,147291,null,5953,null,190984,null,6139,null,243382,null,6762,null,141967,null,5649,null,71717,null,3664,null,57526,null,3370,null,49193,null,2938,null,0400000US18,Indiana,18
750042,null,7365,null,21762,null,2551,null,18086,null,2232,null,22831,null,1861,null,31534,null,2211,null,31723,null,2374,null,33755,null,2733,null,39068,null,2698,null,41195,null,3074,null,35468,null,2388,null,76224,null,2864,null,109463,null,4077,null,128935,null,4695,null,68533,null,3451,null,36660,null,2756,null,29734,null,2347,null,25071,null,1976,null,0400000US19,Iowa,19
651081,null,7998,null,16206,null,1709,null,16623,null,2044,null,18908,null,2482,null,24991,null,2171,null,27570,null,2387,null,30508,null,2517,null,32132,null,2773,null,32863,null,2440,null,31458,null,2654,null,65521,null,3361,null,82611,null,4091,null,113018,null,4489,null,66256,null,3543,null,32585,null,1861,null,32943,null,2735,null,26888,null,2106,null,0400000US20,Kansas,20
1022708,null,11049,null,60499,null,4301,null,43917,null,3488,null,50039,null,3291,null,53267,null,3714,null,55909,null,3635,null,54598,null,3077,null,51535,null,3009,null,54738,null,3936,null,51621,null,2766,null,94156,null,4770,null,122060,null,4560,null,148547,null,4965,null,78146,null,4177,null,40969,null,3072,null,32601,null,2515,null,30106,null,2444,null,0400000US21,Kentucky,21
746336,null,7627,null,26632,null,2731,null,18912,null,2325,null,27366,null,2835,null,32847,null,3110,null,31035,null,2608,null,33319,null,2815,null,35102,null,2668,null,34366,null,2838,null,32389,null,2592,null,65020,null,3926,null,91262,null,4593,null,121635,null,4398,null,79159,null,4159,null,43476,null,3363,null,37568,null,2801,null,36248,null,2790,null,0400000US22,Louisiana,22
333183,null,6143,null,11952,null,1584,null,10806,null,1627,null,13581,null,1630,null,15925,null,1857,null,18515,null,1916,null,17963,null,1956,null,16531,null,1937,null,16737,null,1689,null,16145,null,2012,null,34105,null,2339,null,45075,null,2702,null,51229,null,2536,null,27582,null,2024,null,13900,null,1763,null,13395,null,1520,null,9742,null,1317,null,0400000US23,Maine,23
896768,null,8391,null,16197,null,2288,null,11505,null,1895,null,12569,null,1850,null,21380,null,2552,null,19854,null,2322,null,24279,null,1998,null,25321,null,2792,null,28821,null,2591,null,26035,null,2838,null,58682,null,3663,null,93250,null,3679,null,144194,null,5553,null,121229,null,5348,null,83038,null,3590,null,105115,null,4122,null,105299,null,4092,null,0400000US24,Maryland,24
1321537,null,10456,null,34492,null,3477,null,25503,null,2898,null,30222,null,2849,null,33180,null,2599,null,35488,null,3475,null,39919,null,2730,null,38297,null,2960,null,44471,null,3106,null,43031,null,3437,null,87780,null,4774,null,142181,null,6768,null,214286,null,6386,null,172934,null,5033,null,113683,null,4944,null,130320,null,5495,null,135750,null,4701,null,0400000US25,Massachusetts,25
2102192,null,12894,null,74699,null,4155,null,57891,null,3723,null,67480,null,4121,null,78018,null,3634,null,82451,null,4105,null,104186,null,3845,null,103999,null,4209,null,107313,null,4179,null,102572,null,4890,null,197653,null,6640,null,264100,null,6072,null,341149,null,6678,null,208877,null,5472,null,117153,null,4412,null,104211,null,4355,null,90440,null,3319,null,0400000US26,Michigan,26
1219892,null,9774,null,25871,null,2297,null,23287,null,2014,null,29859,null,2589,null,35028,null,2545,null,41197,null,2499,null,43436,null,2829,null,45571,null,2495,null,51670,null,3122,null,53456,null,2820,null,108309,null,4401,null,164003,null,4413,null,221161,null,5670,null,147277,null,4767,null,78010,null,3117,null,79431,null,3508,null,72326,null,3312,null,0400000US27,Minnesota,27
480435,null,6278,null,17622,null,2800,null,16374,null,2249,null,21957,null,2701,null,23528,null,2440,null,21007,null,2631,null,27876,null,2071,null,24027,null,2562,null,25940,null,2306,null,24965,null,2668,null,45219,null,3827,null,61418,null,3502,null,72733,null,4198,null,42374,null,3513,null,20373,null,2255,null,18174,null,1785,null,16848,null,2110,null,0400000US28,Mississippi,28
1322289,null,10470,null,47196,null,3239,null,37878,null,3266,null,46867,null,3713,null,56668,null,3187,null,62010,null,4045,null,66009,null,3450,null,66461,null,3913,null,67633,null,3757,null,64194,null,3813,null,132836,null,5317,null,166641,null,6789,null,214491,null,6363,null,122942,null,4519,null,66657,null,3553,null,54793,null,3229,null,49013,null,2711,null,0400000US29,Missouri,29
220698,null,4099,null,8369,null,1699,null,6567,null,1057,null,7157,null,1213,null,12274,null,1524,null,10587,null,1447,null,11555,null,1394,null,11330,null,1440,null,11852,null,1600,null,11852,null,1558,null,21841,null,2163,null,30894,null,2188,null,33939,null,2494,null,18686,null,1563,null,9143,null,1387,null,6989,null,1203,null,7663,null,1206,null,0400000US30,Montana,30
418567,null,6025,null,8783,null,1372,null,8848,null,1345,null,12244,null,1389,null,17404,null,1836,null,17737,null,1950,null,19543,null,1543,null,20041,null,1632,null,21695,null,2074,null,19429,null,1831,null,44857,null,2641,null,60922,null,3154,null,73878,null,3169,null,39597,null,2243,null,22063,null,2093,null,15824,null,1412,null,15702,null,1389,null,0400000US31,Nebraska,31
486016,null,7829,null,15017,null,2186,null,9742,null,1721,null,12754,null,1961,null,19342,null,2862,null,21420,null,2238,null,19613,null,2375,null,23747,null,2396,null,22337,null,2728,null,23580,null,2305,null,46765,null,3704,null,59605,null,4153,null,81456,null,4528,null,52033,null,3570,null,28514,null,2405,null,26366,null,2683,null,23725,null,2084,null,0400000US32,Nevada,32
331378,null,5319,null,7359,null,1431,null,6221,null,1226,null,8067,null,1654,null,10224,null,1567,null,10030,null,1287,null,11404,null,1742,null,11342,null,1554,null,13128,null,1711,null,13232,null,1666,null,29562,null,2470,null,39336,null,2954,null,58163,null,3369,null,42222,null,2864,null,24717,null,1963,null,26102,null,2161,null,20269,null,1906,null,0400000US33,New Hampshire,33
1581397,null,13022,null,28153,null,2642,null,21652,null,2387,null,27717,null,2430,null,37193,null,3654,null,41266,null,3704,null,45333,null,4050,null,47413,null,3499,null,51832,null,3682,null,50762,null,3918,null,104185,null,4719,null,156387,null,5927,null,242778,null,6840,null,211884,null,5468,null,151421,null,5492,null,172013,null,5684,null,191408,null,5501,null,0400000US34,New Jersey,34
371608,null,6178,null,16377,null,2239,null,15095,null,2117,null,18210,null,2265,null,21459,null,2666,null,18015,null,2120,null,21649,null,2470,null,18452,null,1991,null,21022,null,2261,null,16804,null,2213,null,28885,null,2443,null,39910,null,3494,null,52396,null,3444,null,33380,null,2480,null,18017,null,1922,null,18829,null,1854,null,13108,null,1600,null,0400000US35,New Mexico,35
3218834,null,16181,null,96204,null,4570,null,80353,null,4411,null,89414,null,4589,null,111651,null,5086,null,103328,null,4957,null,122937,null,5209,null,122307,null,5107,null,126675,null,4822,null,123370,null,5324,null,242993,null,6698,null,352032,null,8088,null,486150,null,9251,null,365336,null,9505,null,230110,null,7266,null,260539,null,7912,null,305435,null,6851,null,0400000US36,New York,36
1762242,null,12407,null,57589,null,4461,null,46315,null,3156,null,59502,null,3854,null,70321,null,4824,null,74840,null,4221,null,84824,null,5124,null,83610,null,4903,null,84328,null,4769,null,85563,null,4279,null,167511,null,6513,null,220423,null,6643,null,271781,null,8160,null,173252,null,5879,null,96156,null,4623,null,93460,null,4567,null,92767,null,4476,null,0400000US37,North Carolina,37
159450,null,3360,null,4818,null,894,null,4214,null,889,null,5116,null,917,null,6118,null,982,null,6172,null,1046,null,7430,null,1024,null,8174,null,1121,null,9203,null,1130,null,8460,null,1186,null,15111,null,1457,null,21505,null,1684,null,29039,null,1901,null,15035,null,1291,null,7644,null,1087,null,6033,null,878,null,5378,null,997,null,0400000US38,North Dakota,38
2534408,null,12908,null,95984,null,5092,null,67838,null,4002,null,73995,null,4579,null,96286,null,4578,null,106898,null,4727,null,123592,null,5473,null,126729,null,4253,null,131330,null,5191,null,120949,null,4915,null,252942,null,7053,null,333695,null,7353,null,402474,null,8725,null,251872,null,6022,null,127884,null,3976,null,120718,null,4657,null,101222,null,3679,null,0400000US39,Ohio,39
738768,null,6635,null,29716,null,2677,null,24349,null,2142,null,31364,null,2732,null,36663,null,2966,null,35985,null,2955,null,38282,null,2976,null,37492,null,2981,null,41298,null,2848,null,36547,null,2538,null,72110,null,3549,null,96320,null,4591,null,107665,null,4395,null,66103,null,3808,null,31386,null,2055,null,28156,null,2197,null,25332,null,1982,null,0400000US40,Oklahoma,40
840344,null,9388,null,31263,null,2760,null,26712,null,2804,null,30744,null,2968,null,35833,null,2992,null,36284,null,3113,null,42063,null,3147,null,39463,null,3350,null,41309,null,2992,null,36729,null,3046,null,78838,null,4566,null,110076,null,5166,null,128817,null,4807,null,82689,null,4284,null,46253,null,3089,null,38620,null,2736,null,34651,null,2267,null,0400000US41,Oregon,41
2769864,null,12394,null,80853,null,4490,null,67236,null,3366,null,81057,null,3569,null,104954,null,4511,null,122251,null,4642,null,125440,null,4835,null,123379,null,4863,null,132716,null,4336,null,126345,null,5024,null,255058,null,6526,null,354768,null,8008,null,441554,null,7502,null,294594,null,7226,null,159785,null,5333,null,152727,null,5430,null,147147,null,5330,null,0400000US42,Pennsylvania,42
209328,null,4730,null,4957,null,1130,null,3603,null,899,null,4126,null,983,null,7584,null,1379,null,6098,null,1047,null,9153,null,1432,null,8639,null,1516,null,8344,null,1492,null,8056,null,1204,null,14940,null,1746,null,24510,null,2574,null,36844,null,2633,null,27426,null,2195,null,16729,null,2014,null,15347,null,1981,null,12972,null,1814,null,0400000US44,Rhode Island,44
817335,null,8835,null,28079,null,2770,null,19511,null,2275,null,25694,null,2429,null,35031,null,2817,null,34790,null,2522,null,37283,null,2657,null,40312,null,2756,null,39625,null,2984,null,39468,null,2942,null,77318,null,3968,null,105421,null,4646,null,139314,null,5248,null,84610,null,4316,null,36923,null,2874,null,40150,null,3199,null,33806,null,2768,null,0400000US45,South Carolina,45
186892,null,3355,null,5025,null,950,null,4395,null,989,null,5338,null,934,null,7871,null,1392,null,8086,null,1318,null,10214,null,1315,null,9591,null,1286,null,9372,null,1348,null,9846,null,1169,null,19059,null,1923,null,29864,null,2209,null,33242,null,2029,null,14941,null,1521,null,6452,null,1037,null,6915,null,1205,null,6681,null,1030,null,0400000US46,South Dakota,46
1340292,null,10806,null,57405,null,3670,null,46142,null,3457,null,57073,null,4216,null,65542,null,3855,null,66214,null,4065,null,71272,null,4519,null,69311,null,4093,null,73357,null,3752,null,67482,null,4119,null,126814,null,5331,null,167992,null,5983,null,192497,null,7046,null,107660,null,5191,null,59104,null,3411,null,55165,null,2730,null,57262,null,3172,null,0400000US47,Tennessee,47
4445358,null,23221,null,175977,null,6624,null,144970,null,5750,null,184043,null,7147,null,215988,null,8433,null,197164,null,7426,null,212671,null,7791,null,197364,null,6773,null,205499,null,7079,null,191418,null,7891,null,371043,null,9366,null,479314,null,9664,null,649534,null,13284,null,432707,null,8431,null,249637,null,6854,null,266153,null,7834,null,271876,null,7774,null,0400000US48,Texas,48
589150,null,7203,null,13189,null,2084,null,12553,null,1764,null,16642,null,2136,null,19869,null,2111,null,21906,null,2100,null,27116,null,2638,null,29226,null,2740,null,28229,null,2667,null,30559,null,2145,null,61662,null,3048,null,82288,null,3632,null,98422,null,3913,null,62244,null,3773,null,34103,null,2336,null,27826,null,2024,null,23316,null,2277,null,0400000US49,Utah,49
156229,null,3293,null,5363,null,1107,null,3816,null,918,null,4392,null,796,null,5124,null,850,null,5687,null,896,null,8979,null,1280,null,6775,null,1020,null,7591,null,974,null,7737,null,1153,null,16338,null,1697,null,21036,null,1501,null,26529,null,2153,null,15883,null,1609,null,8308,null,1105,null,7093,null,1042,null,5578,null,825,null,0400000US50,Vermont,50
1471403,null,11554,null,36216,null,4135,null,28059,null,2469,null,33925,null,3111,null,42333,null,3003,null,44698,null,3370,null,56795,null,4308,null,50259,null,3480,null,59896,null,3804,null,56081,null,3620,null,111865,null,4221,null,162038,null,6129,null,226611,null,7440,null,173782,null,5876,null,110475,null,5225,null,131019,null,5293,null,147351,null,4649,null,0400000US51,Virginia,51
1370194,null,12426,null,39387,null,3357,null,29076,null,2848,null,37315,null,2803,null,42452,null,3247,null,44402,null,3351,null,53986,null,4082,null,56466,null,3294,null,57355,null,3646,null,56783,null,3880,null,118630,null,5539,null,175409,null,6154,null,229935,null,6598,null,160033,null,5518,null,92651,null,3866,null,92206,null,4325,null,84108,null,3936,null,0400000US53,Washington,53
471360,null,6935,null,28433,null,2758,null,20450,null,2353,null,23927,null,2107,null,27401,null,2985,null,29250,null,2701,null,28251,null,2240,null,27409,null,2384,null,27589,null,2562,null,26010,null,2418,null,49983,null,3794,null,56809,null,3221,null,61710,null,3675,null,31502,null,2553,null,13774,null,1713,null,10610,null,1759,null,8252,null,1425,null,0400000US54,West Virginia,54
1335785,null,9546,null,31815,null,3034,null,24847,null,1926,null,32188,null,2535,null,48350,null,2625,null,56242,null,3127,null,58860,null,3537,null,59894,null,3440,null,63486,null,3080,null,61862,null,2835,null,126904,null,4023,null,189508,null,5902,null,248240,null,6252,null,151072,null,5504,null,74337,null,3200,null,57055,null,2634,null,51125,null,2665,null,0400000US55,Wisconsin,55
127414,null,3175,null,3564,null,843,null,2347,null,908,null,3382,null,890,null,4567,null,1032,null,5011,null,1226,null,5489,null,1124,null,5411,null,1096,null,6661,null,1155,null,6394,null,1203,null,11902,null,1455,null,16683,null,1921,null,20967,null,2210,null,15963,null,1625,null,7478,null,1191,null,6884,null,1123,null,4711,null,952,null,0400000US56,Wyoming,56
665775,null,9543,null,158956,null,5189,null,78540,null,4101,null,69136,null,3233,null,56406,null,3287,null,48864,null,2837,null,40612,null,2925,null,35474,null,2714,null,28130,null,2336,null,22231,null,2070,null,35096,null,2581,null,36205,null,2703,null,26169,null,2250,null,13635,null,1543,null,5462,null,948,null,5389,null,1081,null,5470,null,1019,null,0400000US72,Puerto Rico,72
