C08014_001E,C08014_001EA,C08014_001M,C08014_001MA,C08014_002E,C08014_002EA,C08014_002M,C08014_002MA,C08014_003E,C08014_003EA,C08014_003M,C08014_003MA,C08014_004E,C08014_004EA,C08014_004M,C08014_004MA,C08014_005E,C08014_005EA,C08014_005M,C08014_005MA,C08014_006E,C08014_006EA,C08014_006M,C08014_006MA,C08014_007E,C08014_007EA,C08014_007M,C08014_007MA,C08014_008E,C08014_008EA,C08014_008M,C08014_008MA,C08014_009E,C08014_009EA,C08014_009M,C08014_009MA,C08014_010E,C08014_010EA,C08014_010M,C08014_010MA,C08014_011E,C08014_011EA,C08014_011M,C08014_011MA,C08014_012E,C08014_012EA,C08014_012M,C08014_012MA,C08014_013E,C08014_013EA,C08014_013M,C08014_013MA,C08014_014E,C08014_014EA,C08014_014M,C08014_014MA,C08014_015E,C08014_015EA,C08014_015M,C08014_015MA,GEO_ID,NAME,state
2035333,null,15037,null,47282,null,4758,null,394113,null,9875,null,828578,null,15768,null,765360,null,14756,null,1081450,null,10168,null,21870,null,2757,null,170752,null,6764,null,462715,null,10988,null,426113,null,8901,null,953883,null,10626,null,25412,null,3274,null,223361,null,6553,null,365863,null,9126,null,339247,null,8013,null,0400000US01,Alabama,01
327709,null,5030,null,19666,null,2264,null,70163,null,3832,null,137224,null,7031,null,100656,null,6779,null,176997,null,3687,null,10040,null,1433,null,35150,null,2971,null,77097,null,4430,null,54710,null,4407,null,150712,null,3439,null,9626,null,1638,null,35013,null,2307,null,60127,null,3750,null,45946,null,3210,null,0400000US02,Alaska,02
2886063,null,16485,null,85235,null,5934,null,678453,null,17905,null,1248363,null,23909,null,874012,null,19898,null,1590960,null,11823,null,49001,null,4501,null,350460,null,11694,null,699971,null,14428,null,491528,null,12261,null,1295103,null,13268,null,36234,null,3479,null,327993,null,10330,null,548392,null,13932,null,382484,null,11438,null,0400000US04,Arizona,04
1242848,null,10290,null,26491,null,3437,null,272912,null,9561,null,546473,null,12558,null,396972,null,10673,null,654658,null,8347,null,12993,null,2106,null,123749,null,6250,null,298130,null,7701,null,219786,null,6958,null,588190,null,6923,null,13498,null,2302,null,149163,null,6566,null,248343,null,7492,null,177186,null,5748,null,0400000US05,Arkansas,05
16663764,null,44034,null,600526,null,19031,null,3315697,null,35799,null,6607780,null,48486,null,6139761,null,51449,null,9223473,null,32477,null,336197,null,14390,null,1677017,null,25176,null,3732793,null,32543,null,3477466,null,29398,null,7440291,null,29431,null,264329,null,9383,null,1638680,null,20874,null,2874987,null,25173,null,2662295,null,30315,null,0400000US06,California,06
2531413,null,13887,null,69970,null,5621,null,513389,null,15589,null,1090505,null,18779,null,857549,null,19376,null,1392723,null,9473,null,40379,null,4056,null,251573,null,9836,null,612714,null,12171,null,488057,null,13208,null,1138690,null,10467,null,29591,null,2960,null,261816,null,10205,null,477791,null,10751,null,369492,null,9996,null,0400000US08,Colorado,08
1728049,null,13901,null,56721,null,4654,null,341150,null,9059,null,744642,null,14221,null,585536,null,12113,null,903619,null,9613,null,27283,null,3110,null,151973,null,5782,null,403443,null,8563,null,320920,null,7586,null,824430,null,8726,null,29438,null,3053,null,189177,null,6491,null,341199,null,8245,null,264616,null,7284,null,0400000US09,Connecticut,09
412168,null,5580,null,11535,null,2166,null,85607,null,5359,null,185027,null,6969,null,129999,null,6499,null,213121,null,3661,null,6467,null,1600,null,37103,null,3345,null,100103,null,4212,null,69448,null,3797,null,199047,null,3723,null,5068,null,1204,null,48504,null,3180,null,84924,null,3865,null,60551,null,3966,null,0400000US10,Delaware,10
292399,null,5026,null,69610,null,4322,null,129909,null,5347,null,69444,null,4713,null,23436,null,3860,null,143025,null,3751,null,32303,null,3043,null,62603,null,3634,null,36451,null,2999,null,11668,null,2346,null,149374,null,3597,null,37307,null,3432,null,67306,null,3436,null,32993,null,2724,null,11768,null,2551,null,0400000US11,District of Columbia,11
8226980,null,27526,null,236880,null,10006,null,1986169,null,22967,null,3792669,null,34302,null,2211262,null,33634,null,4343026,null,19460,null,137148,null,8348,null,945367,null,17275,null,2057853,null,20696,null,1202658,null,21971,null,3883954,null,21670,null,99732,null,5359,null,1040802,null,14862,null,1734816,null,19681,null,1008604,null,17391,null,0400000US12,Florida,12
4467609,null,24859,null,144486,null,8503,null,1004024,null,20772,null,1872440,null,28053,null,1446659,null,24854,null,2375594,null,16461,null,75919,null,7136,null,458227,null,14164,null,1034837,null,15450,null,806611,null,15602,null,2092015,null,16747,null,68567,null,5014,null,545797,null,12281,null,837603,null,16389,null,640048,null,14162,null,0400000US13,Georgia,13
638731,null,7181,null,21400,null,3043,null,131359,null,6851,null,249331,null,9738,null,236641,null,9025,null,343982,null,4596,null,10699,null,1915,null,65810,null,4289,null,139036,null,5868,null,128437,null,5589,null,294749,null,5617,null,10701,null,1752,null,65549,null,4615,null,110295,null,5573,null,108204,null,5088,null,0400000US15,Hawaii,15
710119,null,7343,null,10652,null,1819,null,111828,null,6556,null,297649,null,8385,null,289990,null,9530,null,394766,null,5437,null,6295,null,1392,null,53779,null,4602,null,170454,null,5395,null,164238,null,6219,null,315353,null,5586,null,4357,null,940,null,58049,null,3971,null,127195,null,4648,null,125752,null,5201,null,0400000US16,Idaho,16
6158986,null,22979,null,298600,null,10317,null,1387123,null,20256,null,2619027,null,29497,null,1854236,null,29537,null,3275304,null,15153,null,141078,null,7500,null,656766,null,15332,null,1448638,null,19386,null,1028822,null,16810,null,2883682,null,17205,null,157522,null,7307,null,730357,null,13689,null,1170389,null,14917,null,825414,null,16798,null,0400000US17,Illinois,17
2997056,null,13775,null,77784,null,5632,null,589224,null,14499,null,1304298,null,18813,null,1025750,null,19864,null,1590853,null,9456,null,43676,null,4148,null,264689,null,8324,null,722051,null,12110,null,560437,null,11696,null,1406203,null,10915,null,34108,null,3049,null,324535,null,9342,null,582247,null,9536,null,465313,null,11337,null,0400000US18,Indiana,18
