B19001A_001E,B19001A_001EA,B19001A_001M,B19001A_001MA,B19001A_002E,B19001A_002EA,B19001A_002M,B19001A_002MA,B19001A_003E,B19001A_003EA,B19001A_003M,B19001A_003MA,B19001A_004E,B19001A_004EA,B19001A_004M,B19001A_004MA,B19001A_005E,B19001A_005EA,B19001A_005M,B19001A_005MA,B19001A_006E,B19001A_006EA,B19001A_006M,B19001A_006MA,B19001A_007E,B19001A_007EA,B19001A_007M,B19001A_007MA,B19001A_008E,B19001A_008EA,B19001A_008M,B19001A_008MA,B19001A_009E,B19001A_009EA,B19001A_009M,B19001A_009MA,B19001A_010E,B19001A_010EA,B19001A_010M,B19001A_010MA,B19001A_011E,B19001A_011EA,B19001A_011M,B19001A_011MA,B19001A_012E,B19001A_012EA,B19001A_012M,B19001A_012MA,B19001A_013E,B19001A_013EA,B19001A_013M,B19001A_013MA,B19001A_014E,B19001A_014EA,B19001A_014M,B19001A_014MA,B19001A_015E,B19001A_015EA,B19001A_015M,B19001A_015MA,B19001A_016E,B19001A_016EA,B19001A_016M,B19001A_016MA,B19001A_017E,B19001A_017EA,B19001A_017M,B19001A_017MA,GEO_ID,NAME,state
1312845,null,8415,null,95307,null,4462,null,78440,null,4589,null,77114,null,4629,null,77133,null,4109,null,69559,null,3567,null,76188,null,4118,null,63927,null,3913,null,65384,null,4000,null,60894,null,3216,null,118371,null,4660,null,141586,null,5225,null,158951,null,5616,null,100293,null,4574,null,48629,null,2738,null,41461,null,2946,null,39608,null,2700,null,0400000US01,Alabama,01
179499,null,2875,null,4967,null,1086,null,3628,null,791,null,4422,null,994,null,6006,null,1208,null,6754,null,1325,null,8138,null,1392,null,6348,null,1336,null,7301,null,1291,null,7691,null,1307,null,13061,null,1724,null,20294,null,1728,null,30194,null,2598,null,23907,null,1906,null,14460,null,1943,null,11914,null,1686,null,10414,null,1222,null,0400000US02,Alaska,02
1924225,null,11411,null,119020,null,5517,null,92572,null,4555,null,97202,null,4992,null,105631,null,5076,null,96598,null,6136,null,108250,null,5180,null,102712,null,5722,null,101287,null,5242,null,89594,null,4832,null,162858,null,5889,null,215723,null,6506,null,247756,null,7834,null,154460,null,5911,null,85203,null,4494,null,73655,null,3708,null,71704,null,3774,null,0400000US04,Arizona,04
899265,null,6781,null,75258,null,4240,null,60318,null,3725,null,59900,null,3866,null,63651,null,3839,null,55159,null,3827,null,57429,null,3051,null,53410,null,3077,null,50082,null,3522,null,43000,null,3418,null,78643,null,4068,null,89826,null,3888,null,95884,null,4154,null,50131,null,3555,null,27260,null,2209,null,20194,null,1935,null,19120,null,1892,null,0400000US05,Arkansas,05
8307546,null,23840,null,393667,null,11631,null,392327,null,9743,null,365934,null,9766,null,397628,null,9356,null,350155,null,9377,null,354187,null,10119,null,340398,null,8311,null,346573,null,9261,null,323138,null,10248,null,615913,null,11924,null,844212,null,12621,null,1078909,null,16642,null,801520,null,11569,null,492096,null,11594,null,581592,null,11085,null,629297,null,10967,null,0400000US06,California,06
1656516,null,8854,null,88427,null,4287,null,71776,null,4164,null,68885,null,4844,null,79607,null,3801,null,75504,null,4375,null,79014,null,4313,null,76209,null,3969,null,75603,null,4343,null,78067,null,4786,null,137059,null,5049,null,185868,null,7014,null,222517,null,7238,null,152453,null,5492,null,90176,null,3980,null,88163,null,3871,null,87188,null,4004,null,0400000US08,Colorado,08
1105250,null,5968,null,48361,null,3227,null,41063,null,3068,null,41930,null,2953,null,41843,null,3111,null,38066,null,3282,null,38255,null,2993,null,39615,null,3473,null,41569,null,3750,null,36792,null,3277,null,79319,null,3635,null,116006,null,4538,null,159064,null,6300,null,117359,null,4526,null,81219,null,4245,null,82733,null,4203,null,102056,null,4332,null,0400000US09,Connecticut,09
247864,null,3046,null,10673,null,1355,null,9679,null,1518,null,9837,null,1734,null,9583,null,1520,null,12219,null,1329,null,11490,null,1629,null,11187,null,1463,null,13308,null,1807,null,10900,null,1552,null,20626,null,2108,null,29821,null,2922,null,35320,null,2548,null,24730,null,2274,null,13373,null,1440,null,13951,null,1784,null,11167,null,1257,null,0400000US10,Delaware,10
102601,null,2759,null,4809,null,1102,null,1787,null,721,null,2319,null,742,null,1780,null,629,null,1812,null,707,null,1807,null,635,null,2119,null,718,null,3286,null,1005,null,2403,null,741,null,7140,null,1218,null,8286,null,1397,null,13154,null,1523,null,10343,null,1348,null,8026,null,1354,null,12660,null,1324,null,20870,null,2076,null,0400000US11,District of Columbia,11
5753871,null,22654,null,367126,null,9587,null,310633,null,9160,null,313261,null,8332,null,334146,null,9692,null,315457,null,8358,null,327091,null,9462,null,300545,null,9212,null,309263,null,9411,null,261800,null,8617,null,514960,null,13426,null,605903,null,12224,null,683993,null,12524,null,416820,null,8368,null,228052,null,7130,null,223186,null,7474,null,241635,null,9202,null,0400000US12,Florida,12
2260404,null,13291,null,126284,null,5977,null,110338,null,5736,null,102749,null,5212,null,106045,null,5376,null,103086,null,6134,null,110225,null,4881,null,105140,null,5785,null,107331,null,5468,null,97632,null,4719,null,190737,null,7842,null,255424,null,8217,null,299637,null,8414,null,193966,null,7568,null,111367,null,5368,null,115298,null,5655,null,125145,null,5011,null,0400000US13,Georgia,13
149510,null,3122,null,8975,null,1829,null,6358,null,1708,null,4438,null,956,null,5088,null,1117,null,3689,null,762,null,5902,null,1301,null,6504,null,1376,null,6311,null,1302,null,5832,null,1171,null,9980,null,1639,null,17700,null,2251,null,22790,null,2168,null,18858,null,2261,null,9619,null,1715,null,7941,null,1190,null,9525,null,1314,null,0400000US15,Hawaii,15
536640,null,4369,null,32068,null,2993,null,30672,null,2630,null,29790,null,2343,null,32158,null,2855,null,32424,null,2417,null,32503,null,2790,null,30054,null,2289,null,31392,null,2829,null,28728,null,2410,null,55000,null,3877,null,63480,null,3630,null,63313,null,3778,null,34642,null,2840,null,16441,null,1850,null,12604,null,1448,null,11371,null,1322,null,0400000US16,Idaho,16
3654045,null,15383,null,187208,null,7310,null,163210,null,5715,null,165600,null,6854,null,171012,null,5582,null,161416,null,6652,null,168351,null,6017,null,158877,null,5919,null,166362,null,5502,null,152285,null,5415,null,299335,null,8024,null,414704,null,8643,null,509272,null,11016,null,337686,null,7626,null,194294,null,5587,null,198599,null,6482,null,205834,null,6420,null,0400000US17,Illinois,17
2173505,null,10038,null,135594,null,5533,null,113243,null,4719,null,114385,null,4445,null,126398,null,5451,null,121761,null,5962,null,131652,null,5652,null,110847,null,5390,null,118845,null,6193,null,101950,null,4898,null,202533,null,6547,null,249571,null,7002,null,286837,null,7481,null,161218,null,6257,null,79624,null,4286,null,63730,null,3533,null,55317,null,3124,null,0400000US18,Indiana,18
1147801,null,6477,null,69775,null,3614,null,64639,null,3608,null,60079,null,3473,null,65734,null,3126,null,64843,null,3499,null,66069,null,3165,null,62399,null,3431,null,64324,null,3770,null,52949,null,2700,null,108819,null,3712,null,140860,null,5350,null,150755,null,4882,null,76682,null,3858,null,39531,null,2772,null,32162,null,2184,null,28181,null,2040,null,0400000US19,Iowa,19
982043,null,6845,null,55634,null,3688,null,49352,null,3344,null,48716,null,4155,null,52078,null,3645,null,53997,null,3504,null,59253,null,3751,null,54577,null,3474,null,53077,null,3301,null,45353,null,2995,null,91234,null,4117,null,108169,null,4751,null,132354,null,5001,null,76126,null,3994,null,35698,null,2087,null,35977,null,3007,null,30448,null,2195,null,0400000US20,Kansas,20
1520070,null,9630,null,156972,null,6102,null,108655,null,5179,null,95228,null,4743,null,96571,null,4848,null,88657,null,4933,null,88045,null,4526,null,76863,null,3826,null,80218,null,4919,null,72127,null,4129,null,126770,null,5599,null,151955,null,5144,null,173760,null,5729,null,90155,null,4488,null,45399,null,3281,null,34882,null,2469,null,33813,null,2569,null,0400000US21,Kentucky,21
1103235,null,7298,null,74050,null,4842,null,58325,null,3550,null,59403,null,3808,null,64234,null,3896,null,53294,null,3406,null,57147,null,3511,null,53685,null,3263,null,52809,null,3604,null,49299,null,3684,null,91101,null,5217,null,119133,null,5365,null,145794,null,5288,null,94303,null,4424,null,48108,null,3638,null,41596,null,3059,null,40954,null,2940,null,0400000US22,Louisiana,22
525427,null,4951,null,36265,null,2744,null,33961,null,2573,null,31430,null,2453,null,32073,null,2625,null,31749,null,2582,null,32069,null,2262,null,27884,null,2492,null,27174,null,1976,null,23664,null,2456,null,49164,null,3030,null,59858,null,3400,null,63778,null,2889,null,33665,null,2232,null,16316,null,1907,null,15630,null,1654,null,10747,null,1361,null,0400000US23,Maine,23
1346505,null,7575,null,51812,null,3186,null,38928,null,2862,null,37320,null,2782,null,46364,null,3768,null,45669,null,3213,null,46656,null,2872,null,48420,null,3438,null,54591,null,3392,null,45417,null,3399,null,96040,null,4830,null,141374,null,4714,null,202600,null,6509,null,153292,null,5797,null,99261,null,3973,null,121921,null,4270,null,116840,null,4336,null,0400000US24,Maryland,24
2114532,null,8455,null,123525,null,5953,null,92453,null,4446,null,85865,null,5101,null,81650,null,4681,null,71542,null,4049,null,84605,null,3485,null,75454,null,4241,null,82335,null,4121,null,74034,null,4124,null,155496,null,5723,null,218076,null,7904,null,294877,null,7706,null,222925,null,5831,null,137342,null,5416,null,153714,null,6074,null,160639,null,5553,null,0400000US25,Massachusetts,25
3141306,null,11601,null,200702,null,5635,null,162803,null,5408,null,162321,null,6340,null,168366,null,5037,null,159820,null,5802,null,182077,null,5379,null,168513,null,5385,null,166394,null,5193,null,148874,null,6111,null,276890,null,7310,null,345712,null,7866,null,409398,null,7276,null,243310,null,5975,null,129618,null,4679,null,117888,null,4545,null,98620,null,3540,null,0400000US26,Michigan,26
1905999,null,7804,null,95217,null,4451,null,84521,null,3779,null,84245,null,3593,null,85569,null,4421,null,81419,null,3795,null,89826,null,4204,null,91362,null,3904,null,96245,null,4254,null,89036,null,3764,null,165572,null,5550,null,228543,null,6418,null,277252,null,6775,null,176057,null,4910,null,89766,null,3651,null,89808,null,4005,null,81561,null,3818,null,0400000US27,Minnesota,27
691092,null,6643,null,51790,null,3624,null,47187,null,3294,null,41509,null,3317,null,38300,null,3004,null,37497,null,3512,null,41919,null,3221,null,34469,null,3252,null,35859,null,3112,null,35308,null,2816,null,59015,null,4490,null,75304,null,3766,null,82700,null,4094,null,48150,null,3883,null,22846,null,2557,null,20225,null,2093,null,19014,null,2226,null,0400000US28,Mississippi,28
2001552,null,7992,null,128874,null,5164,null,113637,null,5130,null,109158,null,5069,null,120738,null,5323,null,110429,null,5049,null,116616,null,4988,null,110365,null,5160,null,105772,null,4556,null,96265,null,4592,null,184766,null,5753,null,215346,null,7846,null,255610,null,7739,null,142173,null,5287,null,75580,null,3742,null,61087,null,3448,null,55136,null,2817,null,0400000US29,Missouri,29
349140,null,3475,null,24874,null,2365,null,21729,null,1962,null,20022,null,1900,null,26051,null,2079,null,21967,null,2018,null,23000,null,2334,null,18797,null,1836,null,18414,null,1846,null,17783,null,1803,null,30040,null,2355,null,37899,null,2596,null,38942,null,2500,null,22471,null,1641,null,10866,null,1372,null,7870,null,1237,null,8415,null,1278,null,0400000US30,Montana,30
643486,null,4203,null,34209,null,2552,null,33152,null,2549,null,35889,null,2424,null,38814,null,3301,null,35432,null,2455,null,36752,null,2613,null,34554,null,2565,null,32605,null,2560,null,32128,null,2478,null,61814,null,2940,null,76193,null,3290,null,87221,null,3649,null,45118,null,2592,null,23798,null,2034,null,18082,null,1551,null,17725,null,1515,null,0400000US31,Nebraska,31
763851,null,7323,null,37902,null,3748,null,28854,null,2691,null,31392,null,2914,null,37082,null,3255,null,38162,null,3331,null,36645,null,3086,null,40793,null,3649,null,37571,null,3157,null,36187,null,3037,null,72314,null,4507,null,88712,null,4874,null,111844,null,4927,null,68173,null,3801,null,35336,null,2757,null,33746,null,3117,null,29138,null,2201,null,0400000US32,Nevada,32
483018,null,4439,null,20624,null,2429,null,19600,null,2109,null,18179,null,2207,null,22499,null,2347,null,18178,null,1673,null,22105,null,2572,null,20106,null,2209,null,20437,null,2266,null,20844,null,1890,null,41580,null,3097,null,54022,null,3438,null,73533,null,4024,null,50054,null,2955,null,29256,null,2339,null,29350,null,2436,null,22651,null,1998,null,0400000US33,New Hampshire,33
2331725,null,10100,null,95343,null,4574,null,80145,null,4029,null,82358,null,4806,null,82127,null,5161,null,82970,null,4582,null,85346,null,4947,null,83485,null,4870,null,90436,null,5289,null,81258,null,3883,null,165955,null,6128,null,226121,null,7270,null,324679,null,8452,null,262114,null,6314,null,176435,null,5611,null,197043,null,6336,null,215910,null,5847,null,0400000US34,New Jersey,34
578163,null,6064,null,44745,null,3185,null,39460,null,3122,null,32331,null,2938,null,39370,null,3690,null,31506,null,2558,null,32723,null,2996,null,32346,null,2772,null,32642,null,3002,null,24873,null,2408,null,46874,null,3119,null,57853,null,4064,null,63659,null,3662,null,40893,null,2919,null,21988,null,2176,null,21472,null,1938,null,15428,null,1740,null,0400000US35,New Mexico,35
