B18103_001E,B18103_001EA,B18103_001M,B18103_001MA,B18103_002E,B18103_002EA,B18103_002M,B18103_002MA,B18103_003E,B18103_003EA,B18103_003M,B18103_003MA,B18103_004E,B18103_004EA,B18103_004M,B18103_004MA,B18103_005E,B18103_005EA,B18103_005M,B18103_005MA,B18103_006E,B18103_006EA,B18103_006M,B18103_006MA,B18103_007E,B18103_007EA,B18103_007M,B18103_007MA,B18103_008E,B18103_008EA,B18103_008M,B18103_008MA,B18103_009E,B18103_009EA,B18103_009M,B18103_009MA,B18103_010E,B18103_010EA,B18103_010M,B18103_010MA,B18103_011E,B18103_011EA,B18103_011M,B18103_011MA,B18103_012E,B18103_012EA,B18103_012M,B18103_012MA,B18103_013E,B18103_013EA,B18103_013M,B18103_013MA,B18103_014E,B18103_014EA,B18103_014M,B18103_014MA,B18103_015E,B18103_015EA,B18103_015M,B18103_015MA,B18103_016E,B18103_016EA,B18103_016M,B18103_016MA,B18103_017E,B18103_017EA,B18103_017M,B18103_017MA,B18103_018E,B18103_018EA,B18103_018M,B18103_018MA,B18103_019E,B18103_019EA,B18103_019M,B18103_019MA,B18103_020E,B18103_020EA,B18103_020M,B18103_020MA,B18103_021E,B18103_021EA,B18103_021M,B18103_021MA,B18103_022E,B18103_022EA,B18103_022M,B18103_022MA,B18103_023E,B18103_023EA,B18103_023M,B18103_023MA,B18103_024E,B18103_024EA,B18103_024M,B18103_024MA,B18103_025E,B18103_025EA,B18103_025M,B18103_025MA,B18103_026E,B18103_026EA,B18103_026M,B18103_026MA,B18103_027E,B18103_027EA,B18103_027M,B18103_027MA,B18103_028E,B18103_028EA,B18103_028M,B18103_028MA,B18103_029E,B18103_029EA,B18103_029M,B18103_029MA,B18103_030E,B18103_030EA,B18103_030M,B18103_030MA,B18103_031E,B18103_031EA,B18103_031M,B18103_031MA,B18103_032E,B18103_032EA,B18103_032M,B18103_032MA,B18103_033E,B18103_033EA,B18103_033M,B18103_033MA,B18103_034E,B18103_034EA,B18103_034M,B18103_034MA,B18103_035E,B18103_035EA,B18103_035M,B18103_035MA,B18103_036E,B18103_036EA,B18103_036M,B18103_036MA,B18103_037E,B18103_037EA,B18103_037M,B18103_037MA,B18103_038E,B18103_038EA,B18103_038M,B18103_038MA,B18103_039E,B18103_039EA,B18103_039M,B18103_039MA,GEO_ID,NAME,state
4574185,null,1943,null,2198441,null,4770,null,156481,null,2968,null,1398,null,501,null,155083,null,2953,null,416043,null,3025,null,5156,null,1373,null,410887,null,3329,null,505102,null,4022,null,6308,null,1375,null,498794,null,4574,null,864784,null,4785,null,31925,null,3304,null,832859,null,5431,null,153316,null,1653,null,9848,null,1237,null,143468,null,1961,null,102715,null,1606,null,14319,null,1783,null,88396,null,2021,null,2375744,null,4702,null,150652,null,2801,null,266,null,221,null,150386,null,2781,null,396556,null,3218,null,4111,null,1166,null,392445,null,3405,null,525076,null,2778,null,7227,null,1719,null,517849,null,3161,null,945529,null,3566,null,34589,null,2928,null,910940,null,4325,null,186499,null,1459,null,13362,null,1504,null,173137,null,1797,null,171432,null,1989,null,25088,null,2052,null,146344,null,3124,null,0400000US01,Alabama,01
659084,null,2654,null,334591,null,2757,null,27756,null,1204,null,165,null,202,null,27591,null,1238,null,65511,null,1564,null,440,null,304,null,65071,null,1607,null,84325,null,3055,null,987,null,584,null,83338,null,3056,null,133862,null,2532,null,3702,null,1018,null,130160,null,2642,null,15814,null,715,null,604,null,304,null,15210,null,691,null,7323,null,667,null,1305,null,517,null,6018,null,664,null,324493,null,2029,null,23868,null,1013,null,139,null,162,null,23729,null,1004,null,63296,null,1358,null,243,null,180,null,63053,null,1348,null,78834,null,1426,null,746,null,443,null,78088,null,1548,null,133917,null,1602,null,3249,null,877,null,130668,null,1815,null,15146,null,916,null,844,null,485,null,14302,null,863,null,9432,null,800,null,1385,null,490,null,8047,null,773,null,0400000US02,Alaska,02
6402786,null,2692,null,3178940,null,3968,null,263171,null,1971,null,436,null,281,null,262735,null,1940,null,611412,null,2337,null,5834,null,1800,null,605578,null,2827,null,760069,null,2900,null,11939,null,2047,null,748130,null,3486,null,1159797,null,3106,null,31131,null,3232,null,1128666,null,4663,null,208608,null,1644,null,9265,null,1761,null,199343,null,2099,null,175883,null,1573,null,17692,null,2350,null,158191,null,2653,null,3223846,null,3469,null,252150,null,1892,null,1576,null,927,null,250574,null,2057,null,579108,null,1887,null,6343,null,1498,null,572765,null,2328,null,718221,null,2240,null,11127,null,2430,null,707094,null,3272,null,1204442,null,2651,null,29275,null,3585,null,1175167,null,3822,null,235875,null,1171,null,9097,null,1639,null,226778,null,1645,null,234050,null,1835,null,30431,null,3802,null,203619,null,4248,null,0400000US04,Arizona,04
2801628,null,1721,null,1365410,null,4221,null,103021,null,2135,null,627,null,493,null,102394,null,2130,null,257228,null,2720,null,2961,null,809,null,254267,null,2771,null,309705,null,3083,null,4441,null,1292,null,305264,null,3289,null,528281,null,3628,null,17786,null,2429,null,510495,null,4169,null,98686,null,1532,null,6111,null,1155,null,92575,null,1658,null,68489,null,1341,null,9387,null,1237,null,59102,null,1691,null,1436218,null,4181,null,96061,null,2207,null,371,null,378,null,95690,null,2223,null,245179,null,2689,null,2960,null,956,null,242219,null,2955,null,315840,null,3093,null,4262,null,1122,null,311578,null,3326,null,561049,null,2688,null,18920,null,2163,null,542129,null,3234,null,113037,null,1739,null,8252,null,1241,null,104785,null,2022,null,105052,null,2073,null,15377,null,1803,null,89675,null,2300,null,0400000US05,Arkansas,05
36160600,null,6633,null,17938937,null,8716,null,1377889,null,2893,null,3531,null,1053,null,1374358,null,3136,null,3403852,null,4110,null,25452,null,2990,null,3378400,null,4593,null,4499199,null,8391,null,39091,null,3357,null,4460108,null,9320,null,6932716,null,7527,null,133790,null,5261,null,6798926,null,7997,null,969273,null,2877,null,39712,null,3320,null,929561,null,4690,null,756008,null,2907,null,79955,null,5377,null,676053,null,5123,null,18221663,null,8132,null,1314647,null,2782,null,5121,null,1320,null,1309526,null,2910,null,3251326,null,4176,null,22290,null,2695,null,3229036,null,4379,null,4313909,null,5742,null,42677,null,4047,null,4271232,null,7833,null,7065042,null,6019,null,140068,null,6629,null,6924974,null,8979,null,1137766,null,2876,null,53375,null,4212,null,1084391,null,4554,null,1138973,null,5806,null,138169,null,6440,null,1000804,null,7695,null,0400000US06,California,06
4853404,null,1990,null,2423482,null,3704,null,180340,null,1940,null,504,null,419,null,179836,null,1981,null,432393,null,2383,null,2247,null,759,null,430146,null,2558,null,601313,null,3700,null,4684,null,1377,null,596629,null,4231,null,990584,null,3787,null,16801,null,2046,null,973783,null,4077,null,131966,null,1466,null,4422,null,1005,null,127544,null,1708,null,86886,null,1722,null,8828,null,1301,null,78058,null,2085,null,2429922,null,3311,null,175529,null,1904,null,590,null,417,null,174939,null,1868,null,415674,null,2365,null,2367,null,774,null,413307,null,2452,null,567093,null,2765,null,4109,null,1169,null,562984,null,3232,null,995173,null,2915,null,17132,null,2287,null,978041,null,3675,null,146073,null,1958,null,5250,null,1185,null,140823,null,2232,null,130380,null,2316,null,16138,null,1655,null,114242,null,2940,null,0400000US08,Colorado,08
3440844,null,1173,null,1673863,null,2650,null,107956,null,1206,null,1078,null,646,null,106878,null,1445,null,306759,null,2097,null,1462,null,594,null,305297,null,2093,null,357464,null,2181,null,2430,null,826,null,355034,null,2320,null,711100,null,2580,null,10127,null,1687,null,700973,null,3307,null,107426,null,986,null,1813,null,583,null,105613,null,1184,null,83158,null,970,null,5910,null,1128,null,77248,null,1367,null,1766981,null,2535,null,102697,null,1293,null,283,null,238,null,102414,null,1307,null,292555,null,1322,null,1910,null,726,null,290645,null,1346,null,356323,null,1730,null,2492,null,745,null,353831,null,2080,null,755306,null,2145,null,10381,null,1490,null,744925,null,2658,null,125361,null,1415,null,5084,null,987,null,120277,null,1651,null,134739,null,1834,null,12787,null,1790,null,121952,null,2188,null,0400000US09,Connecticut,09
856131,null,1689,null,411661,null,1759,null,29863,null,197,null,54,null,89,null,29809,null,213,null,74660,null,720,null,1001,null,541,null,73659,null,873,null,89565,null,1429,null,1731,null,858,null,87834,null,1756,null,166308,null,1073,null,4473,null,1542,null,161835,null,1776,null,29052,null,609,null,1777,null,740,null,27275,null,987,null,22213,null,496,null,1467,null,552,null,20746,null,691,null,444470,null,1257,null,29939,null,515,null,123,null,213,null,29816,null,550,null,71581,null,740,null,175,null,180,null,71406,null,751,null,95722,null,851,null,1262,null,599,null,94460,null,1097,null,182106,null,827,null,4955,null,1058,null,177151,null,1332,null,34317,null,634,null,1635,null,651,null,32682,null,923,null,30805,null,702,null,4257,null,986,null,26548,null,1112,null,0400000US10,Delaware,10
580464,null,653,null,271954,null,1278,null,18905,null,299,null,191,null,231,null,18714,null,275,null,37615,null,913,null,240,null,314,null,37375,null,974,null,83871,null,859,null,570,null,390,null,83301,null,903,null,105741,null,821,null,2385,null,915,null,103356,null,1121,null,15046,null,987,null,786,null,490,null,14260,null,1088,null,10776,null,537,null,916,null,523,null,9860,null,797,null,308510,null,1203,null,17455,null,231,null,0,null,296,null,17455,null,231,null,37288,null,388,null,69,null,115,null,37219,null,381,null,96804,null,565,null,792,null,381,null,96012,null,707,null,116471,null,482,null,2670,null,807,null,113801,null,975,null,20382,null,605,null,1395,null,632,null,18987,null,859,null,20110,null,882,null,2722,null,862,null,17388,null,1080,null,0400000US11,District of Columbia,11
17995843,null,3547,null,8754878,null,8342,null,583229,null,3696,null,2003,null,883,null,581226,null,3736,null,1462060,null,4662,null,10738,null,1864,null,1451322,null,4780,null,1889246,null,8458,null,16780,null,2669,null,1872466,null,9274,null,3443740,null,6897,null,77306,null,5126,null,3366434,null,8671,null,706973,null,3011,null,29472,null,2525,null,677501,null,3807,null,669630,null,2779,null,52486,null,3601,null,617144,null,4203,null,9240965,null,7798,null,556123,null,3047,null,2520,null,1140,null,553603,null,3163,null,1394920,null,4945,null,11057,null,2018,null,1383863,null,5351,null,1873727,null,5592,null,20730,null,2781,null,1852997,null,5831,null,3687994,null,5046,null,80329,null,4588,null,3607665,null,6773,null,819771,null,2690,null,34673,null,3354,null,785098,null,3971,null,908430,null,3467,null,99299,null,5132,null,809131,null,5657,null,0400000US12,Florida,12
