B01001D_001E,B01001D_001EA,B01001D_001M,B01001D_001MA,B01001D_002E,B01001D_002EA,B01001D_002M,B01001D_002MA,B01001D_003E,B01001D_003EA,B01001D_003M,B01001D_003MA,B01001D_004E,B01001D_004EA,B01001D_004M,B01001D_004MA,B01001D_005E,B01001D_005EA,B01001D_005M,B01001D_005MA,B01001D_006E,B01001D_006EA,B01001D_006M,B01001D_006MA,B01001D_007E,B01001D_007EA,B01001D_007M,B01001D_007MA,B01001D_008E,B01001D_008EA,B01001D_008M,B01001D_008MA,B01001D_009E,B01001D_009EA,B01001D_009M,B01001D_009MA,B01001D_010E,B01001D_010EA,B01001D_010M,B01001D_010MA,B01001D_011E,B01001D_011EA,B01001D_011M,B01001D_011MA,B01001D_012E,B01001D_012EA,B01001D_012M,B01001D_012MA,B01001D_013E,B01001D_013EA,B01001D_013M,B01001D_013MA,B01001D_014E,B01001D_014EA,B01001D_014M,B01001D_014MA,B01001D_015E,B01001D_015EA,B01001D_015M,B01001D_015MA,B01001D_016E,B01001D_016EA,B01001D_016M,B01001D_016MA,B01001D_017E,B01001D_017EA,B01001D_017M,B01001D_017MA,B01001D_018E,B01001D_018EA,B01001D_018M,B01001D_018MA,B01001D_019E,B01001D_019EA,B01001D_019M,B01001D_019MA,B01001D_020E,B01001D_020EA,B01001D_020M,B01001D_020MA,B01001D_021E,B01001D_021EA,B01001D_021M,B01001D_021MA,B01001D_022E,B01001D_022EA,B01001D_022M,B01001D_022MA,B01001D_023E,B01001D_023EA,B01001D_023M,B01001D_023MA,B01001D_024E,B01001D_024EA,B01001D_024M,B01001D_024MA,B01001D_025E,B01001D_025EA,B01001D_025M,B01001D_025MA,B01001D_026E,B01001D_026EA,B01001D_026M,B01001D_026MA,B01001D_027E,B01001D_027EA,B01001D_027M,B01001D_027MA,B01001D_028E,B01001D_028EA,B01001D_028M,B01001D_028MA,B01001D_029E,B01001D_029EA,B01001D_029M,B01001D_029MA,B01001D_030E,B01001D_030EA,B01001D_030M,B01001D_030MA,B01001D_031E,B01001D_031EA,B01001D_031M,B01001D_031MA,GEO_ID,NAME,state
45539,null,2563,null,21829,null,1714,null,2428,null,1171,null,1623,null,636,null,1775,null,704,null,973,null,447,null,820,null,396,null,1881,null,872,null,1996,null,798,null,2465,null,798,null,3461,null,926,null,2212,null,601,null,1348,null,536,null,332,null,253,null,372,null,260,null,143,null,166,null,23710,null,1764,null,1435,null,429,null,2207,null,821,null,1408,null,486,null,463,null,278,null,407,null,306,null,1208,null,686,null,3237,null,940,null,2860,null,832,null,3924,null,1005,null,2515,null,744,null,2414,null,738,null,1046,null,606,null,486,null,350,null,100,null,175,null,0400000US01,Alabama,01
31826,null,1833,null,15069,null,1261,null,765,null,435,null,1159,null,357,null,671,null,268,null,764,null,503,null,728,null,324,null,1155,null,460,null,1146,null,372,null,1338,null,417,null,2427,null,674,null,2387,null,539,null,1304,null,337,null,976,null,323,null,213,null,150,null,36,null,50,null,16757,null,1101,null,414,null,305,null,922,null,339,null,1090,null,441,null,769,null,393,null,626,null,349,null,1113,null,340,null,1067,null,233,null,1130,null,507,null,3607,null,641,null,2460,null,390,null,2273,null,440,null,1055,null,315,null,231,null,231,null,0,null,240,null,0400000US02,Alaska,02
154416,null,4412,null,73265,null,2701,null,5250,null,832,null,5341,null,970,null,4872,null,1031,null,2347,null,426,null,1332,null,381,null,5677,null,608,null,6490,null,563,null,7762,null,734,null,13480,null,742,null,10057,null,825,null,5542,null,656,null,3342,null,433,null,1283,null,420,null,490,null,292,null,81151,null,2739,null,5693,null,731,null,4487,null,859,null,4375,null,1091,null,2634,null,300,null,1670,null,498,null,4124,null,722,null,6972,null,1028,null,7438,null,535,null,15719,null,839,null,11503,null,983,null,8498,null,816,null,4461,null,296,null,2856,null,693,null,721,null,395,null,0400000US04,Arizona,04
29466,null,2253,null,14281,null,1244,null,1274,null,604,null,863,null,399,null,1098,null,550,null,997,null,380,null,794,null,549,null,1028,null,748,null,890,null,522,null,1141,null,588,null,2198,null,794,null,2006,null,571,null,1306,null,483,null,385,null,224,null,122,null,124,null,179,null,158,null,15185,null,1653,null,1033,null,583,null,871,null,532,null,1504,null,581,null,399,null,219,null,572,null,356,null,911,null,585,null,1392,null,602,null,1054,null,503,null,2823,null,682,null,2328,null,666,null,1205,null,515,null,632,null,320,null,369,null,280,null,92,null,125,null,0400000US05,Arkansas,05
4548741,null,13354,null,2187489,null,8381,null,133907,null,2699,null,125405,null,3787,null,133628,null,3803,null,85766,null,1949,null,64466,null,1492,null,155847,null,2892,null,155809,null,2863,null,173627,null,2216,null,380169,null,3147,null,323863,null,2516,null,229711,null,1959,null,128296,null,1580,null,74649,null,2214,null,22346,null,2171,null,2361252,null,7713,null,125635,null,3339,null,119407,null,3960,null,126056,null,3777,null,81826,null,2151,null,65284,null,2704,null,147030,null,3043,null,160521,null,2347,null,189157,null,2181,null,405199,null,2660,null,366923,null,1997,null,269431,null,1726,null,158415,null,1368,null,107993,null,2967,null,38375,null,2784,null,0400000US06,California,06
126143,null,3427,null,58051,null,2216,null,3847,null,634,null,5083,null,811,null,3028,null,768,null,1758,null,514,null,1861,null,604,null,4493,null,1061,null,3556,null,839,null,6078,null,1139,null,12845,null,1184,null,6966,null,1026,null,4131,null,737,null,2616,null,684,null,1564,null,602,null,225,null,220,null,68092,null,2202,null,3276,null,559,null,4254,null,916,null,3414,null,862,null,3050,null,874,null,1688,null,632,null,3929,null,785,null,5481,null,642,null,7449,null,845,null,12579,null,1071,null,9628,null,995,null,6595,null,680,null,3818,null,799,null,1968,null,604,null,963,null,483,null,0400000US08,Colorado,08
121295,null,2685,null,61099,null,1620,null,4585,null,790,null,4038,null,649,null,4458,null,890,null,2323,null,398,null,1576,null,515,null,4762,null,542,null,5249,null,606,null,6112,null,779,null,11573,null,892,null,8232,null,353,null,4763,null,483,null,2552,null,496,null,876,null,449,null,0,null,275,null,60196,null,1714,null,4423,null,712,null,4087,null,645,null,4289,null,691,null,1962,null,424,null,1845,null,714,null,3592,null,880,null,4942,null,442,null,5749,null,625,null,12721,null,741,null,7641,null,440,null,4951,null,419,null,2511,null,541,null,1249,null,463,null,234,null,198,null,0400000US09,Connecticut,09
25280,null,810,null,12258,null,593,null,868,null,278,null,1543,null,323,null,314,null,241,null,573,null,163,null,288,null,282,null,708,null,451,null,722,null,434,null,1120,null,310,null,2814,null,537,null,1633,null,435,null,916,null,87,null,501,null,182,null,138,null,159,null,120,null,177,null,13022,null,497,null,1038,null,197,null,1017,null,294,null,831,null,291,null,398,null,197,null,94,null,121,null,303,null,257,null,1276,null,342,null,1419,null,88,null,2802,null,590,null,1302,null,528,null,1833,null,384,null,269,null,171,null,338,null,210,null,102,null,153,null,0400000US10,Delaware,10
20091,null,755,null,9240,null,668,null,845,null,314,null,306,null,295,null,350,null,228,null,162,null,161,null,585,null,257,null,1235,null,494,null,821,null,406,null,1140,null,354,null,2095,null,307,null,446,null,263,null,461,null,310,null,328,null,311,null,388,null,303,null,78,null,132,null,10851,null,502,null,242,null,176,null,487,null,323,null,372,null,375,null,112,null,129,null,874,null,397,null,906,null,374,null,1543,null,208,null,1411,null,68,null,1856,null,128,null,1130,null,296,null,1214,null,359,null,290,null,342,null,320,null,91,null,94,null,91,null,0400000US11,District of Columbia,11
420393,null,5048,null,192948,null,4031,null,13793,null,1355,null,11849,null,1405,null,12872,null,1644,null,6568,null,1077,null,4630,null,1031,null,13786,null,1280,null,12836,null,1132,null,15245,null,1493,null,35579,null,1970,null,29962,null,1723,null,18782,null,1211,null,12545,null,1044,null,3529,null,912,null,972,null,448,null,227445,null,3773,null,13964,null,1612,null,14215,null,1524,null,13598,null,1555,null,8480,null,1249,null,4926,null,976,null,12381,null,1620,null,14315,null,1289,null,19152,null,1346,null,41291,null,1775,null,35990,null,1681,null,26476,null,1272,null,14942,null,1203,null,6598,null,1099,null,1117,null,423,null,0400000US12,Florida,12
