B17002_001E,B17002_001EA,B17002_001M,B17002_001MA,B17002_002E,B17002_002EA,B17002_002M,B17002_002MA,B17002_003E,B17002_003EA,B17002_003M,B17002_003MA,B17002_004E,B17002_004EA,B17002_004M,B17002_004MA,B17002_005E,B17002_005EA,B17002_005M,B17002_005MA,B17002_006E,B17002_006EA,B17002_006M,B17002_006MA,B17002_007E,B17002_007EA,B17002_007M,B17002_007MA,B17002_008E,B17002_008EA,B17002_008M,B17002_008MA,B17002_009E,B17002_009EA,B17002_009M,B17002_009MA,B17002_010E,B17002_010EA,B17002_010M,B17002_010MA,B17002_011E,B17002_011EA,B17002_011M,B17002_011MA,B17002_012E,B17002_012EA,B17002_012M,B17002_012MA,B17002_013E,B17002_013EA,B17002_013M,B17002_013MA,GEO_ID,NAME,state
4541756,null,2634,null,290311,null,16266,null,196841,null,12469,null,225683,null,13261,null,241763,null,13168,null,239828,null,13555,null,221434,null,13460,null,95768,null,8948,null,118984,null,9384,null,814586,null,23652,null,653245,null,21150,null,471305,null,18143,null,972008,null,21369,null,0400000US01,Alabama,01
669783,null,1041,null,24077,null,3168,null,13391,null,2194,null,18928,null,3659,null,23186,null,3728,null,21714,null,3539,null,25113,null,3765,null,9296,null,2155,null,17634,null,3548,null,99533,null,8256,null,104043,null,9560,null,81510,null,6902,null,231358,null,9723,null,0400000US02,Alaska,02
6379266,null,4360,null,422935,null,20024,null,253714,null,17862,null,262275,null,16199,null,306422,null,18483,null,316095,null,21807,null,293388,null,17200,null,139039,null,13081,null,169519,null,12490,null,1123376,null,28046,null,919058,null,26911,null,659734,null,23229,null,1513711,null,26086,null,0400000US04,Arizona,04
2774152,null,2142,null,190965,null,11053,null,129771,null,8651,null,159815,null,11927,null,173948,null,11072,null,173929,null,10822,null,164302,null,10949,null,68342,null,6090,null,91657,null,9216,null,499049,null,17472,null,379724,null,13799,null,262209,null,12757,null,480441,null,15650,null,0400000US05,Arkansas,05
35984461,null,8122,null,1941542,null,46636,null,1195069,null,34052,null,1641507,null,41929,null,1730499,null,45124,null,1733417,null,47368,null,1580238,null,42284,null,728996,null,27198,null,927628,null,34086,null,5697720,null,75066,null,4459911,null,66167,null,3535576,null,53087,null,10812358,null,73802,null,0400000US06,California,06
4835406,null,2605,null,229675,null,14311,null,150539,null,12627,null,172675,null,12995,null,193161,null,13022,null,208272,null,13745,null,186455,null,12702,null,90561,null,8407,null,102445,null,9298,null,789176,null,24569,null,671546,null,21368,null,547598,null,19920,null,1493303,null,26479,null,0400000US08,Colorado,08
3390665,null,2405,null,138900,null,9662,null,79914,null,7381,null,95992,null,8754,null,89898,null,7286,null,93587,null,7680,null,93218,null,8593,null,51848,null,7134,null,58341,null,6411,null,427636,null,17109,null,438764,null,16371,null,415624,null,17814,null,1406943,null,21139,null,0400000US09,Connecticut,09
850832,null,828,null,37079,null,4867,null,21185,null,4187,null,26830,null,5657,null,30230,null,5446,null,29076,null,4797,null,27585,null,4537,null,19859,null,4768,null,22940,null,4982,null,141902,null,9573,null,116366,null,8683,null,113282,null,7764,null,264498,null,9511,null,0400000US10,Delaware,10
561874,null,839,null,54901,null,6135,null,20162,null,3934,null,21706,null,4593,null,18975,null,3869,null,19774,null,5069,null,20184,null,4834,null,8479,null,2612,null,10690,null,3870,null,70340,null,8099,null,55933,null,6145,null,51251,null,6144,null,209479,null,6910,null,0400000US11,District of Columbia,11
17923483,null,5659,null,994321,null,30164,null,599658,null,23628,null,776829,null,26553,null,836795,null,28865,null,901296,null,28001,null,826763,null,28055,null,389629,null,19705,null,497434,null,20215,null,3272892,null,48675,null,2584023,null,47066,null,1893715,null,38361,null,4350128,null,51109,null,0400000US12,Florida,12
9418066,null,4470,null,588479,null,26578,null,387944,null,20436,null,404419,null,18277,null,446735,null,23229,null,457115,null,20633,null,435141,null,20558,null,193589,null,13107,null,267469,null,16595,null,1628906,null,38583,null,1295796,null,35557,null,958226,null,27672,null,2354247,null,38766,null,0400000US13,Georgia,13
1260602,null,1337,null,55739,null,6084,null,28880,null,5132,null,30512,null,4757,null,36615,null,6180,null,43526,null,6491,null,35366,null,5277,null,25404,null,5946,null,24631,null,4914,null,210193,null,15298,null,192197,null,14579,null,175007,null,10737,null,402532,null,14888,null,0400000US15,Hawaii,15
1489034,null,1709,null,74813,null,6450,null,52361,null,6122,null,60631,null,7285,null,78319,null,7712,null,79106,null,8380,null,87164,null,8696,null,44060,null,6329,null,49040,null,5953,null,307479,null,13836,null,226893,null,11030,null,155110,null,8965,null,274058,null,10641,null,0400000US16,Idaho,16
12568150,null,3634,null,680013,null,19523,null,422759,null,21882,null,429466,null,20124,null,482892,null,21652,null,483175,null,20367,null,499782,null,20536,null,246666,null,13061,null,292279,null,16194,null,2046891,null,43301,null,1791178,null,36438,null,1449032,null,31770,null,3744017,null,42783,null,0400000US17,Illinois,17
6175885,null,3789,null,356209,null,17089,null,209099,null,10776,null,242198,null,11916,null,277050,null,15457,null,254504,null,13852,null,272741,null,15201,null,133344,null,10371,null,170316,null,9395,null,1175714,null,27534,null,980394,null,22947,null,717155,null,18987,null,1387161,null,24305,null,0400000US18,Indiana,18
2899804,null,1887,null,141181,null,8264,null,93842,null,8071,null,99896,null,7159,null,117573,null,6619,null,126426,null,9241,null,130388,null,8365,null,52650,null,4634,null,75597,null,6571,null,561530,null,15807,null,477054,null,12450,null,344122,null,10818,null,679545,null,14349,null,0400000US19,Iowa,19
2716652,null,3284,null,121943,null,9140,null,88548,null,7791,null,96987,null,7977,null,125279,null,9427,null,118603,null,8876,null,116980,null,8901,null,54108,null,5282,null,83324,null,7895,null,486574,null,16290,null,434983,null,17637,null,306055,null,10744,null,683268,null,14881,null,0400000US20,Kansas,20
