B07409_001E,B07409_001EA,B07409_001M,B07409_001MA,B07409_002E,B07409_002EA,B07409_002M,B07409_002MA,B07409_003E,B07409_003EA,B07409_003M,B07409_003MA,B07409_004E,B07409_004EA,B07409_004M,B07409_004MA,B07409_005E,B07409_005EA,B07409_005M,B07409_005MA,B07409_006E,B07409_006EA,B07409_006M,B07409_006MA,B07409_007E,B07409_007EA,B07409_007M,B07409_007MA,B07409_008E,B07409_008EA,B07409_008M,B07409_008MA,B07409_009E,B07409_009EA,B07409_009M,B07409_009MA,B07409_010E,B07409_010EA,B07409_010M,B07409_010MA,B07409_011E,B07409_011EA,B07409_011M,B07409_011MA,B07409_012E,B07409_012EA,B07409_012M,B07409_012MA,B07409_013E,B07409_013EA,B07409_013M,B07409_013MA,B07409_014E,B07409_014EA,B07409_014M,B07409_014MA,B07409_015E,B07409_015EA,B07409_015M,B07409_015MA,B07409_016E,B07409_016EA,B07409_016M,B07409_016MA,B07409_017E,B07409_017EA,B07409_017M,B07409_017MA,B07409_018E,B07409_018EA,B07409_018M,B07409_018MA,B07409_019E,B07409_019EA,B07409_019M,B07409_019MA,B07409_020E,B07409_020EA,B07409_020M,B07409_020MA,B07409_021E,B07409_021EA,B07409_021M,B07409_021MA,B07409_022E,B07409_022EA,B07409_022M,B07409_022MA,B07409_023E,B07409_023EA,B07409_023M,B07409_023MA,B07409_024E,B07409_024EA,B07409_024M,B07409_024MA,B07409_025E,B07409_025EA,B07409_025M,B07409_025MA,B07409_026E,B07409_026EA,B07409_026M,B07409_026MA,B07409_027E,B07409_027EA,B07409_027M,B07409_027MA,B07409_028E,B07409_028EA,B07409_028M,B07409_028MA,B07409_029E,B07409_029EA,B07409_029M,B07409_029MA,B07409_030E,B07409_030EA,B07409_030M,B07409_030MA,GEO_ID,NAME,state
3057378,null,9678,null,552376,null,12666,null,968158,null,13486,null,864531,null,12998,null,434947,null,11030,null,237366,null,8175,null,2693785,null,12000,null,479026,null,11278,null,855100,null,12058,null,760138,null,12153,null,386061,null,10813,null,213460,null,7767,null,224076,null,8871,null,47733,null,4139,null,70827,null,4743,null,66204,null,4442,null,27180,null,2987,null,12132,null,2151,null,82616,null,5816,null,18661,null,2588,null,28902,null,3564,null,20245,null,2613,null,11200,null,1884,null,3608,null,999,null,56901,null,5144,null,6956,null,1521,null,13329,null,1994,null,17944,null,3360,null,10506,null,1949,null,8166,null,1381,null,0400000US01,Alabama,01
451108,null,5829,null,41202,null,3582,null,122306,null,5332,null,167565,null,5866,null,78852,null,3670,null,41183,null,3276,null,344864,null,5850,null,28435,null,2084,null,92149,null,4450,null,128969,null,4830,null,61842,null,3118,null,33469,null,2878,null,45182,null,4246,null,3217,null,1040,null,13068,null,1919,null,20194,null,3309,null,6177,null,1193,null,2526,null,770,null,10832,null,2057,null,1517,null,612,null,2540,null,800,null,3795,null,1281,null,1873,null,846,null,1107,null,699,null,50230,null,5116,null,8033,null,2446,null,14549,null,2605,null,14607,null,2704,null,8960,null,2163,null,4081,null,1292,null,0400000US02,Alaska,02
4121093,null,14804,null,669660,null,16558,null,1031388,null,17911,null,1390615,null,16112,null,652084,null,14657,null,377346,null,9943,null,3484385,null,18076,null,559004,null,13612,null,857828,null,17824,null,1174980,null,13918,null,561012,null,13418,null,331561,null,8658,null,457721,null,15929,null,86414,null,8968,null,126341,null,7963,null,154006,null,8229,null,62280,null,4964,null,28680,null,2852,null,67709,null,5445,null,9720,null,1725,null,21678,null,3074,null,25752,null,3591,null,6103,null,1450,null,4456,null,1083,null,111278,null,8585,null,14522,null,2870,null,25541,null,3430,null,35877,null,3703,null,22689,null,3213,null,12649,null,2019,null,0400000US04,Arizona,04
1859816,null,7828,null,333525,null,8229,null,660380,null,11753,null,515980,null,10319,null,233025,null,6852,null,116906,null,5291,null,1600464,null,11903,null,279287,null,7759,null,568378,null,11927,null,444823,null,10343,null,204759,null,6403,null,103217,null,4696,null,160351,null,8193,null,36370,null,3962,null,59988,null,4194,null,43026,null,3992,null,13895,null,2448,null,7072,null,1639,null,56219,null,4067,null,11775,null,1695,null,18440,null,2474,null,17005,null,2276,null,6917,null,1400,null,2082,null,707,null,42782,null,4459,null,6093,null,1485,null,13574,null,2618,null,11126,null,1764,null,7454,null,1721,null,4535,null,1466,null,0400000US05,Arkansas,05
23413172,null,21639,null,4613995,null,32908,null,4894566,null,38145,null,7018093,null,35327,null,4384687,null,30405,null,2501831,null,27336,null,20323652,null,40862,null,4011728,null,34140,null,4221142,null,35243,null,6064717,null,34836,null,3814368,null,32595,null,2211697,null,25704,null,2127381,null,32950,null,461559,null,15082,null,471001,null,17710,null,654656,null,18081,null,368374,null,12878,null,171791,null,7256,null,615418,null,15324,null,104740,null,6398,null,134077,null,6624,null,183633,null,8454,null,125309,null,7813,null,67659,null,4712,null,346721,null,10688,null,35968,null,3607,null,68346,null,4699,null,115087,null,6069,null,76636,null,5671,null,50684,null,3569,null,0400000US06,California,06
3222848,null,10073,null,357953,null,9553,null,738481,null,12486,null,978879,null,13867,null,742279,null,13126,null,405256,null,9046,null,2717482,null,14225,null,289697,null,8164,null,622639,null,11557,null,817155,null,13619,null,634718,null,11464,null,353273,null,8773,null,265476,null,10054,null,38882,null,4456,null,64113,null,5096,null,88010,null,5245,null,49897,null,4028,null,24574,null,2573,null,142648,null,6104,null,21449,null,4223,null,32981,null,3648,null,43704,null,3564,null,31359,null,3765,null,13155,null,1821,null,97242,null,6967,null,7925,null,1749,null,18748,null,2691,null,30010,null,3259,null,26305,null,3142,null,14254,null,2167,null,0400000US08,Colorado,08
2359813,null,6931,null,266011,null,7340,null,662065,null,13372,null,593606,null,10968,null,479330,null,10530,null,358801,null,7105,null,2112579,null,10310,null,231637,null,6937,null,591737,null,12099,null,535631,null,10751,null,428230,null,9854,null,325344,null,7532,null,153396,null,9361,null,24388,null,3594,null,47496,null,4598,null,36035,null,3568,null,30566,null,3203,null,14911,null,2292,null,42113,null,3775,null,6026,null,1622,null,13069,null,2163,null,9467,null,1720,null,8379,null,1759,null,5172,null,1210,null,51725,null,4815,null,3960,null,1045,null,9763,null,1959,null,12473,null,1895,null,12155,null,1889,null,13374,null,2286,null,0400000US09,Connecticut,09
569446,null,4598,null,73615,null,4538,null,180432,null,5516,null,161610,null,6066,null,92716,null,5318,null,61073,null,3775,null,509963,null,5413,null,63550,null,4013,null,163082,null,5323,null,144789,null,5672,null,83420,null,5109,null,55122,null,3516,null,38846,null,4077,null,7737,null,1882,null,12236,null,1982,null,11117,null,1965,null,5271,null,1311,null,2485,null,880,null,3987,null,1003,null,748,null,349,null,1090,null,508,null,1302,null,609,null,264,null,191,null,583,null,395,null,16650,null,2556,null,1580,null,624,null,4024,null,1057,null,4402,null,1412,null,3761,null,1072,null,2883,null,972,null,0400000US10,Delaware,10
410052,null,5959,null,58570,null,5059,null,84675,null,5114,null,72517,null,4835,null,85162,null,4678,null,109128,null,5078,null,334914,null,4259,null,48486,null,4622,null,68336,null,4513,null,60463,null,4458,null,67038,null,3997,null,90591,null,4268,null,37063,null,3873,null,6400,null,1631,null,8007,null,1678,null,6132,null,1591,null,8640,null,1565,null,7884,null,1594,null,0,null,271,null,0,null,271,null,0,null,271,null,0,null,271,null,0,null,271,null,0,null,271,null,38075,null,4346,null,3684,null,1324,null,8332,null,1833,null,5922,null,1546,null,9484,null,1434,null,10653,null,2274,null,0400000US11,District of Columbia,11
12594752,null,18019,null,1848629,null,23416,null,3772050,null,31730,null,3729182,null,26480,null,2111990,null,24561,null,1132901,null,18019,null,10905033,null,30597,null,1563728,null,21638,null,3252118,null,30173,null,3218671,null,25990,null,1858779,null,23960,null,1011737,null,16253,null,1036392,null,21989,null,184315,null,9421,null,338003,null,14475,null,308439,null,11277,null,143309,null,6978,null,62326,null,4744,null,343993,null,13766,null,65537,null,4860,null,101377,null,6439,null,101337,null,7013,null,51663,null,5160,null,24079,null,2732,null,309334,null,9626,null,35049,null,3501,null,80552,null,5048,null,100735,null,6186,null,58239,null,4296,null,34759,null,3107,null,0400000US12,Florida,12
