B16006_001E,B16006_001EA,B16006_001M,B16006_001MA,B16006_002E,B16006_002EA,B16006_002M,B16006_002MA,B16006_003E,B16006_003EA,B16006_003M,B16006_003MA,B16006_004E,B16006_004EA,B16006_004M,B16006_004MA,B16006_005E,B16006_005EA,B16006_005M,B16006_005MA,B16006_006E,B16006_006EA,B16006_006M,B16006_006MA,B16006_007E,B16006_007EA,B16006_007M,B16006_007MA,B16006_008E,B16006_008EA,B16006_008M,B16006_008MA,GEO_ID,NAME,state
109233,null,2227,null,31429,null,4153,null,76984,null,4057,null,28492,null,2718,null,14719,null,2117,null,21677,null,2803,null,12096,null,2144,null,820,null,650,null,0400000US01,Alabama,01
36815,null,1708,null,20438,null,2131,null,15426,null,2198,null,11314,null,1636,null,2401,null,722,null,1164,null,663,null,547,null,552,null,951,null,748,null,0400000US02,Alaska,02
1720773,null,1561,null,507712,null,15541,null,1208691,null,15870,null,634812,null,15528,null,208102,null,9524,null,206349,null,9521,null,159428,null,9860,null,4370,null,1356,null,0400000US04,Arizona,04
133031,null,1892,null,31029,null,3428,null,101788,null,3656,null,41781,null,3679,null,21021,null,2780,null,23762,null,2680,null,15224,null,2227,null,214,null,279,null,0400000US05,Arkansas,05
12024296,null,879,null,2828412,null,40133,null,9160853,null,40989,null,4627052,null,40264,null,1671603,null,22752,null,1738124,null,26886,null,1124074,null,23982,null,35031,null,4250,null,0400000US06,California,06
878705,null,753,null,388969,null,12587,null,486062,null,12573,null,243521,null,8704,null,98753,null,5425,null,103699,null,7308,null,40089,null,4567,null,3674,null,1081,null,0400000US08,Colorado,08
375300,null,986,null,87625,null,5460,null,284939,null,5392,null,161946,null,6755,null,54565,null,3594,null,49356,null,4342,null,19072,null,2808,null,2736,null,922,null,0400000US09,Connecticut,09
49392,null,452,null,14884,null,2371,null,34508,null,2397,null,15649,null,1945,null,7729,null,1736,null,8584,null,1674,null,2546,null,1006,null,0,null,263,null,0400000US10,Delaware,10
45937,null,0,*****,17535,null,2842,null,27902,null,2824,null,14249,null,2136,null,6586,null,1445,null,5750,null,1662,null,1317,null,685,null,500,null,436,null,0400000US11,District of Columbia,11
3508577,null,2345,null,495202,null,14984,null,2999709,null,15391,null,1535187,null,22312,null,581484,null,16000,null,552692,null,15879,null,330346,null,15661,null,13666,null,2040,null,0400000US12,Florida,12
655479,null,3443,null,107921,null,6769,null,543264,null,7742,null,224547,null,9170,null,106459,null,6769,null,134936,null,7968,null,77322,null,6589,null,4294,null,1718,null,0400000US13,Georgia,13
96855,null,0,*****,68953,null,3966,null,24208,null,3712,null,14053,null,2201,null,7043,null,2320,null,2828,null,1213,null,284,null,321,null,3694,null,948,null,0400000US15,Hawaii,15
135432,null,686,null,49520,null,4513,null,85466,null,4513,null,44670,null,4011,null,13737,null,2128,null,17204,null,2409,null,9855,null,1842,null,446,null,363,null,0400000US16,Idaho,16
1743055,null,1963,null,323165,null,13645,null,1413779,null,13894,null,698309,null,17542,null,289246,null,10761,null,293802,null,11954,null,132422,null,8447,null,6111,null,1443,null,0400000US17,Illinois,17
282332,null,1746,null,92221,null,5196,null,189292,null,5406,null,87822,null,4772,null,37974,null,3104,null,41860,null,3353,null,21636,null,3203,null,819,null,458,null,0400000US18,Indiana,18
106381,null,1718,null,34467,null,3494,null,71211,null,3705,null,34068,null,3023,null,15797,null,2025,null,14692,null,1846,null,6654,null,1317,null,703,null,616,null,0400000US19,Iowa,19
221391,null,1094,null,72826,null,5653,null,147681,null,5582,null,74282,null,5243,null,33636,null,3038,null,26117,null,2477,null,13646,null,2423,null,884,null,641,null,0400000US20,Kansas,20
84394,null,1924,null,29148,null,2716,null,55117,null,3169,null,23043,null,2635,null,10876,null,1348,null,14520,null,2185,null,6678,null,1640,null,129,null,127,null,0400000US21,Kentucky,21
134506,null,2342,null,49841,null,3673,null,83399,null,3557,null,41047,null,2900,null,17654,null,2667,null,17463,null,2911,null,7235,null,1822,null,1266,null,598,null,0400000US22,Louisiana,22
12010,null,796,null,7493,null,1306,null,4517,null,1056,null,3068,null,985,null,658,null,435,null,386,null,271,null,405,null,338,null,0,null,228,null,0400000US23,Maine,23
324315,null,1389,null,80784,null,5790,null,239962,null,6013,null,113063,null,5714,null,51214,null,3867,null,53651,null,4067,null,22034,null,3206,null,3569,null,1256,null,0400000US24,Maryland,24
498629,null,451,null,96698,null,6698,null,395844,null,7095,null,211528,null,7734,null,80033,null,4557,null,65624,null,5395,null,38659,null,4359,null,6087,null,2007,null,0400000US25,Massachusetts,25
365157,null,1424,null,165244,null,7835,null,198020,null,7764,null,104428,null,5483,null,42458,null,3640,null,35653,null,4313,null,15481,null,4027,null,1893,null,694,null,0400000US26,Michigan,26
184516,null,1045,null,56485,null,4633,null,126760,null,4653,null,57662,null,3925,null,27799,null,2960,null,27164,null,2831,null,14135,null,2771,null,1271,null,660,null,0400000US27,Minnesota,27
51232,null,3466,null,14519,null,2609,null,36060,null,3718,null,13721,null,1996,null,7012,null,1377,null,8560,null,2400,null,6767,null,2000,null,653,null,695,null,0400000US28,Mississippi,28
160126,null,1997,null,68792,null,4712,null,90540,null,4027,null,42939,null,3745,null,18651,null,2264,null,19158,null,2280,null,9792,null,1797,null,794,null,538,null,0400000US29,Missouri,29
23538,null,943,null,18496,null,1602,null,4863,null,1323,null,3505,null,1055,null,888,null,473,null,307,null,248,null,163,null,200,null,179,null,203,null,0400000US30,Montana,30
120293,null,1006,null,36673,null,3539,null,83393,null,3499,null,34586,null,3045,null,18598,null,2494,null,21005,null,2597,null,9204,null,1525,null,227,null,164,null,0400000US31,Nebraska,31
587821,null,870,null,137469,null,9318,null,448378,null,9437,null,208614,null,8660,null,98609,null,5824,null,91914,null,6402,null,49241,null,4956,null,1974,null,727,null,0400000US32,Nevada,32
30774,null,1008,null,13042,null,2344,null,17559,null,2417,null,10071,null,2065,null,4082,null,1291,null,2294,null,872,null,1112,null,783,null,173,null,197,null,0400000US33,New Hampshire,33
