B20017D_001E,B20017D_001EA,B20017D_001M,B20017D_001MA,B20017D_002E,B20017D_002EA,B20017D_002M,B20017D_002MA,B20017D_003E,B20017D_003EA,B20017D_003M,B20017D_003MA,B20017D_004E,B20017D_004EA,B20017D_004M,B20017D_004MA,B20017D_005E,B20017D_005EA,B20017D_005M,B20017D_005MA,B20017D_006E,B20017D_006EA,B20017D_006M,B20017D_006MA,B20017D_007E,B20017D_007EA,B20017D_007M,B20017D_007MA,GEO_ID,NAME,state
25336,null,3006,null,34004,null,3561,null,41004,null,6700,null,6212,null,5494,null,19849,null,4331,null,24930,null,3907,null,8253,null,2682,null,0400000US01,Alabama,01
25126,null,1634,null,26580,null,2119,null,32604,null,3392,null,17234,null,6410,null,23962,null,1264,null,29875,null,2598,null,12363,null,4120,null,0400000US02,Alaska,02
31144,null,1496,null,37412,null,2644,null,49991,null,4073,null,13249,null,1389,null,23423,null,2588,null,35360,null,3899,null,10239,null,1210,null,0400000US04,Arizona,04
25086,null,5966,null,32276,null,5435,null,44975,null,13347,null,11124,null,7490,null,17423,null,8291,null,34054,null,7860,null,10033,null,2189,null,0400000US05,Arkansas,05
37037,null,433,null,42243,null,553,null,52323,null,660,null,12767,null,919,null,31767,null,375,null,45839,null,737,null,11736,null,265,null,0400000US06,California,06
30953,null,1655,null,37315,null,6554,null,50022,null,4679,null,14823,null,5280,null,26743,null,1126,null,35743,null,1785,null,11286,null,1489,null,0400000US08,Colorado,08
40504,null,2400,null,45715,null,3763,null,60577,null,4351,null,16939,null,5506,null,32397,null,3585,null,48640,null,3569,null,9135,null,2308,null,0400000US09,Connecticut,09
42404,null,9130,null,60605,null,11028,null,67210,null,17689,null,17371,null,11359,null,26331,null,7572,null,32138,null,12697,null,13545,null,8820,null,0400000US10,Delaware,10
48668,null,3734,null,50907,null,7151,null,58438,null,16664,null,7054,null,14745,null,47065,null,3852,null,52186,null,13213,null,14001,null,3108,null,0400000US11,District of Columbia,11
27652,null,1702,null,31516,null,1247,null,39945,null,2362,null,12285,null,2027,null,24800,null,1493,null,33111,null,2318,null,11189,null,863,null,0400000US12,Florida,12
30382,null,1387,null,35907,null,2137,null,43538,null,3699,null,13699,null,2282,null,23368,null,1712,null,32282,null,4923,null,10690,null,885,null,0400000US13,Georgia,13
32337,null,783,null,36632,null,981,null,42773,null,1943,null,11739,null,770,null,29960,null,1388,null,36543,null,915,null,10511,null,880,null,0400000US15,Hawaii,15
25488,null,4349,null,32334,null,7327,null,39523,null,32198,null,6647,null,3504,null,17237,null,6808,null,35472,null,12492,null,5772,null,1401,null,0400000US16,Idaho,16
38802,null,2901,null,46378,null,1992,null,57934,null,5363,null,10440,null,1303,null,31372,null,1045,null,45518,null,2656,null,11343,null,983,null,0400000US17,Illinois,17
26277,null,2424,null,32446,null,5435,null,51157,null,7489,null,11182,null,2421,null,22628,null,2096,null,31070,null,1437,null,9000,null,1532,null,0400000US18,Indiana,18
22604,null,3059,null,28837,null,7745,null,40719,null,4201,null,11294,null,4457,null,20144,null,4343,null,28371,null,3776,null,7953,null,2151,null,0400000US19,Iowa,19
29464,null,3226,null,42319,null,5395,null,55623,null,9167,null,15741,null,3903,null,21718,null,1540,null,28981,null,2635,null,7422,null,2912,null,0400000US20,Kansas,20
30434,null,3364,null,33339,null,7111,null,55279,null,9195,null,4745,null,6639,null,25003,null,5593,null,39023,null,9527,null,9412,null,3992,null,0400000US21,Kentucky,21
22178,null,1527,null,25378,null,9199,null,40496,null,3867,null,10899,null,5534,null,20389,null,1362,null,24268,null,4506,null,9676,null,3444,null,0400000US22,Louisiana,22
19765,null,5604,null,33981,null,12874,null,39168,null,7997,null,15949,null,20053,null,15058,null,3983,null,31601,null,19540,null,6968,null,3844,null,0400000US23,Maine,23
40702,null,1327,null,47824,null,3682,null,60755,null,3460,null,11829,null,1667,null,33216,null,2684,null,45922,null,3570,null,11503,null,1815,null,0400000US24,Maryland,24
35947,null,1945,null,43523,null,3548,null,60099,null,4747,null,12308,null,1872,null,29699,null,3132,null,41975,null,2926,null,9481,null,1626,null,0400000US25,Massachusetts,25
37048,null,2803,null,51388,null,3040,null,68661,null,4227,null,11011,null,1515,null,26288,null,2869,null,43153,null,4289,null,11098,null,675,null,0400000US26,Michigan,26
29674,null,2027,null,34569,null,3732,null,41608,null,1313,null,10052,null,1597,null,24988,null,2105,null,33558,null,2103,null,8400,null,1764,null,0400000US27,Minnesota,27
20596,null,5587,null,21323,null,15164,null,33776,null,4875,null,9413,null,2246,null,20344,null,6065,null,27489,null,9441,null,6638,null,11313,null,0400000US28,Mississippi,28
28044,null,3547,null,36753,null,6370,null,50366,null,3333,null,9540,null,1710,null,23558,null,2329,null,31775,null,1645,null,9091,null,3330,null,0400000US29,Missouri,29
23226,null,7090,null,30627,null,9681,null,32260,null,9425,null,9670,null,10099,null,19850,null,6074,null,60124,null,55981,null,17836,null,7843,null,0400000US30,Montana,30
25295,null,4024,null,27176,null,6052,null,39087,null,9875,null,12086,null,6408,null,20438,null,2010,null,26148,null,7041,null,8179,null,4300,null,0400000US31,Nebraska,31
31263,null,1014,null,34547,null,2445,null,42081,null,3512,null,11981,null,1569,null,29036,null,1520,null,36225,null,1333,null,12320,null,2215,null,0400000US32,Nevada,32
30610,null,10345,null,37026,null,16877,null,56488,null,27631,null,7310,null,4524,null,26403,null,5126,null,40016,null,11045,null,5981,null,2304,null,0400000US33,New Hampshire,33
50260,null,1538,null,56681,null,3005,null,70064,null,3997,null,20247,null,2255,null,40245,null,2050,null,55372,null,2301,null,12048,null,852,null,0400000US34,New Jersey,34
27291,null,2873,null,30520,null,14748,null,44647,null,13338,null,15768,null,3657,null,21987,null,5449,null,31974,null,5864,null,10859,null,2711,null,0400000US35,New Mexico,35
32313,null,911,null,33828,null,1842,null,45706,null,2041,null,12010,null,565,null,31295,null,885,null,44966,null,2929,null,9576,null,707,null,0400000US36,New York,36
26960,null,1918,null,35410,null,5265,null,52334,null,6664,null,10428,null,2533,null,21378,null,1262,null,29927,null,2964,null,7088,null,1807,null,0400000US37,North Carolina,37
17699,null,5655,null,20063,null,14710,null,46199,null,26843,null,7947,null,5635,null,15904,null,10445,null,40470,null,19335,null,4649,null,6906,null,0400000US38,North Dakota,38
31967,null,1736,null,42948,null,4752,null,60420,null,4159,null,8179,null,2902,null,23956,null,2192,null,35113,null,3692,null,10012,null,1765,null,0400000US39,Ohio,39
22624,null,2900,null,29452,null,4448,null,41188,null,2492,null,8441,null,5204,null,18024,null,2800,null,26492,null,2178,null,7387,null,3234,null,0400000US40,Oklahoma,40
30755,null,1738,null,39743,null,4120,null,51326,null,5379,null,14648,null,2942,null,23389,null,2133,null,33578,null,4296,null,10565,null,1201,null,0400000US41,Oregon,41
31811,null,1142,null,37109,null,3308,null,46919,null,2326,null,11902,null,1332,null,25245,null,1416,null,38472,null,3994,null,9410,null,1325,null,0400000US42,Pennsylvania,42
28855,null,6192,null,38228,null,6330,null,55037,null,8039,null,10514,null,3002,null,21773,null,6216,null,30890,null,5587,null,9317,null,3968,null,0400000US44,Rhode Island,44
26134,null,1896,null,30937,null,4160,null,47184,null,7371,null,12025,null,6295,null,22215,null,6463,null,30549,null,6377,null,10802,null,1435,null,0400000US45,South Carolina,45
19091,null,16476,null,28253,null,22379,null,46278,null,25018,null,6875,null,13579,null,12033,null,11924,null,31863,null,9441,null,10532,null,2995,null,0400000US46,South Dakota,46
28634,null,2787,null,38815,null,5334,null,48873,null,5349,null,11834,null,1804,null,22013,null,1687,null,30187,null,3337,null,9298,null,1478,null,0400000US47,Tennessee,47
35982,null,820,null,42064,null,1219,null,54305,null,3266,null,12998,null,1506,null,26855,null,1099,null,39492,null,2572,null,10621,null,811,null,0400000US48,Texas,48
28495,null,2605,null,31254,null,1611,null,41044,null,4309,null,10286,null,4615,null,24765,null,3065,null,30837,null,1348,null,8700,null,3159,null,0400000US49,Utah,49
17853,null,4335,null,20267,null,6213,null,23868,null,3813,null,4774,null,2398,null,16369,null,6161,null,32625,null,18180,null,8175,null,4771,null,0400000US50,Vermont,50
40042,null,1801,null,47739,null,3285,null,59852,null,4669,null,15469,null,3061,null,31771,null,1277,null,42840,null,3477,null,11158,null,895,null,0400000US51,Virginia,51
33268,null,1256,null,42443,null,2255,null,51648,null,1504,null,16091,null,1557,null,26129,null,1273,null,35799,null,1511,null,11697,null,656,null,0400000US53,Washington,53
21491,null,8740,null,50407,null,16981,null,65532,null,14775,null,10458,null,9411,null,11689,null,6911,null,30949,null,6297,null,4876,null,4813,null,0400000US54,West Virginia,54
24121,null,2655,null,30249,null,2704,null,41888,null,2739,null,8958,null,2403,null,19796,null,1636,null,30322,null,1750,null,9159,null,2077,null,0400000US55,Wisconsin,55
18014,null,9981,null,8202,null,33389,null,41662,null,23787,null,2499,"2,500-",0,***,18864,null,4472,null,21776,null,13064,null,16934,null,17741,null,0400000US56,Wyoming,56
15853,null,4104,null,21408,null,6051,null,22052,null,4955,null,9692,null,25191,null,12447,null,2914,null,23705,null,8783,null,4498,null,4889,null,0400000US72,Puerto Rico,72
