C17003_001E,C17003_001EA,C17003_001M,C17003_001MA,C17003_002E,C17003_002EA,C17003_002M,C17003_002MA,C17003_003E,C17003_003EA,C17003_003M,C17003_003MA,C17003_004E,C17003_004EA,C17003_004M,C17003_004MA,C17003_005E,C17003_005EA,C17003_005M,C17003_005MA,C17003_006E,C17003_006EA,C17003_006M,C17003_006MA,C17003_007E,C17003_007EA,C17003_007M,C17003_007MA,C17003_008E,C17003_008EA,C17003_008M,C17003_008MA,C17003_009E,C17003_009EA,C17003_009M,C17003_009MA,C17003_010E,C17003_010EA,C17003_010M,C17003_010MA,C17003_011E,C17003_011EA,C17003_011M,C17003_011MA,GEO_ID,NAME,state
3014243,null,6267,null,368346,null,11758,null,142939,null,7487,null,125436,null,6832,null,76817,null,5083,null,23154,null,2958,null,2645897,null,12863,null,386110,null,11188,null,827025,null,13688,null,782413,null,12048,null,650349,null,14916,null,0400000US01,Alabama,01
417733,null,2701,null,27053,null,2884,null,5908,null,1275,null,10126,null,1767,null,8017,null,1357,null,3002,null,879,null,390680,null,3369,null,28182,null,2425,null,98873,null,4547,null,150793,null,4837,null,112832,null,4727,null,0400000US02,Alaska,02
4130436,null,3720,null,459853,null,14220,null,172908,null,9077,null,128508,null,7792,null,113471,null,6222,null,44966,null,4036,null,3670583,null,14763,null,488128,null,14145,null,895132,null,15001,null,1282485,null,15577,null,1004838,null,14520,null,0400000US04,Arizona,04
1832608,null,5244,null,243868,null,9859,null,83889,null,5804,null,92680,null,5416,null,55941,null,4380,null,11358,null,1841,null,1588740,null,11156,null,234991,null,7557,null,556545,null,11526,null,458458,null,9463,null,338746,null,8167,null,0400000US05,Arkansas,05
23132199,null,10680,null,2382357,null,35782,null,964541,null,23858,null,579677,null,16132,null,543702,null,10965,null,294437,null,10244,null,20749842,null,37315,null,3549423,null,37513,null,4188654,null,31758,null,6383661,null,35323,null,6628104,null,37321,null,0400000US06,California,06
3210866,null,4149,null,280143,null,11958,null,84938,null,7215,null,78608,null,5749,null,74093,null,5625,null,42504,null,3180,null,2930723,null,11597,null,258415,null,9670,null,651901,null,11582,null,906438,null,13302,null,1113969,null,14326,null,0400000US08,Colorado,08
2312889,null,2101,null,170433,null,6288,null,54750,null,3860,null,58341,null,3767,null,33923,null,3053,null,23419,null,2836,null,2142456,null,6695,null,198108,null,7756,null,581536,null,12532,null,550639,null,10409,null,812173,null,13628,null,0400000US09,Connecticut,09
572014,null,1109,null,43610,null,3629,null,13290,null,2171,null,15567,null,2211,null,8714,null,1509,null,6039,null,1505,null,528404,null,3645,null,56588,null,3835,null,162743,null,5225,null,155565,null,5507,null,153508,null,6500,null,0400000US10,Delaware,10
396272,null,997,null,51620,null,4151,null,17909,null,2546,null,15595,null,2575,null,9133,null,1796,null,8983,null,1965,null,344652,null,4163,null,37178,null,4031,null,61964,null,4059,null,60651,null,4024,null,184859,null,4317,null,0400000US11,District of Columbia,11
12462579,null,7679,null,1332527,null,25482,null,416711,null,14818,null,441572,null,14340,null,314613,null,9639,null,159631,null,8134,null,11130052,null,27234,null,1367560,null,20166,null,3273262,null,30162,null,3387215,null,26270,null,3102015,null,28419,null,0400000US12,Florida,12
6063155,null,9343,null,677436,null,16711,null,250829,null,13167,null,231788,null,10104,null,135008,null,6026,null,59811,null,5303,null,5385719,null,18820,null,692478,null,15562,null,1538064,null,22351,null,1520787,null,19488,null,1634390,null,21397,null,0400000US13,Georgia,13
864160,null,2754,null,65312,null,5560,null,11664,null,1618,null,21779,null,2286,null,19771,null,3086,null,12098,null,2026,null,798848,null,5226,null,70759,null,4119,null,226052,null,8458,null,261235,null,8188,null,240802,null,7436,null,0400000US15,Hawaii,15
941110,null,2205,null,89354,null,6885,null,24683,null,3181,null,27762,null,2958,null,27376,null,3043,null,9533,null,1621,null,851756,null,7549,null,87873,null,4695,null,229791,null,6286,null,315242,null,7624,null,218850,null,6945,null,0400000US16,Idaho,16
8239630,null,9972,null,759959,null,15413,null,246561,null,8467,null,241295,null,8691,null,180264,null,6975,null,91839,null,5343,null,7479671,null,18486,null,879538,null,15048,null,1995776,null,23655,null,2198287,null,22320,null,2406070,null,21532,null,0400000US17,Illinois,17
4088205,null,4720,null,395516,null,10584,null,123770,null,6665,null,146151,null,5570,null,94681,null,4772,null,30914,null,2977,null,3692689,null,12157,null,420208,null,10455,null,1284661,null,15615,null,1070973,null,14562,null,916847,null,14332,null,0400000US18,Indiana,18
1934678,null,3452,null,157212,null,6240,null,36034,null,3266,null,58839,null,3567,null,47752,null,3584,null,14587,null,2007,null,1777466,null,7473,null,142951,null,4965,null,589615,null,9136,null,582591,null,9281,null,462309,null,9436,null,0400000US19,Iowa,19
1764316,null,4023,null,144472,null,6068,null,37973,null,2880,null,47258,null,3548,null,41839,null,3543,null,17402,null,2620,null,1619844,null,7324,null,142453,null,5502,null,438002,null,8881,null,525137,null,8930,null,514252,null,8505,null,0400000US20,Kansas,20
2816780,null,5092,null,393914,null,11875,null,158553,null,8072,null,137043,null,6245,null,77426,null,4042,null,20892,null,2433,null,2422866,null,12936,null,358593,null,9956,null,829619,null,12193,null,693313,null,11593,null,541341,null,9948,null,0400000US21,Kentucky,21
2759625,null,5182,null,363402,null,12818,null,139540,null,7339,null,132611,null,7582,null,67729,null,4825,null,23522,null,2741,null,2396223,null,13426,null,361099,null,8959,null,831007,null,12583,null,657001,null,12005,null,547116,null,12335,null,0400000US22,Louisiana,22
915146,null,1862,null,91538,null,4816,null,24530,null,2655,null,36668,null,2862,null,22521,null,2335,null,7819,null,1362,null,823608,null,5142,null,67106,null,3451,null,282745,null,7083,null,247578,null,6284,null,226179,null,7802,null,0400000US23,Maine,23
3679827,null,3534,null,242024,null,8784,null,76833,null,4631,null,75178,null,5211,null,52923,null,3708,null,37090,null,4293,null,3437803,null,9024,null,353691,null,10558,null,885266,null,14197,null,925076,null,13624,null,1273770,null,15482,null,0400000US24,Maryland,24
4308648,null,3885,null,357934,null,11291,null,106306,null,6823,null,114176,null,5615,null,75470,null,5061,null,61982,null,4275,null,3950714,null,12500,null,364910,null,10386,null,1019462,null,14269,null,965927,null,14336,null,1600415,null,19325,null,0400000US25,Massachusetts,25
6514292,null,5623,null,726303,null,13897,null,195452,null,8572,null,261825,null,8191,null,205148,null,8688,null,63878,null,4349,null,5787989,null,15983,null,557639,null,13126,null,1751081,null,17337,null,1910827,null,18143,null,1568442,null,16129,null,0400000US26,Michigan,26
3395349,null,3913,null,246861,null,7406,null,58518,null,3759,null,83698,null,4759,null,73778,null,3757,null,30867,null,2846,null,3148488,null,8000,null,212906,null,6156,null,844814,null,10691,null,1039807,null,11406,null,1050961,null,10908,null,0400000US27,Minnesota,27
1812348,null,7064,null,294229,null,12013,null,114939,null,6143,null,92334,null,6144,null,68338,null,5107,null,18618,null,2453,null,1518119,null,13805,null,237001,null,9058,null,451574,null,10825,null,491116,null,12841,null,338428,null,9529,null,0400000US28,Mississippi,28
3829961,null,6387,null,392145,null,10666,null,119992,null,6020,null,142633,null,6865,null,93813,null,5049,null,35707,null,3319,null,3437816,null,12563,null,378703,null,9375,null,1075157,null,14545,null,1046443,null,15309,null,937513,null,13883,null,0400000US29,Missouri,29
636213,null,2756,null,69423,null,4542,null,13176,null,2139,null,23488,null,2479,null,24085,null,2748,null,8674,null,1412,null,566790,null,5244,null,42860,null,3083,null,171120,null,5784,null,186676,null,6237,null,166134,null,6533,null,0400000US30,Montana,30
1127413,null,2866,null,91438,null,5201,null,21809,null,2387,null,31577,null,2828,null,27277,null,2383,null,10775,null,1795,null,1035975,null,5756,null,84310,null,4106,null,299607,null,7382,null,352734,null,7384,null,299324,null,6511,null,0400000US31,Nebraska,31
1693192,null,4120,null,152269,null,8269,null,48534,null,4891,null,45819,null,4819,null,41516,null,4065,null,16400,null,2666,null,1540923,null,8486,null,227476,null,9264,null,433600,null,10106,null,523691,null,9777,null,356156,null,9166,null,0400000US32,Nevada,32
889380,null,1906,null,54892,null,4577,null,11969,null,2321,null,19620,null,2580,null,14792,null,1829,null,8511,null,1762,null,834488,null,4677,null,66052,null,3823,null,236823,null,7571,null,240942,null,6902,null,290671,null,7639,null,0400000US33,New Hampshire,33
5762049,null,3179,null,397053,null,12956,null,130340,null,7702,null,133140,null,6491,null,80570,null,4105,null,53003,null,3711,null,5364996,null,13677,null,575569,null,13851,null,1548958,null,19592,null,1286791,null,14788,null,1953678,null,20882,null,0400000US34,New Jersey,34
1256791,null,3795,null,167569,null,6591,null,63598,null,4744,null,48544,null,3643,null,40501,null,3244,null,14926,null,2047,null,1089222,null,7328,null,152705,null,5811,null,279765,null,8955,null,357686,null,8992,null,299066,null,8742,null,0400000US35,New Mexico,35
12842818,null,5988,null,1407691,null,20989,null,501038,null,12083,null,427982,null,10394,null,286151,null,9562,null,192520,null,7913,null,11435127,null,21469,null,1488494,null,22498,null,3095149,null,25254,null,2890472,null,25589,null,3961012,null,34328,null,0400000US36,New York,36
5974324,null,8605,null,676948,null,17657,null,253727,null,10925,null,212274,null,9016,null,162525,null,8689,null,48422,null,4253,null,5297376,null,20675,null,701944,null,14743,null,1430514,null,18187,null,1635187,null,21253,null,1529731,null,20752,null,0400000US37,North Carolina,37
409006,null,1838,null,35797,null,2936,null,9623,null,1647,null,11405,null,1572,null,11610,null,1624,null,3159,null,688,null,373209,null,3308,null,30003,null,2125,null,98957,null,3450,null,135329,null,3952,null,108920,null,4461,null,0400000US38,North Dakota,38
7507416,null,4743,null,767043,null,15433,null,217776,null,8317,null,299856,null,10090,null,185041,null,8042,null,64370,null,4781,null,6740373,null,16446,null,679465,null,13868,null,2345952,null,22624,null,1944796,null,18408,null,1770160,null,16820,null,0400000US39,Ohio,39
2296229,null,4750,null,277973,null,8933,null,82796,null,4969,null,102540,null,5250,null,70054,null,4767,null,22583,null,2805,null,2018256,null,9432,null,237846,null,7487,null,628005,null,10148,null,656148,null,10086,null,496257,null,10343,null,0400000US40,Oklahoma,40
2544412,null,4270,null,273259,null,9503,null,63847,null,5056,null,84447,null,4783,null,86832,null,5657,null,38133,null,3678,null,2271153,null,10520,null,220451,null,8265,null,562613,null,9849,null,804677,null,13570,null,683412,null,11935,null,0400000US41,Oregon,41
8270689,null,4590,null,769255,null,14453,null,215964,null,8673,null,324994,null,10022,null,153544,null,6342,null,74753,null,5849,null,7501434,null,14302,null,778163,null,12477,null,2750092,null,20254,null,1843839,null,21053,null,2129340,null,20215,null,0400000US42,Pennsylvania,42
693639,null,2385,null,64338,null,5030,null,26261,null,2884,null,16508,null,2288,null,12817,null,2074,null,8752,null,1770,null,629301,null,4865,null,83593,null,5411,null,175656,null,6207,null,168428,null,7098,null,201624,null,6641,null,0400000US44,Rhode Island,44
2900778,null,5501,null,357874,null,12706,null,129424,null,7519,null,129618,null,7338,null,75502,null,4893,null,23330,null,2776,null,2542904,null,13737,null,343745,null,10108,null,763375,null,11952,null,761940,null,13786,null,673844,null,11059,null,0400000US45,South Carolina,45
509664,null,3322,null,45646,null,3293,null,11512,null,1644,null,16928,null,1821,null,12212,null,1910,null,4994,null,1129,null,464018,null,4370,null,34927,null,2436,null,147668,null,5058,null,156172,null,4772,null,125251,null,4762,null,0400000US46,South Dakota,46
4101090,null,5161,null,493975,null,13611,null,181390,null,7888,null,175149,null,7651,null,101891,null,5986,null,35545,null,3485,null,3607115,null,14810,null,495694,null,12214,null,1157810,null,14555,null,1039129,null,15030,null,914482,null,12389,null,0400000US47,Tennessee,47
14788125,null,12388,null,1740899,null,22410,null,779555,null,14971,null,466599,null,13084,null,349321,null,11870,null,145424,null,8084,null,13047226,null,25285,null,2179907,null,26819,null,3252021,null,28348,null,3952477,null,29620,null,3662821,null,27529,null,0400000US48,Texas,48
1537449,null,2391,null,110853,null,5821,null,24445,null,3195,null,32971,null,2847,null,37170,null,2980,null,16267,null,2297,null,1426596,null,6323,null,120822,null,5717,null,340377,null,8856,null,531854,null,8740,null,433543,null,8532,null,0400000US49,Utah,49
424294,null,1104,null,34111,null,2624,null,7681,null,1292,null,12874,null,1891,null,8633,null,1176,null,4923,null,1041,null,390183,null,2852,null,30809,null,2310,null,126840,null,4428,null,100248,null,3594,null,132286,null,4359,null,0400000US50,Vermont,50
5050813,null,7542,null,389183,null,13266,null,142531,null,7648,null,120491,null,7022,null,83573,null,5317,null,42588,null,3652,null,4661630,null,16902,null,541902,null,12512,null,1139456,null,17568,null,1296352,null,18192,null,1683920,null,19855,null,0400000US51,Virginia,51
4335229,null,4851,null,382566,null,11648,null,102166,null,7374,null,109781,null,6596,null,121500,null,6323,null,49119,null,3976,null,3952663,null,13377,null,340228,null,10737,null,910366,null,14858,null,1409573,null,14966,null,1292496,null,16790,null,0400000US53,Washington,53
1242147,null,2812,null,167875,null,6967,null,60879,null,4402,null,64401,null,4210,null,33830,null,3086,null,8765,null,1499,null,1074272,null,7387,null,156402,null,6490,null,441040,null,8485,null,271120,null,7441,null,205710,null,7177,null,0400000US54,West Virginia,54
