C05003G_001E,C05003G_001EA,C05003G_001M,C05003G_001MA,C05003G_002E,C05003G_002EA,C05003G_002M,C05003G_002MA,C05003G_003E,C05003G_003EA,C05003G_003M,C05003G_003MA,C05003G_004E,C05003G_004EA,C05003G_004M,C05003G_004MA,C05003G_005E,C05003G_005EA,C05003G_005M,C05003G_005MA,C05003G_006E,C05003G_006EA,C05003G_006M,C05003G_006MA,C05003G_007E,C05003G_007EA,C05003G_007M,C05003G_007MA,C05003G_008E,C05003G_008EA,C05003G_008M,C05003G_008MA,C05003G_009E,C05003G_009EA,C05003G_009M,C05003G_009MA,C05003G_010E,C05003G_010EA,C05003G_010M,C05003G_010MA,C05003G_011E,C05003G_011EA,C05003G_011M,C05003G_011MA,C05003G_012E,C05003G_012EA,C05003G_012M,C05003G_012MA,C05003G_013E,C05003G_013EA,C05003G_013M,C05003G_013MA,C05003G_014E,C05003G_014EA,C05003G_014M,C05003G_014MA,C05003G_015E,C05003G_015EA,C05003G_015M,C05003G_015MA,GEO_ID,NAME,state
60615,null,5519,null,31300,null,3471,null,14594,null,2226,null,14575,null,2221,null,19,null,32,null,16706,null,2406,null,16023,null,2468,null,683,null,394,null,29315,null,3450,null,12704,null,2400,null,12638,null,2390,null,66,null,122,null,16611,null,2125,null,15491,null,2040,null,1120,null,508,null,0400000US01,Alabama,01
55613,null,4357,null,28058,null,2603,null,13257,null,1721,null,13161,null,1692,null,96,null,152,null,14801,null,1819,null,13952,null,1681,null,849,null,470,null,27555,null,2899,null,14091,null,1811,null,14091,null,1811,null,0,null,240,null,13464,null,1769,null,12717,null,1666,null,747,null,560,null,0400000US02,Alaska,02
167353,null,9487,null,83373,null,5439,null,45661,null,3789,null,45212,null,3807,null,449,null,327,null,37712,null,3210,null,34093,null,3061,null,3619,null,994,null,83980,null,6167,null,44162,null,4367,null,43744,null,4366,null,418,null,256,null,39818,null,3402,null,35514,null,3177,null,4304,null,1084,null,0400000US04,Arizona,04
56502,null,4787,null,25836,null,2500,null,11655,null,1676,null,11655,null,1676,null,0,null,269,null,14181,null,1967,null,13804,null,1901,null,377,null,269,null,30666,null,3440,null,13332,null,2302,null,13204,null,2315,null,128,null,152,null,17334,null,2083,null,17062,null,2077,null,272,null,223,null,0400000US05,Arkansas,05
1310498,null,26071,null,654358,null,15449,null,316863,null,9966,null,313741,null,9761,null,3122,null,1079,null,337495,null,10052,null,282485,null,9075,null,55010,null,4465,null,656140,null,16000,null,299245,null,10235,null,295205,null,10179,null,4040,null,1116,null,356895,null,9362,null,300144,null,8747,null,56751,null,3606,null,0400000US06,California,06
152134,null,8663,null,75827,null,5065,null,35891,null,4040,null,35651,null,4027,null,240,null,244,null,39936,null,3105,null,36775,null,2957,null,3161,null,818,null,76307,null,5365,null,36512,null,3407,null,36056,null,3286,null,456,null,520,null,39795,null,3364,null,36596,null,3306,null,3199,null,839,null,0400000US08,Colorado,08
74113,null,6532,null,36705,null,3791,null,18193,null,2499,null,18033,null,2492,null,160,null,196,null,18512,null,2509,null,15118,null,2222,null,3394,null,1242,null,37408,null,3832,null,17872,null,2664,null,17768,null,2662,null,104,null,127,null,19536,null,2259,null,16613,null,2030,null,2923,null,734,null,0400000US09,Connecticut,09
14791,null,2497,null,8164,null,1687,null,4280,null,1431,null,4280,null,1431,null,0,null,263,null,3884,null,1003,null,3422,null,944,null,462,null,309,null,6627,null,1290,null,2865,null,823,null,2865,null,823,null,0,null,263,null,3762,null,939,null,3612,null,900,null,150,null,134,null,0400000US10,Delaware,10
11819,null,3447,null,5692,null,2171,null,1590,null,1244,null,1535,null,1235,null,55,null,95,null,4102,null,1355,null,3278,null,1213,null,824,null,570,null,6127,null,1608,null,1419,null,724,null,1292,null,718,null,127,null,149,null,4708,null,1234,null,3888,null,1030,null,820,null,532,null,0400000US11,District of Columbia,11
341012,null,14559,null,169332,null,8662,null,80453,null,6296,null,78981,null,6305,null,1472,null,631,null,88879,null,5665,null,63632,null,4917,null,25247,null,3187,null,171680,null,9063,null,79465,null,6121,null,76882,null,6034,null,2583,null,898,null,92215,null,5430,null,65731,null,4695,null,26484,null,2746,null,0400000US12,Florida,12
134395,null,8695,null,65148,null,5395,null,32575,null,3775,null,32224,null,3779,null,351,null,260,null,32573,null,3462,null,27865,null,3359,null,4708,null,1196,null,69247,null,5342,null,34298,null,3698,null,34112,null,3727,null,186,null,251,null,34949,null,3457,null,30924,null,3228,null,4025,null,980,null,0400000US13,Georgia,13
275694,null,11060,null,137317,null,6363,null,54918,null,3988,null,54565,null,3956,null,353,null,334,null,82399,null,4122,null,80169,null,4087,null,2230,null,885,null,138377,null,6839,null,55101,null,3495,null,55028,null,3482,null,73,null,124,null,83276,null,4909,null,80826,null,4788,null,2450,null,792,null,0400000US15,Hawaii,15
39037,null,3429,null,19586,null,2324,null,10484,null,1528,null,10435,null,1530,null,49,null,78,null,9102,null,1727,null,8544,null,1598,null,558,null,429,null,19451,null,1940,null,10187,null,1200,null,10122,null,1212,null,65,null,113,null,9264,null,1448,null,8347,null,1371,null,917,null,675,null,0400000US16,Idaho,16
222243,null,11962,null,111608,null,6102,null,63743,null,4833,null,62537,null,4761,null,1206,null,460,null,47865,null,3864,null,39260,null,3387,null,8605,null,2011,null,110635,null,8167,null,59166,null,5526,null,58260,null,5457,null,906,null,371,null,51469,null,4495,null,43468,null,3944,null,8001,null,1630,null,0400000US17,Illinois,17
123789,null,6973,null,60501,null,4300,null,32211,null,2892,null,31754,null,2818,null,457,null,394,null,28290,null,3004,null,25611,null,2699,null,2679,null,919,null,63288,null,4500,null,34724,null,2987,null,34363,null,2992,null,361,null,345,null,28564,null,2752,null,26578,null,2574,null,1986,null,767,null,0400000US18,Indiana,18
44777,null,3753,null,22610,null,2178,null,11830,null,2013,null,11820,null,2012,null,10,null,18,null,10780,null,1605,null,9937,null,1551,null,843,null,425,null,22167,null,2744,null,12715,null,1884,null,12604,null,1882,null,111,null,118,null,9452,null,1668,null,8864,null,1576,null,588,null,353,null,0400000US19,Iowa,19
75781,null,4545,null,38092,null,2774,null,18496,null,2225,null,18335,null,2204,null,161,null,149,null,19596,null,2142,null,19000,null,2150,null,596,null,346,null,37689,null,2876,null,18111,null,1817,null,17998,null,1822,null,113,null,134,null,19578,null,1923,null,18701,null,1940,null,877,null,398,null,0400000US20,Kansas,20
61722,null,4993,null,29640,null,3422,null,19455,null,2220,null,19238,null,2219,null,217,null,219,null,10185,null,1827,null,8878,null,1650,null,1307,null,576,null,32082,null,3188,null,16584,null,2079,null,16509,null,2085,null,75,null,93,null,15498,null,2006,null,14518,null,1970,null,980,null,410,null,0400000US21,Kentucky,21
