B25115_001E,B25115_001EA,B25115_001M,B25115_001MA,B25115_002E,B25115_002EA,B25115_002M,B25115_002MA,B25115_003E,B25115_003EA,B25115_003M,B25115_003MA,B25115_004E,B25115_004EA,B25115_004M,B25115_004MA,B25115_005E,B25115_005EA,B25115_005M,B25115_005MA,B25115_006E,B25115_006EA,B25115_006M,B25115_006MA,B25115_007E,B25115_007EA,B25115_007M,B25115_007MA,B25115_008E,B25115_008EA,B25115_008M,B25115_008MA,B25115_009E,B25115_009EA,B25115_009M,B25115_009MA,B25115_010E,B25115_010EA,B25115_010M,B25115_010MA,B25115_011E,B25115_011EA,B25115_011M,B25115_011MA,B25115_012E,B25115_012EA,B25115_012M,B25115_012MA,B25115_013E,B25115_013EA,B25115_013M,B25115_013MA,B25115_014E,B25115_014EA,B25115_014M,B25115_014MA,B25115_015E,B25115_015EA,B25115_015M,B25115_015MA,B25115_016E,B25115_016EA,B25115_016M,B25115_016MA,B25115_017E,B25115_017EA,B25115_017M,B25115_017MA,B25115_018E,B25115_018EA,B25115_018M,B25115_018MA,B25115_019E,B25115_019EA,B25115_019M,B25115_019MA,B25115_020E,B25115_020EA,B25115_020M,B25115_020MA,B25115_021E,B25115_021EA,B25115_021M,B25115_021MA,B25115_022E,B25115_022EA,B25115_022M,B25115_022MA,B25115_023E,B25115_023EA,B25115_023M,B25115_023MA,B25115_024E,B25115_024EA,B25115_024M,B25115_024MA,B25115_025E,B25115_025EA,B25115_025M,B25115_025MA,B25115_026E,B25115_026EA,B25115_026M,B25115_026MA,B25115_027E,B25115_027EA,B25115_027M,B25115_027MA,GEO_ID,NAME,state
1815865,null,10024,null,1289155,null,10987,null,937884,null,9858,null,759063,null,9850,null,282346,null,7590,null,476717,null,7165,null,178821,null,6607,null,46270,null,3513,null,17832,null,1948,null,28438,null,2757,null,132551,null,5357,null,52448,null,3793,null,80103,null,4257,null,351271,null,7712,null,526710,null,11922,null,278728,null,9094,null,127582,null,6111,null,69415,null,5505,null,58167,null,3618,null,151146,null,6247,null,25475,null,2675,null,13939,null,2179,null,11536,null,1669,null,125671,null,5923,null,93721,null,4972,null,31950,null,2930,null,247982,null,8114,null,0400000US01,Alabama,01
237607,null,2898,null,154334,null,3685,null,112982,null,3674,null,92501,null,3500,null,40366,null,2720,null,52135,null,2398,null,20481,null,2157,null,9673,null,1548,null,5475,null,1291,null,4198,null,946,null,10808,null,1362,null,5720,null,1094,null,5088,null,1019,null,41352,null,2776,null,83273,null,3590,null,44291,null,2586,null,23680,null,2129,null,13859,null,1673,null,9821,null,1470,null,20611,null,2369,null,6340,null,1299,null,4293,null,1180,null,2047,null,677,null,14271,null,2034,null,11835,null,1867,null,2436,null,796,null,38982,null,2797,null,0400000US02,Alaska,02
2273842,null,11467,null,1548890,null,13720,null,1106288,null,13189,null,908383,null,12230,null,341414,null,9254,null,566969,null,9062,null,197905,null,7489,null,63152,null,4699,null,31849,null,3274,null,31303,null,3073,null,134753,null,5274,null,64895,null,3677,null,69858,null,3710,null,442602,null,8695,null,724952,null,12371,null,382904,null,9908,null,199217,null,7389,null,117574,null,5372,null,81643,null,4823,null,183687,null,7413,null,53455,null,4346,null,29526,null,2957,null,23929,null,2799,null,130232,null,6076,null,96614,null,5112,null,33618,null,3402,null,342048,null,9190,null,0400000US04,Arizona,04
1114041,null,8021,null,750639,null,9276,null,556616,null,8596,null,459131,null,8771,null,163225,null,5319,null,295906,null,6859,null,97485,null,4627,null,25934,null,2545,null,11578,null,1594,null,14356,null,1805,null,71551,null,4032,null,30274,null,2981,null,41277,null,2583,null,194023,null,6682,null,363402,null,7994,null,195340,null,6723,null,93957,null,4814,null,47079,null,4061,null,46878,null,3432,null,101383,null,5406,null,19582,null,2514,null,10226,null,1632,null,9356,null,1790,null,81801,null,5031,null,61862,null,4310,null,19939,null,2488,null,168062,null,7034,null,0400000US05,Arkansas,05
12176760,null,21139,null,6946432,null,26955,null,5243199,null,26820,null,4271183,null,23533,null,1887783,null,16324,null,2383400,null,17494,null,972016,null,16278,null,317434,null,9631,null,126729,null,5355,null,190705,null,7404,null,654582,null,13715,null,252202,null,10050,null,402380,null,9965,null,1703233,null,16231,null,5230328,null,29953,null,3022678,null,24875,null,1712362,null,21739,null,1007351,null,16505,null,705011,null,14374,null,1310316,null,18888,null,385473,null,11619,null,204928,null,7710,null,180545,null,8398,null,924843,null,15388,null,638264,null,13085,null,286579,null,9066,null,2207650,null,19326,null,0400000US06,California,06
1897835,null,9244,null,1280814,null,11274,null,916906,null,12017,null,779697,null,11128,null,323202,null,8214,null,456495,null,7772,null,137209,null,6328,null,43300,null,2653,null,21482,null,2095,null,21818,null,2197,null,93909,null,5304,null,45819,null,3278,null,48090,null,3610,null,363908,null,8048,null,617021,null,9872,null,292088,null,8041,null,166962,null,6817,null,97467,null,5319,null,69495,null,4248,null,125126,null,5895,null,36001,null,2966,null,21309,null,2999,null,14692,null,1879,null,89125,null,4657,null,67971,null,4591,null,21154,null,2283,null,324933,null,7639,null,0400000US08,Colorado,08
1329305,null,5895,null,917062,null,7342,null,685812,null,7258,null,576657,null,7847,null,249627,null,6061,null,327030,null,6043,null,109155,null,5081,null,31401,null,2905,null,11665,null,1670,null,19736,null,2392,null,77754,null,4075,null,34270,null,2979,null,43484,null,2879,null,231250,null,6516,null,412243,null,8075,null,203013,null,5753,null,92227,null,3755,null,45058,null,3363,null,47169,null,2800,null,110786,null,5304,null,22230,null,2588,null,11911,null,1896,null,10319,null,1795,null,88556,null,4894,null,61563,null,4242,null,26993,null,2819,null,209230,null,5854,null,0400000US09,Connecticut,09
328654,null,3672,null,241544,null,5028,null,175401,null,4862,null,140467,null,4407,null,50671,null,3162,null,89796,null,2820,null,34934,null,2846,null,10135,null,1534,null,4833,null,1264,null,5302,null,937,null,24799,null,2512,null,11199,null,1794,null,13600,null,1660,null,66143,null,3198,null,87110,null,4274,null,46643,null,3590,null,22361,null,2684,null,11460,null,1956,null,10901,null,1966,null,24282,null,2765,null,5259,null,1487,null,2846,null,1124,null,2413,null,980,null,19023,null,2414,null,12932,null,2120,null,6091,null,1423,null,40467,null,2994,null,0400000US10,Delaware,10
249996,null,3353,null,108571,null,4051,null,56753,null,3517,null,39345,null,2443,null,14068,null,1592,null,25277,null,1964,null,17408,null,2038,null,3166,null,937,null,1070,null,646,null,2096,null,656,null,14242,null,1869,null,4403,null,964,null,9839,null,1411,null,51818,null,2828,null,141425,null,4835,null,50612,null,3405,null,15094,null,2153,null,5406,null,1393,null,9688,null,1650,null,35518,null,2567,null,6777,null,1428,null,3197,null,879,null,3580,null,1179,null,28741,null,2466,null,17747,null,2083,null,10994,null,1805,null,90813,null,4511,null,0400000US11,District of Columbia,11
7057285,null,24241,null,4916497,null,22392,null,3431614,null,23893,null,2794744,null,23183,null,926093,null,15327,null,1868651,null,17244,null,636870,null,13325,null,179768,null,7450,null,71902,null,4198,null,107866,null,6326,null,457102,null,11716,null,195839,null,7075,null,261263,null,8652,null,1484883,null,20822,null,2140788,null,22439,null,1145613,null,18379,null,577424,null,14027,null,296647,null,11293,null,280777,null,8164,null,568189,null,12920,null,149593,null,8488,null,80192,null,5918,null,69401,null,5498,null,418596,null,10591,null,300597,null,9250,null,117999,null,5565,null,995175,null,17586,null,0400000US12,Florida,12
