B25098_001E,B25098_001EA,B25098_001M,B25098_001MA,B25098_002E,B25098_002EA,B25098_002M,B25098_002MA,B25098_003E,B25098_003EA,B25098_003M,B25098_003MA,B25098_004E,B25098_004EA,B25098_004M,B25098_004MA,B25098_005E,B25098_005EA,B25098_005M,B25098_005MA,B25098_006E,B25098_006EA,B25098_006M,B25098_006MA,B25098_007E,B25098_007EA,B25098_007M,B25098_007MA,B25098_008E,B25098_008EA,B25098_008M,B25098_008MA,B25098_009E,B25098_009EA,B25098_009M,B25098_009MA,B25098_010E,B25098_010EA,B25098_010M,B25098_010MA,B25098_011E,B25098_011EA,B25098_011M,B25098_011MA,B25098_012E,B25098_012EA,B25098_012M,B25098_012MA,B25098_013E,B25098_013EA,B25098_013M,B25098_013MA,B25098_014E,B25098_014EA,B25098_014M,B25098_014MA,B25098_015E,B25098_015EA,B25098_015M,B25098_015MA,B25098_016E,B25098_016EA,B25098_016M,B25098_016MA,B25098_017E,B25098_017EA,B25098_017M,B25098_017MA,B25098_018E,B25098_018EA,B25098_018M,B25098_018MA,B25098_019E,B25098_019EA,B25098_019M,B25098_019MA,GEO_ID,NAME,state
1289155,null,10987,null,790154,null,10443,null,23103,null,2324,null,75040,null,3664,null,67043,null,4248,null,108590,null,5040,null,189338,null,7168,null,131941,null,4860,null,130639,null,5364,null,64460,null,3253,null,499001,null,8099,null,50125,null,3110,null,129060,null,5246,null,73682,null,3628,null,78305,null,4539,null,75804,null,3545,null,39627,null,2630,null,30972,null,2502,null,21426,null,1964,null,0400000US01,Alabama,01
154334,null,3685,null,108729,null,3405,null,1493,null,566,null,3218,null,790,null,3753,null,771,null,9140,null,1416,null,19991,null,1638,null,22716,null,2203,null,30469,null,2493,null,17949,null,1951,null,45605,null,2720,null,2290,null,759,null,6900,null,1009,null,4047,null,878,null,6532,null,1007,null,8015,null,1045,null,6311,null,850,null,6766,null,1073,null,4744,null,995,null,0400000US02,Alaska,02
1548890,null,13720,null,1099783,null,13348,null,26280,null,2811,null,83799,null,4626,null,81352,null,4089,null,149384,null,5615,null,241597,null,7514,null,191598,null,6605,null,200988,null,7189,null,124785,null,4525,null,449107,null,8242,null,36241,null,2442,null,101547,null,4773,null,61316,null,3731,null,73534,null,3876,null,78319,null,3157,null,38465,null,2606,null,34967,null,2791,null,24718,null,2301,null,0400000US04,Arizona,04
750639,null,9276,null,442960,null,7617,null,13418,null,1945,null,46956,null,2877,null,45909,null,3201,null,72862,null,4121,null,104255,null,4683,null,70116,null,3414,null,60286,null,3223,null,29158,null,2241,null,307679,null,6505,null,28123,null,2743,null,83190,null,4068,null,40427,null,2482,null,50851,null,3415,null,50083,null,2732,null,25315,null,2451,null,18537,null,1739,null,11153,null,1546,null,0400000US05,Arkansas,05
6946432,null,26955,null,5290276,null,28244,null,97630,null,4446,null,277872,null,8369,null,262399,null,7545,null,490747,null,11787,null,927156,null,13010,null,841119,null,13802,null,1205105,null,14976,null,1188248,null,13978,null,1656156,null,16583,null,89886,null,4793,null,321810,null,7840,null,190270,null,6119,null,240920,null,6623,null,281181,null,7862,null,166684,null,5296,null,185098,null,5351,null,180307,null,6477,null,0400000US06,California,06
1280814,null,11274,null,978201,null,10802,null,19330,null,2028,null,54716,null,3351,null,57072,null,4116,null,112858,null,5257,null,209485,null,6650,null,172427,null,6064,null,205553,null,7282,null,146760,null,4732,null,302613,null,5946,null,17075,null,1834,null,57230,null,3140,null,35174,null,2834,null,44289,null,2808,null,55539,null,2903,null,32009,null,2596,null,31512,null,2526,null,29785,null,2075,null,0400000US08,Colorado,08
917062,null,7342,null,665816,null,7506,null,8112,null,1499,null,25128,null,2198,null,25722,null,2363,null,49855,null,3350,null,116258,null,4675,null,118078,null,5289,null,169079,null,5930,null,153584,null,4779,null,251246,null,5244,null,9721,null,1192,null,39359,null,3017,null,24414,null,2068,null,34305,null,2709,null,45360,null,2844,null,30361,null,2517,null,32670,null,2474,null,35056,null,2542,null,0400000US09,Connecticut,09
241544,null,5028,null,166894,null,4378,null,2066,null,585,null,9823,null,1486,null,11074,null,1682,null,19660,null,1767,null,34824,null,3163,null,31584,null,2112,null,34861,null,2258,null,23002,null,1787,null,74650,null,3123,null,4176,null,743,null,13342,null,1588,null,10106,null,1425,null,12764,null,1536,null,15472,null,1798,null,6781,null,1088,null,7278,null,1187,null,4731,null,954,null,0400000US10,Delaware,10
108571,null,4051,null,84286,null,3988,null,1732,null,606,null,3827,null,984,null,2554,null,838,null,7700,null,1261,null,11787,null,1583,null,11375,null,1552,null,16445,null,2021,null,28866,null,2107,null,24285,null,1763,null,990,null,484,null,3171,null,774,null,2316,null,715,null,3064,null,726,null,3537,null,873,null,2920,null,906,null,3087,null,689,null,5200,null,974,null,0400000US11,District of Columbia,11
4916497,null,22392,null,3202449,null,22507,null,99435,null,5987,null,296682,null,8908,null,273903,null,8964,null,446960,null,10360,null,708584,null,14007,null,513796,null,10361,null,519784,null,10169,null,343305,null,10477,null,1714048,null,18727,null,138190,null,5574,null,387787,null,8033,null,227382,null,7429,null,269790,null,9391,null,285403,null,8505,null,153663,null,5623,null,129451,null,4682,null,122382,null,5050,null,0400000US12,Florida,12
