B25100_001E,B25100_001EA,B25100_001M,B25100_001MA,B25100_002E,B25100_002EA,B25100_002M,B25100_002MA,B25100_003E,B25100_003EA,B25100_003M,B25100_003MA,B25100_004E,B25100_004EA,B25100_004M,B25100_004MA,B25100_005E,B25100_005EA,B25100_005M,B25100_005MA,B25100_006E,B25100_006EA,B25100_006M,B25100_006MA,B25100_007E,B25100_007EA,B25100_007M,B25100_007MA,B25100_008E,B25100_008EA,B25100_008M,B25100_008MA,B25100_009E,B25100_009EA,B25100_009M,B25100_009MA,B25100_010E,B25100_010EA,B25100_010M,B25100_010MA,B25100_011E,B25100_011EA,B25100_011M,B25100_011MA,B25100_012E,B25100_012EA,B25100_012M,B25100_012MA,B25100_013E,B25100_013EA,B25100_013M,B25100_013MA,GEO_ID,NAME,state
1289155,null,10987,null,790154,null,10443,null,365845,null,9392,null,189929,null,5429,null,92377,null,4644,null,138398,null,6122,null,3605,null,1054,null,499001,null,8099,null,209283,null,5936,null,80807,null,4036,null,50876,null,2794,null,151775,null,5021,null,6260,null,1152,null,0400000US01,Alabama,01
154334,null,3685,null,108729,null,3405,null,29973,null,2125,null,32894,null,2824,null,20616,null,2054,null,25006,null,2136,null,240,null,211,null,45605,null,2720,null,17784,null,1894,null,7751,null,1107,null,4277,null,727,null,15700,null,1601,null,93,null,153,null,0400000US02,Alaska,02
1548890,null,13720,null,1099783,null,13348,null,197168,null,7176,null,268378,null,8087,null,204142,null,6452,null,424809,null,10109,null,5286,null,1217,null,449107,null,8242,null,124781,null,4851,null,57944,null,3525,null,48222,null,2637,null,210869,null,6106,null,7291,null,1186,null,0400000US04,Arizona,04
750639,null,9276,null,442960,null,7617,null,223768,null,7242,null,101988,null,4687,null,47133,null,3502,null,68084,null,4517,null,1987,null,640,null,307679,null,6505,null,137365,null,4414,null,52891,null,2805,null,31786,null,2456,null,83441,null,4131,null,2196,null,657,null,0400000US05,Arkansas,05
6946432,null,26955,null,5290276,null,28244,null,395240,null,9145,null,695340,null,14200,null,865806,null,14041,null,3306289,null,24239,null,27601,null,2675,null,1656156,null,16583,null,243120,null,7123,null,129998,null,4705,null,140259,null,5256,null,1125867,null,15274,null,16912,null,2215,null,0400000US06,California,06
1280814,null,11274,null,978201,null,10802,null,201046,null,6457,null,276713,null,6689,null,179160,null,6642,null,316193,null,7325,null,5089,null,1298,null,302613,null,5946,null,70434,null,3594,null,42094,null,2802,null,38450,null,2617,null,148483,null,4562,null,3152,null,1043,null,0400000US08,Colorado,08
917062,null,7342,null,665816,null,7506,null,123436,null,5416,null,178235,null,5615,null,124015,null,5072,null,238281,null,6150,null,1849,null,598,null,251246,null,5244,null,40203,null,2900,null,36563,null,2858,null,30988,null,2579,null,141646,null,5015,null,1846,null,593,null,0400000US09,Connecticut,09
241544,null,5028,null,166894,null,4378,null,32108,null,2535,null,43404,null,2670,null,33670,null,2752,null,57474,null,3488,null,238,null,181,null,74650,null,3123,null,21306,null,2258,null,8717,null,1104,null,8334,null,1433,null,36032,null,2035,null,261,null,196,null,0400000US10,Delaware,10
108571,null,4051,null,84286,null,3988,null,7602,null,1224,null,16443,null,2033,null,15195,null,1701,null,44834,null,2900,null,212,null,221,null,24285,null,1763,null,2429,null,774,null,2862,null,893,null,2549,null,700,null,16445,null,1509,null,0,null,296,null,0400000US11,District of Columbia,11
4916497,null,22392,null,3202449,null,22507,null,618755,null,13233,null,740427,null,13893,null,548349,null,12139,null,1273133,null,15024,null,21785,null,2226,null,1714048,null,18727,null,427004,null,9876,null,242242,null,6560,null,207673,null,7926,null,810028,null,11569,null,27101,null,2691,null,0400000US12,Florida,12
2340305,null,15962,null,1702307,null,16316,null,596452,null,13554,null,450087,null,9830,null,257893,null,9173,null,390510,null,10377,null,7365,null,1684,null,637998,null,10969,null,219585,null,7440,null,107628,null,4838,null,69445,null,3906,null,233498,null,6932,null,7842,null,1454,null,0400000US13,Georgia,13
258365,null,5142,null,176603,null,5030,null,8076,null,1431,null,17800,null,1777,null,24556,null,2642,null,125371,null,4923,null,800,null,476,null,81762,null,3306,null,5303,null,1182,null,5864,null,995,null,5527,null,949,null,64452,null,3011,null,616,null,478,null,0400000US15,Hawaii,15
401098,null,5593,null,281266,null,5430,null,62400,null,2690,null,77175,null,2998,null,53202,null,3555,null,87509,null,4284,null,980,null,431,null,119832,null,3716,null,30108,null,2422,null,17859,null,1734,null,15215,null,1764,null,55739,null,2715,null,911,null,384,null,0400000US16,Idaho,16
3301796,null,17730,null,2322217,null,17189,null,707870,null,10136,null,594031,null,10706,null,364864,null,8133,null,645950,null,11566,null,9502,null,1917,null,979579,null,10955,null,303362,null,6535,null,160951,null,5012,null,118801,null,4231,null,385780,null,7875,null,10685,null,1928,null,0400000US17,Illinois,17
1781719,null,13690,null,1263339,null,12811,null,623794,null,9920,null,324580,null,7887,null,134796,null,5187,null,175936,null,5976,null,4233,null,874,null,518380,null,7061,null,209156,null,5026,null,99923,null,4373,null,58237,null,3448,null,145560,null,5030,null,5504,null,1153,null,0400000US18,Indiana,18
885884,null,7709,null,565396,null,7904,null,303515,null,6748,null,142525,null,4325,null,53211,null,3142,null,65470,null,3515,null,675,null,270,null,320488,null,5727,null,143072,null,4185,null,57950,null,2107,null,37162,null,2426,null,80391,null,3363,null,1913,null,488,null,0400000US19,Iowa,19
771197,null,8214,null,511339,null,7469,null,272787,null,6948,null,131887,null,5234,null,48243,null,3207,null,57242,null,3204,null,1180,null,476,null,259858,null,4997,null,128245,null,4054,null,43570,null,2486,null,27196,null,2103,null,58520,null,2914,null,2327,null,736,null,0400000US20,Kansas,20
1172529,null,11446,null,733454,null,10233,null,341166,null,7843,null,186299,null,6508,null,84640,null,4176,null,118273,null,4618,null,3076,null,1029,null,439075,null,8090,null,184981,null,5642,null,74990,null,3926,null,46418,null,3151,null,127187,null,4325,null,5499,null,1113,null,0400000US21,Kentucky,21
1113926,null,11194,null,640261,null,9588,null,292282,null,8125,null,152091,null,6166,null,74867,null,3755,null,117872,null,5925,null,3149,null,1005,null,473665,null,7698,null,205065,null,6042,null,75737,null,3874,null,49081,null,3257,null,137985,null,5487,null,5797,null,1267,null,0400000US22,Louisiana,22
391262,null,5743,null,258300,null,5270,null,71459,null,3487,null,70550,null,3399,null,41140,null,2351,null,74729,null,3829,null,422,null,230,null,132962,null,3504,null,39319,null,1899,null,18876,null,1823,null,16417,null,1473,null,57647,null,2613,null,703,null,300,null,0400000US23,Maine,23
1453733,null,11476,null,1124667,null,11228,null,154169,null,5184,null,269735,null,7499,null,240141,null,7091,null,457173,null,8837,null,3449,null,887,null,329066,null,7033,null,52098,null,2950,null,44158,null,2662,null,41197,null,2707,null,188436,null,5471,null,3177,null,816,null,0400000US24,Maryland,24
1592324,null,11735,null,1157318,null,12947,null,153785,null,6049,null,279618,null,6558,null,239621,null,7902,null,480158,null,9834,null,4136,null,1176,null,435006,null,7399,null,46710,null,3050,null,49895,null,3417,null,48994,null,3018,null,286053,null,5867,null,3354,null,883,null,0400000US25,Massachusetts,25
2819355,null,14549,null,1939644,null,13049,null,794623,null,9874,null,520645,null,8887,null,251120,null,6007,null,365567,null,6705,null,7689,null,1177,null,879711,null,10941,null,300113,null,7407,null,156766,null,5235,null,107155,null,4171,null,307639,null,6195,null,8038,null,1056,null,0400000US26,Michigan,26
