B17020G_001E,B17020G_001EA,B17020G_001M,B17020G_001MA,B17020G_002E,B17020G_002EA,B17020G_002M,B17020G_002MA,B17020G_003E,B17020G_003EA,B17020G_003M,B17020G_003MA,B17020G_004E,B17020G_004EA,B17020G_004M,B17020G_004MA,B17020G_005E,B17020G_005EA,B17020G_005M,B17020G_005MA,B17020G_006E,B17020G_006EA,B17020G_006M,B17020G_006MA,B17020G_007E,B17020G_007EA,B17020G_007M,B17020G_007MA,B17020G_008E,B17020G_008EA,B17020G_008M,B17020G_008MA,B17020G_009E,B17020G_009EA,B17020G_009M,B17020G_009MA,B17020G_010E,B17020G_010EA,B17020G_010M,B17020G_010MA,B17020G_011E,B17020G_011EA,B17020G_011M,B17020G_011MA,B17020G_012E,B17020G_012EA,B17020G_012M,B17020G_012MA,B17020G_013E,B17020G_013EA,B17020G_013M,B17020G_013MA,B17020G_014E,B17020G_014EA,B17020G_014M,B17020G_014MA,B17020G_015E,B17020G_015EA,B17020G_015M,B17020G_015MA,B17020G_016E,B17020G_016EA,B17020G_016M,B17020G_016MA,B17020G_017E,B17020G_017EA,B17020G_017M,B17020G_017MA,GEO_ID,NAME,state
129756,null,8603,null,22427,null,3208,null,4739,null,1352,null,617,null,384,null,4499,null,1278,null,2774,null,856,null,9176,null,1823,null,330,null,315,null,292,null,236,null,107329,null,8089,null,18169,null,2636,null,3050,null,1005,null,17004,null,2562,null,14780,null,2699,null,50380,null,4634,null,2595,null,807,null,1351,null,561,null,0400000US13,Georgia,13
271024,null,11101,null,24030,null,4353,null,4507,null,1204,null,406,null,362,null,2992,null,1179,null,3230,null,1165,null,11901,null,2260,null,708,null,729,null,286,null,238,null,246994,null,10772,null,32168,null,2829,null,5318,null,1463,null,29070,null,3338,null,30987,null,2667,null,134089,null,6766,null,9948,null,1474,null,5414,null,1035,null,0400000US15,Hawaii,15
37442,null,3407,null,8125,null,2070,null,2888,null,1222,null,108,null,119,null,1755,null,876,null,647,null,485,null,2275,null,642,null,287,null,276,null,165,null,181,null,29317,null,3410,null,4425,null,1349,null,1141,null,589,null,4327,null,1116,null,4989,null,1275,null,13073,null,2160,null,759,null,514,null,603,null,368,null,0400000US16,Idaho,16
215129,null,11999,null,37052,null,5208,null,9914,null,2249,null,2013,null,713,null,6272,null,1663,null,4973,null,1292,null,12838,null,1846,null,547,null,521,null,495,null,377,null,178077,null,10748,null,35555,null,3508,null,6348,null,1142,null,31973,null,3882,null,24087,null,2677,null,74082,null,5678,null,3629,null,814,null,2403,null,886,null,0400000US17,Illinois,17
118504,null,6700,null,25070,null,4155,null,5545,null,1221,null,1069,null,489,null,4645,null,1631,null,3987,null,1268,null,9393,null,1757,null,358,null,273,null,73,null,116,null,93434,null,5979,null,16028,null,1761,null,3344,null,927,null,16885,null,2264,null,14016,null,2221,null,39108,null,3481,null,2352,null,772,null,1701,null,604,null,0400000US18,Indiana,18
42788,null,3733,null,9635,null,1788,null,2041,null,840,null,383,null,285,null,1701,null,655,null,1080,null,464,null,4048,null,1046,null,212,null,224,null,170,null,186,null,33153,null,3463,null,5266,null,1057,null,1029,null,490,null,7145,null,1641,null,5461,null,1439,null,13353,null,1686,null,557,null,397,null,342,null,196,null,0400000US19,Iowa,19
70452,null,4556,null,12804,null,2310,null,3309,null,1008,null,121,null,155,null,1699,null,715,null,1455,null,678,null,5823,null,1373,null,156,null,142,null,241,null,241,null,57648,null,4166,null,9764,null,1572,null,1863,null,732,null,8976,null,1675,null,7716,null,1410,null,26663,null,2539,null,1729,null,542,null,937,null,401,null,0400000US20,Kansas,20
59205,null,5112,null,18855,null,2814,null,5856,null,1438,null,984,null,487,null,4362,null,1222,null,2353,null,771,null,4351,null,1030,null,424,null,341,null,525,null,310,null,40350,null,4531,null,7880,null,1561,null,1231,null,674,null,5965,null,1353,null,5991,null,1372,null,16670,null,2328,null,1337,null,567,null,1276,null,543,null,0400000US21,Kentucky,21
49371,null,4432,null,11215,null,2356,null,3242,null,1359,null,673,null,543,null,1881,null,769,null,953,null,481,null,3855,null,1284,null,311,null,259,null,300,null,233,null,38156,null,3766,null,5747,null,1313,null,1065,null,461,null,5247,null,1279,null,4684,null,1071,null,18846,null,2352,null,1680,null,564,null,887,null,362,null,0400000US22,Louisiana,22
20849,null,1989,null,5388,null,1254,null,852,null,468,null,144,null,139,null,533,null,221,null,520,null,293,null,3166,null,907,null,44,null,47,null,129,null,175,null,15461,null,1997,null,2427,null,832,null,296,null,198,null,2653,null,788,null,2461,null,711,null,6769,null,1111,null,753,null,287,null,102,null,114,null,0400000US23,Maine,23
117666,null,7515,null,12195,null,3441,null,3248,null,1337,null,283,null,261,null,2619,null,1469,null,1912,null,1140,null,3460,null,1097,null,496,null,481,null,177,null,186,null,105471,null,7216,null,18185,null,2152,null,3727,null,991,null,16276,null,2203,null,14158,null,1847,null,49471,null,4265,null,2455,null,800,null,1199,null,468,null,0400000US24,Maryland,24
129329,null,9422,null,22617,null,3996,null,4701,null,1567,null,639,null,410,null,3594,null,1235,null,2566,null,798,null,10365,null,2067,null,348,null,216,null,404,null,305,null,106712,null,8425,null,16121,null,2321,null,3389,null,1016,null,13849,null,2090,null,12537,null,1936,null,56392,null,5613,null,3125,null,964,null,1299,null,491,null,0400000US25,Massachusetts,25
207255,null,8665,null,49856,null,5037,null,13014,null,2231,null,1070,null,435,null,9499,null,1982,null,4899,null,1129,null,20174,null,2253,null,663,null,301,null,537,null,292,null,157399,null,7690,null,24493,null,2451,null,3256,null,828,null,26473,null,2831,null,25376,null,2642,null,70908,null,4455,null,4900,null,1001,null,1993,null,700,null,0400000US26,Michigan,26
91368,null,5406,null,14961,null,2410,null,4095,null,1409,null,313,null,479,null,1764,null,723,null,2507,null,758,null,6075,null,1112,null,207,null,190,null,0,null,211,null,76407,null,5013,null,14646,null,2113,null,2322,null,816,null,15027,null,2203,null,12375,null,1914,null,29670,null,2450,null,1791,null,581,null,576,null,297,null,0400000US27,Minnesota,27
24843,null,3582,null,5744,null,2065,null,1065,null,516,null,47,null,68,null,1131,null,757,null,1404,null,1027,null,1435,null,658,null,396,null,272,null,266,null,233,null,19099,null,3331,null,3207,null,1150,null,362,null,327,null,3246,null,1181,null,2439,null,998,null,8532,null,1783,null,982,null,491,null,331,null,269,null,0400000US28,Mississippi,28
112060,null,6119,null,25968,null,3562,null,5365,null,1172,null,715,null,433,null,5435,null,1554,null,3281,null,1247,null,10348,null,1933,null,250,null,157,null,574,null,295,null,86092,null,5647,null,14475,null,2065,null,2367,null,714,null,12856,null,1974,null,11630,null,1908,null,39469,null,3229,null,3571,null,736,null,1724,null,510,null,0400000US29,Missouri,29
22233,null,2797,null,5798,null,1772,null,1462,null,636,null,0,null,235,null,692,null,501,null,1153,null,721,null,2295,null,747,null,173,null,201,null,23,null,37,null,16435,null,2596,null,2138,null,776,null,426,null,297,null,2047,null,658,null,3199,null,876,null,7910,null,1562,null,446,null,282,null,269,null,201,null,0400000US30,Montana,30
37405,null,3470,null,6171,null,1656,null,1126,null,505,null,419,null,406,null,1547,null,676,null,572,null,362,null,2364,null,928,null,0,null,221,null,143,null,185,null,31234,null,3132,null,7655,null,1251,null,814,null,307,null,5037,null,1070,null,4437,null,1205,null,12423,null,1898,null,353,null,257,null,515,null,373,null,0400000US31,Nebraska,31
81814,null,6021,null,8548,null,2404,null,1924,null,973,null,411,null,385,null,727,null,440,null,898,null,476,null,4253,null,1524,null,214,null,260,null,121,null,153,null,73266,null,6013,null,12934,null,1651,null,1595,null,702,null,14178,null,2345,null,8489,null,1716,null,33639,null,3428,null,1347,null,475,null,1084,null,545,null,0400000US32,Nevada,32
17654,null,2108,null,2248,null,830,null,123,null,120,null,0,null,253,null,154,null,134,null,1016,null,748,null,955,null,469,null,0,null,253,null,0,null,253,null,15406,null,1922,null,2384,null,743,null,114,null,140,null,2720,null,875,null,1860,null,680,null,7552,null,1033,null,654,null,332,null,122,null,137,null,0400000US33,New Hampshire,33
160255,null,8712,null,20541,null,4060,null,4766,null,1298,null,553,null,408,null,4681,null,1812,null,1997,null,715,null,7382,null,1762,null,533,null,446,null,629,null,408,null,139714,null,7746,null,20762,null,2400,null,4717,null,1078,null,21473,null,2746,null,17112,null,2074,null,70423,null,5100,null,3528,null,1063,null,1699,null,744,null,0400000US34,New Jersey,34
61964,null,6456,null,8529,null,1898,null,1627,null,923,null,132,null,167,null,1452,null,869,null,900,null,452,null,4093,null,1022,null,75,null,93,null,250,null,202,null,53435,null,6312,null,6623,null,1347,null,1143,null,555,null,7322,null,1715,null,8024,null,1788,null,26294,null,3657,null,2266,null,761,null,1763,null,648,null,0400000US35,New Mexico,35
376256,null,15026,null,70667,null,6237,null,11005,null,1934,null,1718,null,652,null,11272,null,2265,null,9191,null,2016,null,34102,null,4250,null,1717,null,519,null,1662,null,596,null,305589,null,13553,null,42577,null,3935,null,7436,null,1430,null,39354,null,3938,null,37779,null,3400,null,160829,null,8580,null,10705,null,1662,null,6909,null,1564,null,0400000US36,New York,36
148872,null,9050,null,29535,null,4603,null,7048,null,1576,null,998,null,531,null,5496,null,1627,null,4516,null,1485,null,10463,null,2592,null,466,null,251,null,548,null,380,null,119337,null,7853,null,25538,null,3435,null,2727,null,731,null,18072,null,2221,null,16980,null,2433,null,51895,null,4134,null,2392,null,589,null,1733,null,799,null,0400000US37,North Carolina,37
7948,null,1671,null,1947,null,827,null,620,null,456,null,76,null,131,null,181,null,236,null,110,null,102,null,852,null,577,null,34,null,61,null,74,null,80,null,6001,null,1364,null,758,null,307,null,459,null,259,null,1102,null,464,null,934,null,456,null,2425,null,815,null,249,null,224,null,74,null,98,null,0400000US38,North Dakota,38
201347,null,9244,null,50838,null,5925,null,12222,null,2164,null,2148,null,716,null,11185,null,2852,null,6335,null,1487,null,17040,null,2103,null,1209,null,562,null,699,null,414,null,150509,null,7436,null,27232,null,2663,null,5653,null,1250,null,26548,null,3670,null,19862,null,2506,null,63735,null,3796,null,4773,null,1020,null,2706,null,672,null,0400000US39,Ohio,39
233240,null,10012,null,51042,null,4876,null,11161,null,1837,null,1063,null,479,null,8934,null,1846,null,6028,null,1190,null,21543,null,2549,null,867,null,428,null,1446,null,517,null,182198,null,8876,null,20129,null,2320,null,4674,null,1089,null,23018,null,2255,null,21786,null,2174,null,96861,null,5848,null,10582,null,1564,null,5148,null,796,null,0400000US40,Oklahoma,40
127693,null,7785,null,25060,null,3355,null,4649,null,1429,null,749,null,454,null,3684,null,1142,null,3169,null,1031,null,12186,null,1761,null,540,null,368,null,83,null,124,null,102633,null,6510,null,16107,null,1880,null,2004,null,719,null,16377,null,2364,null,13330,null,2012,null,49639,null,3843,null,3836,null,806,null,1340,null,543,null,0400000US41,Oregon,41
178332,null,9016,null,44275,null,5303,null,10551,null,1898,null,2039,null,757,null,9465,null,2079,null,6184,null,1792,null,15058,null,2028,null,471,null,328,null,507,null,279,null,134057,null,7537,null,24212,null,2631,null,3807,null,1036,null,23140,null,2646,null,19611,null,1979,null,56567,null,3756,null,4437,null,973,null,2283,null,764,null,0400000US42,Pennsylvania,42
18841,null,3059,null,2317,null,1034,null,489,null,309,null,0,null,287,null,306,null,301,null,225,null,262,null,1297,null,678,null,0,null,287,null,0,null,287,null,16524,null,2885,null,2941,null,1021,null,260,null,297,null,2523,null,867,null,2720,null,1180,null,7524,null,1504,null,278,null,221,null,278,null,214,null,0400000US44,Rhode Island,44
66097,null,5113,null,14232,null,2971,null,3843,null,1225,null,318,null,320,null,3261,null,1147,null,2251,null,1077,null,4451,null,1433,null,74,null,98,null,34,null,59,null,51865,null,4353,null,8507,null,1291,null,1376,null,635,null,8799,null,1585,null,8709,null,1706,null,22397,null,2879,null,1604,null,572,null,473,null,315,null,0400000US45,South Carolina,45
16142,null,2556,null,5263,null,1522,null,1919,null,733,null,60,null,53,null,1137,null,705,null,763,null,430,null,1373,null,550,null,11,null,17,null,0,null,223,null,10879,null,2123,null,1670,null,692,null,349,null,191,null,1511,null,653,null,1701,null,700,null,5185,null,1305,null,174,null,129,null,289,null,184,null,0400000US46,South Dakota,46
93271,null,6955,null,20440,null,3805,null,5012,null,1519,null,844,null,408,null,3766,null,1287,null,2798,null,1145,null,7061,null,1430,null,694,null,410,null,265,null,224,null,72831,null,6364,null,12160,null,1970,null,2586,null,839,null,12838,null,2028,null,9789,null,1607,null,31394,null,3702,null,2594,null,748,null,1470,null,465,null,0400000US47,Tennessee,47
458771,null,16708,null,73319,null,7450,null,14532,null,2100,null,3325,null,1046,null,11492,null,2164,null,8855,null,2163,null,31534,null,3646,null,1851,null,556,null,1730,null,592,null,385452,null,14469,null,62069,null,5237,null,8863,null,1678,null,56502,null,4032,null,53750,null,4160,null,185000,null,7884,null,12267,null,1739,null,7001,null,1187,null,0400000US48,Texas,48
54365,null,4680,null,5420,null,1803,null,1036,null,634,null,119,null,147,null,586,null,416,null,865,null,429,null,2225,null,1101,null,211,null,230,null,378,null,307,null,48945,null,4904,null,11976,null,1755,null,1627,null,609,null,9333,null,1682,null,5506,null,1332,null,19805,null,2650,null,467,null,326,null,231,null,214,null,0400000US49,Utah,49
9231,null,1413,null,1574,null,591,null,255,null,285,null,0,null,211,null,122,null,201,null,304,null,251,null,834,null,352,null,59,null,88,null,0,null,211,null,7657,null,1469,null,950,null,482,null,77,null,106,null,689,null,377,null,1171,null,522,null,4302,null,972,null,287,null,213,null,181,null,146,null,0400000US50,Vermont,50
161776,null,10280,null,18814,null,3404,null,4400,null,1446,null,1047,null,475,null,3297,null,1188,null,2628,null,1496,null,7253,null,1633,null,135,null,233,null,54,null,105,null,142962,null,9739,null,27159,null,3515,null,4003,null,941,null,23068,null,2908,null,20120,null,2809,null,64605,null,5083,null,2396,null,631,null,1611,null,643,null,0400000US51,Virginia,51
251553,null,9214,null,38723,null,4776,null,7382,null,1702,null,723,null,642,null,8081,null,2038,null,4260,null,1181,null,17269,null,2441,null,822,null,516,null,186,null,155,null,212830,null,8683,null,33220,null,2879,null,4938,null,1017,null,35168,null,2880,null,29905,null,2782,null,101935,null,5587,null,5281,null,1087,null,2383,null,615,null,0400000US53,Washington,53
23697,null,3017,null,6957,null,1950,null,1831,null,677,null,63,null,104,null,1012,null,611,null,263,null,234,null,3445,null,1258,null,211,null,186,null,132,null,187,null,16740,null,2400,null,1684,null,641,null,259,null,243,null,3674,null,1007,null,3237,null,840,null,6552,null,1169,null,817,null,493,null,517,null,366,null,0400000US54,West Virginia,54
86180,null,6653,null,16075,null,3227,null,4201,null,1222,null,712,null,472,null,3513,null,1364,null,1458,null,596,null,5868,null,1415,null,141,null,127,null,182,null,174,null,70105,null,5724,null,13794,null,2193,null,2703,null,782,null,15015,null,2444,null,9478,null,1733,null,27000,null,2941,null,1327,null,458,null,788,null,317,null,0400000US55,Wisconsin,55
14465,null,2229,null,2524,null,1138,null,361,null,335,null,145,null,176,null,579,null,400,null,137,null,135,null,1172,null,564,null,31,null,40,null,99,null,111,null,11941,null,2006,null,2306,null,673,null,353,null,293,null,2428,null,735,null,1350,null,572,null,4567,null,1044,null,415,null,275,null,522,null,382,null,0400000US56,Wyoming,56
303618,null,11552,null,141189,null,9996,null,12089,null,1941,null,2545,null,782,null,18637,null,2548,null,17916,null,2856,null,76620,null,6199,null,8110,null,1264,null,5272,null,1527,null,162429,null,10274,null,8039,null,1496,null,1797,null,735,null,13054,null,2240,null,12331,null,2093,null,111765,null,6794,null,9291,null,1581,null,6152,null,1248,null,0400000US72,Puerto Rico,72
