B17016_001E,B17016_001EA,B17016_001M,B17016_001MA,B17016_002E,B17016_002EA,B17016_002M,B17016_002MA,B17016_003E,B17016_003EA,B17016_003M,B17016_003MA,B17016_004E,B17016_004EA,B17016_004M,B17016_004MA,B17016_005E,B17016_005EA,B17016_005M,B17016_005MA,B17016_006E,B17016_006EA,B17016_006M,B17016_006MA,B17016_007E,B17016_007EA,B17016_007M,B17016_007MA,B17016_008E,B17016_008EA,B17016_008M,B17016_008MA,B17016_009E,B17016_009EA,B17016_009M,B17016_009MA,B17016_010E,B17016_010EA,B17016_010M,B17016_010MA,B17016_011E,B17016_011EA,B17016_011M,B17016_011MA,B17016_012E,B17016_012EA,B17016_012M,B17016_012MA,B17016_013E,B17016_013EA,B17016_013M,B17016_013MA,B17016_014E,B17016_014EA,B17016_014M,B17016_014MA,B17016_015E,B17016_015EA,B17016_015M,B17016_015MA,B17016_016E,B17016_016EA,B17016_016M,B17016_016MA,B17016_017E,B17016_017EA,B17016_017M,B17016_017MA,B17016_018E,B17016_018EA,B17016_018M,B17016_018MA,B17016_019E,B17016_019EA,B17016_019M,B17016_019MA,B17016_020E,B17016_020EA,B17016_020M,B17016_020MA,B17016_021E,B17016_021EA,B17016_021M,B17016_021MA,B17016_022E,B17016_022EA,B17016_022M,B17016_022MA,B17016_023E,B17016_023EA,B17016_023M,B17016_023MA,B17016_024E,B17016_024EA,B17016_024M,B17016_024MA,B17016_025E,B17016_025EA,B17016_025M,B17016_025MA,B17016_026E,B17016_026EA,B17016_026M,B17016_026MA,B17016_027E,B17016_027EA,B17016_027M,B17016_027MA,B17016_028E,B17016_028EA,B17016_028M,B17016_028MA,B17016_029E,B17016_029EA,B17016_029M,B17016_029MA,B17016_030E,B17016_030EA,B17016_030M,B17016_030MA,B17016_031E,B17016_031EA,B17016_031M,B17016_031MA,B17016_032E,B17016_032EA,B17016_032M,B17016_032MA,B17016_033E,B17016_033EA,B17016_033M,B17016_033MA,B17016_034E,B17016_034EA,B17016_034M,B17016_034MA,B17016_035E,B17016_035EA,B17016_035M,B17016_035MA,B17016_036E,B17016_036EA,B17016_036M,B17016_036MA,B17016_037E,B17016_037EA,B17016_037M,B17016_037MA,B17016_038E,B17016_038EA,B17016_038M,B17016_038MA,B17016_039E,B17016_039EA,B17016_039M,B17016_039MA,B17016_040E,B17016_040EA,B17016_040M,B17016_040MA,B17016_041E,B17016_041EA,B17016_041M,B17016_041MA,B17016_042E,B17016_042EA,B17016_042M,B17016_042MA,B17016_043E,B17016_043EA,B17016_043M,B17016_043MA,B17016_044E,B17016_044EA,B17016_044M,B17016_044MA,B17016_045E,B17016_045EA,B17016_045M,B17016_045MA,B17016_046E,B17016_046EA,B17016_046M,B17016_046MA,B17016_047E,B17016_047EA,B17016_047M,B17016_047MA,GEO_ID,NAME,state
2364041,null,20337,null,262999,null,7965,null,82345,null,4191,null,20242,null,2934,null,2029,null,850,null,3689,null,1027,null,14524,null,2654,null,21811,null,2489,null,2614,null,1079,null,6911,null,1284,null,12286,null,1920,null,40292,null,2959,null,7207,null,1505,null,7737,null,1561,null,25348,null,2291,null,180654,null,7107,null,23174,null,2695,null,3556,null,1377,null,9713,null,1692,null,9905,null,1842,null,157480,null,6769,null,33282,null,3145,null,59094,null,4374,null,65104,null,4775,null,2101042,null,18593,null,1603092,null,17589,null,1015449,null,13684,null,557268,null,11824,null,228912,null,7114,null,229269,null,7744,null,260867,null,7481,null,135090,null,5538,null,67574,null,4369,null,58203,null,3743,null,326776,null,8515,null,112429,null,5568,null,40129,null,2841,null,174218,null,5296,null,497950,null,10331,null,134772,null,7592,null,93721,null,6707,null,23450,null,2851,null,17601,null,2444,null,363178,null,9321,null,234693,null,7728,null,65412,null,4576,null,63073,null,3815,null,0400000US13,Georgia,13
303344,null,5137,null,18161,null,2268,null,7300,null,1457,null,891,null,415,null,260,null,178,null,157,null,124,null,474,null,331,null,1825,null,697,null,194,null,262,null,874,null,475,null,757,null,478,null,4584,null,1275,null,735,null,475,null,785,null,506,null,3064,null,1059,null,10861,null,1777,null,1653,null,598,null,460,null,470,null,612,null,352,null,581,null,267,null,9208,null,1671,null,993,null,548,null,3348,null,1015,null,4867,null,1211,null,285183,null,5503,null,217030,null,4900,null,125832,null,4582,null,75337,null,3639,null,27759,null,2866,null,22736,null,2190,null,37444,null,2796,null,17730,null,2450,null,11372,null,1427,null,8342,null,1369,null,53754,null,2699,null,13837,null,1877,null,6993,null,1223,null,32924,null,2020,null,68153,null,4114,null,23580,null,2296,null,15080,null,1910,null,3845,null,1051,null,4655,null,939,null,44573,null,3362,null,22587,null,2639,null,7825,null,1426,null,14161,null,1670,null,0400000US15,Hawaii,15
396253,null,6996,null,37154,null,3469,null,16382,null,2045,null,3209,null,861,null,86,null,108,null,1177,null,514,null,1946,null,620,null,7135,null,1439,null,1007,null,576,null,3587,null,1027,null,2541,null,821,null,6038,null,1319,null,1508,null,663,null,2141,null,779,null,2389,null,769,null,20772,null,2434,null,2678,null,841,null,739,null,408,null,1299,null,662,null,640,null,352,null,18094,null,2241,null,2908,null,891,null,10735,null,1649,null,4451,null,1283,null,359099,null,6928,null,302116,null,6232,null,169717,null,5329,null,79568,null,3981,null,55296,null,3789,null,34853,null,2556,null,62944,null,3230,null,28306,null,2265,null,20900,null,2207,null,13738,null,1677,null,69455,null,3498,null,20368,null,2279,null,8805,null,1308,null,40282,null,2172,null,56983,null,4118,null,20764,null,2505,null,15640,null,2276,null,3120,null,797,null,2004,null,509,null,36219,null,2838,null,21948,null,2298,null,7938,null,1572,null,6333,null,864,null,0400000US16,Idaho,16
3138757,null,18424,null,283081,null,7657,null,88541,null,3878,null,19096,null,2616,null,859,null,322,null,3097,null,1000,null,15140,null,2309,null,27581,null,2586,null,2870,null,760,null,9333,null,1361,null,15378,null,2037,null,41864,null,2638,null,7283,null,1334,null,7490,null,1247,null,27091,null,2086,null,194540,null,7047,null,27404,null,3018,null,5958,null,1432,null,10552,null,1969,null,10894,null,1951,null,167136,null,6619,null,30967,null,3186,null,69482,null,4374,null,66687,null,4233,null,2855676,null,17850,null,2235252,null,16912,null,1352632,null,14322,null,714951,null,13664,null,349625,null,8203,null,288056,null,7735,null,422727,null,8996,null,213113,null,7065,null,119207,null,4708,null,90407,null,3916,null,459893,null,8716,null,142286,null,5927,null,59533,null,3029,null,258074,null,5274,null,620424,null,12998,null,190939,null,7197,null,128360,null,6302,null,35160,null,2831,null,27419,null,2707,null,429485,null,9930,null,259186,null,8926,null,86126,null,5396,null,84173,null,3823,null,0400000US17,Illinois,17
1648431,null,15271,null,157570,null,6279,null,50998,null,3722,null,9491,null,1462,null,800,null,417,null,2622,null,767,null,6069,null,1184,null,17269,null,2142,null,1958,null,668,null,6673,null,1529,null,8638,null,1316,null,24238,null,2329,null,3590,null,1010,null,4372,null,1155,null,16276,null,1945,null,106572,null,4908,null,16722,null,2255,null,3624,null,1066,null,7844,null,1526,null,5254,null,1367,null,89850,null,4692,null,13349,null,2019,null,43066,null,2985,null,33435,null,3222,null,1490861,null,14219,null,1199485,null,13567,null,716170,null,10511,null,368649,null,6735,null,208629,null,6745,null,138892,null,6033,null,230911,null,7081,null,112061,null,4319,null,65015,null,3801,null,53835,null,3192,null,252404,null,6545,null,68904,null,3919,null,32943,null,2392,null,150557,null,5067,null,291376,null,8021,null,89833,null,4380,null,62022,null,4210,null,15331,null,1938,null,12480,null,1745,null,201543,null,6882,null,124049,null,6271,null,39836,null,3092,null,37658,null,3074,null,0400000US18,Indiana,18
791790,null,7894,null,57737,null,4022,null,20071,null,1612,null,4426,null,1026,null,796,null,388,null,1031,null,453,null,2599,null,721,null,7112,null,1160,null,987,null,435,null,3251,null,849,null,2874,null,800,null,8533,null,1277,null,1066,null,482,null,1665,null,701,null,5802,null,939,null,37666,null,3275,null,5428,null,1212,null,1454,null,794,null,2342,null,871,null,1632,null,569,null,32238,null,3082,null,5402,null,1061,null,18507,null,2708,null,8329,null,1378,null,734053,null,8212,null,614913,null,8211,null,382692,null,6900,null,235309,null,5687,null,99761,null,3636,null,47622,null,3219,null,114185,null,4260,null,57945,null,3311,null,30677,null,2139,null,25563,null,2072,null,118036,null,3794,null,27346,null,2492,null,16464,null,1291,null,74226,null,2870,null,119140,null,4429,null,43357,null,2962,null,31803,null,2397,null,7745,null,1434,null,3809,null,965,null,75783,null,3275,null,50710,null,2874,null,11811,null,1825,null,13262,null,1579,null,0400000US19,Iowa,19
736264,null,8496,null,56736,null,3445,null,20713,null,1941,null,5003,null,1208,null,1102,null,614,null,1386,null,588,null,2515,null,668,null,6848,null,1204,null,1207,null,600,null,2464,null,795,null,3177,null,850,null,8862,null,1395,null,1726,null,614,null,2914,null,912,null,4222,null,908,null,36023,null,2973,null,5500,null,1373,null,1030,null,480,null,2866,null,1001,null,1604,null,691,null,30523,null,2742,null,6236,null,1204,null,15661,null,2282,null,8626,null,1736,null,679528,null,8567,null,556442,null,7977,null,353721,null,7173,null,205280,null,5749,null,87134,null,4030,null,61307,null,3296,null,101446,null,4294,null,53444,null,2949,null,26888,null,2266,null,21114,null,1836,null,101275,null,3116,null,29975,null,2108,null,13343,null,1443,null,57957,null,2406,null,123086,null,5220,null,38083,null,3098,null,27459,null,2574,null,5948,null,1285,null,4676,null,1012,null,85003,null,4031,null,56117,null,3174,null,15887,null,2038,null,12999,null,1439,null,0400000US20,Kansas,20
1125630,null,12346,null,147398,null,6613,null,58911,null,4418,null,7652,null,1517,null,638,null,395,null,1410,null,686,null,5604,null,1331,null,14419,null,2202,null,1326,null,575,null,5357,null,1409,null,7736,null,1539,null,36840,null,3670,null,4144,null,1164,null,7179,null,1514,null,25517,null,2926,null,88487,null,5142,null,15352,null,2238,null,2295,null,1001,null,6540,null,1598,null,6517,null,1160,null,73135,null,4281,null,8898,null,1535,null,28139,null,2943,null,36098,null,2755,null,978232,null,11613,null,789765,null,12075,null,447543,null,10194,null,243536,null,6990,null,107399,null,4757,null,96608,null,4504,null,132049,null,5280,null,66987,null,3968,null,32068,null,2708,null,32994,null,2194,null,210173,null,5865,null,59995,null,3862,null,23995,null,2078,null,126183,null,3993,null,188467,null,7180,null,57531,null,3607,null,37688,null,3029,null,8967,null,2012,null,10876,null,1562,null,130936,null,6263,null,74375,null,4007,null,21692,null,2242,null,34869,null,2716,null,0400000US21,Kentucky,21
1094141,null,10371,null,146380,null,6476,null,40293,null,3476,null,6911,null,1319,null,702,null,532,null,1143,null,412,null,5066,null,1237,null,9013,null,1960,null,1378,null,614,null,2711,null,994,null,4924,null,1470,null,24369,null,2429,null,5091,null,1364,null,3687,null,1125,null,15591,null,1790,null,106087,null,5074,null,12986,null,2149,null,3589,null,1262,null,3973,null,1471,null,5424,null,1280,null,93101,null,5144,null,20478,null,2542,null,35299,null,3435,null,37324,null,2750,null,947761,null,11039,null,718832,null,9344,null,419293,null,9134,null,234168,null,7317,null,86104,null,4357,null,99021,null,4553,null,120629,null,4988,null,59838,null,4289,null,28697,null,2699,null,32094,null,2452,null,178910,null,6155,null,62520,null,4059,null,19126,null,2126,null,97264,null,4401,null,228929,null,6748,null,61456,null,4409,null,41564,null,3787,null,8619,null,1480,null,11273,null,1591,null,167473,null,6071,null,102570,null,4854,null,25648,null,2776,null,39255,null,2923,null,0400000US22,Louisiana,22
343822,null,6405,null,29416,null,2739,null,9110,null,1415,null,1570,null,627,null,163,null,120,null,154,null,148,null,1253,null,606,null,2420,null,693,null,260,null,260,null,1074,null,387,null,1086,null,486,null,5120,null,1005,null,555,null,329,null,903,null,449,null,3662,null,764,null,20306,null,2676,null,3216,null,886,null,546,null,446,null,755,null,452,null,1915,null,664,null,17090,null,2463,null,1828,null,656,null,8127,null,1454,null,7135,null,1634,null,314406,null,6052,null,262020,null,5387,null,142563,null,5034,null,76606,null,3803,null,43745,null,2875,null,22212,null,1878,null,58812,null,3007,null,30096,null,2365,null,16077,null,1666,null,12639,null,1456,null,60645,null,2523,null,14875,null,1450,null,8681,null,1163,null,37089,null,2197,null,52386,null,3228,null,18563,null,1898,null,12276,null,1765,null,3486,null,1147,null,2801,null,785,null,33823,null,2409,null,18202,null,1874,null,8538,null,1211,null,7083,null,1295,null,0400000US23,Maine,23
1395778,null,10754,null,74687,null,4060,null,20748,null,2609,null,5141,null,1188,null,661,null,515,null,1155,null,499,null,3325,null,976,null,4961,null,1243,null,364,null,387,null,1709,null,852,null,2888,null,865,null,10646,null,1697,null,923,null,477,null,2392,null,731,null,7331,null,1473,null,53939,null,3967,null,8013,null,1488,null,1476,null,771,null,2390,null,1006,null,4147,null,994,null,45926,null,3831,null,7959,null,1331,null,18456,null,2388,null,19511,null,2492,null,1321091,null,11173,null,986372,null,11805,null,639184,null,11418,null,364553,null,8008,null,153047,null,5315,null,121584,null,4569,null,166104,null,5987,null,89130,null,4992,null,42436,null,2853,null,34538,null,2343,null,181084,null,4400,null,56754,null,3255,null,21980,null,2152,null,102350,null,3459,null,334719,null,8643,null,85006,null,4693,null,63757,null,4107,null,11980,null,1832,null,9269,null,1495,null,249713,null,7773,null,171056,null,7247,null,40611,null,3201,null,38046,null,2920,null,0400000US24,Maryland,24
1568641,null,11431,null,111502,null,6166,null,34605,null,2973,null,5957,null,1487,null,673,null,488,null,1191,null,524,null,4093,null,1370,null,7703,null,1727,null,546,null,385,null,2564,null,767,null,4593,null,1221,null,20945,null,2441,null,1960,null,796,null,3532,null,810,null,15453,null,2202,null,76897,null,5036,null,10089,null,1922,null,862,null,620,null,4876,null,1516,null,4351,null,1193,null,66808,null,4550,null,4886,null,1242,null,26685,null,3096,null,35237,null,3672,null,1457139,null,11859,null,1133668,null,11977,null,668964,null,9637,null,348187,null,7680,null,200208,null,7011,null,120569,null,4457,null,244896,null,7145,null,130327,null,5352,null,71444,null,4347,null,43125,null,2933,null,219808,null,5607,null,63092,null,4002,null,32617,null,2348,null,124099,null,3780,null,323471,null,9439,null,88996,null,5292,null,59874,null,4528,null,15291,null,2153,null,13831,null,1796,null,234475,null,8319,null,126069,null,5766,null,60803,null,4257,null,47603,null,2797,null,0400000US25,Massachusetts,25
2525388,null,15908,null,264514,null,7290,null,83535,null,3916,null,13258,null,1679,null,702,null,304,null,3656,null,943,null,8900,null,1426,null,30135,null,2417,null,2781,null,682,null,9992,null,1493,null,17362,null,1959,null,40142,null,2605,null,4027,null,944,null,8160,null,1168,null,27955,null,2239,null,180979,null,6669,null,26852,null,2205,null,3751,null,1034,null,11981,null,1947,null,11120,null,1610,null,154127,null,6564,null,19662,null,2263,null,68167,null,4345,null,66298,null,3995,null,2260874,null,15759,null,1804882,null,14686,null,994828,null,12899,null,458928,null,8635,null,313755,null,7629,null,222145,null,5663,null,353945,null,6957,null,164483,null,5546,null,109126,null,3468,null,80336,null,3082,null,456109,null,7457,null,104451,null,4971,null,64974,null,3532,null,286684,null,4467,null,455992,null,9027,null,128186,null,4863,null,79788,null,3565,null,25589,null,2680,null,22809,null,1945,null,327806,null,8267,null,186511,null,6206,null,71456,null,4195,null,69839,null,3622,null,0400000US26,Michigan,26
