B17016_001E,B17016_001EA,B17016_001M,B17016_001MA,B17016_002E,B17016_002EA,B17016_002M,B17016_002MA,B17016_003E,B17016_003EA,B17016_003M,B17016_003MA,B17016_004E,B17016_004EA,B17016_004M,B17016_004MA,B17016_005E,B17016_005EA,B17016_005M,B17016_005MA,B17016_006E,B17016_006EA,B17016_006M,B17016_006MA,B17016_007E,B17016_007EA,B17016_007M,B17016_007MA,B17016_008E,B17016_008EA,B17016_008M,B17016_008MA,B17016_009E,B17016_009EA,B17016_009M,B17016_009MA,B17016_010E,B17016_010EA,B17016_010M,B17016_010MA,B17016_011E,B17016_011EA,B17016_011M,B17016_011MA,B17016_012E,B17016_012EA,B17016_012M,B17016_012MA,B17016_013E,B17016_013EA,B17016_013M,B17016_013MA,B17016_014E,B17016_014EA,B17016_014M,B17016_014MA,B17016_015E,B17016_015EA,B17016_015M,B17016_015MA,B17016_016E,B17016_016EA,B17016_016M,B17016_016MA,B17016_017E,B17016_017EA,B17016_017M,B17016_017MA,B17016_018E,B17016_018EA,B17016_018M,B17016_018MA,B17016_019E,B17016_019EA,B17016_019M,B17016_019MA,B17016_020E,B17016_020EA,B17016_020M,B17016_020MA,B17016_021E,B17016_021EA,B17016_021M,B17016_021MA,B17016_022E,B17016_022EA,B17016_022M,B17016_022MA,B17016_023E,B17016_023EA,B17016_023M,B17016_023MA,B17016_024E,B17016_024EA,B17016_024M,B17016_024MA,B17016_025E,B17016_025EA,B17016_025M,B17016_025MA,B17016_026E,B17016_026EA,B17016_026M,B17016_026MA,B17016_027E,B17016_027EA,B17016_027M,B17016_027MA,B17016_028E,B17016_028EA,B17016_028M,B17016_028MA,B17016_029E,B17016_029EA,B17016_029M,B17016_029MA,B17016_030E,B17016_030EA,B17016_030M,B17016_030MA,B17016_031E,B17016_031EA,B17016_031M,B17016_031MA,B17016_032E,B17016_032EA,B17016_032M,B17016_032MA,B17016_033E,B17016_033EA,B17016_033M,B17016_033MA,B17016_034E,B17016_034EA,B17016_034M,B17016_034MA,B17016_035E,B17016_035EA,B17016_035M,B17016_035MA,B17016_036E,B17016_036EA,B17016_036M,B17016_036MA,B17016_037E,B17016_037EA,B17016_037M,B17016_037MA,B17016_038E,B17016_038EA,B17016_038M,B17016_038MA,B17016_039E,B17016_039EA,B17016_039M,B17016_039MA,B17016_040E,B17016_040EA,B17016_040M,B17016_040MA,B17016_041E,B17016_041EA,B17016_041M,B17016_041MA,B17016_042E,B17016_042EA,B17016_042M,B17016_042MA,B17016_043E,B17016_043EA,B17016_043M,B17016_043MA,B17016_044E,B17016_044EA,B17016_044M,B17016_044MA,B17016_045E,B17016_045EA,B17016_045M,B17016_045MA,B17016_046E,B17016_046EA,B17016_046M,B17016_046MA,B17016_047E,B17016_047EA,B17016_047M,B17016_047MA,GEO_ID,NAME,state
1216612,null,11381,null,146323,null,5371,null,45070,null,3943,null,6960,null,1384,null,414,null,217,null,1883,null,583,null,4663,null,1214,null,11103,null,1711,null,1322,null,670,null,4391,null,1116,null,5390,null,1113,null,27007,null,3066,null,3270,null,967,null,5714,null,1404,null,18023,null,2252,null,101253,null,4694,null,12056,null,2130,null,1999,null,779,null,3527,null,1170,null,6530,null,1582,null,89197,null,4477,null,15857,null,2228,null,31832,null,2696,null,41508,null,3682,null,1070289,null,11368,null,841575,null,10754,null,503731,null,9555,null,273880,null,7236,null,109553,null,5233,null,120298,null,4923,null,126462,null,5657,null,60815,null,3519,null,31828,null,2993,null,33819,null,2637,null,211382,null,5414,null,59593,null,3856,null,25592,null,1831,null,126197,null,3611,null,228714,null,7852,null,59689,null,3966,null,38152,null,3262,null,9093,null,1544,null,12444,null,1378,null,169025,null,6589,null,95474,null,4737,null,28656,null,3346,null,44895,null,3230,null,0400000US01,Alabama,01
157273,null,3920,null,8981,null,1336,null,2280,null,554,null,283,null,192,null,0,null,240,null,100,null,101,null,183,null,157,null,1115,null,366,null,34,null,56,null,735,null,282,null,346,null,203,null,882,null,425,null,98,null,101,null,343,null,195,null,441,null,294,null,6701,null,1218,null,1875,null,672,null,44,null,62,null,1317,null,534,null,514,null,320,null,4826,null,1031,null,563,null,402,null,3037,null,839,null,1226,null,449,null,148292,null,3868,null,113901,null,3841,null,62986,null,3505,null,33026,null,2926,null,17987,null,2231,null,11973,null,1875,null,32214,null,2103,null,13676,null,1409,null,13106,null,1516,null,5432,null,966,null,18701,null,1676,null,6713,null,1345,null,4022,null,934,null,7966,null,1033,null,34391,null,2960,null,14138,null,1813,null,8850,null,1486,null,3944,null,1007,null,1344,null,422,null,20253,null,2261,null,11417,null,1469,null,5075,null,1313,null,3761,null,867,null,0400000US02,Alaska,02
1489192,null,13955,null,153967,null,7266,null,62919,null,4524,null,15559,null,2380,null,1036,null,590,null,2891,null,970,null,11632,null,2007,null,16329,null,2492,null,1929,null,915,null,4926,null,1465,null,9474,null,1642,null,31031,null,2754,null,5692,null,1586,null,4895,null,1101,null,20444,null,2540,null,91048,null,5431,null,16260,null,2417,null,3616,null,1069,null,7557,null,1612,null,5087,null,1227,null,74788,null,4573,null,14981,null,1981,null,29234,null,2827,null,30573,null,3294,null,1335225,null,13296,null,1044681,null,12716,null,563683,null,10522,null,286941,null,8466,null,137542,null,6361,null,139200,null,5564,null,184951,null,6621,null,87031,null,5367,null,51045,null,3444,null,46875,null,3302,null,296047,null,6844,null,73747,null,4166,null,31352,null,2819,null,190948,null,5354,null,290544,null,8142,null,100347,null,5319,null,73948,null,4733,null,16414,null,2200,null,9985,null,1430,null,190197,null,5936,null,121090,null,5171,null,33354,null,2099,null,35753,null,2851,null,0400000US04,Arizona,04
751956,null,8609,null,97661,null,5087,null,31847,null,2714,null,6702,null,1602,null,295,null,211,null,1650,null,991,null,4757,null,1069,null,8469,null,1298,null,816,null,437,null,4144,null,909,null,3509,null,822,null,16676,null,2096,null,3674,null,1099,null,3217,null,907,null,9785,null,1442,null,65814,null,4378,null,7416,null,1224,null,1863,null,608,null,3273,null,981,null,2280,null,645,null,58398,null,4207,null,12932,null,2164,null,24288,null,2440,null,21178,null,2361,null,654295,null,9443,null,521241,null,9443,null,288990,null,8092,null,165241,null,5677,null,67513,null,4337,null,56236,null,3796,null,87869,null,4441,null,43478,null,3399,null,22111,null,1905,null,22280,null,2062,null,144382,null,4378,null,39282,null,2968,null,17539,null,1680,null,87561,null,3313,null,133054,null,4238,null,38100,null,2902,null,24975,null,2521,null,6291,null,1241,null,6834,null,1223,null,94954,null,3991,null,57548,null,3730,null,15073,null,2094,null,22333,null,1858,null,0400000US05,Arkansas,05
8265877,null,24391,null,824961,null,17051,null,350161,null,10215,null,88464,null,5698,null,5946,null,1275,null,15123,null,2352,null,67395,null,4479,null,108246,null,5074,null,11123,null,1964,null,33959,null,3536,null,63164,null,3971,null,153451,null,6606,null,37447,null,3331,null,32075,null,3314,null,83929,null,4596,null,474800,null,12730,null,91870,null,4849,null,25369,null,3129,null,37443,null,3285,null,29058,null,2528,null,382930,null,11237,null,56163,null,3742,null,150832,null,6556,null,175935,null,8705,null,7440916,null,26807,null,5633384,null,24928,null,3248594,null,21359,null,1576119,null,18917,null,817597,null,13622,null,854878,null,12586,null,1132950,null,14231,null,535743,null,11215,null,341120,null,9624,null,256087,null,6863,null,1251840,null,16626,null,405082,null,9734,null,160693,null,6139,null,686065,null,9968,null,1807532,null,19617,null,611037,null,15079,null,408857,null,11774,null,121491,null,5702,null,80689,null,4877,null,1196495,null,14905,null,668319,null,12393,null,270072,null,8510,null,258104,null,7807,null,0400000US06,California,06
1208994,null,12292,null,94833,null,5799,null,42794,null,3810,null,9950,null,1828,null,1456,null,680,null,2653,null,756,null,5841,null,1562,null,14160,null,2207,null,1890,null,750,null,5026,null,1199,null,7244,null,1695,null,18684,null,2385,null,5789,null,1397,null,3713,null,1200,null,9182,null,1684,null,52039,null,4170,null,9248,null,1963,null,2413,null,964,null,4076,null,1356,null,2759,null,839,null,42791,null,3384,null,9361,null,1786,null,19880,null,2220,null,13550,null,2139,null,1114161,null,12813,null,903865,null,10480,null,550338,null,9548,null,291419,null,8555,null,151059,null,4831,null,107860,null,5171,null,185529,null,6556,null,92797,null,4744,null,56418,null,3518,null,36314,null,3005,null,167998,null,4435,null,50616,null,2701,null,22352,null,2148,null,95030,null,2955,null,210296,null,7862,null,70053,null,4108,null,51646,null,3633,null,11965,null,1737,null,6442,null,1236,null,140243,null,6356,null,87540,null,4851,null,31179,null,3147,null,21524,null,2001,null,0400000US08,Colorado,08
888825,null,8063,null,59375,null,4122,null,14920,null,1976,null,2992,null,963,null,371,null,314,null,526,null,384,null,2095,null,828,null,4405,null,1005,null,143,null,138,null,1948,null,749,null,2314,null,851,null,7523,null,1368,null,747,null,476,null,1448,null,705,null,5328,null,1238,null,44455,null,3583,null,5638,null,1380,null,1482,null,677,null,2611,null,961,null,1545,null,589,null,38817,null,3298,null,3292,null,1017,null,18376,null,2377,null,17149,null,2038,null,829450,null,7641,null,653964,null,8040,null,384241,null,6895,null,200321,null,6119,null,105555,null,4025,null,78365,null,3716,null,134104,null,5098,null,75322,null,3922,null,33451,null,2613,null,25331,null,1992,null,135619,null,4638,null,45729,null,3004,null,17800,null,1743,null,72090,null,3148,null,175486,null,7258,null,47993,null,3758,null,32610,null,3167,null,9369,null,1704,null,6014,null,1131,null,127493,null,6113,null,73721,null,4789,null,31649,null,3115,null,22123,null,1949,null,0400000US09,Connecticut,09
222044,null,4500,null,15264,null,2028,null,4575,null,1088,null,1355,null,746,null,0,null,263,null,204,null,229,null,1151,null,714,null,1284,null,647,null,238,null,276,null,248,null,206,null,798,null,476,null,1936,null,682,null,136,null,142,null,399,null,268,null,1401,null,592,null,10689,null,1745,null,1641,null,801,null,480,null,580,null,688,null,448,null,473,null,265,null,9048,null,1567,null,1719,null,846,null,3949,null,1041,null,3380,null,1069,null,206780,null,4632,null,158253,null,4041,null,91673,null,3673,null,52621,null,3367,null,19890,null,1973,null,19162,null,2023,null,26862,null,2191,null,12945,null,1429,null,7898,null,1205,null,6019,null,1026,null,39718,null,2049,null,8748,null,1290,null,5811,null,1183,null,25159,null,1510,null,48527,null,3404,null,13753,null,1820,null,8752,null,1567,null,2555,null,885,null,2446,null,934,null,34774,null,2797,null,22199,null,2128,null,6871,null,1436,null,5704,null,1118,null,0400000US10,Delaware,10
107365,null,3934,null,14675,null,1923,null,2125,null,895,null,558,null,512,null,0,null,296,null,70,null,117,null,488,null,495,null,377,null,377,null,0,null,296,null,62,null,105,null,315,null,366,null,1190,null,605,null,76,null,127,null,54,null,88,null,1060,null,586,null,12550,null,1842,null,1004,null,562,null,135,null,219,null,483,null,365,null,386,null,270,null,11546,null,1782,null,1087,null,657,null,3052,null,969,null,7407,null,1497,null,92690,null,3608,null,52314,null,3165,null,32723,null,2046,null,20528,null,1767,null,6390,null,1017,null,5805,null,1192,null,9558,null,1844,null,4404,null,1040,null,2384,null,779,null,2770,null,929,null,10033,null,1308,null,2932,null,889,null,1345,null,470,null,5756,null,937,null,40376,null,2455,null,8939,null,1375,null,6438,null,1279,null,1278,null,646,null,1223,null,543,null,31437,null,2517,null,16782,null,1922,null,6478,null,1441,null,8177,null,1350,null,0400000US11,District of Columbia,11
4577227,null,27336,null,433289,null,12273,null,175428,null,7483,null,32658,null,2955,null,2683,null,930,null,6467,null,1399,null,23508,null,2738,null,42125,null,3579,null,5388,null,1506,null,14869,null,1786,null,21868,null,2349,null,100645,null,5704,null,15943,null,2599,null,11704,null,1902,null,72998,null,5147,null,257861,null,10672,null,43588,null,4287,null,10050,null,1855,null,16099,null,2336,null,17439,null,2278,null,214273,null,8857,null,43593,null,4183,null,84106,null,5648,null,86574,null,5724,null,4143938,null,25186,null,3196740,null,23962,null,1667762,null,19281,null,922207,null,15571,null,372287,null,10281,null,373268,null,11263,null,566625,null,11469,null,270318,null,8245,null,151415,null,5950,null,144892,null,5868,null,962353,null,13199,null,215377,null,7818,null,101357,null,5134,null,645619,null,9991,null,947198,null,16879,null,285773,null,10506,null,194111,null,8370,null,54012,null,4218,null,37650,null,3483,null,661425,null,12514,null,402695,null,10078,null,124799,null,5683,null,133931,null,5347,null,0400000US12,Florida,12
