C24010A_001E,C24010A_001EA,C24010A_001M,C24010A_001MA,C24010A_002E,C24010A_002EA,C24010A_002M,C24010A_002MA,C24010A_003E,C24010A_003EA,C24010A_003M,C24010A_003MA,C24010A_004E,C24010A_004EA,C24010A_004M,C24010A_004MA,C24010A_005E,C24010A_005EA,C24010A_005M,C24010A_005MA,C24010A_006E,C24010A_006EA,C24010A_006M,C24010A_006MA,C24010A_007E,C24010A_007EA,C24010A_007M,C24010A_007MA,C24010A_008E,C24010A_008EA,C24010A_008M,C24010A_008MA,C24010A_009E,C24010A_009EA,C24010A_009M,C24010A_009MA,C24010A_010E,C24010A_010EA,C24010A_010M,C24010A_010MA,C24010A_011E,C24010A_011EA,C24010A_011M,C24010A_011MA,C24010A_012E,C24010A_012EA,C24010A_012M,C24010A_012MA,C24010A_013E,C24010A_013EA,C24010A_013M,C24010A_013MA,C24010A_014E,C24010A_014EA,C24010A_014M,C24010A_014MA,C24010A_015E,C24010A_015EA,C24010A_015M,C24010A_015MA,GEO_ID,NAME,state
1844199,null,12422,null,974680,null,7727,null,426327,null,7418,null,109678,null,5004,null,154874,null,6362,null,3999,null,1076,null,175906,null,6056,null,103896,null,5097,null,869519,null,8288,null,417130,null,8975,null,137287,null,5978,null,281643,null,7348,null,1623,null,607,null,6103,null,1264,null,25733,null,2753,null,0400000US24,Maryland,24
2858025,null,17096,null,1460287,null,10590,null,583398,null,8543,null,192310,null,7377,null,276155,null,8643,null,4568,null,1121,null,214165,null,7402,null,189691,null,7685,null,1397738,null,11766,null,652888,null,11555,null,234932,null,9599,null,452772,null,10252,null,817,null,379,null,5900,null,1371,null,50429,null,4351,null,0400000US25,Massachusetts,25
3810349,null,17773,null,2009815,null,11629,null,643435,null,9681,null,250116,null,7324,null,348340,null,7452,null,13916,null,1447,null,302931,null,7790,null,451077,null,8596,null,1800534,null,11627,null,650497,null,8956,null,379427,null,8822,null,630221,null,10111,null,4237,null,849,null,10251,null,1485,null,125901,null,5148,null,0400000US26,Michigan,26
2560729,null,11004,null,1331600,null,7495,null,466855,null,6873,null,142950,null,4338,null,243111,null,6722,null,14906,null,1377,null,206995,null,5804,null,256783,null,6378,null,1229129,null,7734,null,510927,null,7269,null,233208,null,6974,null,406695,null,7497,null,3594,null,858,null,6702,null,1061,null,68003,null,3592,null,0400000US27,Minnesota,27
807720,null,9790,null,444485,null,6523,null,132284,null,4700,null,47206,null,4010,null,69233,null,4879,null,5381,null,1346,null,100709,null,5432,null,89672,null,4343,null,363235,null,6138,null,146475,null,4679,null,56752,null,3755,null,136016,null,4611,null,427,null,287,null,3790,null,1167,null,19775,null,2067,null,0400000US28,Mississippi,28
2495593,null,13266,null,1308199,null,9008,null,403833,null,7877,null,161342,null,6275,null,225710,null,7010,null,13921,null,1737,null,242079,null,7463,null,261314,null,7719,null,1187394,null,8588,null,459595,null,7756,null,226145,null,6872,null,418432,null,8089,null,2312,null,735,null,8623,null,1667,null,72287,null,4526,null,0400000US29,Missouri,29
446800,null,5974,null,236564,null,3918,null,73637,null,3447,null,29934,null,3208,null,37898,null,3180,null,5718,null,1056,null,49891,null,3231,null,39486,null,2956,null,210236,null,3652,null,78800,null,3434,null,46432,null,3172,null,74781,null,3766,null,919,null,323,null,1409,null,491,null,7895,null,1357,null,0400000US30,Montana,30
869704,null,6709,null,455889,null,4607,null,148362,null,4452,null,49555,null,3115,null,78738,null,4583,null,12084,null,1313,null,75918,null,3942,null,91232,null,4024,null,413815,null,5028,null,155218,null,4312,null,85755,null,3802,null,146050,null,5103,null,1633,null,517,null,1810,null,580,null,23349,null,2257,null,0400000US31,Nebraska,31
997037,null,10423,null,556576,null,7344,null,138334,null,5281,null,125389,null,6754,null,94407,null,5008,null,1319,null,747,null,124400,null,6799,null,72727,null,4728,null,440461,null,7451,null,142244,null,6266,null,114720,null,5159,null,159606,null,5743,null,342,null,233,null,4033,null,1199,null,19516,null,2408,null,0400000US32,Nevada,32
686969,null,7152,null,359197,null,4848,null,130770,null,5069,null,44358,null,3573,null,65659,null,3441,null,1771,null,553,null,61271,null,3646,null,55368,null,3413,null,327772,null,4282,null,136575,null,3710,null,59574,null,3656,null,109829,null,4579,null,1017,null,566,null,1757,null,837,null,19020,null,2517,null,0400000US33,New Hampshire,33
3173025,null,15733,null,1692090,null,10266,null,632981,null,11300,null,221378,null,7977,null,335822,null,8199,null,4061,null,1333,null,267934,null,8955,null,229914,null,7559,null,1480935,null,10927,null,651880,null,10421,null,234983,null,7992,null,528246,null,10056,null,865,null,570,null,5930,null,1542,null,59031,null,4372,null,0400000US34,New Jersey,34
681608,null,9897,null,358771,null,6226,null,116791,null,4386,null,49302,null,3395,null,57124,null,3884,null,6216,null,1486,null,73603,null,4765,null,55735,null,4309,null,322837,null,6675,null,132407,null,4827,null,66666,null,4588,null,108554,null,5439,null,1247,null,819,null,2134,null,882,null,11829,null,1721,null,0400000US35,New Mexico,35
6561618,null,31250,null,3456269,null,20615,null,1283758,null,17844,null,508097,null,12584,null,660951,null,15426,null,16281,null,2004,null,507855,null,10671,null,479327,null,10004,null,3105349,null,17885,null,1382019,null,15886,null,535668,null,11721,null,1043050,null,13252,null,4033,null,876,null,12492,null,1793,null,128087,null,6081,null,0400000US36,New York,36
3196054,null,18472,null,1702913,null,11108,null,560996,null,10396,null,185772,null,7259,null,305601,null,8344,null,13582,null,2038,null,339407,null,9856,null,297555,null,9799,null,1493141,null,12529,null,633129,null,10100,null,252581,null,7547,null,505541,null,11025,null,2473,null,903,null,10344,null,1675,null,89073,null,5336,null,0400000US37,North Carolina,37
326259,null,3968,null,173628,null,2522,null,56636,null,2488,null,17098,null,2005,null,29539,null,2411,null,4767,null,667,null,33288,null,2582,null,32300,null,2446,null,152631,null,2755,null,57821,null,2662,null,36542,null,1901,null,49390,null,2673,null,886,null,354,null,798,null,332,null,7194,null,964,null,0400000US38,North Dakota,38
4818793,null,21062,null,2525170,null,12685,null,781863,null,12529,null,305452,null,8609,null,426655,null,10475,null,14643,null,2238,null,396566,null,10027,null,599991,null,11216,null,2293623,null,15262,null,851177,null,11732,null,459082,null,10185,null,790802,null,14422,null,3244,null,808,null,12628,null,1512,null,176690,null,6367,null,0400000US39,Ohio,39
1343885,null,9780,null,724220,null,6239,null,217134,null,5744,null,82648,null,4731,null,120950,null,4829,null,6701,null,1317,null,152687,null,5025,null,144100,null,5822,null,619665,null,6941,null,228085,null,6775,null,125705,null,5148,null,227890,null,5813,null,1432,null,522,null,5428,null,1046,null,31125,null,2933,null,0400000US40,Oklahoma,40
1619364,null,12792,null,857389,null,8863,null,281010,null,7793,null,109879,null,5863,null,149534,null,6283,null,18486,null,2198,null,139272,null,5653,null,159208,null,6499,null,761975,null,8513,null,289544,null,6931,null,155895,null,6052,null,267320,null,8074,null,4115,null,1092,null,4702,null,970,null,40399,null,3273,null,0400000US41,Oregon,41
5234900,null,19017,null,2772047,null,13514,null,905022,null,11624,null,317396,null,7445,null,487697,null,9400,null,18848,null,2912,null,460040,null,8731,null,583044,null,8975,null,2462853,null,11943,null,956195,null,11787,null,471655,null,9026,null,871977,null,11538,null,4951,null,989,null,13151,null,2050,null,144924,null,4566,null,0400000US42,Pennsylvania,42
448813,null,6930,null,224930,null,4653,null,78468,null,3839,null,33868,null,3604,null,41088,null,3215,null,791,null,534,null,34032,null,2603,null,36683,null,3116,null,223883,null,4735,null,91709,null,4347,null,41362,null,3455,null,77920,null,3836,null,444,null,377,null,1298,null,619,null,11150,null,1867,null,0400000US44,Rhode Island,44
1434811,null,11681,null,778379,null,7815,null,247293,null,7159,null,93724,null,5677,null,136542,null,5354,null,4741,null,1108,null,158255,null,6279,null,137824,null,5214,null,656432,null,9207,null,266226,null,7951,null,113302,null,5274,null,237369,null,7005,null,682,null,453,null,4360,null,1222,null,34493,null,2745,null,0400000US45,South Carolina,45
390863,null,4610,null,204327,null,2862,null,66365,null,3218,null,21585,null,1757,null,37432,null,2797,null,6270,null,945,null,35200,null,2791,null,37475,null,2689,null,186536,null,3159,null,69458,null,3375,null,42020,null,2867,null,61613,null,3162,null,806,null,374,null,1287,null,578,null,11352,null,1679,null,0400000US46,South Dakota,46
2368265,null,12564,null,1284774,null,9082,null,392160,null,8483,null,149935,null,6179,null,227269,null,7012,null,9768,null,1704,null,238508,null,8986,null,267134,null,7974,null,1083491,null,10054,null,407111,null,8990,null,200582,null,6919,null,387240,null,8362,null,1455,null,564,null,8066,null,1386,null,79037,null,3944,null,0400000US47,Tennessee,47
8609893,null,33279,null,4806071,null,18093,null,1528374,null,16470,null,585215,null,14924,null,865461,null,14904,null,38803,null,3451,null,978473,null,16915,null,809745,null,15128,null,3803822,null,23501,null,1488833,null,19100,null,736821,null,14194,null,1376040,null,16894,null,6416,null,1490,null,24141,null,2976,null,171571,null,7391,null,0400000US48,Texas,48
1208355,null,8984,null,674694,null,6196,null,234729,null,7034,null,77638,null,4955,null,131027,null,4385,null,3681,null,990,null,116435,null,5998,null,111184,null,5645,null,533661,null,7767,null,191361,null,6689,null,102776,null,5045,null,202727,null,5619,null,676,null,351,null,2903,null,785,null,33218,null,3316,null,0400000US49,Utah,49
329418,null,4211,null,167617,null,2621,null,54602,null,2904,null,23372,null,2015,null,27677,null,2161,null,3140,null,727,null,32402,null,2231,null,26424,null,2059,null,161801,null,2880,null,69585,null,2823,null,30729,null,2049,null,51020,null,2871,null,700,null,290,null,882,null,494,null,8885,null,1332,null,0400000US50,Vermont,50
2799732,null,15072,null,1481360,null,11080,null,617162,null,8509,null,163713,null,5660,null,230941,null,8053,null,9396,null,1570,null,261539,null,8229,null,198609,null,7593,null,1318372,null,8476,null,604483,null,8990,null,216903,null,7403,null,428159,null,9224,null,1899,null,634,null,9548,null,1960,null,57380,null,3984,null,0400000US51,Virginia,51
2637145,null,16058,null,1405344,null,10053,null,516706,null,9159,null,166490,null,5855,null,240387,null,8576,null,20188,null,2402,null,239089,null,6902,null,222484,null,7336,null,1231801,null,11125,null,503856,null,10289,null,245575,null,7354,null,412253,null,9297,null,4860,null,1576,null,10315,null,1272,null,54942,null,3556,null,0400000US53,Washington,53
746878,null,9078,null,395707,null,6118,null,94025,null,3899,null,49192,null,3385,null,56852,null,3857,null,4034,null,1204,null,99451,null,4799,null,92153,null,4595,null,351171,null,5976,null,128257,null,5333,null,84079,null,4625,null,122909,null,5081,null,375,null,345,null,1430,null,640,null,14121,null,1593,null,0400000US54,West Virginia,54
2709688,null,11934,null,1421018,null,7871,null,420743,null,7990,null,156396,null,5851,null,225978,null,6394,null,19079,null,1482,null,233388,null,6134,null,365434,null,7682,null,1288670,null,7877,null,477829,null,8180,null,248531,null,6654,null,437393,null,7587,null,6286,null,1169,null,6783,null,1157,null,111848,null,4505,null,0400000US55,Wisconsin,55
265961,null,4318,null,145481,null,2849,null,37669,null,2390,null,15226,null,1605,null,20687,null,2006,null,3398,null,939,null,39855,null,2740,null,28646,null,2425,null,120480,null,2813,null,42634,null,2836,null,26269,null,2477,null,43361,null,2457,null,1112,null,654,null,1899,null,616,null,5205,null,1031,null,0400000US56,Wyoming,56
928873,null,14388,null,499507,null,8527,null,124101,null,5574,null,96069,null,5713,null,99515,null,4689,null,7497,null,1280,null,87527,null,4170,null,84798,null,4785,null,429366,null,9134,null,168045,null,6561,null,75271,null,3861,null,157077,null,6745,null,425,null,310,null,2488,null,933,null,26060,null,2772,null,0400000US72,Puerto Rico,72
