C24010A_001E,C24010A_001EA,C24010A_001M,C24010A_001MA,C24010A_002E,C24010A_002EA,C24010A_002M,C24010A_002MA,C24010A_003E,C24010A_003EA,C24010A_003M,C24010A_003MA,C24010A_004E,C24010A_004EA,C24010A_004M,C24010A_004MA,C24010A_005E,C24010A_005EA,C24010A_005M,C24010A_005MA,C24010A_006E,C24010A_006EA,C24010A_006M,C24010A_006MA,C24010A_007E,C24010A_007EA,C24010A_007M,C24010A_007MA,C24010A_008E,C24010A_008EA,C24010A_008M,C24010A_008MA,C24010A_009E,C24010A_009EA,C24010A_009M,C24010A_009MA,C24010A_010E,C24010A_010EA,C24010A_010M,C24010A_010MA,C24010A_011E,C24010A_011EA,C24010A_011M,C24010A_011MA,C24010A_012E,C24010A_012EA,C24010A_012M,C24010A_012MA,C24010A_013E,C24010A_013EA,C24010A_013M,C24010A_013MA,C24010A_014E,C24010A_014EA,C24010A_014M,C24010A_014MA,C24010A_015E,C24010A_015EA,C24010A_015M,C24010A_015MA,GEO_ID,NAME,state
1523852,null,12002,null,834199,null,8727,null,247342,null,7398,null,81462,null,4888,null,147186,null,5663,null,6901,null,1600,null,175571,null,7077,null,175737,null,6375,null,689653,null,7711,null,265225,null,5885,null,114726,null,6208,null,255587,null,6986,null,1498,null,710,null,6093,null,1207,null,46524,null,3143,null,0400000US01,Alabama,01
251126,null,4475,null,136134,null,3833,null,45174,null,2723,null,16596,null,2110,null,19265,null,2365,null,1629,null,598,null,33369,null,3220,null,20101,null,2273,null,114992,null,2857,null,51131,null,2419,null,19418,null,2327,null,40046,null,2436,null,251,null,214,null,911,null,527,null,3235,null,973,null,0400000US02,Alaska,02
2416689,null,19712,null,1321368,null,13335,null,411989,null,10066,null,211668,null,9594,null,267788,null,9540,null,5420,null,1288,null,253515,null,9279,null,170988,null,7746,null,1095321,null,12589,null,417431,null,10430,null,228176,null,8767,null,399855,null,9418,null,2836,null,984,null,7953,null,1418,null,39070,null,3217,null,0400000US04,Arizona,04
1031772,null,10405,null,549406,null,8294,null,147586,null,6442,null,57144,null,3822,null,101210,null,4587,null,10158,null,1465,null,103581,null,4742,null,129727,null,5690,null,482366,null,6373,null,176075,null,6425,null,93449,null,4944,null,173791,null,5548,null,1350,null,522,null,2456,null,781,null,35245,null,3526,null,0400000US05,Arkansas,05
10907982,null,44635,null,6012350,null,28751,null,2169923,null,22815,null,841118,null,14382,null,1104476,null,18494,null,119665,null,8696,null,928294,null,15946,null,848874,null,15205,null,4895632,null,26071,null,2017699,null,19882,null,938755,null,16397,null,1655852,null,18559,null,41218,null,3403,null,23587,null,2951,null,218521,null,8197,null,0400000US06,California,06
2246387,null,12608,null,1225212,null,9285,null,461314,null,8449,null,152684,null,7257,null,210060,null,6978,null,8484,null,1713,null,230719,null,8160,null,161951,null,7413,null,1021175,null,9266,null,424786,null,8882,null,201227,null,7179,null,348016,null,8964,null,2565,null,844,null,8378,null,1467,null,36203,null,2849,null,0400000US08,Colorado,08
1472130,null,12609,null,771225,null,8059,null,308356,null,7665,null,98094,null,5818,null,138108,null,5551,null,2060,null,823,null,113672,null,5820,null,110935,null,5819,null,700905,null,7078,null,310381,null,6626,null,119358,null,5858,null,236166,null,6915,null,662,null,388,null,2764,null,829,null,31574,null,3301,null,0400000US09,Connecticut,09
314019,null,6054,null,164395,null,3473,null,55428,null,2814,null,21535,null,2441,null,31272,null,2787,null,886,null,488,null,31637,null,2479,null,23637,null,2376,null,149624,null,3803,null,63423,null,3379,null,26159,null,2472,null,54201,null,3593,null,119,null,158,null,582,null,293,null,5140,null,1185,null,0400000US10,Delaware,10
144414,null,3377,null,74701,null,2213,null,56424,null,1968,null,6422,null,1434,null,8545,null,1520,null,0,null,296,null,2605,null,893,null,705,null,512,null,69713,null,2236,null,50531,null,2238,null,6617,null,1360,null,12483,null,1789,null,0,null,296,null,0,null,296,null,82,null,138,null,0400000US11,District of Columbia,11
6602882,null,30354,null,3533078,null,21717,null,1138230,null,15693,null,537750,null,11002,null,710324,null,13924,null,39888,null,12217,null,674485,null,15794,null,432401,null,12370,null,3069804,null,19881,null,1144333,null,15947,null,602683,null,12863,null,1183829,null,16000,null,8756,null,1895,null,23187,null,2544,null,107016,null,6274,null,0400000US12,Florida,12
2930797,null,20221,null,1603033,null,14815,null,564454,null,10507,null,173628,null,7948,null,292593,null,8585,null,12120,null,2167,null,297404,null,10645,null,262834,null,9792,null,1327764,null,11462,null,560006,null,9373,null,210024,null,8514,null,476957,null,11325,null,2707,null,941,null,8256,null,1307,null,69814,null,4513,null,0400000US13,Georgia,13
171120,null,5736,null,93194,null,3520,null,38950,null,2868,null,15023,null,2726,null,16042,null,2167,null,919,null,571,null,15258,null,2146,null,7002,null,1327,null,77926,null,3173,null,34418,null,2539,null,18981,null,2310,null,22389,null,2123,null,341,null,254,null,324,null,398,null,1473,null,615,null,0400000US15,Hawaii,15
680685,null,7624,null,373497,null,5776,null,116536,null,5133,null,43280,null,3730,null,58365,null,3660,null,13714,null,1914,null,73130,null,4129,null,68472,null,3975,null,307188,null,5495,null,105376,null,4535,null,67527,null,4359,null,111358,null,5026,null,2023,null,669,null,2302,null,848,null,18602,null,2327,null,0400000US16,Idaho,16
4828196,null,20681,null,2591132,null,14101,null,882944,null,12711,null,307080,null,8845,null,479357,null,10106,null,13843,null,1848,null,412149,null,9514,null,495759,null,9635,null,2237064,null,13859,null,893986,null,10257,null,410524,null,9297,null,787822,null,11142,null,3135,null,937,null,10799,null,1545,null,130798,null,5092,null,0400000US17,Illinois,17
2725218,null,13329,null,1448114,null,8494,null,424912,null,9710,null,161803,null,6407,null,236391,null,5959,null,9554,null,1771,null,253955,null,7481,null,361499,null,8425,null,1277104,null,10261,null,460222,null,8056,null,256033,null,6980,null,435524,null,8929,null,2516,null,805,null,6721,null,1216,null,116088,null,4741,null,0400000US18,Indiana,18
1504987,null,8902,null,782365,null,5940,null,234841,null,6064,null,86911,null,5142,null,126674,null,4718,null,14020,null,1330,null,127451,null,4556,null,192468,null,4936,null,722622,null,6422,null,262805,null,6805,null,154866,null,4920,null,246131,null,6524,null,2372,null,729,null,3782,null,858,null,52666,null,3326,null,0400000US19,Iowa,19
1278092,null,8334,null,676326,null,6165,null,224105,null,5222,null,74635,null,3778,null,118626,null,4984,null,9111,null,1433,null,118107,null,5500,null,131742,null,5959,null,601766,null,6580,null,242305,null,6417,null,119526,null,4645,null,200802,null,6095,null,1006,null,319,null,4364,null,933,null,33763,null,2654,null,0400000US20,Kansas,20
1715060,null,13017,null,899199,null,7989,null,240423,null,6088,null,99932,null,4819,null,154353,null,5420,null,8549,null,1521,null,174973,null,7250,null,220969,null,7271,null,815861,null,9057,null,293915,null,7674,null,160341,null,6617,null,289580,null,7891,null,1364,null,678,null,5586,null,1302,null,65075,null,4149,null,0400000US21,Kentucky,21
1359235,null,11333,null,746021,null,7310,null,225172,null,6557,null,79635,null,4694,null,120467,null,4907,null,7648,null,1342,null,183755,null,7401,null,129344,null,5009,null,613214,null,8498,null,244060,null,5989,null,105612,null,5758,null,236673,null,6508,null,808,null,395,null,5696,null,1298,null,20365,null,2368,null,0400000US22,Louisiana,22
644453,null,7822,null,327762,null,4653,null,91822,null,4449,null,41371,null,3378,null,57382,null,3518,null,8875,null,1228,null,63186,null,3961,null,65126,null,3603,null,316691,null,5318,null,120544,null,4187,null,73376,null,3869,null,104026,null,3990,null,1036,null,442,null,1642,null,574,null,16067,null,1874,null,0400000US23,Maine,23
