C15002D_001E,C15002D_001EA,C15002D_001M,C15002D_001MA,C15002D_002E,C15002D_002EA,C15002D_002M,C15002D_002MA,C15002D_003E,C15002D_003EA,C15002D_003M,C15002D_003MA,C15002D_004E,C15002D_004EA,C15002D_004M,C15002D_004MA,C15002D_005E,C15002D_005EA,C15002D_005M,C15002D_005MA,C15002D_006E,C15002D_006EA,C15002D_006M,C15002D_006MA,C15002D_007E,C15002D_007EA,C15002D_007M,C15002D_007MA,C15002D_008E,C15002D_008EA,C15002D_008M,C15002D_008MA,C15002D_009E,C15002D_009EA,C15002D_009M,C15002D_009MA,C15002D_010E,C15002D_010EA,C15002D_010M,C15002D_010MA,C15002D_011E,C15002D_011EA,C15002D_011M,C15002D_011MA,GEO_ID,NAME,state
28911,null,2416,null,12329,null,1327,null,1207,null,522,null,1565,null,846,null,2231,null,820,null,7326,null,1184,null,16582,null,1559,null,1895,null,680,null,4579,null,1130,null,2831,null,914,null,7277,null,1022,null,0400000US01,Alabama,01
21650,null,1427,null,9827,null,1102,null,1494,null,535,null,2305,null,646,null,3738,null,692,null,2290,null,771,null,11823,null,689,null,2428,null,597,null,2802,null,742,null,3915,null,796,null,2678,null,608,null,0400000US02,Alaska,02
106614,null,2626,null,48446,null,1548,null,4452,null,1123,null,6511,null,1375,null,11237,null,1755,null,26246,null,2186,null,58168,null,2136,null,8663,null,1180,null,9032,null,1334,null,13144,null,2038,null,27329,null,2312,null,0400000US04,Arizona,04
18122,null,1341,null,8227,null,924,null,1332,null,441,null,1655,null,562,null,1551,null,670,null,3689,null,1131,null,9895,null,1002,null,1754,null,572,null,2372,null,750,null,1832,null,709,null,3937,null,757,null,0400000US05,Arkansas,05
3184484,null,7403,null,1488470,null,5231,null,188938,null,7019,null,206511,null,7872,null,356377,null,10134,null,736644,null,11840,null,1696014,null,4444,null,290441,null,7937,null,254746,null,7482,null,380000,null,9333,null,770827,null,11586,null,0400000US06,California,06
86462,null,2257,null,37981,null,1769,null,5491,null,1152,null,4921,null,1133,null,8314,null,1378,null,19255,null,1721,null,48481,null,1435,null,8090,null,1251,null,9218,null,1405,null,9374,null,1562,null,21799,null,1543,null,0400000US08,Colorado,08
79355,null,1461,null,39357,null,960,null,3271,null,930,null,5852,null,1432,null,4658,null,984,null,25576,null,1571,null,39998,null,915,null,5619,null,1049,null,4901,null,1065,null,4653,null,1091,null,24825,null,1538,null,0400000US09,Connecticut,09
17305,null,774,null,7964,null,493,null,747,null,565,null,634,null,270,null,520,null,406,null,6063,null,891,null,9341,null,467,null,917,null,529,null,1595,null,503,null,1116,null,322,null,5713,null,758,null,0400000US10,Delaware,10
13615,null,593,null,5757,null,548,null,133,null,205,null,810,null,437,null,246,null,284,null,4568,null,778,null,7858,null,263,null,1149,null,571,null,760,null,530,null,286,null,265,null,5663,null,570,null,0400000US11,District of Columbia,11
289331,null,3480,null,129450,null,2676,null,14890,null,1959,null,25018,null,3533,null,26557,null,2874,null,62985,null,3648,null,159881,null,2318,null,29844,null,2369,null,33399,null,2881,null,32492,null,2737,null,64146,null,3149,null,0400000US12,Florida,12
180653,null,2998,null,84993,null,1879,null,10234,null,1785,null,15897,null,2555,null,12626,null,1751,null,46236,null,3271,null,95660,null,2005,null,15730,null,1946,null,20233,null,2256,null,18065,null,2189,null,41632,null,2776,null,0400000US13,Georgia,13
391451,null,5405,null,177679,null,3378,null,23063,null,2270,null,51197,null,3454,null,51474,null,3059,null,51945,null,3149,null,213772,null,3465,null,29761,null,2298,null,61948,null,3316,null,60358,null,3311,null,61705,null,3979,null,0400000US15,Hawaii,15
11542,null,1123,null,5020,null,676,null,815,null,366,null,862,null,392,null,914,null,421,null,2429,null,577,null,6522,null,952,null,1134,null,433,null,755,null,362,null,1692,null,592,null,2941,null,781,null,0400000US16,Idaho,16
375283,null,2976,null,181062,null,1911,null,13773,null,1503,null,18139,null,2541,null,32724,null,2933,null,116426,null,3595,null,194221,null,1974,null,20934,null,2120,null,24089,null,2643,null,32454,null,3373,null,116744,null,3599,null,0400000US17,Illinois,17
52900,null,1982,null,24810,null,1502,null,2674,null,769,null,2764,null,798,null,2382,null,734,null,16990,null,1244,null,28090,null,1389,null,3748,null,910,null,5649,null,1016,null,4292,null,945,null,14401,null,1444,null,0400000US18,Indiana,18
27694,null,1810,null,13262,null,1467,null,2064,null,661,null,2169,null,725,null,2299,null,827,null,6730,null,1050,null,14432,null,963,null,2591,null,714,null,2820,null,779,null,2088,null,501,null,6933,null,1011,null,0400000US19,Iowa,19
37702,null,1550,null,18187,null,1158,null,1952,null,634,null,2208,null,701,null,3194,null,805,null,10833,null,1101,null,19515,null,923,null,3579,null,849,null,3920,null,1060,null,2874,null,906,null,9142,null,1089,null,0400000US20,Kansas,20
27662,null,2865,null,13138,null,2145,null,653,null,444,null,2835,null,1064,null,2133,null,1276,null,7517,null,1052,null,14524,null,1239,null,1703,null,704,null,3230,null,792,null,3010,null,918,null,6581,null,1170,null,0400000US21,Kentucky,21
42536,null,2373,null,20594,null,1520,null,5621,null,1282,null,4032,null,1359,null,2374,null,842,null,8567,null,1432,null,21942,null,1527,null,7421,null,1487,null,4403,null,1025,null,3629,null,890,null,6489,null,1242,null,0400000US22,Louisiana,22
6785,null,702,null,2615,null,642,null,505,null,315,null,362,null,165,null,341,null,193,null,1407,null,487,null,4170,null,569,null,953,null,472,null,1150,null,584,null,846,null,417,null,1221,null,448,null,0400000US23,Maine,23
197766,null,2082,null,92551,null,1575,null,6797,null,1696,null,10224,null,1920,null,13206,null,2093,null,62324,null,2621,null,105215,null,1294,null,14537,null,1871,null,16355,null,2137,null,14597,null,1812,null,59726,null,2615,null,0400000US24,Maryland,24
211722,null,1959,null,102331,null,1220,null,14672,null,1788,null,13799,null,1892,null,11564,null,1415,null,62296,null,2705,null,109391,null,1321,null,20588,null,2149,null,18102,null,2593,null,12872,null,1819,null,57829,null,3109,null,0400000US25,Massachusetts,25
150231,null,2183,null,72162,null,1677,null,6892,null,1372,null,7223,null,1258,null,9622,null,1397,null,48425,null,1942,null,78069,null,1543,null,11749,null,1772,null,9762,null,1504,null,13815,null,1790,null,42743,null,1814,null,0400000US26,Michigan,26
105817,null,2223,null,49712,null,1283,null,8289,null,1386,null,8410,null,1221,null,9867,null,1433,null,23146,null,1988,null,56105,null,1513,null,14165,null,1657,null,10174,null,1478,null,11479,null,1409,null,20287,null,1561,null,0400000US27,Minnesota,27
14043,null,2089,null,5300,null,1065,null,1052,null,759,null,770,null,433,null,1025,null,548,null,2453,null,583,null,8743,null,1344,null,2168,null,724,null,1522,null,609,null,1501,null,656,null,3552,null,1382,null,0400000US28,Mississippi,28
53937,null,1825,null,24561,null,1395,null,2567,null,885,null,3586,null,941,null,3672,null,849,null,14736,null,1529,null,29376,null,1202,null,6121,null,859,null,5756,null,1158,null,4964,null,961,null,12535,null,1074,null,0400000US29,Missouri,29
3457,null,609,null,1374,null,506,null,351,null,253,null,146,null,188,null,293,null,166,null,584,null,383,null,2083,null,510,null,367,null,190,null,473,null,269,null,305,null,197,null,938,null,415,null,0400000US30,Montana,30
16101,null,1197,null,8344,null,864,null,1592,null,975,null,1104,null,686,null,1653,null,641,null,3995,null,901,null,7757,null,866,null,1725,null,579,null,1649,null,631,null,887,null,367,null,3496,null,744,null,0400000US31,Nebraska,31
114958,null,1892,null,50954,null,1183,null,3370,null,897,null,11225,null,1748,null,16472,null,2086,null,19887,null,1778,null,64004,null,1415,null,6682,null,1165,null,13457,null,1457,null,19731,null,2099,null,24134,null,1867,null,0400000US32,Nevada,32
17052,null,1126,null,7542,null,883,null,393,null,255,null,708,null,375,null,872,null,500,null,5569,null,894,null,9510,null,730,null,1853,null,683,null,1095,null,427,null,1686,null,573,null,4876,null,751,null,0400000US33,New Hampshire,33
458510,null,2768,null,224879,null,1839,null,13703,null,1949,null,22164,null,2978,null,28563,null,2568,null,160449,null,4014,null,233631,null,1758,null,23765,null,1950,null,33129,null,3256,null,30981,null,2476,null,145756,null,3828,null,0400000US34,New Jersey,34
18762,null,1171,null,8051,null,859,null,1921,null,659,null,685,null,363,null,1132,null,482,null,4313,null,1006,null,10711,null,915,null,1922,null,657,null,1986,null,717,null,2418,null,705,null,4385,null,886,null,0400000US35,New Mexico,35
938909,null,5573,null,456174,null,3175,null,96003,null,4879,null,82030,null,5106,null,66034,null,4660,null,212107,null,6252,null,482735,null,3868,null,115206,null,4100,null,85086,null,4877,null,65536,null,3376,null,216907,null,5834,null,0400000US36,New York,36
109265,null,2718,null,50803,null,1833,null,6939,null,1605,null,7292,null,1569,null,7197,null,1273,null,29375,null,2566,null,58462,null,2084,null,9820,null,1827,null,9655,null,1357,null,10175,null,1801,null,28812,null,2127,null,0400000US37,North Carolina,37
2758,null,949,null,1182,null,555,null,0,null,208,null,38,null,56,null,169,null,165,null,975,null,514,null,1576,null,579,null,300,null,205,null,441,null,369,null,139,null,158,null,696,null,511,null,0400000US38,North Dakota,38
118725,null,2344,null,56471,null,1855,null,4633,null,986,null,7652,null,1905,null,5996,null,1372,null,38190,null,2653,null,62254,null,1773,null,9601,null,1598,null,9116,null,1445,null,8560,null,1450,null,34977,null,2381,null,0400000US39,Ohio,39
38999,null,1571,null,17414,null,1086,null,2852,null,782,null,2759,null,980,null,2470,null,796,null,9333,null,1196,null,21585,null,1329,null,4822,null,912,null,4900,null,925,null,3569,null,969,null,8294,null,1300,null,0400000US40,Oklahoma,40
89683,null,2175,null,39816,null,1500,null,4499,null,1092,null,5921,null,1224,null,9501,null,1488,null,19895,null,1973,null,49867,null,1522,null,8499,null,1345,null,8959,null,1488,null,11265,null,1692,null,21144,null,2104,null,0400000US41,Oregon,41
191993,null,2418,null,91960,null,1811,null,12486,null,1438,null,15151,null,2089,null,12378,null,1636,null,51945,null,2486,null,100033,null,1748,null,20534,null,1925,null,16642,null,2282,null,13433,null,2049,null,49424,null,2504,null,0400000US42,Pennsylvania,42
18132,null,863,null,8012,null,622,null,1861,null,686,null,1593,null,684,null,899,null,550,null,3659,null,875,null,10120,null,653,null,1454,null,612,null,2379,null,729,null,1124,null,563,null,5163,null,982,null,0400000US44,Rhode Island,44
33061,null,1738,null,13932,null,1369,null,2235,null,830,null,1494,null,507,null,2910,null,774,null,7293,null,1205,null,19129,null,1257,null,2832,null,725,null,3880,null,1067,null,5258,null,1069,null,7159,null,1266,null,0400000US45,South Carolina,45
3906,null,1176,null,1535,null,622,null,127,null,114,null,36,null,46,null,473,null,414,null,899,null,493,null,2371,null,775,null,475,null,547,null,212,null,128,null,395,null,318,null,1289,null,625,null,0400000US46,South Dakota,46
