B99192_001E,B99192_001EA,B99192_002E,B99192_002EA,B99192_003E,B99192_003EA,B99192_004E,B99192_004EA,B99192_005E,B99192_005EA,B99192_006E,B99192_006EA,B99192_007E,B99192_007EA,B99192_008E,B99192_008EA,GEO_ID,NAME,state
375598,null,278669,null,7448,null,8691,null,7773,null,9920,null,18706,null,44391,null,0400000US30,Montana,30
704143,null,542324,null,15997,null,18128,null,11162,null,18380,null,31076,null,67076,null,0400000US31,Nebraska,31
952856,null,699266,null,22989,null,18264,null,17930,null,26229,null,44575,null,123603,null,0400000US32,Nevada,32
505286,null,366208,null,10075,null,14771,null,11241,null,15327,null,24312,null,63352,null,0400000US33,New Hampshire,33
3154012,null,2205658,null,96662,null,86741,null,63921,null,91624,null,161396,null,448010,null,0400000US34,New Jersey,34
741399,null,550253,null,17960,null,16367,null,13283,null,19047,null,36524,null,87965,null,0400000US35,New Mexico,35
7137482,null,4850853,null,218939,null,206416,null,154675,null,215744,null,383560,null,1107295,null,0400000US36,New York,36
3595175,null,2630504,null,95478,null,84642,null,66578,null,100886,null,167977,null,449110,null,0400000US37,North Carolina,37
274743,null,205903,null,5639,null,7279,null,4140,null,5867,null,11881,null,34034,null,0400000US38,North Dakota,38
4508871,null,3392796,null,133367,null,115157,null,82109,null,112118,null,180065,null,493259,null,0400000US39,Ohio,39
1407933,null,1037426,null,34802,null,36298,null,26895,null,42919,null,62286,null,167307,null,0400000US40,Oklahoma,40
1474755,null,1128224,null,38782,null,33106,null,29515,null,36971,null,58331,null,149826,null,0400000US41,Oregon,41
4904554,null,3567554,null,147639,null,125430,null,95511,null,129650,null,202244,null,636526,null,0400000US42,Pennsylvania,42
399107,null,269703,null,13116,null,12563,null,10545,null,12810,null,20783,null,59587,null,0400000US44,Rhode Island,44
1702300,null,1170006,null,47968,null,38170,null,29533,null,45782,null,89007,null,281834,null,0400000US45,South Carolina,45
319926,null,250424,null,8291,null,5925,null,5944,null,7081,null,13662,null,28599,null,0400000US46,South Dakota,46
2434683,null,1786423,null,68911,null,58986,null,45534,null,69952,null,107566,null,297311,null,0400000US47,Tennessee,47
8422249,null,6123564,null,198259,null,186170,null,157958,null,234775,null,415402,null,1106121,null,0400000US48,Texas,48
854244,null,653850,null,20655,null,21726,null,20337,null,24006,null,37107,null,76563,null,0400000US49,Utah,49
249986,null,186472,null,5973,null,6983,null,5191,null,8555,null,12169,null,24643,null,0400000US50,Vermont,50
2961083,null,2213107,null,76330,null,78385,null,52893,null,77290,null,136711,null,326367,null,0400000US51,Virginia,51
2547663,null,1997047,null,60713,null,65019,null,45773,null,62308,null,91933,null,224870,null,0400000US53,Washington,53
749586,null,540999,null,20734,null,21362,null,15363,null,20384,null,34077,null,96667,null,0400000US54,West Virginia,54
2249630,null,1693898,null,54606,null,56619,null,39487,null,58043,null,89303,null,257674,null,0400000US55,Wisconsin,55
208613,null,164121,null,4093,null,5217,null,4516,null,4561,null,7640,null,18465,null,0400000US56,Wyoming,56
1186497,null,925485,null,19712,null,16143,null,21115,null,35245,null,64607,null,104190,null,0400000US72,Puerto Rico,72
