B99192_001E,B99192_001EA,B99192_002E,B99192_002EA,B99192_003E,B99192_003EA,B99192_004E,B99192_004EA,B99192_005E,B99192_005EA,B99192_006E,B99192_006EA,B99192_007E,B99192_007EA,B99192_008E,B99192_008EA,GEO_ID,NAME,state
1815865,null,1303164,null,53684,null,40336,null,32504,null,49710,null,82021,null,254446,null,0400000US01,Alabama,01
237607,null,185067,null,2410,null,7747,null,6272,null,7323,null,17293,null,11495,null,0400000US02,Alaska,02
2273842,null,1645576,null,57392,null,47614,null,40570,null,61393,null,96372,null,324925,null,0400000US04,Arizona,04
1114041,null,806634,null,30662,null,24064,null,23377,null,32333,null,56659,null,140312,null,0400000US05,Arkansas,05
12176760,null,8686313,null,328836,null,319539,null,275684,null,416489,null,689301,null,1460598,null,0400000US06,California,06
1897835,null,1478393,null,43163,null,43912,null,32478,null,44108,null,75986,null,179795,null,0400000US08,Colorado,08
1329305,null,949840,null,38470,null,39494,null,26817,null,36900,null,70445,null,167339,null,0400000US09,Connecticut,09
328654,null,232979,null,8282,null,8734,null,5470,null,9357,null,16977,null,46855,null,0400000US10,Delaware,10
249996,null,178269,null,5657,null,5733,null,3932,null,6422,null,14032,null,35951,null,0400000US11,District of Columbia,11
7057285,null,4864622,null,224790,null,149221,null,135070,null,209766,null,332512,null,1141304,null,0400000US12,Florida,12
3469845,null,2348138,null,87382,null,79318,null,66700,null,97637,null,170179,null,620491,null,0400000US13,Georgia,13
437105,null,296314,null,11414,null,12420,null,11164,null,18626,null,30698,null,56469,null,0400000US15,Hawaii,15
566004,null,441864,null,12600,null,13636,null,10486,null,14675,null,22966,null,49777,null,0400000US16,Idaho,16
4766252,null,3396116,null,127188,null,122838,null,93035,null,132136,null,226352,null,668587,null,0400000US17,Illinois,17
2480570,null,1861710,null,67751,null,59388,null,43258,null,58301,null,98113,null,292049,null,0400000US18,Indiana,18
1215351,null,934351,null,31409,null,31073,null,22031,null,29262,null,51359,null,115866,null,0400000US19,Iowa,19
1110829,null,862260,null,25945,null,27305,null,21416,null,25599,null,44816,null,103488,null,0400000US20,Kansas,20
1686277,null,1277946,null,48264,null,32601,null,27495,null,43449,null,67012,null,189510,null,0400000US21,Kentucky,21
1625153,null,1123633,null,41658,null,37801,null,30791,null,46403,null,86584,null,258283,null,0400000US22,Louisiana,22
542363,null,422078,null,11138,null,14906,null,11296,null,16444,null,23046,null,43455,null,0400000US23,Maine,23
2092692,null,1542086,null,55265,null,60882,null,40180,null,63209,null,104372,null,226698,null,0400000US24,Maryland,24
2467323,null,1704959,null,72587,null,67505,null,49079,null,76557,null,129921,null,366715,null,0400000US25,Massachusetts,25
3810801,null,2803144,null,116271,null,98981,null,68629,null,93645,null,155608,null,474523,null,0400000US26,Michigan,26
2089449,null,1636754,null,50929,null,47853,null,36963,null,48068,null,78890,null,189992,null,0400000US27,Minnesota,27
1094208,null,754013,null,35740,null,27664,null,17997,null,37838,null,65328,null,155628,null,0400000US28,Mississippi,28
2330040,null,1712094,null,59502,null,56479,null,40707,null,68161,null,106440,null,286657,null,0400000US29,Missouri,29
