B22005G_001E,B22005G_001EA,B22005G_001M,B22005G_001MA,B22005G_002E,B22005G_002EA,B22005G_002M,B22005G_002MA,B22005G_003E,B22005G_003EA,B22005G_003M,B22005G_003MA,GEO_ID,NAME,state
18976,null,2342,null,3403,null,990,null,15573,null,2179,null,0400000US01,Alabama,01
12720,null,1820,null,1847,null,702,null,10873,null,1670,null,0400000US02,Alaska,02
33684,null,2571,null,3638,null,807,null,30046,null,2503,null,0400000US04,Arizona,04
16070,null,1994,null,3597,null,1163,null,12473,null,1616,null,0400000US05,Arkansas,05
269030,null,7987,null,20927,null,2151,null,248103,null,7623,null,0400000US06,California,06
36632,null,3198,null,5800,null,1212,null,30832,null,2816,null,0400000US08,Colorado,08
17785,null,2218,null,2787,null,888,null,14998,null,1980,null,0400000US09,Connecticut,09
3783,null,959,null,708,null,504,null,3075,null,822,null,0400000US10,Delaware,10
4196,null,1140,null,238,null,203,null,3958,null,1115,null,0400000US11,District of Columbia,11
79818,null,4411,null,9969,null,1740,null,69849,null,4170,null,0400000US12,Florida,12
32677,null,3111,null,3894,null,965,null,28783,null,3078,null,0400000US13,Georgia,13
62242,null,3724,null,8325,null,1621,null,53917,null,3564,null,0400000US15,Hawaii,15
8947,null,1653,null,1966,null,701,null,6981,null,1462,null,0400000US16,Idaho,16
42172,null,3325,null,6361,null,1288,null,35811,null,3105,null,0400000US17,Illinois,17
28254,null,2476,null,5076,null,981,null,23178,null,2270,null,0400000US18,Indiana,18
9955,null,1823,null,2764,null,971,null,7191,null,1524,null,0400000US19,Iowa,19
18128,null,2076,null,2900,null,789,null,15228,null,1957,null,0400000US20,Kansas,20
14681,null,1834,null,3251,null,909,null,11430,null,1491,null,0400000US21,Kentucky,21
12388,null,1606,null,2827,null,805,null,9561,null,1453,null,0400000US22,Louisiana,22
5954,null,903,null,1730,null,526,null,4224,null,879,null,0400000US23,Maine,23
28086,null,2381,null,2326,null,761,null,25760,null,2300,null,0400000US24,Maryland,24
30068,null,2499,null,4776,null,1202,null,25292,null,2291,null,0400000US25,Massachusetts,25
45980,null,2962,null,12114,null,1685,null,33866,null,2390,null,0400000US26,Michigan,26
18125,null,2030,null,2402,null,839,null,15723,null,1766,null,0400000US27,Minnesota,27
6217,null,1075,null,887,null,522,null,5330,null,979,null,0400000US28,Mississippi,28
30305,null,2529,null,6863,null,1323,null,23442,null,2421,null,0400000US29,Missouri,29
5087,null,1061,null,1185,null,505,null,3902,null,906,null,0400000US30,Montana,30
8513,null,1510,null,1948,null,861,null,6565,null,1287,null,0400000US31,Nebraska,31
19383,null,2142,null,1794,null,698,null,17589,null,2062,null,0400000US32,Nevada,32
5995,null,971,null,823,null,492,null,5172,null,817,null,0400000US33,New Hampshire,33
37903,null,3111,null,4007,null,1069,null,33896,null,2834,null,0400000US34,New Jersey,34
15952,null,1837,null,1920,null,634,null,14032,null,1786,null,0400000US35,New Mexico,35
97225,null,4897,null,16865,null,2301,null,80360,null,4772,null,0400000US36,New York,36
34748,null,3066,null,4249,null,973,null,30499,null,2924,null,0400000US37,North Carolina,37
2137,null,647,null,318,null,245,null,1819,null,613,null,0400000US38,North Dakota,38
46791,null,2898,null,9780,null,1561,null,37011,null,2663,null,0400000US39,Ohio,39
69690,null,3585,null,9970,null,1351,null,59720,null,3307,null,0400000US40,Oklahoma,40
30759,null,2423,null,5990,null,1113,null,24769,null,2369,null,0400000US41,Oregon,41
41062,null,3354,null,8504,null,1168,null,32558,null,3030,null,0400000US42,Pennsylvania,42
3482,null,905,null,357,null,243,null,3125,null,903,null,0400000US44,Rhode Island,44
14613,null,1761,null,2306,null,769,null,12307,null,1728,null,0400000US45,South Carolina,45
3803,null,1138,null,774,null,499,null,3029,null,1067,null,0400000US46,South Dakota,46
21760,null,2403,null,4172,null,937,null,17588,null,2178,null,0400000US47,Tennessee,47
115555,null,5371,null,15285,null,2200,null,100270,null,4964,null,0400000US48,Texas,48
9297,null,1676,null,1054,null,711,null,8243,null,1496,null,0400000US49,Utah,49
2448,null,616,null,508,null,265,null,1940,null,622,null,0400000US50,Vermont,50
36051,null,3148,null,3096,null,1177,null,32955,null,2887,null,0400000US51,Virginia,51
63145,null,3259,null,10479,null,1623,null,52666,null,2873,null,0400000US53,Washington,53
7104,null,1490,null,1627,null,792,null,5477,null,1206,null,0400000US54,West Virginia,54
16612,null,2230,null,2892,null,881,null,13720,null,1849,null,0400000US55,Wisconsin,55
4430,null,863,null,377,null,371,null,4053,null,946,null,0400000US56,Wyoming,56
90364,null,4197,null,32078,null,2688,null,58286,null,3194,null,0400000US72,Puerto Rico,72
