B18120_001E,B18120_001EA,B18120_001M,B18120_001MA,B18120_002E,B18120_002EA,B18120_002M,B18120_002MA,B18120_003E,B18120_003EA,B18120_003M,B18120_003MA,B18120_004E,B18120_004EA,B18120_004M,B18120_004MA,B18120_005E,B18120_005EA,B18120_005M,B18120_005MA,B18120_006E,B18120_006EA,B18120_006M,B18120_006MA,B18120_007E,B18120_007EA,B18120_007M,B18120_007MA,B18120_008E,B18120_008EA,B18120_008M,B18120_008MA,B18120_009E,B18120_009EA,B18120_009M,B18120_009MA,B18120_010E,B18120_010EA,B18120_010M,B18120_010MA,B18120_011E,B18120_011EA,B18120_011M,B18120_011MA,B18120_012E,B18120_012EA,B18120_012M,B18120_012MA,B18120_013E,B18120_013EA,B18120_013M,B18120_013MA,B18120_014E,B18120_014EA,B18120_014M,B18120_014MA,B18120_015E,B18120_015EA,B18120_015M,B18120_015MA,GEO_ID,NAME,state
7075474,null,4938,null,2490904,null,5449,null,167236,null,6773,null,70636,null,3990,null,96600,null,5135,null,2323668,null,8746,null,1731404,null,12945,null,592264,null,10950,null,4584570,null,5142,null,630547,null,12070,null,239873,null,6898,null,390674,null,9781,null,3954023,null,12678,null,3196777,null,15879,null,757246,null,13211,null,0400000US39,Ohio,39
2181461,null,4439,null,825287,null,4774,null,66033,null,4595,null,33888,null,3025,null,32145,null,3539,null,759254,null,6406,null,559835,null,8112,null,199419,null,6772,null,1356174,null,5389,null,259502,null,7538,null,108064,null,5554,null,151438,null,6424,null,1096672,null,9639,null,896068,null,10370,null,200604,null,6096,null,0400000US40,Oklahoma,40
2390463,null,2939,null,854164,null,3519,null,55035,null,4192,null,24780,null,2767,null,30255,null,3563,null,799129,null,5391,null,597691,null,7615,null,201438,null,7458,null,1536299,null,4190,null,209359,null,8084,null,84883,null,4632,null,124476,null,6165,null,1326940,null,9096,null,1049799,null,9824,null,277141,null,7171,null,0400000US41,Oregon,41
7658886,null,5369,null,2599258,null,4435,null,162010,null,6878,null,72059,null,4291,null,89951,null,5103,null,2437248,null,7537,null,1771991,null,14360,null,665257,null,12180,null,5059628,null,5241,null,665157,null,12930,null,245012,null,7532,null,420145,null,10106,null,4394471,null,12788,null,3578689,null,16315,null,815782,null,11029,null,0400000US42,Pennsylvania,42
661768,null,4081,null,235257,null,3888,null,13572,null,2045,null,6206,null,1324,null,7366,null,1538,null,221685,null,4153,null,158618,null,4466,null,63067,null,3960,null,426511,null,1649,null,55715,null,3694,null,20340,null,2128,null,35375,null,2966,null,370796,null,3948,null,303891,null,5338,null,66905,null,3900,null,0400000US44,Rhode Island,44
2734614,null,4101,null,962685,null,5446,null,53740,null,3545,null,22338,null,2634,null,31402,null,2517,null,908945,null,6231,null,636981,null,9053,null,271964,null,8730,null,1771929,null,5552,null,281869,null,8157,null,87872,null,4949,null,193997,null,7198,null,1490060,null,10148,null,1160035,null,11420,null,330025,null,8590,null,0400000US45,South Carolina,45
479108,null,1909,null,175256,null,2337,null,8840,null,1538,null,5356,null,1256,null,3484,null,914,null,166416,null,2706,null,134232,null,3522,null,32184,null,2672,null,303852,null,2453,null,33456,null,2567,null,18270,null,1842,null,15186,null,1780,null,270396,null,3717,null,233737,null,4010,null,36659,null,2543,null,0400000US46,South Dakota,46
3856551,null,4135,null,1357992,null,5092,null,92083,null,4866,null,38570,null,3693,null,53513,null,3433,null,1265909,null,6887,null,929584,null,8599,null,336325,null,7615,null,2498559,null,5169,null,413694,null,9801,null,139567,null,5584,null,274127,null,8291,null,2084865,null,11066,null,1652228,null,11153,null,432637,null,8601,null,0400000US47,Tennessee,47
14753527,null,9077,null,5794746,null,11680,null,325344,null,12117,null,153617,null,8034,null,171727,null,8637,null,5469402,null,15521,null,4003076,null,24528,null,1466326,null,20916,null,8958781,null,12765,null,1180787,null,17927,null,484506,null,10528,null,696281,null,14642,null,7777994,null,20445,null,6254990,null,24943,null,1523004,null,22050,null,0400000US48,Texas,48
1616740,null,3286,null,760530,null,4081,null,34411,null,3712,null,17932,null,2909,null,16479,null,2059,null,726119,null,5273,null,565205,null,6505,null,160914,null,6821,null,856210,null,3173,null,92286,null,5346,null,40763,null,3208,null,51523,null,3851,null,763924,null,6194,null,618720,null,6501,null,145204,null,4968,null,0400000US49,Utah,49
403223,null,921,null,131887,null,1008,null,10921,null,1611,null,5736,null,1123,null,5185,null,1071,null,120966,null,1819,null,90269,null,2668,null,30697,null,2255,null,271336,null,1018,null,34516,null,2319,null,15834,null,1750,null,18682,null,1853,null,236820,null,2638,null,203433,null,3216,null,33387,null,2515,null,0400000US50,Vermont,50
4802928,null,6356,null,1685468,null,6591,null,88991,null,6993,null,40400,null,3875,null,48591,null,5223,null,1596477,null,9021,null,1198232,null,13010,null,398245,null,9770,null,3117460,null,7088,null,339122,null,9045,null,130616,null,5996,null,208506,null,7646,null,2778338,null,11514,null,2289124,null,13977,null,489214,null,10387,null,0400000US51,Virginia,51
4123998,null,5151,null,1460366,null,4774,null,88385,null,6078,null,41860,null,4161,null,46525,null,4255,null,1371981,null,7812,null,1032388,null,11280,null,339593,null,8711,null,2663632,null,5108,null,341881,null,10305,null,137536,null,6706,null,204345,null,7008,null,2321751,null,11803,null,1860435,null,12892,null,461316,null,9744,null,0400000US53,Washington,53
1130443,null,2164,null,381575,null,2560,null,34646,null,2799,null,11772,null,1623,null,22874,null,2505,null,346929,null,3347,null,234395,null,4960,null,112534,null,4012,null,748868,null,2816,null,166305,null,5627,null,48746,null,3763,null,117559,null,5132,null,582563,null,6132,null,449143,null,6472,null,133420,null,4506,null,0400000US54,West Virginia,54
3517628,null,2533,null,1245398,null,3591,null,64493,null,3947,null,31600,null,2758,null,32893,null,2793,null,1180905,null,5273,null,952035,null,7544,null,228870,null,7032,null,2272230,null,3448,null,242909,null,5726,null,109619,null,4495,null,133290,null,4791,null,2029321,null,7196,null,1701993,null,9500,null,327328,null,6847,null,0400000US55,Wisconsin,55
332724,null,1999,null,123675,null,1753,null,7910,null,1490,null,4977,null,1271,null,2933,null,964,null,115765,null,2227,null,90315,null,2802,null,25450,null,2377,null,209049,null,2086,null,26515,null,2474,null,14015,null,1818,null,12500,null,1818,null,182534,null,2860,null,155380,null,3798,null,27154,null,2469,null,0400000US56,Wyoming,56
2407446,null,1692,null,933207,null,3054,null,90007,null,5814,null,24602,null,2934,null,65405,null,4853,null,843200,null,5949,null,435550,null,9116,null,407650,null,8678,null,1474239,null,3304,null,378327,null,9025,null,89069,null,4656,null,289258,null,8418,null,1095912,null,9359,null,655178,null,8778,null,440734,null,8777,null,0400000US72,Puerto Rico,72
