B18120_001E,B18120_001EA,B18120_001M,B18120_001MA,B18120_002E,B18120_002EA,B18120_002M,B18120_002MA,B18120_003E,B18120_003EA,B18120_003M,B18120_003MA,B18120_004E,B18120_004EA,B18120_004M,B18120_004MA,B18120_005E,B18120_005EA,B18120_005M,B18120_005MA,B18120_006E,B18120_006EA,B18120_006M,B18120_006MA,B18120_007E,B18120_007EA,B18120_007M,B18120_007MA,B18120_008E,B18120_008EA,B18120_008M,B18120_008MA,B18120_009E,B18120_009EA,B18120_009M,B18120_009MA,B18120_010E,B18120_010EA,B18120_010M,B18120_010MA,B18120_011E,B18120_011EA,B18120_011M,B18120_011MA,B18120_012E,B18120_012EA,B18120_012M,B18120_012MA,B18120_013E,B18120_013EA,B18120_013M,B18120_013MA,B18120_014E,B18120_014EA,B18120_014M,B18120_014MA,B18120_015E,B18120_015EA,B18120_015M,B18120_015MA,GEO_ID,NAME,state
2840491,null,3691,null,1030178,null,4924,null,77453,null,5025,null,29660,null,2745,null,47793,null,3844,null,952725,null,7900,null,672617,null,11371,null,280108,null,8656,null,1810313,null,5802,null,338558,null,9847,null,109196,null,5751,null,229362,null,7607,null,1471755,null,10539,null,1161481,null,10781,null,310274,null,7495,null,0400000US01,Alabama,01
430938,null,3005,null,163159,null,3389,null,10691,null,2004,null,5768,null,1452,null,4923,null,1420,null,152468,null,3677,null,113283,null,4541,null,39185,null,2967,null,267779,null,3036,null,41995,null,3344,null,19847,null,2298,null,22148,null,2591,null,225784,null,3973,null,180422,null,4243,null,45362,null,2525,null,0400000US02,Alaska,02
3842529,null,4187,null,1478290,null,3203,null,88013,null,5566,null,42534,null,4252,null,45479,null,3832,null,1390277,null,6055,null,1025807,null,10989,null,364470,null,10169,null,2364239,null,4162,null,314324,null,9855,null,124997,null,5864,null,189327,null,7280,null,2049915,null,10092,null,1599998,null,13216,null,449917,null,10574,null,0400000US04,Arizona,04
1714875,null,3649,null,625545,null,4746,null,55456,null,4408,null,18881,null,2700,null,36575,null,3254,null,570089,null,6741,null,414759,null,8322,null,155330,null,5679,null,1089330,null,4487,null,216261,null,6376,null,69588,null,4529,null,146673,null,5577,null,873069,null,6639,null,697782,null,7840,null,175287,null,5679,null,0400000US05,Arkansas,05
22810866,null,9812,null,8813108,null,9844,null,405725,null,11382,null,160681,null,8208,null,245044,null,9457,null,8407383,null,15726,null,5951252,null,29817,null,2456131,null,27485,null,13997758,null,10005,null,1467094,null,21184,null,522648,null,12318,null,944446,null,18015,null,12530664,null,20969,null,9742933,null,30577,null,2787731,null,26525,null,0400000US06,California,06
3154163,null,3072,null,1168406,null,4759,null,53050,null,4334,null,28188,null,2987,null,24862,null,2984,null,1115356,null,6319,null,874378,null,8454,null,240978,null,7473,null,1985757,null,4831,null,202543,null,6150,null,94028,null,4863,null,108515,null,5228,null,1783214,null,7821,null,1465280,null,10750,null,317934,null,7941,null,0400000US08,Colorado,08
2180193,null,2173,null,713787,null,2615,null,33947,null,3508,null,14713,null,2227,null,19234,null,2729,null,679840,null,4696,null,513437,null,8142,null,166403,null,6544,null,1466406,null,2992,null,145773,null,6155,null,58602,null,3858,null,87171,null,5671,null,1320633,null,6748,null,1089513,null,10069,null,231120,null,7336,null,0400000US09,Connecticut,09
533701,null,1974,null,185287,null,1902,null,12401,null,1916,null,6293,null,1535,null,6108,null,1427,null,172886,null,2668,null,130082,null,4624,null,42804,null,3846,null,348414,null,1365,null,45407,null,2921,null,18704,null,2335,null,26703,null,1986,null,303007,null,2919,null,243235,null,4132,null,59772,null,3654,null,0400000US10,Delaware,10
402887,null,1335,null,180675,null,1005,null,6704,null,1631,null,2449,null,948,null,4255,null,1172,null,173971,null,1979,null,121560,null,3567,null,52411,null,3151,null,222212,null,935,null,29220,null,3064,null,8851,null,1619,null,20369,null,2814,null,192992,null,3205,null,156890,null,4447,null,36102,null,2870,null,0400000US11,District of Columbia,11
10894707,null,8241,null,3762973,null,10173,null,190058,null,9117,null,79627,null,5061,null,110431,null,6917,null,3572915,null,11881,null,2602283,null,20247,null,970632,null,15899,null,7131734,null,8480,null,871207,null,16287,null,306489,null,9720,null,564718,null,13188,null,6260527,null,18897,null,4910970,null,26258,null,1349557,null,20050,null,0400000US12,Florida,12
5986946,null,6627,null,2198068,null,8760,null,124283,null,6572,null,57984,null,4240,null,66299,null,5647,null,2073785,null,9693,null,1473079,null,16728,null,600706,null,13932,null,3788878,null,10007,null,493512,null,11083,null,186543,null,6554,null,306969,null,9478,null,3295366,null,14621,null,2635744,null,17071,null,659622,null,12747,null,0400000US13,Georgia,13
766424,null,3169,null,268210,null,3245,null,10033,null,1714,null,5264,null,1141,null,4769,null,1209,null,258177,null,3296,null,191192,null,5495,null,66985,null,4619,null,498214,null,2440,null,46331,null,3115,null,19311,null,2218,null,27020,null,2797,null,451883,null,3734,null,374261,null,4807,null,77622,null,3555,null,0400000US15,Hawaii,15
912280,null,1920,null,351002,null,2551,null,18952,null,2449,null,9238,null,1717,null,9714,null,1961,null,332050,null,3508,null,252154,null,6051,null,79896,null,4511,null,561278,null,2797,null,73801,null,3845,null,32916,null,2764,null,40885,null,3166,null,487477,null,4686,null,389885,null,5849,null,97592,null,4192,null,0400000US16,Idaho,16
8038424,null,5514,null,3029558,null,8772,null,130088,null,7656,null,54430,null,3853,null,75658,null,5632,null,2899470,null,9783,null,2131379,null,15797,null,768091,null,15909,null,5008866,null,9176,null,530549,null,12857,null,206929,null,7525,null,323620,null,9750,null,4478317,null,15660,null,3609570,null,17918,null,868747,null,12826,null,0400000US17,Illinois,17
3924912,null,4070,null,1428360,null,4827,null,93347,null,5540,null,37536,null,3203,null,55811,null,3954,null,1335013,null,6398,null,990478,null,10479,null,344535,null,9320,null,2496552,null,5294,null,337538,null,8537,null,128513,null,6109,null,209025,null,6706,null,2159014,null,9935,null,1754748,null,10070,null,404266,null,8058,null,0400000US18,Indiana,18
1830038,null,2461,null,668338,null,3571,null,33330,null,2822,null,18733,null,2088,null,14597,null,2200,null,635008,null,4640,null,516310,null,6758,null,118698,null,4934,null,1161700,null,3613,null,136306,null,4587,null,68821,null,3805,null,67485,null,3575,null,1025394,null,5130,null,887502,null,6211,null,137892,null,4329,null,0400000US19,Iowa,19
1697727,null,3489,null,638478,null,4056,null,39930,null,3622,null,21095,null,2495,null,18835,null,2466,null,598548,null,5523,null,480273,null,7070,null,118275,null,5219,null,1059249,null,3652,null,134758,null,5962,null,67151,null,4055,null,67607,null,4426,null,924491,null,6032,null,783986,null,7217,null,140505,null,4525,null,0400000US20,Kansas,20
2645727,null,2776,null,927706,null,4504,null,84148,null,5157,null,30896,null,3227,null,53252,null,3806,null,843558,null,6130,null,609499,null,8264,null,234059,null,7802,null,1718021,null,4795,null,334282,null,8087,null,95270,null,4946,null,239012,null,6989,null,1383739,null,8767,null,1069081,null,10333,null,314658,null,6723,null,0400000US21,Kentucky,21
2695878,null,4301,null,1017172,null,5323,null,71245,null,4831,null,29269,null,3150,null,41976,null,3828,null,945927,null,6766,null,674251,null,10081,null,271676,null,9132,null,1678706,null,5065,null,284958,null,6949,null,97200,null,5565,null,187758,null,6243,null,1393748,null,7614,null,1087668,null,11180,null,306080,null,8766,null,0400000US22,Louisiana,22
833572,null,1869,null,255097,null,1881,null,25537,null,2377,null,11864,null,1680,null,13673,null,1858,null,229560,null,2746,null,173243,null,4268,null,56317,null,3794,null,578475,null,1720,null,87194,null,4533,null,33083,null,2469,null,54111,null,3754,null,491281,null,4681,null,404412,null,5866,null,86869,null,3730,null,0400000US23,Maine,23
3537345,null,4485,null,1229849,null,3100,null,61361,null,5374,null,28461,null,3218,null,32900,null,4069,null,1168488,null,5982,null,902398,null,9932,null,266090,null,8749,null,2307496,null,4345,null,233027,null,8690,null,104366,null,5483,null,128661,null,6358,null,2074469,null,9309,null,1745576,null,10883,null,328893,null,8357,null,0400000US24,Maryland,24
4160088,null,2796,null,1475524,null,2956,null,83420,null,5461,null,37113,null,3252,null,46307,null,3954,null,1392104,null,5661,null,1043662,null,9591,null,348442,null,8847,null,2684564,null,3413,null,299691,null,9595,null,114117,null,5815,null,185574,null,8017,null,2384873,null,9359,null,1986903,null,11517,null,397970,null,9305,null,0400000US25,Massachusetts,25
6221972,null,3548,null,2170938,null,4721,null,146630,null,5927,null,52386,null,3031,null,94244,null,5320,null,2024308,null,7893,null,1439088,null,11870,null,585220,null,10138,null,4051034,null,5385,null,563924,null,10414,null,186180,null,7153,null,377744,null,8393,null,3487110,null,11280,null,2669625,null,13478,null,817485,null,12571,null,0400000US26,Michigan,26
3292177,null,2352,null,1188509,null,3736,null,56968,null,4164,null,32790,null,2956,null,24178,null,2775,null,1131541,null,5220,null,914814,null,7102,null,216727,null,5861,null,2103668,null,3826,null,196832,null,6575,null,96282,null,5001,null,100550,null,4684,null,1906836,null,7664,null,1623658,null,8205,null,283178,null,6764,null,0400000US27,Minnesota,27
1755544,null,4047,null,658284,null,5942,null,53839,null,3970,null,21004,null,2826,null,32835,null,3072,null,604445,null,6628,null,410851,null,7488,null,193594,null,6726,null,1097260,null,6468,null,226120,null,8157,null,75647,null,4647,null,150473,null,6653,null,871140,null,9929,null,687100,null,9288,null,184040,null,6353,null,0400000US28,Mississippi,28
3619572,null,3644,null,1303428,null,4318,null,87575,null,5592,null,42720,null,4184,null,44855,null,3650,null,1215853,null,6292,null,935923,null,8144,null,279930,null,8247,null,2316144,null,5194,null,353782,null,9344,null,131929,null,6070,null,221853,null,6820,null,1962362,null,10421,null,1606644,null,11999,null,355718,null,7805,null,0400000US29,Missouri,29
599132,null,2157,null,208540,null,2183,null,14546,null,2077,null,7729,null,1570,null,6817,null,1541,null,193994,null,2768,null,148065,null,3803,null,45929,null,3649,null,390592,null,2752,null,54100,null,3035,null,23316,null,2300,null,30784,null,2419,null,336492,null,3876,null,273446,null,4637,null,63046,null,3052,null,0400000US30,Montana,30
1081562,null,2309,null,409760,null,2125,null,18653,null,2176,null,8972,null,1330,null,9681,null,1583,null,391107,null,2831,null,322406,null,4105,null,68701,null,3258,null,671802,null,2846,null,75335,null,3862,null,36177,null,2945,null,39158,null,2579,null,596467,null,4769,null,516962,null,4575,null,79505,null,3273,null,0400000US31,Nebraska,31
1610071,null,2664,null,582920,null,4165,null,24952,null,2987,null,11590,null,1785,null,13362,null,2255,null,557968,null,5033,null,419386,null,5618,null,138582,null,5750,null,1027151,null,3911,null,110492,null,6781,null,47106,null,3459,null,63386,null,5067,null,916659,null,7392,null,728892,null,9459,null,187767,null,7454,null,0400000US32,Nevada,32
847405,null,1488,null,266198,null,2341,null,17098,null,2620,null,8904,null,1929,null,8194,null,1697,null,249100,null,3573,null,199040,null,4009,null,50060,null,3229,null,581207,null,2207,null,58216,null,3646,null,25625,null,2000,null,32591,null,2815,null,522991,null,4190,null,442237,null,5639,null,80754,null,4494,null,0400000US33,New Hampshire,33
5410666,null,3603,null,1794173,null,3985,null,75535,null,4433,null,36123,null,3339,null,39412,null,3030,null,1718638,null,5515,null,1263099,null,10124,null,455539,null,9238,null,3616493,null,4286,null,329398,null,9677,null,132753,null,6556,null,196645,null,7044,null,3287095,null,10234,null,2697779,null,13490,null,589316,null,10003,null,0400000US34,New Jersey,34
1194781,null,2611,null,450072,null,3246,null,29581,null,3362,null,12903,null,2363,null,16678,null,2105,null,420491,null,4244,null,301542,null,6088,null,118949,null,5501,null,744709,null,3870,null,114031,null,4763,null,46894,null,3549,null,67137,null,4268,null,630678,null,5583,null,491226,null,8027,null,139452,null,6298,null,0400000US35,New Mexico,35
12315259,null,5331,null,4458163,null,6129,null,219358,null,8715,null,89024,null,4905,null,130334,null,6604,null,4238805,null,9709,null,2962540,null,19780,null,1276265,null,20341,null,7857096,null,7121,null,865994,null,13291,null,299313,null,9091,null,566681,null,11148,null,6991102,null,15349,null,5592161,null,24169,null,1398941,null,19343,null,0400000US36,New York,36
5680344,null,5706,null,2007932,null,8550,null,119183,null,6681,null,53057,null,4422,null,66126,null,5238,null,1888749,null,10479,null,1367799,null,12417,null,520950,null,11511,null,3672412,null,7653,null,528768,null,11871,null,196334,null,7728,null,332434,null,9849,null,3143644,null,14622,null,2523705,null,16608,null,619939,null,10321,null,0400000US37,North Carolina,37
396501,null,1426,null,159293,null,1873,null,7398,null,1260,null,4668,null,952,null,2730,null,781,null,151895,null,2152,null,124592,null,2523,null,27303,null,1990,null,237208,null,1782,null,26006,null,2074,null,14224,null,1505,null,11782,null,1474,null,211202,null,2718,null,182049,null,3170,null,29153,null,2078,null,0400000US38,North Dakota,38
