C16008_001E,C16008_001EA,C16008_001M,C16008_001MA,C16008_002E,C16008_002EA,C16008_002M,C16008_002MA,C16008_003E,C16008_003EA,C16008_003M,C16008_003MA,C16008_004E,C16008_004EA,C16008_004M,C16008_004MA,C16008_005E,C16008_005EA,C16008_005M,C16008_005MA,C16008_006E,C16008_006EA,C16008_006M,C16008_006MA,C16008_007E,C16008_007EA,C16008_007M,C16008_007MA,C16008_008E,C16008_008EA,C16008_008M,C16008_008MA,C16008_009E,C16008_009EA,C16008_009M,C16008_009MA,C16008_010E,C16008_010EA,C16008_010M,C16008_010MA,C16008_011E,C16008_011EA,C16008_011M,C16008_011MA,C16008_012E,C16008_012EA,C16008_012M,C16008_012MA,C16008_013E,C16008_013EA,C16008_013M,C16008_013MA,C16008_014E,C16008_014EA,C16008_014M,C16008_014MA,C16008_015E,C16008_015EA,C16008_015M,C16008_015MA,C16008_016E,C16008_016EA,C16008_016M,C16008_016MA,C16008_017E,C16008_017EA,C16008_017M,C16008_017MA,C16008_018E,C16008_018EA,C16008_018M,C16008_018MA,C16008_019E,C16008_019EA,C16008_019M,C16008_019MA,C16008_020E,C16008_020EA,C16008_020M,C16008_020MA,GEO_ID,NAME,state
10739072,null,2800,null,10319057,null,12081,null,9991380,null,15278,null,145542,null,6237,null,146907,null,7953,null,17382,null,1961,null,17846,null,2705,null,420015,null,11851,null,204606,null,7795,null,63926,null,4214,null,15674,null,2346,null,69962,null,4845,null,32875,null,3101,null,22169,null,2756,null,215409,null,9838,null,40433,null,4335,null,48815,null,4470,null,55465,null,6007,null,47183,null,4602,null,23513,null,4480,null,0400000US39,Ohio,39
3379963,null,1940,null,3198760,null,6793,null,3069316,null,7777,null,86354,null,5176,null,16203,null,1740,null,10823,null,1865,null,16064,null,2104,null,181203,null,6940,null,60772,null,4071,null,14561,null,1926,null,18550,null,2287,null,7922,null,1968,null,16887,null,2047,null,2852,null,1049,null,120431,null,6710,null,11384,null,2197,null,79739,null,4658,null,11058,null,2524,null,14733,null,2247,null,3517,null,1413,null,0400000US40,Oklahoma,40
3548439,null,1939,null,3185526,null,11354,null,2984402,null,13797,null,133222,null,6638,null,36692,null,4168,null,24814,null,2699,null,6396,null,1881,null,362913,null,10995,null,130992,null,6666,null,39545,null,3398,null,22572,null,3380,null,25375,null,3579,null,39409,null,3102,null,4091,null,1188,null,231921,null,9119,null,26868,null,3036,null,138182,null,6735,null,30910,null,5332,null,30029,null,3519,null,5932,null,2288,null,0400000US41,Oregon,41
11709565,null,1872,null,11055666,null,14654,null,10455034,null,20045,null,317675,null,9398,null,224471,null,10591,null,36907,null,3449,null,21579,null,3416,null,653899,null,14285,null,321012,null,9370,null,85847,null,4099,null,37106,null,3804,null,111632,null,6721,null,67652,null,4068,null,18775,null,2950,null,332887,null,11711,null,66352,null,5468,null,83257,null,6461,null,92934,null,6864,null,70201,null,4659,null,20143,null,3257,null,0400000US42,Pennsylvania,42
990203,null,948,null,862645,null,5686,null,772276,null,7088,null,44402,null,3940,null,38105,null,3693,null,6218,null,1515,null,1644,null,781,null,127558,null,5466,null,62171,null,4949,null,11823,null,2145,null,17401,null,2425,null,24301,null,3090,null,7189,null,1228,null,1457,null,713,null,65387,null,4640,null,7753,null,1682,null,34905,null,3468,null,14748,null,2886,null,5255,null,1216,null,2726,null,1373,null,0400000US44,Rhode Island,44
4179822,null,2397,null,3988063,null,8089,null,3880773,null,9867,null,69494,null,4740,null,25630,null,2852,null,9311,null,1863,null,2855,null,1096,null,191759,null,7558,null,66791,null,4521,null,25426,null,2863,null,13451,null,2460,null,13528,null,2363,null,12607,null,1990,null,1779,null,873,null,124968,null,6419,null,20684,null,3422,null,71758,null,3720,null,19011,null,3472,null,10031,null,2017,null,3484,null,1477,null,0400000US45,South Carolina,45
746145,null,1037,null,731359,null,2732,null,697596,null,4156,null,10998,null,1408,null,11497,null,2427,null,1263,null,759,null,10005,null,1632,null,14786,null,2490,null,6713,null,1738,null,2583,null,766,null,567,null,354,null,1999,null,1116,null,1421,null,800,null,143,null,187,null,8073,null,1666,null,1341,null,769,null,2984,null,1072,null,2103,null,956,null,621,null,314,null,1024,null,768,null,0400000US46,South Dakota,46
5800458,null,2221,null,5555694,null,9004,null,5423326,null,12710,null,84426,null,5721,null,30287,null,3900,null,11173,null,1831,null,6482,null,2007,null,244764,null,9047,null,79297,null,6438,null,23678,null,3046,null,13255,null,2159,null,17876,null,2769,null,16588,null,1933,null,7900,null,3823,null,165467,null,6770,null,20643,null,2695,null,87200,null,4026,null,20219,null,3111,null,25032,null,3298,null,12373,null,3710,null,0400000US47,Tennessee,47
22314134,null,3786,null,18456219,null,36825,null,14437599,null,42105,null,3718626,null,31814,null,158559,null,7845,null,105173,null,6012,null,36262,null,5361,null,3857915,null,36578,null,1216149,null,20987,null,160538,null,7242,null,651874,null,15882,null,132924,null,7377,null,227136,null,8552,null,43677,null,4349,null,2641766,null,37198,null,168954,null,8153,null,2094596,null,32041,null,137626,null,8220,null,186308,null,9361,null,54282,null,7037,null,0400000US48,Texas,48
2468046,null,1800,null,2243412,null,8421,null,2086953,null,10765,null,99730,null,5191,null,28347,null,2841,null,15832,null,2283,null,12550,null,1570,null,224634,null,8041,null,72145,null,5019,null,21215,null,2370,null,24846,null,2852,null,11398,null,2145,null,13306,null,1601,null,1380,null,710,null,152489,null,7855,null,13939,null,2130,null,101296,null,5649,null,12648,null,3010,null,20358,null,3772,null,4248,null,2518,null,0400000US49,Utah,49
588192,null,734,null,563763,null,2426,null,546207,null,3452,null,4603,null,982,null,11606,null,1521,null,973,null,436,null,374,null,281,null,24429,null,2327,null,13823,null,1678,null,7103,null,1170,null,569,null,357,null,4866,null,1184,null,1090,null,617,null,195,null,163,null,10606,null,1755,null,3919,null,828,null,752,null,432,null,3814,null,1256,null,1926,null,920,null,195,null,302,null,0400000US50,Vermont,50
7251279,null,3184,null,6460963,null,16632,null,6149128,null,20386,null,179669,null,8032,null,76388,null,5139,null,39131,null,2919,null,16647,null,2766,null,790316,null,17061,null,358721,null,10668,null,80660,null,5717,null,63121,null,4941,null,75697,null,5124,null,108162,null,5439,null,31081,null,4896,null,431595,null,15818,null,54414,null,4544,null,185823,null,8647,null,77374,null,8389,null,81169,null,6466,null,32815,null,4406,null,0400000US51,Virginia,51
6115594,null,1953,null,5319804,null,15594,null,4947766,null,18689,null,218864,null,9029,null,70288,null,4656,null,70670,null,4863,null,12216,null,2584,null,795790,null,15359,null,351391,null,10724,null,85579,null,5227,null,44791,null,4150,null,68569,null,5805,null,133094,null,5574,null,19358,null,3368,null,444399,null,15363,null,62310,null,4705,null,182818,null,8140,null,82707,null,7990,null,99614,null,6612,null,16950,null,2850,null,0400000US53,Washington,53
1710685,null,1381,null,1687508,null,3420,null,1665158,null,3689,null,12711,null,1940,null,7153,null,1417,null,1258,null,502,null,1228,null,552,null,23177,null,2944,null,10522,null,1841,null,4636,null,1187,null,1647,null,609,null,2172,null,703,null,1787,null,740,null,280,null,341,null,12655,null,2613,null,4123,null,1739,null,2809,null,1058,null,3068,null,1305,null,2103,null,774,null,552,null,374,null,0400000US54,West Virginia,54
5266534,null,1850,null,5022974,null,10254,null,4792705,null,11052,null,129430,null,5534,null,69141,null,4572,null,25253,null,2417,null,6445,null,1600,null,243560,null,9897,null,100748,null,5987,null,29665,null,2831,null,17988,null,2591,null,26298,null,3541,null,24102,null,2680,null,2695,null,791,null,142812,null,8329,null,18252,null,2173,null,74486,null,5886,null,22566,null,3646,null,23716,null,2633,null,3792,null,1296,null,0400000US55,Wisconsin,55
494958,null,1093,null,482817,null,2226,null,462117,null,3303,null,13861,null,2072,null,3939,null,947,null,647,null,489,null,2253,null,938,null,12141,null,2343,null,4282,null,1072,null,2039,null,789,null,1225,null,603,null,576,null,318,null,294,null,256,null,148,null,162,null,7859,null,1909,null,1610,null,664,null,4233,null,1484,null,1067,null,428,null,897,null,614,null,52,null,86,null,0400000US56,Wyoming,56
3718494,null,1283,null,3611108,null,7286,null,175034,null,8233,null,3434099,null,10789,null,1606,null,553,null,38,null,62,null,331,null,290,null,107386,null,7072,null,39852,null,3903,null,2089,null,718,null,37068,null,3861,null,193,null,201,null,124,null,143,null,378,null,398,null,67534,null,5246,null,2543,null,835,null,64119,null,5279,null,814,null,486,null,58,null,97,null,0,null,289,null,0400000US72,Puerto Rico,72
