C16008_001E,C16008_001EA,C16008_001M,C16008_001MA,C16008_002E,C16008_002EA,C16008_002M,C16008_002MA,C16008_003E,C16008_003EA,C16008_003M,C16008_003MA,C16008_004E,C16008_004EA,C16008_004M,C16008_004MA,C16008_005E,C16008_005EA,C16008_005M,C16008_005MA,C16008_006E,C16008_006EA,C16008_006M,C16008_006MA,C16008_007E,C16008_007EA,C16008_007M,C16008_007MA,C16008_008E,C16008_008EA,C16008_008M,C16008_008MA,C16008_009E,C16008_009EA,C16008_009M,C16008_009MA,C16008_010E,C16008_010EA,C16008_010M,C16008_010MA,C16008_011E,C16008_011EA,C16008_011M,C16008_011MA,C16008_012E,C16008_012EA,C16008_012M,C16008_012MA,C16008_013E,C16008_013EA,C16008_013M,C16008_013MA,C16008_014E,C16008_014EA,C16008_014M,C16008_014MA,C16008_015E,C16008_015EA,C16008_015M,C16008_015MA,C16008_016E,C16008_016EA,C16008_016M,C16008_016MA,C16008_017E,C16008_017EA,C16008_017M,C16008_017MA,C16008_018E,C16008_018EA,C16008_018M,C16008_018MA,C16008_019E,C16008_019EA,C16008_019M,C16008_019MA,C16008_020E,C16008_020EA,C16008_020M,C16008_020MA,GEO_ID,NAME,state
4354717,null,2804,null,4225072,null,6821,null,4145701,null,8680,null,53349,null,3470,null,15833,null,2130,null,7520,null,1689,null,2669,null,1133,null,129645,null,6705,null,39383,null,3458,null,15184,null,2529,null,5925,null,1389,null,7587,null,1882,null,9061,null,1293,null,1626,null,908,null,90262,null,6612,null,15938,null,3057,null,48622,null,4002,null,11513,null,2918,null,11578,null,2522,null,2611,null,1117,null,0400000US01,Alabama,01
634669,null,976,null,590613,null,3202,null,529953,null,4206,null,16521,null,2280,null,7311,null,1650,null,8058,null,1524,null,28770,null,2321,null,44056,null,3224,null,23196,null,2519,null,6714,null,1793,null,2981,null,861,null,1889,null,770,null,11025,null,1384,null,587,null,358,null,20860,null,2505,null,4342,null,1349,null,3203,null,1336,null,3181,null,1064,null,9453,null,1659,null,681,null,421,null,0400000US02,Alaska,02
5984859,null,1678,null,5059550,null,19104,null,4218103,null,20098,null,653185,null,15350,null,48314,null,3661,null,18458,null,2345,null,121490,null,5457,null,925309,null,19109,null,283062,null,10864,null,58684,null,4607,null,134991,null,7721,null,42788,null,3597,null,36882,null,2974,null,9717,null,2705,null,642247,null,18013,null,61418,null,6137,null,495735,null,15070,null,36076,null,5384,null,33657,null,4618,null,15361,null,4188,null,0400000US04,Arizona,04
2656308,null,2395,null,2548505,null,5402,null,2477402,null,7217,null,52336,null,4494,null,10072,null,1820,null,5181,null,1392,null,3514,null,1898,null,107803,null,4633,null,35188,null,3836,null,9374,null,1694,null,13886,null,2437,null,4913,null,1257,null,5728,null,1186,null,1287,null,1036,null,72615,null,4600,null,6402,null,1515,null,53451,null,3807,null,4991,null,1362,null,7051,null,1958,null,720,null,548,null,0400000US05,Arkansas,05
34063760,null,2634,null,24257037,null,44448,null,18717441,null,55424,null,4409476,null,37745,null,421815,null,14537,null,619479,null,14754,null,88826,null,7485,null,9806723,null,44992,null,4388056,null,32781,null,572104,null,13433,null,1510315,null,19821,null,653818,null,17848,null,1531650,null,19448,null,120169,null,8570,null,5418667,null,45784,null,356944,null,11729,null,3650607,null,42570,null,414062,null,17634,null,911574,null,23539,null,85480,null,8060,null,0400000US06,California,06
4583067,null,1635,null,4090398,null,14768,null,3731618,null,16686,null,277568,null,9217,null,49782,null,5605,null,20491,null,3008,null,10939,null,2322,null,492669,null,14816,null,157820,null,8003,null,43358,null,3271,null,41731,null,4270,null,33416,null,3833,null,30588,null,2920,null,8727,null,2379,null,334849,null,12166,null,31103,null,3154,null,230022,null,10399,null,28715,null,3587,null,33231,null,4070,null,11778,null,2606,null,0400000US08,Colorado,08
3290599,null,1400,null,2839439,null,12413,null,2519118,null,13377,null,207280,null,7566,null,95874,null,6930,null,11649,null,1846,null,5518,null,1564,null,451160,null,12250,null,205027,null,7193,null,67461,null,4054,null,29879,null,3227,null,76737,null,5907,null,24297,null,2500,null,6653,null,1526,null,246133,null,10398,null,51070,null,4390,null,80514,null,7004,null,76585,null,6118,null,31229,null,3116,null,6735,null,2179,null,0400000US09,Connecticut,09
813290,null,526,null,747030,null,4670,null,709285,null,5404,null,25282,null,3355,null,8732,null,1655,null,2431,null,815,null,1300,null,672,null,66260,null,4639,null,25574,null,2696,null,7848,null,1649,null,3094,null,853,null,8200,null,1865,null,5186,null,1150,null,1246,null,889,null,40686,null,3791,null,10136,null,2326,null,16437,null,2889,null,4662,null,1559,null,6871,null,1282,null,2580,null,1531,null,0400000US10,Delaware,10
555473,null,193,null,478485,null,4635,null,447331,null,5706,null,16912,null,2252,null,9990,null,1811,null,2563,null,917,null,1689,null,1038,null,76988,null,4664,null,26821,null,2848,null,10313,null,1686,null,6594,null,1510,null,3973,null,1136,null,2857,null,859,null,3084,null,1162,null,50167,null,4618,null,17625,null,3125,null,14582,null,2587,null,8530,null,2072,null,4103,null,1175,null,5327,null,1477,null,0400000US11,District of Columbia,11
17188403,null,2806,null,13813262,null,32316,null,12092380,null,29570,null,1388158,null,23327,null,262140,null,12341,null,43875,null,3711,null,26709,null,3729,null,3375141,null,32171,null,1596418,null,25170,null,383187,null,11053,null,798840,null,14516,null,266120,null,11873,null,110795,null,4896,null,37476,null,3971,null,1778723,null,33868,null,265388,null,10039,null,1063325,null,26250,null,336589,null,15828,null,84293,null,6137,null,29128,null,4314,null,0400000US12,Florida,12
8954056,null,3918,null,8053060,null,17204,null,7679103,null,18291,null,253620,null,9145,null,71997,null,4996,null,34304,null,3217,null,14036,null,2803,null,900996,null,16312,null,313389,null,11566,null,88976,null,5716,null,58730,null,5141,null,76132,null,7968,null,63498,null,4886,null,26053,null,4037,null,587607,null,15187,null,71007,null,5218,null,329461,null,10904,null,85040,null,8465,null,72758,null,5943,null,29341,null,4738,null,0400000US13,Georgia,13
1202441,null,2211,null,975860,null,10411,null,859776,null,13261,null,19918,null,2971,null,9279,null,1706,null,85198,null,6072,null,1689,null,1076,null,226581,null,9593,null,121137,null,6815,null,22739,null,2730,null,4307,null,1165,null,4641,null,1410,null,89036,null,5420,null,414,null,329,null,105444,null,7389,null,14335,null,2042,null,7209,null,2115,null,5358,null,1431,null,78287,null,5884,null,255,null,255,null,0400000US15,Hawaii,15
1402689,null,1725,null,1313789,null,6244,null,1240916,null,7326,null,57920,null,3786,null,10079,null,2129,null,2215,null,692,null,2659,null,933,null,88900,null,5949,null,27961,null,3554,null,10249,null,2038,null,8786,null,1580,null,5564,null,1675,null,3126,null,942,null,236,null,224,null,60939,null,4893,null,9469,null,1701,null,37079,null,3860,null,6534,null,2700,null,6762,null,2221,null,1095,null,690,null,0400000US16,Idaho,16
12007133,null,2073,null,10234752,null,23493,null,9203909,null,28270,null,727512,null,15924,null,224637,null,10695,null,48116,null,3283,null,30578,null,5057,null,1772381,null,23407,null,788773,null,15177,null,111709,null,6498,null,229761,null,8006,null,272490,null,9851,null,135010,null,6989,null,39803,null,5034,null,983608,null,20542,null,67192,null,5200,null,574725,null,15254,null,203011,null,11674,null,110553,null,7564,null,28127,null,3962,null,0400000US17,Illinois,17
5933181,null,2147,null,5680908,null,8614,null,5459920,null,9974,null,124421,null,6007,null,82200,null,6299,null,9320,null,1685,null,5047,null,1222,null,252273,null,7913,null,89643,null,5706,null,27102,null,2716,null,22759,null,2921,null,20893,null,2842,null,15044,null,2197,null,3845,null,1180,null,162630,null,7343,null,19016,null,1943,null,91328,null,5445,null,21553,null,3537,null,26819,null,2595,null,3914,null,1414,null,0400000US18,Indiana,18
2803768,null,1898,null,2692818,null,5290,null,2603792,null,6833,null,54510,null,3468,null,27292,null,3444,null,4646,null,951,null,2578,null,882,null,110950,null,5039,null,39957,null,3111,null,10668,null,1458,null,9909,null,1536,null,7825,null,1633,null,9529,null,1450,null,2026,null,925,null,70993,null,4939,null,8809,null,1505,null,32374,null,2960,null,11606,null,2760,null,14090,null,1809,null,4114,null,2275,null,0400000US19,Iowa,19
2599846,null,1983,null,2437417,null,6237,null,2320331,null,9059,null,84530,null,5166,null,21088,null,2557,null,7873,null,1426,null,3595,null,1516,null,162429,null,5640,null,59357,null,4376,null,13988,null,1670,null,19071,null,2911,null,9236,null,1915,null,13503,null,1702,null,3559,null,1928,null,103072,null,5078,null,8755,null,1689,null,67061,null,4258,null,9827,null,2049,null,14111,null,2044,null,3318,null,1316,null,0400000US20,Kansas,20
3986609,null,2455,null,3869746,null,6359,null,3795026,null,8451,null,46306,null,4054,null,21078,null,3283,null,5690,null,1294,null,1646,null,672,null,116863,null,6160,null,39833,null,3856,null,11088,null,1951,null,6945,null,1525,null,11778,null,2067,null,7642,null,1539,null,2380,null,1026,null,77030,null,5440,null,11804,null,2120,null,32742,null,2884,null,12799,null,2707,null,16468,null,3051,null,3217,null,1523,null,0400000US21,Kentucky,21
4102457,null,2195,null,3968527,null,7348,null,3745531,null,9481,null,65292,null,4876,null,142532,null,5636,null,10222,null,1583,null,4950,null,1879,null,133930,null,6840,null,60386,null,3979,null,15356,null,2073,null,17427,null,2340,null,7828,null,1674,null,17099,null,2496,null,2676,null,1197,null,73544,null,6783,null,8528,null,1979,null,35277,null,4119,null,8560,null,2047,null,18255,null,3062,null,2924,null,1265,null,0400000US22,Louisiana,22
1245193,null,1143,null,1206501,null,2959,null,1138530,null,5499,null,10195,null,1808,null,53786,null,3712,null,1400,null,460,null,2590,null,923,null,38692,null,3112,null,22167,null,2168,null,11049,null,1666,null,1054,null,598,null,6572,null,1323,null,2538,null,629,null,954,null,683,null,16525,null,2363,null,6714,null,1345,null,380,null,247,null,4170,null,1358,null,2821,null,736,null,2440,null,1166,null,0400000US23,Maine,23
5261641,null,1456,null,4570845,null,13125,null,4308445,null,16342,null,125835,null,6665,null,81391,null,5539,null,34828,null,3451,null,20346,null,3656,null,690796,null,13028,null,321147,null,8987,null,83587,null,5455,null,45864,null,2932,null,78204,null,5426,null,79989,null,3902,null,33503,null,3634,null,369649,null,11357,null,75177,null,6154,null,122287,null,6268,null,75504,null,7470,null,59534,null,4796,null,37147,null,4484,null,0400000US24,Maryland,24
6116518,null,1081,null,5185490,null,18230,null,4657093,null,21098,null,262221,null,8329,null,205943,null,9393,null,46251,null,4095,null,13982,null,2139,null,931028,null,18128,null,457456,null,12980,null,108048,null,5489,null,63630,null,4691,null,179752,null,8786,null,84234,null,4279,null,21792,null,3710,null,473572,null,15870,null,66889,null,5516,null,121615,null,7583,null,173619,null,12590,null,82209,null,6855,null,29240,null,4284,null,0400000US25,Massachusetts,25
9379127,null,2110,null,8802017,null,14183,null,8427378,null,19286,null,169724,null,7290,null,123386,null,5992,null,26122,null,3066,null,55407,null,5720,null,577110,null,14142,null,285651,null,9290,null,76964,null,3820,null,22682,null,3273,null,89786,null,5352,null,42935,null,3475,null,53284,null,5208,null,291459,null,10734,null,46984,null,4117,null,78391,null,6443,null,69107,null,5648,null,60355,null,3976,null,36622,null,6261,null,0400000US26,Michigan,26
4865059,null,1774,null,4529637,null,10287,null,4324247,null,12190,null,93183,null,4956,null,54723,null,3337,null,37432,null,3170,null,20052,null,2823,null,335422,null,10254,null,149528,null,5370,null,42079,null,3631,null,14790,null,2007,null,23714,null,3181,null,47856,null,3136,null,21089,null,2640,null,185894,null,9351,null,28949,null,3278,null,64885,null,4483,null,26360,null,4673,null,37148,null,3667,null,28552,null,4008,null,0400000US27,Minnesota,27
2722890,null,2147,null,2663329,null,5707,null,2612237,null,6756,null,29339,null,3132,null,10972,null,1715,null,3745,null,856,null,7036,null,1735,null,59561,null,5688,null,18158,null,2267,null,6081,null,1392,null,3719,null,1106,null,3805,null,1096,null,3889,null,827,null,664,null,393,null,41403,null,5602,null,7149,null,2335,null,22804,null,4011,null,4986,null,1637,null,4934,null,2006,null,1530,null,946,null,0400000US28,Mississippi,28
5512995,null,1898,null,5299890,null,9441,null,5161074,null,11099,null,77341,null,4441,null,45639,null,3707,null,11195,null,1753,null,4641,null,1233,null,213105,null,9282,null,86346,null,5297,null,25897,null,2557,null,13064,null,2308,null,21407,null,2798,null,19510,null,2262,null,6468,null,1999,null,126759,null,7851,null,19619,null,3499,null,47863,null,3863,null,26707,null,3975,null,23750,null,2629,null,8820,null,2747,null,0400000US29,Missouri,29
905840,null,1307,null,884728,null,2591,null,852675,null,3824,null,10046,null,1576,null,11987,null,1863,null,1203,null,573,null,8817,null,1471,null,21112,null,2326,null,11204,null,1753,null,6599,null,1275,null,569,null,426,null,2314,null,805,null,1404,null,541,null,318,null,292,null,9908,null,1703,null,4328,null,1145,null,915,null,563,null,2531,null,1127,null,2064,null,757,null,70,null,94,null,0400000US30,Montana,30
1652677,null,1267,null,1555907,null,5148,null,1489432,null,6475,null,46231,null,3576,null,14530,null,2176,null,3461,null,1013,null,2253,null,825,null,96770,null,5100,null,32122,null,2776,null,7096,null,1314,null,12797,null,1963,null,4669,null,1262,null,5658,null,1053,null,1902,null,790,null,64648,null,5101,null,5180,null,1305,null,41189,null,3332,null,6424,null,2433,null,7180,null,1545,null,4675,null,1927,null,0400000US31,Nebraska,31
2401766,null,1199,null,1916077,null,12077,null,1666286,null,13530,null,199028,null,9285,null,21223,null,2775,null,21766,null,3119,null,7774,null,1902,null,485689,null,11883,null,180405,null,7733,null,36046,null,3182,null,66001,null,4778,null,20113,null,3004,null,51721,null,3805,null,6524,null,1944,null,305284,null,11566,null,28293,null,3348,null,217412,null,9463,null,15813,null,3020,null,35499,null,3593,null,8267,null,3224,null,0400000US32,Nevada,32
1241116,null,745,null,1176061,null,4755,null,1123274,null,6461,null,15493,null,2849,null,34142,null,3519,null,2079,null,739,null,1073,null,458,null,65055,null,4692,null,34850,null,3157,null,12686,null,1786,null,4979,null,1408,null,11093,null,2240,null,4613,null,1391,null,1479,null,757,null,30205,null,3593,null,7080,null,1278,null,4745,null,1526,null,9241,null,2315,null,7068,null,1543,null,2071,null,1164,null,0400000US33,New Hampshire,33
8125179,null,1169,null,6419737,null,20157,null,5578341,null,21508,null,540211,null,13179,null,215993,null,9006,null,51674,null,4117,null,33518,null,4291,null,1705442,null,20209,null,854595,null,14453,null,171239,null,7491,null,229713,null,8480,null,262216,null,11272,null,152531,null,6919,null,38896,null,4461,null,850847,null,18522,null,107303,null,7823,null,371083,null,12933,null,199658,null,9890,null,138774,null,8398,null,34029,null,4191,null,0400000US34,New Jersey,34
1837092,null,1767,null,1647155,null,10522,null,1167215,null,14129,null,369320,null,8419,null,12050,null,2017,null,4003,null,1125,null,94567,null,4165,null,189937,null,10164,null,54971,null,3618,null,11835,null,1852,null,32182,null,3085,null,3862,null,1017,null,6476,null,1141,null,616,null,352,null,134966,null,9670,null,8150,null,1402,null,111592,null,8829,null,6335,null,1629,null,7057,null,1593,null,1832,null,1028,null,0400000US35,New Mexico,35
18285349,null,2243,null,14071310,null,35726,null,11937983,null,39930,null,1313079,null,22734,null,584707,null,15994,null,153497,null,6771,null,82044,null,7951,null,4214039,null,35540,null,2194162,null,28432,null,644898,null,15103,null,469149,null,13541,null,645958,null,16252,null,345410,null,9792,null,88747,null,7164,null,2019877,null,27498,null,394629,null,13309,null,806156,null,18775,null,426179,null,13760,null,309883,null,11752,null,83030,null,8639,null,0400000US36,New York,36
8575899,null,3773,null,7943067,null,13264,null,7634273,null,14556,null,221834,null,9710,null,54913,null,4871,null,23177,null,2798,null,8870,null,2684,null,632832,null,12848,null,179574,null,8023,null,53649,null,3921,null,43042,null,4314,null,39697,null,4446,null,34299,null,3487,null,8887,null,2167,null,453258,null,12002,null,49408,null,4961,null,301884,null,9337,null,42360,null,4133,null,45829,null,4207,null,13777,null,2749,null,0400000US37,North Carolina,37
600752,null,774,null,585920,null,2387,null,562509,null,3251,null,7333,null,1126,null,13953,null,1887,null,387,null,258,null,1738,null,574,null,14832,null,2309,null,6535,null,1527,null,3028,null,846,null,633,null,396,null,1199,null,521,null,1340,null,780,null,335,null,251,null,8297,null,1697,null,2326,null,727,null,734,null,358,null,2963,null,1405,null,1103,null,385,null,1171,null,482,null,0400000US38,North Dakota,38
