B13008_001E,B13008_001EA,B13008_001M,B13008_001MA,B13008_002E,B13008_002EA,B13008_002M,B13008_002MA,B13008_003E,B13008_003EA,B13008_003M,B13008_003MA,B13008_004E,B13008_004EA,B13008_004M,B13008_004MA,B13008_005E,B13008_005EA,B13008_005M,B13008_005MA,B13008_006E,B13008_006EA,B13008_006M,B13008_006MA,B13008_007E,B13008_007EA,B13008_007M,B13008_007MA,B13008_008E,B13008_008EA,B13008_008M,B13008_008MA,B13008_009E,B13008_009EA,B13008_009M,B13008_009MA,B13008_010E,B13008_010EA,B13008_010M,B13008_010MA,B13008_011E,B13008_011EA,B13008_011M,B13008_011MA,B13008_012E,B13008_012EA,B13008_012M,B13008_012MA,B13008_013E,B13008_013EA,B13008_013M,B13008_013MA,B13008_014E,B13008_014EA,B13008_014M,B13008_014MA,B13008_015E,B13008_015EA,B13008_015M,B13008_015MA,GEO_ID,NAME,state
1155351,null,4102,null,67289,null,4706,null,39227,null,3444,null,36879,null,3296,null,2348,null,781,null,28062,null,2720,null,27357,null,2708,null,705,null,443,null,1088062,null,6269,null,529849,null,8135,null,506510,null,7855,null,23339,null,2733,null,558213,null,10175,null,545050,null,9879,null,13163,null,2465,null,0400000US01,Alabama,01
173966,null,1599,null,12233,null,1674,null,7737,null,1476,null,6613,null,1347,null,1124,null,490,null,4496,null,939,null,4446,null,931,null,50,null,82,null,161733,null,2244,null,74180,null,3300,null,65066,null,3274,null,9114,null,1259,null,87553,null,3549,null,84256,null,3414,null,3297,null,929,null,0400000US02,Alaska,02
1548377,null,3562,null,92263,null,5158,null,58803,null,4072,null,40688,null,3118,null,18115,null,2443,null,33460,null,3626,null,26667,null,3120,null,6793,null,1573,null,1456114,null,5956,null,650369,null,10707,null,489475,null,9672,null,160894,null,5935,null,805745,null,11498,null,697679,null,11385,null,108066,null,5558,null,0400000US04,Arizona,04
690561,null,3398,null,39910,null,3177,null,24610,null,2494,null,22323,null,2409,null,2287,null,863,null,15300,null,2202,null,14516,null,2165,null,784,null,422,null,650651,null,4554,null,325204,null,6746,null,304321,null,6419,null,20883,null,1958,null,325447,null,7251,null,313483,null,7205,null,11964,null,1656,null,0400000US05,Arkansas,05
9399440,null,8013,null,562297,null,13476,null,381197,null,9485,null,210578,null,7792,null,170619,null,6815,null,181100,null,8467,null,127089,null,7683,null,54011,null,4430,null,8837143,null,16406,null,3996299,null,23143,null,2225565,null,21000,null,1770734,null,18234,null,4840844,null,22625,null,3780270,null,20499,null,1060574,null,20257,null,0400000US06,California,06
1253964,null,3941,null,73670,null,4424,null,54807,null,4268,null,45280,null,3686,null,9527,null,1861,null,18863,null,2428,null,15916,null,2382,null,2947,null,961,null,1180294,null,5584,null,591224,null,8519,null,491914,null,8217,null,99310,null,4868,null,589070,null,9970,null,536142,null,9464,null,52928,null,3847,null,0400000US08,Colorado,08
869841,null,2491,null,42687,null,3393,null,29656,null,2647,null,23043,null,2240,null,6613,null,1268,null,13031,null,2187,null,10475,null,1829,null,2556,null,1042,null,827154,null,4224,null,378350,null,7130,null,299354,null,7055,null,78996,null,4715,null,448804,null,6761,null,401058,null,6939,null,47746,null,3704,null,0400000US09,Connecticut,09
218161,null,1386,null,11059,null,1537,null,6526,null,1084,null,4855,null,944,null,1671,null,713,null,4533,null,1137,null,3940,null,1046,null,593,null,532,null,207102,null,2086,null,90996,null,3066,null,79546,null,3022,null,11450,null,1481,null,116106,null,3494,null,107442,null,3449,null,8664,null,1610,null,0400000US10,Delaware,10
174240,null,1478,null,6915,null,1376,null,3088,null,841,null,1804,null,560,null,1284,null,675,null,3827,null,1150,null,3007,null,1082,null,820,null,516,null,167325,null,2151,null,37161,null,2750,null,27257,null,2364,null,9904,null,1732,null,130164,null,3147,null,116712,null,3302,null,13452,null,1979,null,0400000US11,District of Columbia,11
4301117,null,6951,null,236097,null,8916,null,150493,null,7091,null,103715,null,4900,null,46778,null,4415,null,85604,null,5501,null,71133,null,5591,null,14471,null,2074,null,4065020,null,11006,null,1874158,null,16307,null,1345013,null,14906,null,529145,null,11008,null,2190862,null,16222,null,1831860,null,15440,null,359002,null,10647,null,0400000US12,Florida,12
2518541,null,6950,null,144020,null,6470,null,88302,null,4822,null,68243,null,4113,null,20059,null,2599,null,55718,null,4775,null,49529,null,4596,null,6189,null,1539,null,2374521,null,8312,null,1103635,null,14398,null,936178,null,13311,null,167457,null,5763,null,1270886,null,15763,null,1177758,null,15679,null,93128,null,5454,null,0400000US13,Georgia,13
305513,null,2173,null,19404,null,2108,null,13520,null,1945,null,10202,null,1647,null,3318,null,872,null,5884,null,1366,null,4595,null,1232,null,1289,null,628,null,286109,null,3008,null,136769,null,4188,null,94911,null,3579,null,41858,null,2960,null,149340,null,4777,null,126237,null,4226,null,23103,null,3217,null,0400000US15,Hawaii,15
366226,null,2613,null,25718,null,2611,null,19417,null,1975,null,17595,null,1929,null,1822,null,558,null,6301,null,1445,null,6097,null,1456,null,204,null,202,null,340508,null,3650,null,182422,null,4881,null,164187,null,4914,null,18235,null,1841,null,158086,null,5432,null,149978,null,5222,null,8108,null,1396,null,0400000US16,Idaho,16
3268056,null,6751,null,185373,null,6996,null,122054,null,5742,null,89757,null,4674,null,32297,null,2930,null,63319,null,4311,null,54228,null,4104,null,9091,null,1534,null,3082683,null,10386,null,1387768,null,13743,null,1062400,null,10461,null,325368,null,8586,null,1694915,null,15917,null,1520914,null,16240,null,174001,null,6506,null,0400000US17,Illinois,17
1573390,null,4216,null,92540,null,3989,null,58965,null,3505,null,52493,null,3153,null,6472,null,1264,null,33575,null,2912,null,32252,null,2799,null,1323,null,589,null,1480850,null,6095,null,707723,null,9767,null,661964,null,9070,null,45759,null,3052,null,773127,null,10348,null,746585,null,10404,null,26542,null,2528,null,0400000US18,Indiana,18
715128,null,2764,null,46953,null,3116,null,34015,null,2714,null,31219,null,2622,null,2796,null,859,null,12938,null,1801,null,11825,null,1794,null,1113,null,525,null,668175,null,4245,null,335883,null,5880,null,316256,null,5740,null,19627,null,1947,null,332292,null,6649,null,319490,null,6491,null,12802,null,1950,null,0400000US19,Iowa,19
682702,null,2857,null,43792,null,3154,null,29313,null,2455,null,26439,null,2257,null,2874,null,668,null,14479,null,1993,null,13198,null,1893,null,1281,null,502,null,638910,null,4778,null,327105,null,6219,null,294458,null,5477,null,32647,null,2415,null,311805,null,6285,null,294686,null,5860,null,17119,null,2303,null,0400000US20,Kansas,20
1057585,null,4340,null,61009,null,4230,null,39092,null,3035,null,36663,null,2828,null,2429,null,698,null,21917,null,2514,null,21438,null,2438,null,479,null,372,null,996576,null,6000,null,509072,null,9507,null,486901,null,9062,null,22171,null,2166,null,487504,null,10421,null,476132,null,10282,null,11372,null,1687,null,0400000US21,Kentucky,21
1124309,null,4671,null,71036,null,4448,null,35536,null,3070,null,33212,null,2883,null,2324,null,747,null,35500,null,3221,null,34865,null,3221,null,635,null,405,null,1053273,null,5893,null,474412,null,8250,null,452165,null,8360,null,22247,null,2383,null,578861,null,8594,null,567460,null,8611,null,11401,null,1776,null,0400000US22,Louisiana,22
317790,null,1947,null,14234,null,1614,null,9714,null,1373,null,9526,null,1350,null,188,null,174,null,4520,null,1041,null,4411,null,1021,null,109,null,135,null,303556,null,2709,null,142200,null,4670,null,136233,null,4673,null,5967,null,1188,null,161356,null,4972,null,157716,null,4933,null,3640,null,1053,null,0400000US23,Maine,23
1464034,null,4149,null,80639,null,4638,null,52453,null,3523,null,36940,null,2956,null,15513,null,2056,null,28186,null,3548,null,23547,null,2941,null,4639,null,1409,null,1383395,null,6011,null,615098,null,9966,null,490788,null,9641,null,124310,null,4939,null,768297,null,9621,null,688833,null,9442,null,79464,null,5275,null,0400000US24,Maryland,24
1676571,null,3659,null,83335,null,4735,null,56122,null,4143,null,41471,null,3604,null,14651,null,1911,null,27213,null,2995,null,22269,null,2496,null,4944,null,1292,null,1593236,null,5628,null,686210,null,10229,null,528727,null,9145,null,157483,null,5140,null,907026,null,9739,null,790976,null,10128,null,116050,null,5282,null,0400000US25,Massachusetts,25
2484965,null,5011,null,131068,null,5983,null,83235,null,4141,null,72683,null,3765,null,10552,null,1684,null,47833,null,3689,null,46735,null,3700,null,1098,null,587,null,2353897,null,7487,null,1063679,null,12174,null,958322,null,11190,null,105357,null,4304,null,1290218,null,13364,null,1238080,null,13149,null,52138,null,4231,null,0400000US26,Michigan,26
1303385,null,3650,null,84639,null,4077,null,59174,null,3655,null,48931,null,3434,null,10243,null,1466,null,25465,null,2525,null,22876,null,2388,null,2589,null,734,null,1218746,null,5592,null,600959,null,7073,null,540661,null,7187,null,60298,null,3770,null,617787,null,7742,null,577445,null,8159,null,40342,null,3124,null,0400000US27,Minnesota,27
734070,null,3676,null,46721,null,4365,null,24870,null,3507,null,24132,null,3384,null,738,null,515,null,21851,null,3082,null,21424,null,3025,null,427,null,381,null,687349,null,5653,null,305021,null,9008,null,292695,null,8668,null,12326,null,2025,null,382328,null,9307,null,377262,null,8962,null,5066,null,1553,null,0400000US28,Mississippi,28
1465150,null,4820,null,81734,null,3849,null,55294,null,3355,null,50600,null,3247,null,4694,null,1107,null,26440,null,2646,null,25498,null,2611,null,942,null,564,null,1383416,null,6737,null,671683,null,9307,null,634522,null,8862,null,37161,null,2630,null,711733,null,10498,null,688335,null,9761,null,23398,null,2413,null,0400000US29,Missouri,29
228795,null,1764,null,11761,null,1815,null,7540,null,1349,null,7375,null,1338,null,165,null,148,null,4221,null,1099,null,4221,null,1099,null,0,null,235,null,217034,null,2387,null,104369,null,3996,null,99874,null,3779,null,4495,null,1057,null,112665,null,3840,null,110676,null,3974,null,1989,null,694,null,0400000US30,Montana,30
429867,null,2146,null,25825,null,2544,null,18256,null,2019,null,16603,null,1928,null,1653,null,667,null,7569,null,1303,null,6274,null,1222,null,1295,null,525,null,404042,null,3080,null,205248,null,4215,null,188119,null,4010,null,17129,null,1732,null,198794,null,4224,null,187419,null,3925,null,11375,null,1982,null,0400000US31,Nebraska,31
632088,null,2280,null,39633,null,3714,null,27915,null,2919,null,17359,null,2247,null,10556,null,1771,null,11718,null,2208,null,9102,null,1772,null,2616,null,1071,null,592455,null,3917,null,283527,null,7484,null,191152,null,6484,null,92375,null,4077,null,308928,null,7398,null,262245,null,6563,null,46683,null,3978,null,0400000US32,Nevada,32
330453,null,2054,null,15368,null,1896,null,11976,null,1580,null,10663,null,1458,null,1313,null,639,null,3392,null,910,null,3348,null,898,null,44,null,73,null,315085,null,2390,null,155473,null,4251,null,143247,null,4150,null,12226,null,1846,null,159612,null,4005,null,152747,null,3836,null,6865,null,1435,null,0400000US33,New Hampshire,33
2168090,null,4624,null,131141,null,6104,null,92523,null,4800,null,58420,null,3296,null,34103,null,3251,null,38618,null,3208,null,29524,null,3035,null,9094,null,1705,null,2036949,null,8339,null,963308,null,12131,null,656269,null,10764,null,307039,null,8033,null,1073641,null,11269,null,896532,null,11735,null,177109,null,6980,null,0400000US34,New Jersey,34
484932,null,2798,null,30999,null,3726,null,15382,null,2321,null,12750,null,1984,null,2632,null,873,null,15617,null,2422,null,14111,null,2209,null,1506,null,666,null,453933,null,4835,null,199763,null,6268,null,163328,null,5370,null,36435,null,3430,null,254170,null,6804,null,234901,null,7139,null,19269,null,2896,null,0400000US35,New Mexico,35
5010234,null,6446,null,256497,null,8267,null,171646,null,6392,null,112168,null,5076,null,59478,null,4545,null,84851,null,5110,null,65243,null,4486,null,19608,null,2356,null,4753737,null,10206,null,2005838,null,16824,null,1329946,null,15899,null,675892,null,12906,null,2747899,null,18003,null,2211699,null,19535,null,536200,null,13961,null,0400000US36,New York,36
2324058,null,6034,null,131969,null,6242,null,87085,null,4426,null,71198,null,4354,null,15887,null,2166,null,44884,null,4388,null,39953,null,4096,null,4931,null,1251,null,2192089,null,7747,null,1092192,null,12418,null,967983,null,11689,null,124209,null,5474,null,1099897,null,12947,null,1035849,null,12160,null,64048,null,4832,null,0400000US37,North Carolina,37
