C03002_001E,C03002_001EA,C03002_001M,C03002_001MA,C03002_002E,C03002_002EA,C03002_002M,C03002_002MA,C03002_003E,C03002_003EA,C03002_003M,C03002_003MA,C03002_004E,C03002_004EA,C03002_004M,C03002_004MA,C03002_005E,C03002_005EA,C03002_005M,C03002_005MA,C03002_006E,C03002_006EA,C03002_006M,C03002_006MA,C03002_007E,C03002_007EA,C03002_007M,C03002_007MA,C03002_008E,C03002_008EA,C03002_008M,C03002_008MA,C03002_009E,C03002_009EA,C03002_009M,C03002_009MA,C03002_010E,C03002_010EA,C03002_010M,C03002_010MA,C03002_011E,C03002_011EA,C03002_011M,C03002_011MA,C03002_012E,C03002_012EA,C03002_012M,C03002_012MA,GEO_ID,NAME,state
4661900,null,0,*****,4531736,null,1800,null,3188300,null,975,null,1216493,null,5367,null,22361,null,2604,null,45234,null,2521,null,1098,null,750,null,3320,null,1217,null,54930,null,5154,null,1478,null,718,null,53452,null,5071,null,130164,null,1800,null,0400000US01,Alabama,01
686293,null,0,*****,643705,null,1669,null,450038,null,866,null,23141,null,3019,null,85580,null,3947,null,31407,null,1805,null,3704,null,580,null,940,null,784,null,48895,null,4112,null,925,null,663,null,47970,null,3933,null,42588,null,1669,null,0400000US02,Alaska,02
6500180,null,0,*****,4540983,null,1639,null,3781993,null,2452,null,225620,null,3968,null,263388,null,4811,null,149524,null,4165,null,8194,null,1046,null,9229,null,2254,null,103035,null,7524,null,5151,null,1117,null,97884,null,7276,null,1959197,null,1639,null,0400000US04,Arizona,04
2855390,null,0,*****,2697912,null,1645,null,2159061,null,1658,null,441926,null,3945,null,14464,null,1857,null,29250,null,2275,null,1686,null,297,null,1977,null,1022,null,49548,null,4368,null,864,null,680,null,48684,null,4280,null,157478,null,1645,null,0400000US05,Arkansas,05
36756666,null,0,*****,23299269,null,0,*****,15453123,null,8603,null,2170068,null,12585,null,159868,null,6822,null,4481348,null,11873,null,123122,null,4681,null,107197,null,9068,null,804543,null,20731,null,49120,null,5092,null,755423,null,20725,null,13457397,null,0,*****,0400000US06,California,06
4939456,null,0,*****,3942396,null,0,*****,3496374,null,2336,null,177573,null,3434,null,31779,null,2627,null,124757,null,3181,null,4761,null,1237,null,9749,null,2205,null,97403,null,6068,null,3078,null,1034,null,94325,null,5951,null,997060,null,0,*****,0400000US08,Colorado,08
3501252,null,0,*****,3081861,null,0,*****,2577077,null,2138,null,315883,null,4292,null,5687,null,1209,null,119134,null,2486,null,1008,null,667,null,10531,null,2797,null,52541,null,5229,null,2174,null,813,null,50367,null,5134,null,419391,null,0,*****,0400000US09,Connecticut,09
873092,null,0,*****,813999,null,0,*****,595514,null,943,null,176135,null,2232,null,2266,null,504,null,25167,null,809,null,78,null,133,null,1734,null,1015,null,13105,null,2432,null,183,null,190,null,12922,null,2413,null,59093,null,0,*****,0400000US10,Delaware,10
591833,null,0,*****,540709,null,0,*****,194261,null,1162,null,312590,null,2866,null,1571,null,371,null,19696,null,721,null,564,null,760,null,1931,null,1384,null,10096,null,2873,null,550,null,479,null,9546,null,2654,null,51124,null,0,*****,0400000US11,District of Columbia,11
18328340,null,0,*****,14482376,null,2070,null,11015640,null,6957,null,2716711,null,10431,null,39749,null,4113,null,411339,null,5243,null,6769,null,1529,null,52797,null,9432,null,239371,null,10798,null,16689,null,3208,null,222682,null,10435,null,3845964,null,2070,null,0400000US12,Florida,12
9685744,null,0,*****,8915762,null,2566,null,5608325,null,4317,null,2869459,null,9080,null,18530,null,2378,null,274742,null,4449,null,2955,null,1310,null,28557,null,5770,null,113194,null,7909,null,5240,null,1705,null,107954,null,7732,null,769982,null,2566,null,0400000US13,Georgia,13
1288198,null,0,*****,1175878,null,0,*****,319553,null,602,null,29393,null,3379,null,1767,null,565,null,483889,null,8231,null,110462,null,3889,null,1083,null,629,null,229731,null,10045,null,2073,null,1232,null,227658,null,10190,null,112320,null,0,*****,0400000US15,Hawaii,15
1523816,null,0,*****,1367985,null,0,*****,1296111,null,860,null,7748,null,1293,null,14198,null,1890,null,17573,null,1703,null,991,null,750,null,1050,null,561,null,30314,null,2382,null,716,null,450,null,29598,null,2320,null,155831,null,0,*****,0400000US16,Idaho,16
12901564,null,0,*****,10933996,null,1742,null,8316844,null,9238,null,1856008,null,11187,null,15256,null,1905,null,546841,null,5184,null,2377,null,992,null,34378,null,5731,null,162292,null,8592,null,12671,null,3697,null,149621,null,7588,null,1967568,null,1742,null,0400000US17,Illinois,17
6376792,null,0,*****,6048067,null,1643,null,5296340,null,3049,null,541009,null,5067,null,13348,null,1763,null,84317,null,2498,null,1446,null,892,null,9648,null,2422,null,101959,null,5796,null,2751,null,1053,null,99208,null,5920,null,328725,null,1643,null,0400000US18,Indiana,18
3002557,null,0,*****,2878662,null,1250,null,2709144,null,2132,null,75683,null,3203,null,6513,null,1080,null,45798,null,1825,null,1598,null,1048,null,2519,null,1224,null,37407,null,3289,null,983,null,498,null,36424,null,3189,null,123895,null,1250,null,0400000US19,Iowa,19
2802134,null,0,*****,2547837,null,790,null,2247926,null,2889,null,154389,null,4163,null,17471,null,1786,null,59262,null,2100,null,1954,null,612,null,3115,null,1285,null,63720,null,4430,null,646,null,338,null,63074,null,4417,null,254297,null,790,null,0400000US20,Kansas,20
4269245,null,0,*****,4170899,null,2334,null,3746399,null,1723,null,314536,null,4818,null,6109,null,1507,null,43566,null,3347,null,2669,null,1433,null,4022,null,1263,null,53598,null,4160,null,1538,null,632,null,52060,null,4069,null,98346,null,2334,null,0400000US21,Kentucky,21
4410796,null,0,*****,4261395,null,1942,null,2724579,null,2334,null,1396443,null,4731,null,24919,null,2060,null,64181,null,3294,null,1093,null,746,null,6176,null,2312,null,44004,null,4116,null,2952,null,1289,null,41052,null,3973,null,149401,null,1942,null,0400000US22,Louisiana,22
1316456,null,0,*****,1303106,null,697,null,1252748,null,908,null,11197,null,1335,null,7090,null,1180,null,10582,null,944,null,323,null,237,null,709,null,394,null,20457,null,1947,null,1037,null,906,null,19420,null,1722,null,13350,null,697,null,0400000US23,Maine,23
