B17010_001E,B17010_001EA,B17010_001M,B17010_001MA,B17010_002E,B17010_002EA,B17010_002M,B17010_002MA,B17010_003E,B17010_003EA,B17010_003M,B17010_003MA,B17010_004E,B17010_004EA,B17010_004M,B17010_004MA,B17010_005E,B17010_005EA,B17010_005M,B17010_005MA,B17010_006E,B17010_006EA,B17010_006M,B17010_006MA,B17010_007E,B17010_007EA,B17010_007M,B17010_007MA,B17010_008E,B17010_008EA,B17010_008M,B17010_008MA,B17010_009E,B17010_009EA,B17010_009M,B17010_009MA,B17010_010E,B17010_010EA,B17010_010M,B17010_010MA,B17010_011E,B17010_011EA,B17010_011M,B17010_011MA,B17010_012E,B17010_012EA,B17010_012M,B17010_012MA,B17010_013E,B17010_013EA,B17010_013M,B17010_013MA,B17010_014E,B17010_014EA,B17010_014M,B17010_014MA,B17010_015E,B17010_015EA,B17010_015M,B17010_015MA,B17010_016E,B17010_016EA,B17010_016M,B17010_016MA,B17010_017E,B17010_017EA,B17010_017M,B17010_017MA,B17010_018E,B17010_018EA,B17010_018M,B17010_018MA,B17010_019E,B17010_019EA,B17010_019M,B17010_019MA,B17010_020E,B17010_020EA,B17010_020M,B17010_020MA,B17010_021E,B17010_021EA,B17010_021M,B17010_021MA,B17010_022E,B17010_022EA,B17010_022M,B17010_022MA,B17010_023E,B17010_023EA,B17010_023M,B17010_023MA,B17010_024E,B17010_024EA,B17010_024M,B17010_024MA,B17010_025E,B17010_025EA,B17010_025M,B17010_025MA,B17010_026E,B17010_026EA,B17010_026M,B17010_026MA,B17010_027E,B17010_027EA,B17010_027M,B17010_027MA,B17010_028E,B17010_028EA,B17010_028M,B17010_028MA,B17010_029E,B17010_029EA,B17010_029M,B17010_029MA,B17010_030E,B17010_030EA,B17010_030M,B17010_030MA,B17010_031E,B17010_031EA,B17010_031M,B17010_031MA,B17010_032E,B17010_032EA,B17010_032M,B17010_032MA,B17010_033E,B17010_033EA,B17010_033M,B17010_033MA,B17010_034E,B17010_034EA,B17010_034M,B17010_034MA,B17010_035E,B17010_035EA,B17010_035M,B17010_035MA,B17010_036E,B17010_036EA,B17010_036M,B17010_036MA,B17010_037E,B17010_037EA,B17010_037M,B17010_037MA,B17010_038E,B17010_038EA,B17010_038M,B17010_038MA,B17010_039E,B17010_039EA,B17010_039M,B17010_039MA,B17010_040E,B17010_040EA,B17010_040M,B17010_040MA,B17010_041E,B17010_041EA,B17010_041M,B17010_041MA,GEO_ID,NAME,state
1216612,null,11381,null,146323,null,5371,null,45070,null,3943,null,26269,null,3018,null,5673,null,1632,null,7782,null,1498,null,12814,null,1835,null,18801,null,2038,null,101253,null,4694,null,12056,null,2130,null,7548,null,1720,null,2056,null,851,null,1337,null,654,null,4155,null,1200,null,4508,null,1253,null,89197,null,4477,null,76236,null,4318,null,17698,null,2041,null,19703,null,2408,null,38835,null,3329,null,12961,null,1916,null,1070289,null,11368,null,841575,null,10754,null,352548,null,9480,null,65298,null,4112,null,64006,null,4167,null,223244,null,7839,null,489027,null,7054,null,228714,null,7852,null,59689,null,3966,null,29373,null,2929,null,4910,null,1157,null,3406,null,1054,null,21057,null,2418,null,30316,null,2796,null,169025,null,6589,null,98988,null,5442,null,14313,null,2160,null,12268,null,2195,null,72407,null,4513,null,70037,null,3893,null,0400000US01,Alabama,01
157273,null,3920,null,8981,null,1336,null,2280,null,554,null,1611,null,441,null,143,null,114,null,782,null,243,null,686,null,337,null,669,null,381,null,6701,null,1218,null,1875,null,672,null,1665,null,644,null,652,null,526,null,752,null,358,null,261,null,180,null,210,null,173,null,4826,null,1031,null,4587,null,1032,null,1481,null,592,null,1132,null,426,null,1974,null,687,null,239,null,180,null,148292,null,3868,null,113901,null,3841,null,55463,null,3558,null,9789,null,1657,null,13423,null,2163,null,32251,null,2510,null,58438,null,2462,null,34391,null,2960,null,14138,null,1813,null,9039,null,1592,null,1651,null,670,null,1359,null,557,null,6029,null,1293,null,5099,null,1062,null,20253,null,2261,null,15286,null,2125,null,2364,null,653,null,2704,null,855,null,10218,null,1759,null,4967,null,1020,null,0400000US02,Alaska,02
1489192,null,13955,null,153967,null,7266,null,62919,null,4524,null,40237,null,3900,null,5678,null,1557,null,15362,null,2430,null,19197,null,2447,null,22682,null,2709,null,91048,null,5431,null,16260,null,2417,null,13104,null,2317,null,2838,null,1038,null,3872,null,1102,null,6394,null,1610,null,3156,null,934,null,74788,null,4573,null,68317,null,4151,null,12623,null,1852,null,23242,null,3042,null,32452,null,3356,null,6471,null,1386,null,1335225,null,13296,null,1044681,null,12716,null,446817,null,9782,null,85010,null,4751,null,99043,null,4978,null,262764,null,6388,null,597864,null,9741,null,290544,null,8142,null,100347,null,5319,null,58458,null,3837,null,12996,null,2177,null,8210,null,1527,null,37252,null,3475,null,41889,null,3348,null,190197,null,5936,null,120726,null,5217,null,15938,null,2370,null,19387,null,2241,null,85401,null,4570,null,69471,null,3705,null,0400000US04,Arizona,04
751956,null,8609,null,97661,null,5087,null,31847,null,2714,null,20160,null,2429,null,3929,null,879,null,7085,null,1384,null,9146,null,1564,null,11687,null,1406,null,65814,null,4378,null,7416,null,1224,null,5658,null,981,null,1822,null,721,null,936,null,412,null,2900,null,784,null,1758,null,732,null,58398,null,4207,null,51834,null,3750,null,11454,null,1878,null,13604,null,2421,null,26776,null,2681,null,6564,null,1325,null,654295,null,9443,null,521241,null,9443,null,207991,null,6840,null,40159,null,2813,null,40367,null,3158,null,127465,null,5276,null,313250,null,6701,null,133054,null,4238,null,38100,null,2902,null,20142,null,2033,null,3149,null,1048,null,2230,null,825,null,14763,null,1804,null,17958,null,2105,null,94954,null,3991,null,57462,null,3502,null,9415,null,1797,null,9010,null,1699,null,39037,null,2974,null,37492,null,2583,null,0400000US05,Arkansas,05
8265877,null,24391,null,824961,null,17051,null,350161,null,10215,null,257319,null,8503,null,30162,null,3392,null,110623,null,5405,null,116534,null,5679,null,92842,null,5234,null,474800,null,12730,null,91870,null,4849,null,71905,null,4552,null,16474,null,2070,null,20763,null,2832,null,34668,null,3148,null,19965,null,2484,null,382930,null,11237,null,335241,null,10174,null,58478,null,4560,null,96362,null,5200,null,180401,null,7602,null,47689,null,3394,null,7440916,null,26807,null,5633384,null,24928,null,2818869,null,21251,null,529427,null,11433,null,619086,null,12968,null,1670356,null,18479,null,2814515,null,18701,null,1807532,null,19617,null,611037,null,15079,null,324733,null,10332,null,64606,null,5042,null,54093,null,4356,null,206034,null,8824,null,286304,null,10872,null,1196495,null,14905,null,712035,null,13320,null,95422,null,6363,null,104039,null,6315,null,512574,null,11438,null,484460,null,10852,null,0400000US06,California,06
1208994,null,12292,null,94833,null,5799,null,42794,null,3810,null,28721,null,3252,null,6714,null,1511,null,10352,null,1872,null,11655,null,1951,null,14073,null,2300,null,52039,null,4170,null,9248,null,1963,null,7520,null,1729,null,2042,null,875,null,1684,null,971,null,3794,null,1163,null,1728,null,680,null,42791,null,3384,null,38666,null,3163,null,7730,null,1447,null,10833,null,1908,null,20103,null,2395,null,4125,null,1110,null,1114161,null,12813,null,903865,null,10480,null,413054,null,8384,null,91396,null,4685,null,82168,null,4792,null,239490,null,5967,null,490811,null,8373,null,210296,null,7862,null,70053,null,4108,null,39956,null,3826,null,8038,null,1483,null,4407,null,1201,null,27511,null,3009,null,30097,null,2487,null,140243,null,6356,null,90818,null,4585,null,15775,null,2445,null,11566,null,1975,null,63477,null,3953,null,49425,null,3783,null,0400000US08,Colorado,08
888825,null,8063,null,59375,null,4122,null,14920,null,1976,null,8396,null,1604,null,1675,null,806,null,2289,null,802,null,4432,null,1059,null,6524,null,1368,null,44455,null,3583,null,5638,null,1380,null,3690,null,990,null,1168,null,673,null,721,null,513,null,1801,null,656,null,1948,null,738,null,38817,null,3298,null,34631,null,3134,null,7545,null,1595,null,9549,null,1947,null,17537,null,2114,null,4186,null,918,null,829450,null,7641,null,653964,null,8040,null,297533,null,6155,null,57839,null,3312,null,54562,null,3713,null,185132,null,5097,null,356431,null,5825,null,175486,null,7258,null,47993,null,3758,null,22123,null,2396,null,6297,null,1486,null,1995,null,835,null,13831,null,1819,null,25870,null,2626,null,127493,null,6113,null,74614,null,4896,null,9632,null,1618,null,9499,null,1694,null,55483,null,4310,null,52879,null,3364,null,0400000US09,Connecticut,09
222044,null,4500,null,15264,null,2028,null,4575,null,1088,null,3131,null,956,null,575,null,453,null,1548,null,766,null,1008,null,404,null,1444,null,533,null,10689,null,1745,null,1641,null,801,null,1258,null,744,null,93,null,122,null,289,null,278,null,876,null,730,null,383,null,251,null,9048,null,1567,null,7619,null,1361,null,1808,null,705,null,1827,null,629,null,3984,null,1119,null,1429,null,750,null,206780,null,4632,null,158253,null,4041,null,63821,null,3551,null,12311,null,1558,null,12468,null,1691,null,39042,null,2635,null,94432,null,2973,null,48527,null,3404,null,13753,null,1820,null,8086,null,1535,null,3317,null,1184,null,1107,null,519,null,3662,null,949,null,5667,null,1193,null,34774,null,2797,null,22186,null,2493,null,3537,null,1009,null,2297,null,782,null,16352,null,2267,null,12588,null,1538,null,0400000US10,Delaware,10
107365,null,3934,null,14675,null,1923,null,2125,null,895,null,777,null,541,null,48,null,80,null,368,null,392,null,361,null,312,null,1348,null,691,null,12550,null,1842,null,1004,null,562,null,864,null,505,null,283,null,267,null,0,null,296,null,581,null,442,null,140,null,144,null,11546,null,1782,null,9760,null,1639,null,1839,null,672,null,3040,null,1043,null,4881,null,1416,null,1786,null,757,null,92690,null,3608,null,52314,null,3165,null,19994,null,2118,null,6718,null,1219,null,3216,null,754,null,10060,null,1783,null,32320,null,2433,null,40376,null,2455,null,8939,null,1375,null,4056,null,1044,null,895,null,522,null,53,null,86,null,3108,null,930,null,4883,null,1145,null,31437,null,2517,null,18207,null,2316,null,2529,null,821,null,2651,null,1027,null,13027,null,1955,null,13230,null,1381,null,0400000US11,District of Columbia,11
4577227,null,27336,null,433289,null,12273,null,175428,null,7483,null,92296,null,5066,null,15412,null,2144,null,30753,null,3361,null,46131,null,3888,null,83132,null,5204,null,257861,null,10672,null,43588,null,4287,null,32371,null,3660,null,8760,null,1559,null,7189,null,1675,null,16422,null,2539,null,11217,null,1831,null,214273,null,8857,null,185281,null,7871,null,35398,null,3104,null,51968,null,4245,null,97915,null,6378,null,28992,null,2846,null,4143938,null,25186,null,3196740,null,23962,null,1207310,null,17519,null,230481,null,7782,null,220312,null,7775,null,756517,null,14446,null,1989430,null,17552,null,947198,null,16879,null,285773,null,10506,null,144235,null,6737,null,30616,null,3328,null,17655,null,2452,null,95964,null,5253,null,141538,null,7545,null,661425,null,12514,null,392623,null,9342,null,57476,null,4115,null,51162,null,5192,null,283985,null,7964,null,268802,null,8759,null,0400000US12,Florida,12
2364041,null,20337,null,262999,null,7965,null,82345,null,4191,null,55311,null,3657,null,10535,null,2084,null,20984,null,2729,null,23792,null,2591,null,27034,null,2838,null,180654,null,7107,null,23174,null,2695,null,16394,null,2351,null,3180,null,1137,null,2917,null,933,null,10297,null,2097,null,6780,null,1251,null,157480,null,6769,null,135936,null,7018,null,28361,null,3156,null,41479,null,3844,null,66096,null,4723,null,21544,null,2623,null,2101042,null,18593,null,1603092,null,17589,null,757600,null,12025,null,143907,null,5878,null,154847,null,7377,null,458846,null,9918,null,845492,null,12846,null,497950,null,10331,null,134772,null,7592,null,71880,null,5636,null,15640,null,2165,null,7900,null,1896,null,48340,null,4487,null,62892,null,4835,null,363178,null,9321,null,231588,null,8178,null,31564,null,3444,null,34063,null,3258,null,165961,null,7100,null,131590,null,5633,null,0400000US13,Georgia,13
303344,null,5137,null,18161,null,2268,null,7300,null,1457,null,4252,null,1182,null,1520,null,703,null,1371,null,601,null,1361,null,534,null,3048,null,834,null,10861,null,1777,null,1653,null,598,null,1322,null,585,null,601,null,419,null,195,null,221,null,526,null,349,null,331,null,211,null,9208,null,1671,null,7606,null,1579,null,2229,null,858,null,1584,null,689,null,3793,null,1088,null,1602,null,731,null,285183,null,5503,null,217030,null,4900,null,98954,null,3750,null,20920,null,2025,null,21648,null,2132,null,56386,null,3362,null,118076,null,4188,null,68153,null,4114,null,23580,null,2296,null,12289,null,1819,null,2438,null,755,null,2460,null,979,null,7391,null,1442,null,11291,null,1702,null,44573,null,3362,null,23310,null,2487,null,3736,null,1233,null,3775,null,974,null,15799,null,2253,null,21263,null,1931,null,0400000US15,Hawaii,15
396253,null,6996,null,37154,null,3469,null,16382,null,2045,null,10833,null,1707,null,3174,null,1039,null,4769,null,1113,null,2890,null,779,null,5549,null,1160,null,20772,null,2434,null,2678,null,841,null,2005,null,693,null,620,null,413,null,10,null,18,null,1375,null,548,null,673,null,456,null,18094,null,2241,null,16707,null,2223,null,4266,null,1046,null,3867,null,1167,null,8574,null,1499,null,1387,null,601,null,359099,null,6928,null,302116,null,6232,null,140208,null,4834,null,27870,null,2370,null,32369,null,2246,null,79969,null,3853,null,161908,null,4380,null,56983,null,4118,null,20764,null,2505,null,13662,null,2071,null,3378,null,1022,null,1183,null,527,null,9101,null,1824,null,7102,null,1440,null,36219,null,2838,null,24404,null,2601,null,3357,null,984,null,2961,null,948,null,18086,null,2054,null,11815,null,1310,null,0400000US16,Idaho,16
3138757,null,18424,null,283081,null,7657,null,88541,null,3878,null,58703,null,3458,null,9190,null,1371,null,23244,null,2293,null,26269,null,2967,null,29838,null,2574,null,194540,null,7047,null,27404,null,3018,null,20908,null,2585,null,5830,null,1504,null,5412,null,1311,null,9666,null,1751,null,6496,null,1375,null,167136,null,6619,null,147911,null,6059,null,31116,null,3016,null,43082,null,3186,null,73713,null,4193,null,19225,null,2150,null,2855676,null,17850,null,2235252,null,16912,null,1041050,null,13095,null,200685,null,6678,null,210189,null,6647,null,630176,null,9774,null,1194202,null,13956,null,620424,null,12998,null,190939,null,7197,null,101198,null,5177,null,23086,null,2824,null,14215,null,2271,null,63897,null,4423,null,89741,null,4866,null,429485,null,9930,null,253112,null,8822,null,36647,null,2891,null,37725,null,2900,null,178740,null,7368,null,176373,null,6678,null,0400000US17,Illinois,17
1648431,null,15271,null,157570,null,6279,null,50998,null,3722,null,32278,null,2936,null,5261,null,999,null,13123,null,1973,null,13894,null,1822,null,18720,null,2023,null,106572,null,4908,null,16722,null,2255,null,14370,null,2134,null,4413,null,1121,null,3235,null,893,null,6722,null,1588,null,2352,null,812,null,89850,null,4692,null,79226,null,4381,null,19983,null,2049,null,21069,null,2372,null,38174,null,2868,null,10624,null,1627,null,1490861,null,14219,null,1199485,null,13567,null,517856,null,9690,null,97306,null,4666,null,102875,null,4691,null,317675,null,7627,null,681629,null,10080,null,291376,null,8021,null,89833,null,4380,null,52415,null,3485,null,10707,null,1712,null,5534,null,1371,null,36174,null,2830,null,37418,null,3115,null,201543,null,6882,null,133201,null,5716,null,20211,null,2468,null,16612,null,2159,null,96378,null,5201,null,68342,null,3861,null,0400000US18,Indiana,18
791790,null,7894,null,57737,null,4022,null,20071,null,1612,null,12095,null,1359,null,3251,null,938,null,4736,null,1095,null,4108,null,911,null,7976,null,1099,null,37666,null,3275,null,5428,null,1212,null,4313,null,1140,null,1754,null,776,null,993,null,464,null,1566,null,595,null,1115,null,444,null,32238,null,3082,null,30222,null,3116,null,9320,null,1841,null,7214,null,1595,null,13688,null,1810,null,2016,null,616,null,734053,null,8212,null,614913,null,8211,null,251714,null,6240,null,48212,null,3319,null,52301,null,3399,null,151201,null,4520,null,363199,null,5660,null,119140,null,4429,null,43357,null,2962,null,25845,null,2397,null,7548,null,1413,null,3033,null,883,null,15264,null,1772,null,17512,null,2205,null,75783,null,3275,null,49180,null,2787,null,7105,null,1093,null,5494,null,963,null,36581,null,2763,null,26603,null,1911,null,0400000US19,Iowa,19
