B17010_001E,B17010_001EA,B17010_001M,B17010_001MA,B17010_002E,B17010_002EA,B17010_002M,B17010_002MA,B17010_003E,B17010_003EA,B17010_003M,B17010_003MA,B17010_004E,B17010_004EA,B17010_004M,B17010_004MA,B17010_005E,B17010_005EA,B17010_005M,B17010_005MA,B17010_006E,B17010_006EA,B17010_006M,B17010_006MA,B17010_007E,B17010_007EA,B17010_007M,B17010_007MA,B17010_008E,B17010_008EA,B17010_008M,B17010_008MA,B17010_009E,B17010_009EA,B17010_009M,B17010_009MA,B17010_010E,B17010_010EA,B17010_010M,B17010_010MA,B17010_011E,B17010_011EA,B17010_011M,B17010_011MA,B17010_012E,B17010_012EA,B17010_012M,B17010_012MA,B17010_013E,B17010_013EA,B17010_013M,B17010_013MA,B17010_014E,B17010_014EA,B17010_014M,B17010_014MA,B17010_015E,B17010_015EA,B17010_015M,B17010_015MA,B17010_016E,B17010_016EA,B17010_016M,B17010_016MA,B17010_017E,B17010_017EA,B17010_017M,B17010_017MA,B17010_018E,B17010_018EA,B17010_018M,B17010_018MA,B17010_019E,B17010_019EA,B17010_019M,B17010_019MA,B17010_020E,B17010_020EA,B17010_020M,B17010_020MA,B17010_021E,B17010_021EA,B17010_021M,B17010_021MA,B17010_022E,B17010_022EA,B17010_022M,B17010_022MA,B17010_023E,B17010_023EA,B17010_023M,B17010_023MA,B17010_024E,B17010_024EA,B17010_024M,B17010_024MA,B17010_025E,B17010_025EA,B17010_025M,B17010_025MA,B17010_026E,B17010_026EA,B17010_026M,B17010_026MA,B17010_027E,B17010_027EA,B17010_027M,B17010_027MA,B17010_028E,B17010_028EA,B17010_028M,B17010_028MA,B17010_029E,B17010_029EA,B17010_029M,B17010_029MA,B17010_030E,B17010_030EA,B17010_030M,B17010_030MA,B17010_031E,B17010_031EA,B17010_031M,B17010_031MA,B17010_032E,B17010_032EA,B17010_032M,B17010_032MA,B17010_033E,B17010_033EA,B17010_033M,B17010_033MA,B17010_034E,B17010_034EA,B17010_034M,B17010_034MA,B17010_035E,B17010_035EA,B17010_035M,B17010_035MA,B17010_036E,B17010_036EA,B17010_036M,B17010_036MA,B17010_037E,B17010_037EA,B17010_037M,B17010_037MA,B17010_038E,B17010_038EA,B17010_038M,B17010_038MA,B17010_039E,B17010_039EA,B17010_039M,B17010_039MA,B17010_040E,B17010_040EA,B17010_040M,B17010_040MA,B17010_041E,B17010_041EA,B17010_041M,B17010_041MA,GEO_ID,NAME,state
736264,null,8496,null,56736,null,3445,null,20713,null,1941,null,13103,null,1623,null,2765,null,807,null,5722,null,1160,null,4616,null,1246,null,7610,null,1231,null,36023,null,2973,null,5500,null,1373,null,4878,null,1254,null,1479,null,641,null,776,null,428,null,2623,null,912,null,622,null,360,null,30523,null,2742,null,27130,null,2377,null,8440,null,1668,null,7425,null,1654,null,11265,null,1250,null,3393,null,940,null,679528,null,8567,null,556442,null,7977,null,241401,null,5620,null,48326,null,3386,null,50172,null,2935,null,142903,null,4474,null,315041,null,5417,null,123086,null,5220,null,38083,null,3098,null,21760,null,2453,null,5129,null,1415,null,2812,null,874,null,13819,null,1797,null,16323,null,1852,null,85003,null,4031,null,58659,null,3556,null,9138,null,1488,null,7331,null,1620,null,42190,null,3159,null,26344,null,2244,null,0400000US20,Kansas,20
1125630,null,12346,null,147398,null,6613,null,58911,null,4418,null,33766,null,3719,null,7730,null,1776,null,10727,null,2035,null,15309,null,2138,null,25145,null,2690,null,88487,null,5142,null,15352,null,2238,null,12503,null,2022,null,3944,null,1212,null,2646,null,951,null,5913,null,1322,null,2849,null,816,null,73135,null,4281,null,63930,null,4239,null,13939,null,2089,null,14168,null,2321,null,35823,null,3215,null,9205,null,1386,null,978232,null,11613,null,789765,null,12075,null,327410,null,7466,null,62178,null,4065,null,62803,null,3532,null,202429,null,6293,null,462355,null,8026,null,188467,null,7180,null,57531,null,3607,null,31672,null,2726,null,7268,null,1485,null,3976,null,1032,null,20428,null,2451,null,25859,null,2408,null,130936,null,6263,null,74549,null,4730,null,11944,null,1893,null,9152,null,1742,null,53453,null,3838,null,56387,null,3377,null,0400000US21,Kentucky,21
1094141,null,10371,null,146380,null,6476,null,40293,null,3476,null,21482,null,2496,null,5119,null,1429,null,6962,null,1732,null,9401,null,1535,null,18811,null,2567,null,106087,null,5074,null,12986,null,2149,null,9123,null,1874,null,3477,null,1272,null,2615,null,1170,null,3031,null,894,null,3863,null,1097,null,93101,null,5144,null,82069,null,5207,null,17807,null,2335,null,25485,null,2775,null,38777,null,3822,null,11032,null,1698,null,947761,null,11039,null,718832,null,9344,null,311933,null,7635,null,57923,null,3740,null,61090,null,3936,null,192920,null,5712,null,406899,null,7587,null,228929,null,6748,null,61456,null,4409,null,34641,null,3509,null,10180,null,2187,null,5753,null,1526,null,18708,null,2271,null,26815,null,2622,null,167473,null,6071,null,100810,null,4760,null,17654,null,2263,null,12869,null,1833,null,70287,null,4302,null,66663,null,3944,null,0400000US22,Louisiana,22
343822,null,6405,null,29416,null,2739,null,9110,null,1415,null,4782,null,990,null,810,null,405,null,1970,null,688,null,2002,null,587,null,4328,null,956,null,20306,null,2676,null,3216,null,886,null,2630,null,828,null,769,null,385,null,195,null,150,null,1666,null,710,null,586,null,361,null,17090,null,2463,null,15382,null,2230,null,3462,null,946,null,3806,null,1032,null,8114,null,1517,null,1708,null,648,null,314406,null,6052,null,262020,null,5387,null,98867,null,4291,null,19765,null,2421,null,17553,null,1956,null,61549,null,2967,null,163153,null,4469,null,52386,null,3228,null,18563,null,1898,null,11251,null,1636,null,3032,null,900,null,895,null,428,null,7324,null,1324,null,7312,null,1090,null,33823,null,2409,null,21095,null,2082,null,2669,null,682,null,1900,null,720,null,16526,null,1871,null,12728,null,1699,null,0400000US23,Maine,23
1395778,null,10754,null,74687,null,4060,null,20748,null,2609,null,11441,null,1956,null,2476,null,1033,null,4164,null,1095,null,4801,null,1161,null,9307,null,1686,null,53939,null,3967,null,8013,null,1488,null,6309,null,1349,null,1567,null,838,null,845,null,448,null,3897,null,1104,null,1704,null,608,null,45926,null,3831,null,40010,null,3715,null,7725,null,1839,null,11963,null,1841,null,20322,null,2909,null,5916,null,1441,null,1321091,null,11173,null,986372,null,11805,null,458347,null,7265,null,92749,null,5257,null,88712,null,3526,null,276886,null,5878,null,528025,null,8533,null,334719,null,8643,null,85006,null,4693,null,45650,null,3410,null,8534,null,1668,null,6318,null,1385,null,30798,null,3167,null,39356,null,3428,null,249713,null,7773,null,155993,null,6107,null,22704,null,2520,null,20110,null,2606,null,113179,null,4706,null,93720,null,4272,null,0400000US24,Maryland,24
1568641,null,11431,null,111502,null,6166,null,34605,null,2973,null,16930,null,1903,null,3411,null,949,null,4549,null,1147,null,8970,null,1189,null,17675,null,2269,null,76897,null,5036,null,10089,null,1922,null,7476,null,1628,null,2540,null,1049,null,1110,null,520,null,3826,null,1049,null,2613,null,889,null,66808,null,4550,null,59866,null,4052,null,12039,null,1941,null,13715,null,2221,null,34112,null,3171,null,6942,null,1304,null,1457139,null,11859,null,1133668,null,11977,null,513429,null,9840,null,104412,null,5022,null,86405,null,4005,null,322612,null,7498,null,620239,null,9005,null,323471,null,9439,null,88996,null,5292,null,44512,null,3340,null,10402,null,2057,null,5042,null,1192,null,29068,null,2728,null,44484,null,3708,null,234475,null,8319,null,137877,null,6052,null,20287,null,2641,null,16975,null,2102,null,100615,null,5296,null,96598,null,5421,null,0400000US25,Massachusetts,25
2525388,null,15908,null,264514,null,7290,null,83535,null,3916,null,51014,null,3139,null,8655,null,1646,null,18032,null,1936,null,24327,null,2298,null,32521,null,2081,null,180979,null,6669,null,26852,null,2205,null,20691,null,1908,null,5090,null,1067,null,3429,null,1050,null,12172,null,1682,null,6161,null,1207,null,154127,null,6564,null,134910,null,6062,null,26270,null,2670,null,35078,null,3305,null,73562,null,4313,null,19217,null,2163,null,2260874,null,15759,null,1804882,null,14686,null,772477,null,10338,null,134247,null,4843,null,153617,null,5816,null,484613,null,7676,null,1032405,null,9472,null,455992,null,9027,null,128186,null,4863,null,67421,null,3631,null,12804,null,1910,null,7548,null,1410,null,47069,null,2974,null,60765,null,2763,null,327806,null,8267,null,196700,null,6299,null,28862,null,2985,null,23635,null,2573,null,144203,null,5528,null,131106,null,5152,null,0400000US26,Michigan,26
1342724,null,10410,null,82834,null,3898,null,27309,null,1965,null,15933,null,1738,null,2893,null,899,null,6545,null,1239,null,6495,null,1039,null,11376,null,1210,null,55525,null,3302,null,7155,null,1288,null,5850,null,1187,null,1609,null,673,null,1426,null,550,null,2815,null,772,null,1305,null,442,null,48370,null,3128,null,44086,null,2740,null,13599,null,1760,null,10815,null,1647,null,19672,null,2293,null,4284,null,977,null,1259890,null,10507,null,1045690,null,10997,null,466137,null,6972,null,94166,null,4200,null,95543,null,3950,null,276428,null,5606,null,579553,null,8386,null,214200,null,6157,null,73708,null,3760,null,47051,null,3316,null,13746,null,2021,null,6627,null,1514,null,26678,null,2415,null,26657,null,2146,null,140492,null,4728,null,90708,null,4329,null,16379,null,2205,null,11457,null,1706,null,62872,null,3551,null,49784,null,2425,null,0400000US27,Minnesota,27
755248,null,9226,null,128296,null,7118,null,35259,null,3729,null,21881,null,2881,null,3208,null,1163,null,5759,null,1489,null,12914,null,1867,null,13378,null,1940,null,93037,null,6003,null,12650,null,2690,null,8819,null,2195,null,1446,null,637,null,2384,null,1089,null,4989,null,1493,null,3831,null,1346,null,80387,null,5000,null,69636,null,4867,null,11581,null,1897,null,22301,null,2938,null,35754,null,3656,null,10751,null,1789,null,626952,null,9376,null,474410,null,9188,null,204911,null,6614,null,36653,null,3079,null,41691,null,3777,null,126567,null,5358,null,269499,null,6608,null,152542,null,5968,null,39686,null,3078,null,20581,null,2251,null,5107,null,1563,null,2721,null,950,null,12753,null,1925,null,19105,null,2408,null,112856,null,4922,null,68370,null,4404,null,8191,null,1592,null,10157,null,1807,null,50022,null,3470,null,44486,null,2895,null,0400000US28,Mississippi,28
1529540,null,12558,null,148339,null,5579,null,48619,null,2793,null,29395,null,2479,null,5251,null,1023,null,11515,null,1986,null,12629,null,1816,null,19224,null,1933,null,99720,null,4867,null,14920,null,2128,null,12828,null,2043,null,4734,null,1225,null,1486,null,647,null,6608,null,1612,null,2092,null,771,null,84800,null,4518,null,77187,null,4558,null,19148,null,2359,null,21570,null,2576,null,36469,null,2657,null,7613,null,1135,null,1381201,null,13057,null,1111714,null,12865,null,471997,null,9042,null,93777,null,5460,null,92370,null,4412,null,285850,null,6908,null,639717,null,8455,null,269487,null,7808,null,84752,null,4355,null,47044,null,3250,null,11270,null,1760,null,4670,null,1064,null,31104,null,2755,null,37708,null,3297,null,184735,null,6261,null,114541,null,5041,null,17162,null,2116,null,13575,null,1953,null,83804,null,4110,null,70194,null,3606,null,0400000US29,Missouri,29
237574,null,4616,null,23162,null,2316,null,10295,null,1479,null,6268,null,1078,null,1485,null,585,null,1948,null,634,null,2835,null,798,null,4027,null,920,null,12867,null,1856,null,2166,null,924,null,1951,null,890,null,798,null,601,null,526,null,407,null,627,null,378,null,215,null,159,null,10701,null,1497,null,9862,null,1469,null,2623,null,719,null,2816,null,898,null,4423,null,990,null,839,null,368,null,214412,null,4625,null,182056,null,4652,null,68293,null,3146,null,11639,null,1639,null,13711,null,1596,null,42943,null,2596,null,113763,null,3997,null,32356,null,2609,null,10980,null,1398,null,6629,null,1169,null,1061,null,409,null,759,null,431,null,4809,null,1121,null,4351,null,979,null,21376,null,2094,null,13747,null,1661,null,2226,null,848,null,1726,null,608,null,9795,null,1389,null,7629,null,1179,null,0400000US30,Montana,30
