B99172_001E,B99172_001EA,B99172_002E,B99172_002EA,B99172_003E,B99172_003EA,B99172_004E,B99172_004EA,B99172_005E,B99172_005EA,B99172_006E,B99172_006EA,B99172_007E,B99172_007EA,B99172_008E,B99172_008EA,B99172_009E,B99172_009EA,B99172_010E,B99172_010EA,B99172_011E,B99172_011EA,B99172_012E,B99172_012EA,B99172_013E,B99172_013EA,B99172_014E,B99172_014EA,B99172_015E,B99172_015EA,GEO_ID,NAME,state
1216612,null,101718,null,6032,null,2680,null,2861,null,3674,null,4750,null,24608,null,766852,null,28308,null,30756,null,23583,null,36887,null,59177,null,124726,null,0400000US01,Alabama,01
157273,null,6725,null,97,null,275,null,389,null,511,null,623,null,361,null,114591,null,1259,null,5889,null,3545,null,4766,null,11501,null,6741,null,0400000US02,Alaska,02
1489192,null,107782,null,4912,null,1995,null,3200,null,2996,null,5628,null,27454,null,972177,null,31109,null,36387,null,28192,null,42163,null,59772,null,165425,null,0400000US04,Arizona,04
751956,null,69382,null,3816,null,1810,null,1720,null,2552,null,4865,null,13516,null,470748,null,16788,null,18250,null,17478,null,22658,null,39098,null,69275,null,0400000US05,Arkansas,05
8265877,null,580401,null,34659,null,12495,null,16014,null,19985,null,34064,null,127343,null,5237099,null,189878,null,247378,null,202964,null,290247,null,458549,null,814801,null,0400000US06,California,06
1208994,null,73295,null,3749,null,650,null,831,null,1372,null,3011,null,11925,null,867400,null,22145,null,34958,null,24444,null,28757,null,49124,null,87333,null,0400000US08,Colorado,08
888825,null,39338,null,2681,null,900,null,1578,null,1429,null,2573,null,10876,null,587239,null,21591,null,31339,null,18820,null,25482,null,47697,null,97282,null,0400000US09,Connecticut,09
222044,null,9762,null,1173,null,122,null,356,null,319,null,677,null,2855,null,149518,null,4230,null,6956,null,3798,null,6644,null,11728,null,23906,null,0400000US10,Delaware,10
107365,null,10200,null,1024,null,138,null,403,null,611,null,543,null,1756,null,61712,null,1976,null,3765,null,2759,null,3153,null,8064,null,11261,null,0400000US11,District of Columbia,11
4577227,null,299497,null,18959,null,3522,null,5698,null,7892,null,14932,null,82789,null,2856246,null,120233,null,115507,null,95141,null,147094,null,217604,null,592113,null,0400000US12,Florida,12
