B99172_001E,B99172_001EA,B99172_002E,B99172_002EA,B99172_003E,B99172_003EA,B99172_004E,B99172_004EA,B99172_005E,B99172_005EA,B99172_006E,B99172_006EA,B99172_007E,B99172_007EA,B99172_008E,B99172_008EA,B99172_009E,B99172_009EA,B99172_010E,B99172_010EA,B99172_011E,B99172_011EA,B99172_012E,B99172_012EA,B99172_013E,B99172_013EA,B99172_014E,B99172_014EA,B99172_015E,B99172_015EA,GEO_ID,NAME,state
2364041,null,173577,null,10395,null,3907,null,3523,null,6590,null,11531,null,53476,null,1412231,null,49284,null,61225,null,52899,null,69306,null,117803,null,338294,null,0400000US13,Georgia,13
303344,null,12968,null,445,null,457,null,109,null,348,null,444,null,3390,null,189380,null,7030,null,10422,null,8549,null,14924,null,23101,null,31777,null,0400000US15,Hawaii,15
396253,null,29379,null,1087,null,441,null,730,null,864,null,1315,null,3338,null,283260,null,6826,null,11530,null,8108,null,9261,null,13882,null,26232,null,0400000US16,Idaho,16
3138757,null,194771,null,12926,null,5042,null,5776,null,5743,null,11013,null,47810,null,2001990,null,70239,null,95308,null,67963,null,96699,null,158033,null,365444,null,0400000US17,Illinois,17
1648431,null,113538,null,5435,null,2566,null,2304,null,3160,null,7420,null,23147,null,1132730,null,36821,null,45019,null,32045,null,39501,null,60845,null,143900,null,0400000US18,Indiana,18
791790,null,44823,null,2115,null,1112,null,726,null,1511,null,1992,null,5458,null,568682,null,16842,null,24096,null,15534,null,18621,null,30681,null,59597,null,0400000US19,Iowa,19
736264,null,44517,null,1852,null,608,null,896,null,995,null,2184,null,5684,null,528233,null,13845,null,21570,null,16061,null,17054,null,28853,null,53912,null,0400000US20,Kansas,20
1125630,null,114879,null,5632,null,1616,null,2040,null,4216,null,3346,null,15669,null,741541,null,25342,null,26309,null,20057,null,29275,null,46650,null,89058,null,0400000US21,Kentucky,21
1094141,null,99237,null,6241,null,2279,null,1653,null,4440,null,5780,null,26750,null,649947,null,21906,null,28519,null,23438,null,32110,null,59696,null,132145,null,0400000US22,Louisiana,22
343822,null,23599,null,713,null,449,null,478,null,571,null,808,null,2798,null,242816,null,6031,null,10915,null,8764,null,10035,null,14026,null,21819,null,0400000US23,Maine,23
1395778,null,53697,null,3465,null,743,null,1297,null,1796,null,3414,null,10275,null,967853,null,32408,null,49544,null,31936,null,44634,null,70869,null,123847,null,0400000US24,Maryland,24
1568641,null,77320,null,5617,null,1349,null,1507,null,2993,null,3408,null,19308,null,1002584,null,36562,null,53677,null,35741,null,50153,null,86103,null,192319,null,0400000US25,Massachusetts,25
2525388,null,185234,null,12399,null,5659,null,3316,null,5943,null,12593,null,39370,null,1684169,null,61225,null,75764,null,50590,null,61378,null,97221,null,230527,null,0400000US26,Michigan,26
1342724,null,59586,null,3541,null,1308,null,1031,null,2158,null,4539,null,10671,null,993683,null,26299,null,37163,null,26458,null,31948,null,47764,null,96575,null,0400000US27,Minnesota,27
755248,null,87343,null,6404,null,1395,null,2082,null,4035,null,7552,null,19485,null,427026,null,17874,null,21540,null,13068,null,26093,null,43989,null,77362,null,0400000US28,Mississippi,28
1529540,null,109443,null,4936,null,1342,null,2305,null,3423,null,7790,null,19100,null,1012204,null,30909,null,45019,null,28841,null,45400,null,68552,null,150276,null,0400000US29,Missouri,29
237574,null,16730,null,851,null,259,null,345,null,338,null,1093,null,3546,null,158882,null,3744,null,6441,null,5937,null,6345,null,12009,null,21054,null,0400000US30,Montana,30
457459,null,23318,null,599,null,682,null,361,null,874,null,2096,null,3025,null,331308,null,8699,null,13252,null,8339,null,12198,null,18839,null,33869,null,0400000US31,Nebraska,31
615019,null,35170,null,2017,null,897,null,734,null,583,null,1747,null,7399,null,414739,null,12207,null,14163,null,12672,null,18851,null,29762,null,64078,null,0400000US32,Nevada,32
345324,null,12824,null,743,null,140,null,364,null,196,null,488,null,2457,null,240992,null,5536,null,11396,null,8624,null,11023,null,15390,null,35151,null,0400000US33,New Hampshire,33
2168377,null,93585,null,6268,null,1849,null,2360,null,4090,null,5588,null,21511,null,1407415,null,59171,null,72490,null,51116,null,69940,null,117324,null,255670,null,0400000US34,New Jersey,34
482159,null,45694,null,2481,null,973,null,690,null,724,null,2670,null,7296,null,308475,null,8362,null,12575,null,9087,null,13617,null,23170,null,46345,null,0400000US35,New Mexico,35
4582314,null,316880,null,25028,null,8319,null,8813,null,11852,null,19597,null,81479,null,2717697,null,111221,null,156938,null,117631,null,153446,null,261811,null,591602,null,0400000US36,New York,36
2397731,null,191396,null,11104,null,2714,null,3890,null,4600,null,8740,null,37723,null,1554184,null,51932,null,67336,null,47729,null,70009,null,115673,null,230701,null,0400000US37,North Carolina,37
170921,null,9084,null,548,null,411,null,265,null,100,null,740,null,2349,null,118071,null,3184,null,5726,null,3096,null,3889,null,7122,null,16336,null,0400000US38,North Dakota,38
2936172,null,211579,null,12612,null,4400,null,5482,null,5085,null,11078,null,38728,null,2006252,null,69710,null,87460,null,60274,null,76167,null,113514,null,233831,null,0400000US39,Ohio,39
936539,null,77356,null,4749,null,2215,null,1605,null,3242,null,4185,null,16815,null,608666,null,16359,null,27135,null,19007,null,30570,null,41373,null,83262,null,0400000US40,Oklahoma,40
939487,null,67076,null,3223,null,1132,null,1881,null,1901,null,2262,null,12778,null,656782,null,20250,null,24970,null,18840,null,22259,null,35932,null,70201,null,0400000US41,Oregon,41
3205114,null,184717,null,13935,null,4469,null,5763,null,6925,null,10609,null,44783,null,2150680,null,76794,null,94769,null,69159,null,90555,null,133599,null,318357,null,0400000US42,Pennsylvania,42
247759,null,12540,null,1125,null,188,null,614,null,717,null,562,null,3324,null,152496,null,5065,null,9464,null,8288,null,9065,null,13906,null,30405,null,0400000US44,Rhode Island,44
1142172,null,87411,null,5886,null,1643,null,2189,null,2457,null,4820,null,27855,null,696939,null,24986,null,30014,null,21595,null,33283,null,61709,null,141385,null,0400000US45,South Carolina,45
206239,null,12181,null,669,null,99,null,331,null,609,null,964,null,2076,null,148418,null,4384,null,4416,null,4376,null,4625,null,9293,null,13798,null,0400000US46,South Dakota,46
1623272,null,136675,null,8279,null,3399,null,2518,null,4434,null,7195,null,24992,null,1050504,null,37978,null,44445,null,34757,null,49950,null,73663,null,144483,null,0400000US47,Tennessee,47
5868201,null,538084,null,20940,null,9298,null,10517,null,16955,null,29860,null,100314,null,3701408,null,117563,null,147774,null,119279,null,167248,null,292448,null,596513,null,0400000US48,Texas,48
632317,null,32725,null,1283,null,671,null,620,null,309,null,1339,null,4706,null,453798,null,13606,null,17649,null,16241,null,16310,null,25409,null,47651,null,0400000US49,Utah,49
160454,null,7826,null,434,null,262,null,96,null,181,null,390,null,1211,null,113579,null,3471,null,5404,null,4171,null,4618,null,7196,null,11615,null,0400000US50,Vermont,50
1999409,null,104252,null,7283,null,3041,null,2823,null,2380,null,6829,null,20238,null,1380319,null,44955,null,59546,null,40186,null,57269,null,92381,null,177907,null,0400000US51,Virginia,51
1636755,null,98093,null,5399,null,2246,null,1917,null,3429,null,3157,null,11917,null,1188483,null,31228,null,50454,null,31509,null,37888,null,56293,null,114742,null,0400000US53,Washington,53
491152,null,43839,null,2509,null,1021,null,1184,null,942,null,2624,null,8641,null,306993,null,9806,null,15730,null,11546,null,15171,null,23451,null,47695,null,0400000US54,West Virginia,54
1467796,null,69143,null,4225,null,1598,null,1819,null,1917,null,3404,null,16158,null,1041288,null,29876,null,41705,null,27683,null,37974,null,58176,null,132830,null,0400000US55,Wisconsin,55
135678,null,6655,null,288,null,52,null,42,null,39,null,173,null,495,null,99324,null,2402,null,3729,null,3268,null,3566,null,5111,null,10534,null,0400000US56,Wyoming,56
878424,null,295318,null,6557,null,3560,null,4701,null,6515,null,12992,null,32853,null,375226,null,8389,null,11179,null,14296,null,23028,null,43893,null,39917,null,0400000US72,Puerto Rico,72
