B01001_001E,B01001_001EA,B01001_001M,B01001_001MA,B01001_002E,B01001_002EA,B01001_002M,B01001_002MA,B01001_003E,B01001_003EA,B01001_003M,B01001_003MA,B01001_004E,B01001_004EA,B01001_004M,B01001_004MA,B01001_005E,B01001_005EA,B01001_005M,B01001_005MA,B01001_006E,B01001_006EA,B01001_006M,B01001_006MA,B01001_007E,B01001_007EA,B01001_007M,B01001_007MA,B01001_008E,B01001_008EA,B01001_008M,B01001_008MA,B01001_009E,B01001_009EA,B01001_009M,B01001_009MA,B01001_010E,B01001_010EA,B01001_010M,B01001_010MA,B01001_011E,B01001_011EA,B01001_011M,B01001_011MA,B01001_012E,B01001_012EA,B01001_012M,B01001_012MA,B01001_013E,B01001_013EA,B01001_013M,B01001_013MA,B01001_014E,B01001_014EA,B01001_014M,B01001_014MA,B01001_015E,B01001_015EA,B01001_015M,B01001_015MA,B01001_016E,B01001_016EA,B01001_016M,B01001_016MA,B01001_017E,B01001_017EA,B01001_017M,B01001_017MA,B01001_018E,B01001_018EA,B01001_018M,B01001_018MA,B01001_019E,B01001_019EA,B01001_019M,B01001_019MA,B01001_020E,B01001_020EA,B01001_020M,B01001_020MA,B01001_021E,B01001_021EA,B01001_021M,B01001_021MA,B01001_022E,B01001_022EA,B01001_022M,B01001_022MA,B01001_023E,B01001_023EA,B01001_023M,B01001_023MA,B01001_024E,B01001_024EA,B01001_024M,B01001_024MA,B01001_025E,B01001_025EA,B01001_025M,B01001_025MA,B01001_026E,B01001_026EA,B01001_026M,B01001_026MA,B01001_027E,B01001_027EA,B01001_027M,B01001_027MA,B01001_028E,B01001_028EA,B01001_028M,B01001_028MA,B01001_029E,B01001_029EA,B01001_029M,B01001_029MA,B01001_030E,B01001_030EA,B01001_030M,B01001_030MA,B01001_031E,B01001_031EA,B01001_031M,B01001_031MA,B01001_032E,B01001_032EA,B01001_032M,B01001_032MA,B01001_033E,B01001_033EA,B01001_033M,B01001_033MA,B01001_034E,B01001_034EA,B01001_034M,B01001_034MA,B01001_035E,B01001_035EA,B01001_035M,B01001_035MA,B01001_036E,B01001_036EA,B01001_036M,B01001_036MA,B01001_037E,B01001_037EA,B01001_037M,B01001_037MA,B01001_038E,B01001_038EA,B01001_038M,B01001_038MA,B01001_039E,B01001_039EA,B01001_039M,B01001_039MA,B01001_040E,B01001_040EA,B01001_040M,B01001_040MA,B01001_041E,B01001_041EA,B01001_041M,B01001_041MA,B01001_042E,B01001_042EA,B01001_042M,B01001_042MA,B01001_043E,B01001_043EA,B01001_043M,B01001_043MA,B01001_044E,B01001_044EA,B01001_044M,B01001_044MA,B01001_045E,B01001_045EA,B01001_045M,B01001_045MA,B01001_046E,B01001_046EA,B01001_046M,B01001_046MA,B01001_047E,B01001_047EA,B01001_047M,B01001_047MA,B01001_048E,B01001_048EA,B01001_048M,B01001_048MA,B01001_049E,B01001_049EA,B01001_049M,B01001_049MA,GEO_ID,NAME,state
4661900,null,0,*****,2258924,null,3639,null,156531,null,2967,null,153750,null,4996,null,163709,null,4701,null,99700,null,1911,null,72006,null,3232,null,38692,null,3599,null,29714,null,2258,null,93342,null,4263,null,157067,null,3438,null,141175,null,2989,null,152793,null,5403,null,155063,null,5078,null,166547,null,2955,null,158896,null,2186,null,136315,null,3794,null,59737,null,3225,null,60986,null,2716,null,40539,null,2490,null,46829,null,2729,null,68219,null,3010,null,47636,null,2169,null,34565,null,2228,null,25113,null,1913,null,2402976,null,3639,null,150652,null,2801,null,153597,null,4934,null,148591,null,4869,null,94680,null,2086,null,69184,null,3112,null,32164,null,2428,null,34108,null,3461,null,92981,null,4042,null,156566,null,2714,null,143609,null,2620,null,156964,null,4794,null,162984,null,4635,null,174787,null,2534,null,171040,null,1943,null,153013,null,3535,null,62663,null,3329,null,69537,null,3469,null,46976,null,2687,null,58004,null,3159,null,83816,null,3100,null,70408,null,3228,null,58522,null,2704,null,58130,null,3330,null,0400000US01,Alabama,01
686293,null,0,*****,357559,null,1751,null,27756,null,1204,null,23566,null,1908,null,25371,null,1882,null,16724,null,1344,null,12628,null,1372,null,8807,null,1518,null,7013,null,1731,null,17695,null,1671,null,28381,null,1333,null,23971,null,1904,null,23394,null,1899,null,26489,null,2066,null,26470,null,997,null,26477,null,840,null,23901,null,1403,null,7760,null,1015,null,7731,null,956,null,4571,null,805,null,5294,null,797,null,6012,null,1005,null,3885,null,627,null,2255,null,563,null,1408,null,523,null,328734,null,1751,null,23868,null,1013,null,24818,null,1709,null,23580,null,1879,null,15076,null,818,null,10129,null,947,null,4392,null,1030,null,4970,null,1170,null,14999,null,1656,null,24327,null,1292,null,22445,null,1199,null,23242,null,1965,null,23051,null,1751,null,26014,null,931,null,26331,null,967,null,22800,null,1451,null,6767,null,1060,null,6935,null,995,null,4160,null,888,null,4630,null,763,null,6392,null,865,null,5014,null,807,null,2958,null,808,null,1836,null,522,null,0400000US02,Alaska,02
6500180,null,0,*****,3258694,null,2909,null,263171,null,1971,null,236900,null,5959,null,235852,null,5729,null,140310,null,1640,null,90168,null,1907,null,46190,null,4080,null,52161,null,4175,null,126603,null,4301,null,255627,null,1586,null,234018,null,1939,null,230407,null,6337,null,217206,null,6211,null,220404,null,1897,null,198707,null,1691,null,177650,null,5114,null,68480,null,4066,null,76908,null,4654,null,51944,null,2657,null,65934,null,3030,null,91638,null,3624,null,84444,null,3487,null,51937,null,3139,null,42035,null,3308,null,3241486,null,2909,null,252150,null,1892,null,227206,null,6215,null,219594,null,6411,null,132497,null,1137,null,83715,null,2124,null,39715,null,3165,null,45351,null,3765,null,116050,null,3792,null,228682,null,1609,null,211091,null,1683,null,213303,null,6018,null,212519,null,5949,null,222153,null,2108,null,208045,null,1247,null,185878,null,4815,null,73133,null,3492,null,94244,null,3983,null,56878,null,3085,null,77929,null,3566,null,101872,null,3348,null,97725,null,3467,null,72600,null,3455,null,69156,null,3874,null,0400000US04,Arizona,04
2855390,null,0,*****,1398560,null,3452,null,103021,null,2135,null,97794,null,4189,null,99068,null,4377,null,61497,null,1887,null,48490,null,3018,null,19991,null,2568,null,21020,null,2962,null,55474,null,3511,null,94153,null,3349,null,86653,null,2203,null,87955,null,3596,null,99790,null,4054,null,97384,null,1781,null,94772,null,2121,null,82198,null,3438,null,36415,null,2435,null,40241,null,2915,null,23720,null,1854,null,30169,null,2232,null,46638,null,2116,null,34517,null,1980,null,23559,null,1892,null,14041,null,1463,null,1456830,null,3452,null,96061,null,2207,null,96818,null,3913,null,89266,null,3728,null,59399,null,1794,null,40490,null,2306,null,20400,null,2703,null,19313,null,2097,null,54474,null,3094,null,97733,null,2392,null,86768,null,2300,null,96758,null,3251,null,92803,null,3676,null,103347,null,1857,null,100809,null,1554,null,84813,null,3219,null,37294,null,2462,null,48738,null,2198,null,26519,null,2204,null,35262,null,1991,null,53082,null,2648,null,43750,null,2266,null,36428,null,2062,null,36505,null,2387,null,0400000US05,Arkansas,05
36756666,null,0,*****,18383523,null,4718,null,1378153,null,2888,null,1252421,null,10857,null,1328226,null,11152,null,833568,null,2782,null,593756,null,3279,null,295706,null,9284,null,295744,null,9154,null,819220,null,11146,null,1414680,null,4392,null,1310621,null,3802,null,1392487,null,16819,null,1356260,null,17335,null,1355504,null,3383,null,1218156,null,2990,null,988909,null,9946,null,367777,null,8274,null,419220,null,8639,null,255362,null,6130,null,299768,null,7206,null,426530,null,7139,null,332013,null,5920,null,250117,null,5630,null,199325,null,6001,null,18373143,null,4718,null,1314753,null,2764,null,1196543,null,13856,null,1259657,null,14303,null,799376,null,2669,null,562104,null,5338,null,275375,null,10238,null,259128,null,8236,null,764460,null,11491,null,1278455,null,2878,null,1213524,null,3383,null,1316138,null,15751,null,1307780,null,15107,null,1344465,null,2726,null,1236497,null,2745,null,1050013,null,10322,null,395406,null,8321,null,446760,null,8948,null,286401,null,6695,null,354228,null,8097,null,506730,null,8494,null,445787,null,8076,null,371535,null,6297,null,388028,null,9341,null,0400000US06,California,06
4939456,null,0,*****,2487842,null,3877,null,180860,null,1839,null,172185,null,4379,null,161424,null,4646,null,100671,null,1378,null,70376,null,2443,null,40316,null,3712,null,34767,null,3283,null,102428,null,3956,null,199898,null,2386,null,186520,null,2261,null,189526,null,6143,null,184687,null,6193,null,189742,null,1734,null,179699,null,1958,null,150531,null,3544,null,59364,null,3366,null,60792,null,3363,null,36216,null,2535,null,40964,null,2499,null,55853,null,2899,null,40177,null,2261,null,28040,null,1698,null,22806,null,1898,null,2451614,null,3877,null,175529,null,1904,null,161213,null,4866,null,155973,null,4975,null,98911,null,1758,null,63288,null,2421,null,32811,null,3169,null,31898,null,3190,null,93780,null,4306,null,181090,null,2246,null,169716,null,2298,null,172972,null,5089,null,176742,null,4858,null,191081,null,1782,null,181417,null,1351,null,154781,null,3492,null,58671,null,3404,null,63631,null,2999,null,38156,null,2240,null,45438,null,2235,null,63520,null,2863,null,51031,null,2640,null,42758,null,2575,null,47207,null,3153,null,0400000US08,Colorado,08
3501252,null,0,*****,1709297,null,2163,null,107956,null,1206,null,113737,null,4260,null,117497,null,4250,null,76845,null,1258,null,52155,null,974,null,25996,null,2635,null,23472,null,2424,null,65669,null,2932,null,104432,null,1084,null,99569,null,969,null,119656,null,4019,null,133704,null,4051,null,141762,null,932,null,133222,null,1016,null,104799,null,2828,null,39549,null,2399,null,51746,null,3092,null,31200,null,2261,null,32533,null,2087,null,45445,null,2354,null,36225,null,1880,null,28546,null,1676,null,23582,null,1871,null,1791955,null,2163,null,102697,null,1293,null,100214,null,3990,null,119452,null,3797,null,72889,null,945,null,50495,null,1113,null,23398,null,2125,null,22686,null,2660,null,61777,null,3282,null,99737,null,876,null,99649,null,1157,null,124249,null,4448,null,136946,null,4548,null,148766,null,878,null,137390,null,1075,null,113275,null,3268,null,47509,null,2764,null,51114,null,2879,null,34187,null,2431,null,39014,null,2474,null,55003,null,2399,null,49029,null,2672,null,45855,null,2442,null,56624,null,3061,null,0400000US09,Connecticut,09
873092,null,0,*****,422659,null,926,null,29863,null,197,null,29550,null,1749,null,27125,null,1817,null,18065,null,707,null,13206,null,766,null,5464,null,981,null,8260,null,1447,null,16333,null,1666,null,26813,null,645,null,25684,null,610,null,28363,null,1793,null,30956,null,1926,null,32381,null,543,null,29958,null,337,null,23772,null,1616,null,10834,null,1200,null,13724,null,1206,null,6294,null,982,null,9415,null,1105,null,13703,null,1196,null,11468,null,930,null,6777,null,793,null,4651,null,746,null,450433,null,926,null,29939,null,515,null,26479,null,1723,null,27230,null,1760,null,17875,null,656,null,13167,null,835,null,8257,null,1657,null,6908,null,1461,null,13560,null,1492,null,28886,null,708,null,26636,null,367,null,30149,null,2209,null,33024,null,2197,null,32970,null,469,null,31989,null,530,null,28818,null,1922,null,11172,null,1490,null,14928,null,1563,null,9309,null,1154,null,9397,null,1185,null,16055,null,1109,null,13082,null,1261,null,10385,null,1081,null,10218,null,1172,null,0400000US10,Delaware,10
591833,null,0,*****,279839,null,637,null,18905,null,299,null,13875,null,1241,null,14895,null,1241,null,9553,null,464,null,10990,null,942,null,4114,null,1137,null,4802,null,1323,null,15415,null,1649,null,28448,null,434,null,23403,null,3,null,22016,null,2086,null,20905,null,2071,null,19076,null,236,null,17598,null,340,null,15447,null,1272,null,5998,null,1033,null,6663,null,1191,null,4236,null,830,null,5383,null,874,null,6354,null,1017,null,5316,null,939,null,3746,null,823,null,2701,null,676,null,311994,null,637,null,17455,null,231,null,13689,null,1701,null,13978,null,1704,null,9621,null,359,null,13950,null,1309,null,5171,null,1292,null,3890,null,1208,null,17762,null,1883,null,31733,null,511,null,24772,null,121,null,23709,null,1722,null,18458,null,1714,null,20340,null,707,null,19615,null,720,null,18392,null,1505,null,6991,null,1307,null,9698,null,1253,null,5434,null,961,null,5461,null,949,null,9837,null,1087,null,6413,null,911,null,7300,null,872,null,8325,null,983,null,0400000US11,District of Columbia,11
18328340,null,0,*****,8996705,null,6921,null,583580,null,3704,null,530165,null,9414,null,577305,null,10789,null,359498,null,3298,null,248124,null,5062,null,126901,null,6144,null,123825,null,6444,null,342067,null,7707,null,606601,null,4266,null,548975,null,3985,null,610371,null,12095,null,646812,null,11599,null,672745,null,3308,null,608332,null,3722,null,525562,null,9453,null,217995,null,7115,null,267823,null,7079,null,174170,null,4530,null,221959,null,6337,null,317644,null,6295,null,306603,null,7186,null,216295,null,6414,null,163353,null,6566,null,9331635,null,6921,null,556357,null,2980,null,518374,null,9396,null,539467,null,9829,null,338640,null,3113,null,230612,null,3796,null,122987,null,6821,null,115119,null,5963,null,315907,null,7524,null,569469,null,3863,null,534497,null,4380,null,591046,null,9935,null,647995,null,10408,null,686676,null,3083,null,650976,null,3328,null,591451,null,7245,null,247419,null,7371,null,291804,null,6979,null,195809,null,7198,null,258814,null,7126,null,372515,null,7113,null,363091,null,7286,null,302010,null,6798,null,290600,null,6847,null,0400000US12,Florida,12
