B23003_001E,B23003_001EA,B23003_001M,B23003_001MA,B23003_002E,B23003_002EA,B23003_002M,B23003_002MA,B23003_003E,B23003_003EA,B23003_003M,B23003_003MA,B23003_004E,B23003_004EA,B23003_004M,B23003_004MA,B23003_005E,B23003_005EA,B23003_005M,B23003_005MA,B23003_006E,B23003_006EA,B23003_006M,B23003_006MA,B23003_007E,B23003_007EA,B23003_007M,B23003_007MA,B23003_008E,B23003_008EA,B23003_008M,B23003_008MA,B23003_009E,B23003_009EA,B23003_009M,B23003_009MA,B23003_010E,B23003_010EA,B23003_010M,B23003_010MA,B23003_011E,B23003_011EA,B23003_011M,B23003_011MA,B23003_012E,B23003_012EA,B23003_012M,B23003_012MA,B23003_013E,B23003_013EA,B23003_013M,B23003_013MA,B23003_014E,B23003_014EA,B23003_014M,B23003_014MA,B23003_015E,B23003_015EA,B23003_015M,B23003_015MA,B23003_016E,B23003_016EA,B23003_016M,B23003_016MA,B23003_017E,B23003_017EA,B23003_017M,B23003_017MA,B23003_018E,B23003_018EA,B23003_018M,B23003_018MA,B23003_019E,B23003_019EA,B23003_019M,B23003_019MA,B23003_020E,B23003_020EA,B23003_020M,B23003_020MA,B23003_021E,B23003_021EA,B23003_021M,B23003_021MA,B23003_022E,B23003_022EA,B23003_022M,B23003_022MA,B23003_023E,B23003_023EA,B23003_023M,B23003_023MA,B23003_024E,B23003_024EA,B23003_024M,B23003_024MA,B23003_025E,B23003_025EA,B23003_025M,B23003_025MA,B23003_026E,B23003_026EA,B23003_026M,B23003_026MA,B23003_027E,B23003_027EA,B23003_027M,B23003_027MA,B23003_028E,B23003_028EA,B23003_028M,B23003_028MA,B23003_029E,B23003_029EA,B23003_029M,B23003_029MA,B23003_030E,B23003_030EA,B23003_030M,B23003_030MA,GEO_ID,NAME,state
1392368,null,4575,null,534889,null,8633,null,124047,null,6466,null,82108,null,4838,null,375,null,279,null,81733,null,4840,null,75418,null,4785,null,6315,null,1465,null,41939,null,3707,null,99388,null,5175,null,66741,null,4228,null,137,null,134,null,66604,null,4227,null,61842,null,4229,null,4762,null,1077,null,32647,null,3140,null,311454,null,7509,null,238964,null,6208,null,481,null,422,null,238483,null,6160,null,226020,null,6129,null,12463,null,1810,null,72490,null,3730,null,857479,null,9005,null,577850,null,9079,null,1472,null,804,null,576378,null,9003,null,542096,null,9527,null,34282,null,3449,null,279629,null,6423,null,0400000US01,Alabama,01
202747,null,1475,null,76048,null,3396,null,18328,null,1982,null,12860,null,1798,null,895,null,571,null,11965,null,1687,null,11166,null,1642,null,799,null,403,null,5468,null,1167,null,16716,null,2117,null,10716,null,1603,null,179,null,233,null,10537,null,1533,null,9418,null,1419,null,1119,null,543,null,6000,null,1219,null,41004,null,2596,null,31930,null,2641,null,337,null,323,null,31593,null,2575,null,30133,null,2583,null,1460,null,610,null,9074,null,1243,null,126699,null,3310,null,99680,null,3527,null,945,null,499,null,98735,null,3485,null,92645,null,3268,null,6090,null,1377,null,27019,null,2343,null,0400000US02,Alaska,02
1830508,null,4907,null,677115,null,11763,null,153515,null,6607,null,102606,null,5715,null,875,null,623,null,101731,null,5659,null,94209,null,5307,null,7522,null,1523,null,50909,null,3752,null,159300,null,7295,null,93469,null,5817,null,397,null,365,null,93072,null,5784,null,85267,null,5467,null,7805,null,1635,null,65831,null,4548,null,364300,null,7558,null,279030,null,7355,null,613,null,518,null,278417,null,7384,null,266980,null,7381,null,11437,null,1673,null,85270,null,4787,null,1153393,null,12126,null,819802,null,11518,null,1700,null,786,null,818102,null,11580,null,777520,null,11584,null,40582,null,3293,null,333591,null,9040,null,0400000US04,Arizona,04
832597,null,4029,null,320658,null,6758,null,77723,null,4197,null,53302,null,3989,null,123,null,127,null,53179,null,3974,null,48408,null,3902,null,4771,null,1067,null,24421,null,2837,null,67270,null,3895,null,44567,null,3666,null,0,null,269,null,44567,null,3666,null,42296,null,3712,null,2271,null,814,null,22703,null,2311,null,175665,null,5893,null,140313,null,5534,null,237,null,309,null,140076,null,5538,null,132893,null,5482,null,7183,null,1466,null,35352,null,2901,null,511939,null,6759,null,351289,null,7037,null,677,null,447,null,350612,null,7054,null,331180,null,6801,null,19432,null,2186,null,160650,null,4846,null,0400000US05,Arkansas,05
10755625,null,11661,null,4073698,null,23541,null,918647,null,15746,null,594247,null,12090,null,3876,null,1285,null,590371,null,12031,null,543017,null,11810,null,47354,null,4521,null,324400,null,9427,null,888526,null,13233,null,538638,null,11326,null,625,null,439,null,538013,null,11417,null,488746,null,11100,null,49267,null,3226,null,349888,null,9741,null,2266525,null,19189,null,1678402,null,18207,null,1347,null,538,null,1677055,null,18229,null,1574398,null,16831,null,102657,null,5297,null,588123,null,13014,null,6681927,null,25310,null,4865567,null,23728,null,11293,null,2423,null,4854274,null,23833,null,4539833,null,23905,null,314441,null,10370,null,1816360,null,21220,null,0400000US06,California,06
1496909,null,3980,null,559378,null,8584,null,146109,null,6168,null,102239,null,4591,null,701,null,352,null,101538,null,4615,null,96897,null,4340,null,4641,null,1137,null,43870,null,3881,null,113480,null,5697,null,70628,null,4753,null,318,null,286,null,70310,null,4730,null,65949,null,4639,null,4361,null,1052,null,42852,null,3508,null,299789,null,7497,null,236205,null,6536,null,519,null,297,null,235686,null,6509,null,227982,null,6594,null,7704,null,1469,null,63584,null,3908,null,937531,null,8354,null,727623,null,8504,null,1154,null,477,null,726469,null,8522,null,693672,null,8530,null,32797,null,3290,null,209908,null,6569,null,0400000US08,Colorado,08
1048137,null,3385,null,401787,null,6485,null,89304,null,4172,null,64327,null,3364,null,82,null,137,null,64245,null,3382,null,59904,null,3400,null,4341,null,1129,null,24977,null,2322,null,75495,null,4693,null,52817,null,4002,null,40,null,65,null,52777,null,4007,null,48922,null,3859,null,3855,null,1188,null,22678,null,2451,null,236988,null,6347,null,186714,null,6018,null,51,null,85,null,186663,null,6017,null,178606,null,6059,null,8057,null,1281,null,50274,null,3357,null,646350,null,7099,null,511443,null,8153,null,491,null,427,null,510952,null,8270,null,486764,null,8435,null,24188,null,2246,null,134907,null,5479,null,0400000US09,Connecticut,09
263555,null,1666,null,96536,null,4050,null,23296,null,2169,null,16623,null,1682,null,349,null,320,null,16274,null,1679,null,14972,null,1634,null,1302,null,595,null,6673,null,1306,null,17708,null,2115,null,13099,null,1753,null,0,null,263,null,13099,null,1753,null,11154,null,1521,null,1945,null,740,null,4609,null,911,null,55532,null,3290,null,46629,null,2988,null,48,null,81,null,46581,null,2979,null,44062,null,3085,null,2519,null,933,null,8903,null,1526,null,167019,null,4259,null,124641,null,4543,null,1105,null,736,null,123536,null,4449,null,117345,null,4464,null,6191,null,1435,null,42378,null,2960,null,0400000US10,Delaware,10
194010,null,1728,null,47891,null,2872,null,13371,null,1924,null,9029,null,1774,null,181,null,176,null,8848,null,1748,null,7447,null,1388,null,1401,null,958,null,4342,null,1169,null,9334,null,1574,null,6277,null,1273,null,0,null,296,null,6277,null,1273,null,5260,null,1149,null,1017,null,590,null,3057,null,833,null,25186,null,2517,null,20245,null,2190,null,0,null,296,null,20245,null,2190,null,18423,null,2254,null,1822,null,762,null,4941,null,1033,null,146119,null,3244,null,118665,null,3882,null,197,null,193,null,118468,null,3924,null,111496,null,3650,null,6972,null,1637,null,27454,null,2385,null,0400000US11,District of Columbia,11
5315495,null,6593,null,1845884,null,19065,null,427546,null,10494,null,303114,null,10490,null,1366,null,626,null,301748,null,10496,null,273364,null,9740,null,28384,null,2842,null,124432,null,6530,null,346269,null,10379,null,236943,null,8701,null,539,null,390,null,236404,null,8668,null,215253,null,8186,null,21151,null,2742,null,109326,null,5871,null,1072069,null,14626,null,854093,null,13402,null,1827,null,827,null,852266,null,13443,null,803529,null,14092,null,48737,null,3934,null,217976,null,7686,null,3469611,null,19923,null,2521777,null,18806,null,4729,null,1466,null,2517048,null,18829,null,2356345,null,20675,null,160703,null,7389,null,947834,null,12933,null,0400000US12,Florida,12
2937437,null,7294,null,1151599,null,14396,null,264553,null,8971,null,179749,null,7734,null,1439,null,725,null,178310,null,7771,null,160802,null,6870,null,17508,null,2824,null,84804,null,5332,null,245632,null,9188,null,165809,null,7004,null,603,null,467,null,165206,null,7077,null,149949,null,6689,null,15257,null,2332,null,79823,null,5728,null,641414,null,11662,null,503648,null,10284,null,1800,null,698,null,501848,null,10393,null,474506,null,10422,null,27342,null,2887,null,137766,null,6045,null,1785838,null,14244,null,1303277,null,15211,null,2623,null,1162,null,1300654,null,15112,null,1222576,null,14727,null,78078,null,5557,null,482561,null,9753,null,0400000US13,Georgia,13
373245,null,2217,null,132529,null,3973,null,33514,null,2494,null,22532,null,2485,null,635,null,459,null,21897,null,2454,null,21333,null,2497,null,564,null,362,null,10982,null,1731,null,25023,null,2253,null,17903,null,2064,null,307,null,355,null,17596,null,2053,null,17086,null,2058,null,510,null,316,null,7120,null,1337,null,73992,null,3194,null,62317,null,3083,null,537,null,413,null,61780,null,3083,null,60580,null,3020,null,1200,null,525,null,11675,null,1831,null,240716,null,4423,null,184863,null,5088,null,2910,null,1233,null,181953,null,4941,null,175623,null,4684,null,6330,null,1155,null,55853,null,3621,null,0400000US15,Hawaii,15
429695,null,3942,null,185824,null,5217,null,44423,null,3314,null,27603,null,2720,null,183,null,226,null,27420,null,2758,null,26875,null,2761,null,545,null,323,null,16820,null,1999,null,43246,null,2842,null,26020,null,2313,null,91,null,108,null,25929,null,2343,null,24864,null,2293,null,1065,null,557,null,17226,null,2238,null,98155,null,3871,null,75580,null,3660,null,0,null,259,null,75580,null,3660,null,72886,null,3673,null,2694,null,813,null,22575,null,2076,null,243871,null,5556,null,179571,null,5645,null,330,null,293,null,179241,null,5614,null,169950,null,5306,null,9291,null,1593,null,64300,null,3115,null,0400000US16,Idaho,16
3816959,null,7799,null,1468581,null,12333,null,339808,null,9729,null,241252,null,7990,null,419,null,314,null,240833,null,7994,null,226693,null,7335,null,14140,null,2023,null,98556,null,4913,null,310379,null,8812,null,200983,null,6146,null,463,null,354,null,200520,null,6139,null,184436,null,6169,null,16084,null,2148,null,109396,null,5207,null,818394,null,11652,null,644545,null,10896,null,871,null,539,null,643674,null,10800,null,607854,null,10562,null,35820,null,3098,null,173849,null,6345,null,2348378,null,12620,null,1805136,null,13384,null,1088,null,548,null,1804048,null,13367,null,1700796,null,13898,null,103252,null,5761,null,543242,null,10656,null,0400000US17,Illinois,17
1867563,null,4058,null,730262,null,9193,null,165940,null,5981,null,123231,null,4535,null,27,null,48,null,123204,null,4528,null,114370,null,4293,null,8834,null,1614,null,42709,null,3190,null,152582,null,5566,null,104768,null,5200,null,63,null,108,null,104705,null,5209,null,96507,null,4855,null,8198,null,1534,null,47814,null,2921,null,411740,null,6280,null,330521,null,6262,null,110,null,132,null,330411,null,6264,null,313475,null,6319,null,16936,null,1653,null,81219,null,4355,null,1137301,null,9563,null,846817,null,9890,null,1026,null,1224,null,845791,null,10003,null,795239,null,10214,null,50552,null,3420,null,290484,null,7028,null,0400000US18,Indiana,18
852995,null,4225,null,334275,null,5992,null,81018,null,4570,null,63835,null,3701,null,190,null,202,null,63645,null,3702,null,61460,null,3652,null,2185,null,610,null,17183,null,2185,null,69163,null,3247,null,52654,null,2825,null,0,null,226,null,52654,null,2825,null,50902,null,2672,null,1752,null,596,null,16509,null,1857,null,184094,null,4351,null,158562,null,4378,null,15,null,26,null,158547,null,4376,null,154969,null,4374,null,3578,null,943,null,25532,null,2112,null,518720,null,6075,null,420752,null,5990,null,436,null,305,null,420316,null,5991,null,408405,null,5949,null,11911,null,1535,null,97968,null,4034,null,0400000US19,Iowa,19
806793,null,3322,null,327752,null,5798,null,78906,null,3881,null,59168,null,3346,null,218,null,225,null,58950,null,3337,null,55943,null,3314,null,3007,null,986,null,19738,null,2033,null,71261,null,3698,null,48105,null,2932,null,223,null,166,null,47882,null,2917,null,45819,null,2889,null,2063,null,554,null,23156,null,2424,null,177585,null,5334,null,149065,null,4475,null,310,null,357,null,148755,null,4491,null,143526,null,4482,null,5229,null,1078,null,28520,null,2657,null,479041,null,5718,null,380219,null,5536,null,664,null,369,null,379555,null,5517,null,367126,null,5721,null,12429,null,2118,null,98822,null,4049,null,0400000US20,Kansas,20
1290264,null,4392,null,480319,null,8033,null,110470,null,5546,null,77494,null,5119,null,479,null,396,null,77015,null,5143,null,70936,null,5018,null,6079,null,1279,null,32976,null,3023,null,97815,null,4875,null,61596,null,3600,null,200,null,271,null,61396,null,3645,null,56366,null,3589,null,5030,null,1409,null,36219,null,3061,null,272034,null,5769,null,204261,null,4617,null,192,null,174,null,204069,null,4597,null,191041,null,4848,null,13028,null,1938,null,67773,null,3877,null,809945,null,7285,null,541515,null,7642,null,612,null,469,null,540903,null,7594,null,512446,null,7584,null,28457,null,2822,null,268430,null,6854,null,0400000US21,Kentucky,21
1326216,null,6426,null,503572,null,9969,null,119760,null,5868,null,80991,null,5638,null,361,null,341,null,80630,null,5614,null,75332,null,5158,null,5298,null,1298,null,38769,null,3322,null,102604,null,5778,null,68865,null,4863,null,359,null,442,null,68506,null,4869,null,63635,null,4867,null,4871,null,1185,null,33739,null,3890,null,281208,null,7630,null,211355,null,6521,null,0,null,277,null,211355,null,6521,null,203380,null,6466,null,7975,null,1617,null,69853,null,3985,null,822644,null,10392,null,557564,null,11080,null,1138,null,520,null,556426,null,11078,null,525962,null,10508,null,30464,null,3368,null,265080,null,9069,null,0400000US22,Louisiana,22
403531,null,1714,null,139042,null,4950,null,33871,null,3017,null,24327,null,2344,null,208,null,277,null,24119,null,2269,null,23145,null,2063,null,974,null,541,null,9544,null,1760,null,24337,null,1890,null,16935,null,1907,null,75,null,95,null,16860,null,1909,null,16543,null,1905,null,317,null,207,null,7402,null,1394,null,80834,null,3680,null,67685,null,3381,null,16,null,27,null,67669,null,3380,null,63814,null,3238,null,3855,null,934,null,13149,null,1617,null,264489,null,5359,null,201491,null,5632,null,183,null,191,null,201308,null,5600,null,192225,null,5470,null,9083,null,1487,null,62998,null,3664,null,0400000US23,Maine,23
