B01002I_001E,B01002I_001EA,B01002I_001M,B01002I_001MA,B01002I_002E,B01002I_002EA,B01002I_002M,B01002I_002MA,B01002I_003E,B01002I_003EA,B01002I_003M,B01002I_003MA,GEO_ID,NAME,state
23.9,null,0.7,null,23.9,null,0.9,null,23.9,null,1.2,null,0400000US01,Alabama,01
24.4,null,1.0,null,23.9,null,1.1,null,25.7,null,1.8,null,0400000US02,Alaska,02
26.0,null,0.1,null,25.9,null,0.2,null,26.1,null,0.2,null,0400000US04,Arizona,04
22.5,null,0.5,null,23.2,null,1.0,null,21.4,null,0.8,null,0400000US05,Arkansas,05
27.0,null,0.1,null,26.9,null,0.1,null,27.1,null,0.2,null,0400000US06,California,06
27.0,null,0.2,null,27.0,null,0.4,null,26.9,null,0.3,null,0400000US08,Colorado,08
27.7,null,0.3,null,26.9,null,0.5,null,28.5,null,0.4,null,0400000US09,Connecticut,09
25.2,null,0.3,null,26.1,null,0.7,null,23.9,null,0.9,null,0400000US10,Delaware,10
30.7,null,0.5,null,30.6,null,0.6,null,31.0,null,1.5,null,0400000US11,District of Columbia,11
33.7,null,0.1,null,32.4,null,0.2,null,35.2,null,0.2,null,0400000US12,Florida,12
25.5,null,0.3,null,26.3,null,0.4,null,24.0,null,0.6,null,0400000US13,Georgia,13
24.7,null,0.4,null,24.5,null,0.7,null,25.1,null,0.7,null,0400000US15,Hawaii,15
23.1,null,0.5,null,23.5,null,0.8,null,22.6,null,0.8,null,0400000US16,Idaho,16
26.7,null,0.2,null,27.1,null,0.2,null,26.3,null,0.2,null,0400000US17,Illinois,17
24.9,null,0.4,null,25.7,null,0.6,null,24.0,null,0.6,null,0400000US18,Indiana,18
23.2,null,0.7,null,24.5,null,1.1,null,21.6,null,1.0,null,0400000US19,Iowa,19
24.5,null,0.4,null,25.4,null,0.5,null,23.4,null,0.8,null,0400000US20,Kansas,20
24.0,null,0.9,null,25.3,null,1.1,null,21.8,null,2.6,null,0400000US21,Kentucky,21
29.2,null,0.6,null,28.9,null,1.0,null,29.6,null,1.1,null,0400000US22,Louisiana,22
25.1,null,3.5,null,25.6,null,3.8,null,23.6,null,8.1,null,0400000US23,Maine,23
28.0,null,0.3,null,27.6,null,0.4,null,28.4,null,0.4,null,0400000US24,Maryland,24
26.9,null,0.3,null,26.3,null,0.3,null,27.5,null,0.3,null,0400000US25,Massachusetts,25
25.5,null,0.4,null,26.2,null,0.6,null,25.1,null,0.5,null,0400000US26,Michigan,26
24.4,null,0.4,null,25.9,null,0.7,null,22.5,null,0.8,null,0400000US27,Minnesota,27
25.4,null,1.2,null,26.0,null,1.1,null,23.7,null,2.8,null,0400000US28,Mississippi,28
24.4,null,0.5,null,24.8,null,0.6,null,23.7,null,0.8,null,0400000US29,Missouri,29
19.9,null,1.7,null,21.0,null,2.3,null,18.9,null,3.3,null,0400000US30,Montana,30
24.6,null,0.8,null,25.1,null,1.1,null,24.1,null,1.2,null,0400000US31,Nebraska,31
26.6,null,0.3,null,27.1,null,0.4,null,26.0,null,0.3,null,0400000US32,Nevada,32
25.9,null,1.7,null,25.9,null,2.7,null,25.9,null,3.6,null,0400000US33,New Hampshire,33
30.6,null,0.2,null,30.1,null,0.1,null,31.4,null,0.2,null,0400000US34,New Jersey,34
30.0,null,0.1,null,29.4,null,0.3,null,30.9,null,0.3,null,0400000US35,New Mexico,35
30.6,null,0.1,null,29.7,null,0.1,null,31.9,null,0.1,null,0400000US36,New York,36
25.0,null,0.4,null,26.1,null,0.5,null,22.7,null,0.5,null,0400000US37,North Carolina,37
25.6,null,2.7,null,25.6,null,3.6,null,25.6,null,5.4,null,0400000US38,North Dakota,38
25.5,null,0.4,null,25.7,null,0.6,null,25.3,null,0.6,null,0400000US39,Ohio,39
24.3,null,0.4,null,24.8,null,0.5,null,23.4,null,0.7,null,0400000US40,Oklahoma,40
24.9,null,0.3,null,25.4,null,0.4,null,24.0,null,0.6,null,0400000US41,Oregon,41
25.5,null,0.3,null,25.6,null,0.3,null,25.5,null,0.4,null,0400000US42,Pennsylvania,42
26.4,null,0.5,null,25.5,null,0.5,null,27.3,null,0.8,null,0400000US44,Rhode Island,44
25.1,null,0.5,null,26.3,null,1.0,null,23.7,null,1.1,null,0400000US45,South Carolina,45
22.9,null,4.7,null,20.2,null,5.0,null,27.0,null,6.0,null,0400000US46,South Dakota,46
24.5,null,0.7,null,26.1,null,0.6,null,21.7,null,0.8,null,0400000US47,Tennessee,47
27.2,null,0.2,null,26.9,null,0.1,null,27.5,null,0.2,null,0400000US48,Texas,48
24.1,null,0.3,null,24.8,null,0.4,null,23.4,null,0.4,null,0400000US49,Utah,49
28.3,null,5.6,null,28.7,null,7.6,null,24.5,null,15.9,null,0400000US50,Vermont,50
27.2,null,0.3,null,26.9,null,0.4,null,27.6,null,0.6,null,0400000US51,Virginia,51
24.3,null,0.2,null,24.8,null,0.3,null,23.5,null,0.5,null,0400000US53,Washington,53
24.7,null,3.5,null,24.4,null,4.8,null,25.2,null,6.1,null,0400000US54,West Virginia,54
24.8,null,0.3,null,25.3,null,0.3,null,24.0,null,0.7,null,0400000US55,Wisconsin,55
25.6,null,2.0,null,25.2,null,2.1,null,27.0,null,4.5,null,0400000US56,Wyoming,56
35.8,null,0.2,null,34.1,null,0.2,null,37.6,null,0.2,null,0400000US72,Puerto Rico,72
