C05003D_001E,C05003D_001EA,C05003D_001M,C05003D_001MA,C05003D_002E,C05003D_002EA,C05003D_002M,C05003D_002MA,C05003D_003E,C05003D_003EA,C05003D_003M,C05003D_003MA,C05003D_004E,C05003D_004EA,C05003D_004M,C05003D_004MA,C05003D_005E,C05003D_005EA,C05003D_005M,C05003D_005MA,C05003D_006E,C05003D_006EA,C05003D_006M,C05003D_006MA,C05003D_007E,C05003D_007EA,C05003D_007M,C05003D_007MA,C05003D_008E,C05003D_008EA,C05003D_008M,C05003D_008MA,C05003D_009E,C05003D_009EA,C05003D_009M,C05003D_009MA,C05003D_010E,C05003D_010EA,C05003D_010M,C05003D_010MA,C05003D_011E,C05003D_011EA,C05003D_011M,C05003D_011MA,C05003D_012E,C05003D_012EA,C05003D_012M,C05003D_012MA,C05003D_013E,C05003D_013EA,C05003D_013M,C05003D_013MA,C05003D_014E,C05003D_014EA,C05003D_014M,C05003D_014MA,C05003D_015E,C05003D_015EA,C05003D_015M,C05003D_015MA,GEO_ID,NAME,state
277323,null,4780,null,134035,null,3295,null,35937,null,1821,null,27073,null,2153,null,8864,null,1962,null,98098,null,2430,null,14062,null,2185,null,84036,null,2357,null,143288,null,3090,null,33996,null,1815,null,25357,null,2164,null,8639,null,1566,null,109292,null,2053,null,13703,null,2145,null,95589,null,2779,null,0400000US13,Georgia,13
495454,null,9033,null,231948,null,5095,null,36476,null,3021,null,32589,null,2857,null,3887,null,1185,null,195472,null,3681,null,131148,null,3547,null,64324,null,3515,null,263506,null,5650,null,32728,null,2483,null,27209,null,2569,null,5519,null,1262,null,230778,null,4261,null,136819,null,4401,null,93959,null,4335,null,0400000US15,Hawaii,15
18509,null,1930,null,8482,null,1189,null,2361,null,744,null,1608,null,562,null,753,null,431,null,6121,null,776,null,1771,null,508,null,4350,null,718,null,10027,null,1196,null,2569,null,583,null,1663,null,526,null,906,null,359,null,7458,null,965,null,1679,null,567,null,5779,null,898,null,0400000US16,Idaho,16
552245,null,5620,null,270266,null,3563,null,59352,null,2371,null,47680,null,2513,null,11672,null,1535,null,210914,null,2348,null,36432,null,3258,null,174482,null,3893,null,281979,null,3289,null,60855,null,2060,null,46355,null,2444,null,14500,null,1964,null,221124,null,2261,null,37599,null,3599,null,183525,null,3517,null,0400000US17,Illinois,17
84810,null,2512,null,40128,null,1962,null,9244,null,1156,null,5526,null,1090,null,3718,null,913,null,30884,null,1550,null,5974,null,1168,null,24910,null,1319,null,44682,null,2030,null,11554,null,1490,null,7153,null,1172,null,4401,null,1058,null,33128,null,1428,null,4548,null,812,null,28580,null,1498,null,0400000US18,Indiana,18
47281,null,2176,null,22647,null,1407,null,5575,null,911,null,3590,null,802,null,1985,null,790,null,17072,null,1087,null,2363,null,870,null,14709,null,1072,null,24634,null,1601,null,6869,null,1120,null,4607,null,921,null,2262,null,683,null,17765,null,995,null,2484,null,757,null,15281,null,1050,null,0400000US19,Iowa,19
59999,null,2180,null,29236,null,1463,null,7540,null,814,null,6205,null,833,null,1335,null,556,null,21696,null,1283,null,3866,null,1038,null,17830,null,1271,null,30763,null,1580,null,7469,null,1001,null,5266,null,895,null,2203,null,651,null,23294,null,922,null,3494,null,784,null,19800,null,1168,null,0400000US20,Kansas,20
43712,null,3358,null,21491,null,2604,null,5635,null,900,null,3691,null,801,null,1944,null,752,null,15856,null,2324,null,1589,null,564,null,14267,null,2334,null,22221,null,1614,null,5617,null,872,null,4001,null,827,null,1616,null,627,null,16604,null,1294,null,1729,null,744,null,14875,null,1528,null,0400000US21,Kentucky,21
64550,null,3334,null,32981,null,2251,null,8860,null,1439,null,7007,null,1036,null,1853,null,762,null,24121,null,1610,null,3475,null,1208,null,20646,null,1749,null,31569,null,2045,null,6560,null,1061,null,4757,null,1031,null,1803,null,748,null,25009,null,1625,null,4050,null,1029,null,20959,null,1669,null,0400000US22,Louisiana,22
10760,null,955,null,3969,null,814,null,1018,null,421,null,598,null,262,null,420,null,424,null,2951,null,656,null,543,null,298,null,2408,null,623,null,6791,null,822,null,1849,null,423,null,607,null,306,null,1242,null,429,null,4942,null,678,null,1107,null,545,null,3835,null,582,null,0400000US23,Maine,23
285912,null,3283,null,137584,null,2322,null,31348,null,1567,null,24695,null,1704,null,6653,null,1168,null,106236,null,1560,null,17702,null,2269,null,88534,null,2520,null,148328,null,2067,null,30668,null,1351,null,22295,null,1657,null,8373,null,1672,null,117660,null,1404,null,15859,null,1888,null,101801,null,2168,null,0400000US24,Maryland,24
322218,null,3133,null,156999,null,2113,null,36380,null,1663,null,27967,null,1928,null,8413,null,1612,null,120619,null,1340,null,21888,null,2511,null,98731,null,2660,null,165219,null,2122,null,36589,null,1152,null,28000,null,1440,null,8589,null,1336,null,128630,null,1577,null,21922,null,2161,null,106708,null,2730,null,0400000US25,Massachusetts,25
231681,null,3694,null,112515,null,2323,null,27839,null,1581,null,19511,null,1699,null,8328,null,1154,null,84676,null,1606,null,11650,null,1698,null,73026,null,2115,null,119166,null,2493,null,29406,null,1644,null,19282,null,1671,null,10124,null,1633,null,89760,null,1853,null,10543,null,1413,null,79217,null,1987,null,0400000US26,Michigan,26
183776,null,2813,null,89467,null,1878,null,29160,null,1185,null,23541,null,1527,null,5619,null,1187,null,60307,null,1269,null,9866,null,1382,null,50441,null,1700,null,94309,null,2082,null,28346,null,1456,null,21816,null,1511,null,6530,null,1124,null,65963,null,1394,null,9295,null,1071,null,56668,null,1722,null,0400000US27,Minnesota,27
22464,null,2726,null,10240,null,1876,null,3276,null,1108,null,2570,null,986,null,706,null,438,null,6964,null,1395,null,1769,null,698,null,5195,null,1274,null,12224,null,1766,null,1759,null,757,null,1204,null,602,null,555,null,365,null,10465,null,1597,null,2091,null,791,null,8374,null,1461,null,0400000US28,Mississippi,28
83705,null,3051,null,38188,null,1985,null,8681,null,1197,null,6560,null,1075,null,2121,null,679,null,29507,null,1269,null,5100,null,1129,null,24407,null,1380,null,45517,null,2080,null,11064,null,1429,null,7946,null,1267,null,3118,null,752,null,34453,null,1263,null,5120,null,874,null,29333,null,1436,null,0400000US29,Missouri,29
6473,null,1276,null,2345,null,1059,null,500,null,712,null,490,null,710,null,10,null,19,null,1845,null,590,null,311,null,293,null,1534,null,543,null,4128,null,830,null,1266,null,623,null,317,null,255,null,949,null,603,null,2862,null,529,null,642,null,345,null,2220,null,502,null,0400000US30,Montana,30
26699,null,1828,null,13243,null,1321,null,3217,null,921,null,2371,null,792,null,846,null,387,null,10026,null,774,null,2136,null,717,null,7890,null,984,null,13456,null,1478,null,3952,null,1005,null,2752,null,919,null,1200,null,347,null,9504,null,1047,null,1276,null,491,null,8228,null,1016,null,0400000US31,Nebraska,31
156681,null,3413,null,71815,null,2050,null,15794,null,1418,null,12932,null,1442,null,2862,null,757,null,56021,null,1403,null,13981,null,1718,null,42040,null,1969,null,84866,null,2080,null,15609,null,1220,null,13533,null,1327,null,2076,null,633,null,69257,null,1530,null,14092,null,1962,null,55165,null,2385,null,0400000US32,Nevada,32
26222,null,1854,null,11216,null,1224,null,2657,null,790,null,1717,null,647,null,940,null,441,null,8559,null,853,null,1587,null,758,null,6972,null,875,null,15006,null,1421,null,4369,null,939,null,2693,null,878,null,1676,null,672,null,10637,null,914,null,1255,null,548,null,9382,null,1002,null,0400000US33,New Hampshire,33
663256,null,4395,null,329694,null,3091,null,80190,null,2283,null,61299,null,2974,null,18891,null,2752,null,249504,null,1795,null,29098,null,2595,null,220406,null,3158,null,333562,null,2784,null,78057,null,1839,null,60491,null,2771,null,17566,null,1989,null,255505,null,1769,null,26977,null,2215,null,228528,null,2240,null,0400000US34,New Jersey,34
26865,null,1861,null,12625,null,1536,null,3674,null,1175,null,3232,null,1087,null,442,null,337,null,8951,null,791,null,2340,null,692,null,6611,null,853,null,14240,null,1311,null,2993,null,939,null,2067,null,840,null,926,null,497,null,11247,null,858,null,1307,null,487,null,9940,null,898,null,0400000US35,New Mexico,35
1361955,null,7963,null,674821,null,4817,null,151149,null,2647,null,119601,null,3106,null,31548,null,2712,null,523672,null,3455,null,79237,null,5057,null,444435,null,5846,null,687134,null,5003,null,141613,null,2701,null,111723,null,3531,null,29890,null,2577,null,545521,null,3709,null,74137,null,3747,null,471384,null,4958,null,0400000US36,New York,36
170911,null,3727,null,82251,null,2712,null,22395,null,1534,null,17422,null,1827,null,4973,null,1284,null,59856,null,1999,null,10123,null,1568,null,49733,null,1971,null,88660,null,2570,null,20054,null,1625,null,13851,null,1407,null,6203,null,1249,null,68606,null,2055,null,10477,null,1540,null,58129,null,2184,null,0400000US37,North Carolina,37
5394,null,1142,null,2650,null,704,null,1036,null,383,null,525,null,290,null,511,null,373,null,1614,null,569,null,539,null,264,null,1075,null,507,null,2744,null,799,null,585,null,399,null,138,null,209,null,447,null,385,null,2159,null,621,null,311,null,233,null,1848,null,535,null,0400000US38,North Dakota,38
175107,null,3403,null,84374,null,2557,null,18053,null,1298,null,13027,null,1396,null,5026,null,1122,null,66321,null,1981,null,11099,null,1775,null,55222,null,2280,null,90733,null,2293,null,20764,null,1384,null,13407,null,1278,null,7357,null,1258,null,69969,null,1658,null,9563,null,1390,null,60406,null,1966,null,0400000US39,Ohio,39
61807,null,2480,null,28775,null,1756,null,6246,null,1070,null,4829,null,1113,null,1417,null,706,null,22529,null,1311,null,4380,null,1212,null,18149,null,1543,null,33032,null,1813,null,7338,null,1058,null,5895,null,1005,null,1443,null,746,null,25694,null,1435,null,2965,null,840,null,22729,null,1492,null,0400000US40,Oklahoma,40
129862,null,3756,null,58936,null,2460,null,12883,null,1383,null,10721,null,1376,null,2162,null,848,null,46053,null,1660,null,11310,null,1847,null,34743,null,2410,null,70926,null,2156,null,14922,null,1434,null,11177,null,1264,null,3745,null,1121,null,56004,null,1679,null,11841,null,1583,null,44163,null,1959,null,0400000US41,Oregon,41
297254,null,3673,null,145543,null,2561,null,35276,null,1734,null,27885,null,1907,null,7391,null,1238,null,110267,null,1872,null,17715,null,1864,null,92552,null,2527,null,151711,null,2295,null,35172,null,1321,null,24630,null,1781,null,10542,null,1626,null,116539,null,1770,null,18939,null,2194,null,97600,null,2424,null,0400000US42,Pennsylvania,42
30192,null,1338,null,13326,null,915,null,3281,null,529,null,2755,null,575,null,526,null,402,null,10045,null,739,null,3124,null,743,null,6921,null,785,null,16866,null,1074,null,4118,null,721,null,3676,null,803,null,442,null,298,null,12748,null,685,null,3258,null,743,null,9490,null,902,null,0400000US44,Rhode Island,44
49260,null,2321,null,22122,null,1771,null,5072,null,790,null,3597,null,773,null,1475,null,661,null,17050,null,1513,null,2986,null,760,null,14064,null,1591,null,27138,null,1633,null,6122,null,1024,null,4922,null,952,null,1200,null,629,null,21016,null,1194,null,2749,null,809,null,18267,null,1172,null,0400000US45,South Carolina,45
6609,null,1278,null,2975,null,689,null,871,null,394,null,790,null,397,null,81,null,125,null,2104,null,664,null,942,null,469,null,1162,null,475,null,3634,null,913,null,916,null,412,null,735,null,409,null,181,null,182,null,2718,null,834,null,561,null,403,null,2157,null,842,null,0400000US46,South Dakota,46
81980,null,2801,null,40485,null,1747,null,11264,null,1528,null,8516,null,1634,null,2748,null,840,null,29221,null,1166,null,4305,null,973,null,24916,null,1362,null,41495,null,2131,null,8810,null,1513,null,5925,null,1136,null,2885,null,1014,null,32685,null,1601,null,3410,null,834,null,29275,null,1628,null,0400000US47,Tennessee,47
841339,null,7407,null,417668,null,5310,null,111225,null,3367,null,86372,null,3899,null,24853,null,2799,null,306443,null,3094,null,45457,null,3935,null,260986,null,4089,null,423671,null,4416,null,101901,null,2511,null,80052,null,3226,null,21849,null,2212,null,321770,null,3159,null,42523,null,2921,null,279247,null,3548,null,0400000US48,Texas,48
53800,null,2638,null,25023,null,1763,null,7009,null,1236,null,5548,null,1306,null,1461,null,952,null,18014,null,1137,null,5046,null,917,null,12968,null,1118,null,28777,null,1385,null,7152,null,956,null,5136,null,815,null,2016,null,812,null,21625,null,942,null,4777,null,886,null,16848,null,1037,null,0400000US49,Utah,49
7405,null,1001,null,3611,null,674,null,1304,null,487,null,793,null,406,null,511,null,349,null,2307,null,396,null,379,null,276,null,1928,null,383,null,3794,null,660,null,955,null,352,null,660,null,342,null,295,null,235,null,2839,null,506,null,324,null,199,null,2515,null,470,null,0400000US50,Vermont,50
374329,null,5130,null,178744,null,3544,null,42031,null,2340,null,33345,null,2326,null,8686,null,1609,null,136713,null,2725,null,20228,null,2234,null,116485,null,3074,null,195585,null,2892,null,40404,null,1962,null,29931,null,2063,null,10473,null,1260,null,155181,null,2155,null,18849,null,1800,null,136332,null,2747,null,0400000US51,Virginia,51
424582,null,5366,null,197174,null,3497,null,44206,null,2350,null,35703,null,2162,null,8503,null,1614,null,152968,null,2215,null,34122,null,2671,null,118846,null,2789,null,227408,null,3888,null,43402,null,1882,null,32966,null,2231,null,10436,null,1626,null,184006,null,2980,null,34100,null,2349,null,149906,null,3573,null,0400000US53,Washington,53
9589,null,1475,null,4253,null,971,null,646,null,355,null,630,null,353,null,16,null,30,null,3607,null,910,null,737,null,516,null,2870,null,887,null,5336,null,896,null,906,null,527,null,609,null,413,null,297,null,307,null,4430,null,756,null,275,null,229,null,4155,null,765,null,0400000US54,West Virginia,54
115084,null,3015,null,56563,null,2097,null,17657,null,1692,null,14080,null,1346,null,3577,null,1146,null,38906,null,1311,null,9523,null,1480,null,29383,null,1667,null,58521,null,1992,null,18770,null,1472,null,13793,null,1371,null,4977,null,992,null,39751,null,1281,null,7889,null,1217,null,31862,null,1538,null,0400000US55,Wisconsin,55
3732,null,1166,null,1749,null,723,null,560,null,358,null,374,null,286,null,186,null,255,null,1189,null,575,null,86,null,94,null,1103,null,574,null,1983,null,711,null,347,null,250,null,231,null,164,null,116,null,205,null,1636,null,601,null,582,null,404,null,1054,null,418,null,0400000US56,Wyoming,56
14219,null,3320,null,5068,null,1679,null,1213,null,876,null,1213,null,876,null,0,null,289,null,3855,null,1223,null,2509,null,1048,null,1346,null,671,null,9151,null,2118,null,2758,null,1012,null,2406,null,967,null,352,null,350,null,6393,null,1592,null,4067,null,1360,null,2326,null,736,null,0400000US72,Puerto Rico,72
