C17016_001E,C17016_001EA,C17016_001M,C17016_001MA,C17016_002E,C17016_002EA,C17016_002M,C17016_002MA,C17016_003E,C17016_003EA,C17016_003M,C17016_003MA,C17016_004E,C17016_004EA,C17016_004M,C17016_004MA,C17016_005E,C17016_005EA,C17016_005M,C17016_005MA,C17016_006E,C17016_006EA,C17016_006M,C17016_006MA,C17016_007E,C17016_007EA,C17016_007M,C17016_007MA,C17016_008E,C17016_008EA,C17016_008M,C17016_008MA,C17016_009E,C17016_009EA,C17016_009M,C17016_009MA,GEO_ID,NAME,state
4582314,null,18991,null,471968,null,10027,null,82678,null,4675,null,157988,null,6466,null,231302,null,7216,null,4110346,null,18220,null,2413641,null,19141,null,756281,null,13326,null,940424,null,13290,null,0400000US36,New York,36
2397731,null,16444,null,260167,null,10140,null,49913,null,4580,null,102569,null,6447,null,107685,null,6573,null,2137564,null,16749,null,1291087,null,14929,null,389394,null,8684,null,457083,null,8540,null,0400000US37,North Carolina,37
170921,null,3624,null,13497,null,1627,null,2192,null,580,null,6488,null,1249,null,4817,null,965,null,157424,null,3706,null,100815,null,3399,null,30251,null,1989,null,26358,null,1802,null,0400000US38,North Dakota,38
2936172,null,14572,null,288964,null,7469,null,42616,null,3287,null,119141,null,5077,null,127207,null,5389,null,2647208,null,13427,null,1577384,null,13991,null,483454,null,10274,null,586370,null,9433,null,0400000US39,Ohio,39
936539,null,8665,null,110167,null,5395,null,24274,null,2604,null,43802,null,3480,null,42091,null,2958,null,826372,null,8259,null,504585,null,8961,null,127900,null,4593,null,193887,null,4831,null,0400000US40,Oklahoma,40
939487,null,9653,null,90253,null,4869,null,15286,null,2555,null,38147,null,3444,null,36820,null,3240,null,849234,null,9418,null,460640,null,8231,null,190202,null,6200,null,198392,null,5243,null,0400000US41,Oregon,41
3205114,null,13915,null,271201,null,7863,null,36591,null,3002,null,104140,null,4881,null,130470,null,5392,null,2933913,null,13557,null,1720614,null,15423,null,533628,null,9426,null,679671,null,10465,null,0400000US42,Pennsylvania,42
247759,null,5390,null,19070,null,1923,null,2317,null,850,null,5465,null,1226,null,11288,null,1697,null,228689,null,5435,null,128946,null,5119,null,50257,null,2958,null,49486,null,3269,null,0400000US44,Rhode Island,44
1142172,null,10246,null,132261,null,6882,null,25323,null,3073,null,45810,null,4060,null,61128,null,4575,null,1009911,null,10381,null,588491,null,10142,null,165482,null,6474,null,255938,null,6109,null,0400000US45,South Carolina,45
206239,null,4077,null,16929,null,1870,null,4198,null,1002,null,7142,null,1208,null,5589,null,994,null,189310,null,3894,null,123637,null,3667,null,32791,null,2286,null,32882,null,1912,null,0400000US46,South Dakota,46
1623272,null,13245,null,187492,null,7909,null,34447,null,3355,null,70545,null,4574,null,82500,null,5120,null,1435780,null,13445,null,861898,null,11056,null,251996,null,7500,null,321886,null,5918,null,0400000US47,Tennessee,47
5868201,null,25101,null,725968,null,12785,null,198962,null,7904,null,245173,null,8697,null,281833,null,8581,null,5142233,null,25378,null,3331713,null,23905,null,809556,null,13262,null,1000964,null,12538,null,0400000US48,Texas,48
632317,null,7233,null,41653,null,2628,null,7837,null,1457,null,19743,null,2171,null,14073,null,1845,null,590664,null,7375,null,365076,null,7653,null,112078,null,4931,null,113510,null,3834,null,0400000US49,Utah,49
160454,null,3355,null,10400,null,1535,null,1397,null,435,null,4549,null,1090,null,4454,null,1125,null,150054,null,3429,null,82943,null,3023,null,38058,null,2170,null,29053,null,1716,null,0400000US50,Vermont,50
1999409,null,13933,null,146846,null,6970,null,26733,null,2971,null,56805,null,4991,null,63308,null,4040,null,1852563,null,14639,null,1180070,null,12951,null,307195,null,8063,null,365298,null,7866,null,0400000US51,Virginia,51
1636755,null,14806,null,126158,null,6015,null,20315,null,2417,null,52891,null,3597,null,52952,null,3846,null,1510597,null,14883,null,878474,null,12708,null,321018,null,9299,null,311105,null,6811,null,0400000US53,Washington,53
491152,null,6977,null,60760,null,3894,null,10952,null,1742,null,18491,null,2535,null,31317,null,2916,null,430392,null,6874,null,216832,null,6046,null,74190,null,4330,null,139370,null,4216,null,0400000US54,West Virginia,54
1467796,null,10918,null,98264,null,4593,null,19242,null,2192,null,40847,null,3064,null,38175,null,2647,null,1369532,null,10365,null,829149,null,8922,null,273731,null,6662,null,266652,null,5461,null,0400000US55,Wisconsin,55
135678,null,3475,null,7744,null,1372,null,1664,null,645,null,3594,null,927,null,2486,null,718,null,127934,null,3578,null,79683,null,3358,null,24784,null,2506,null,23467,null,2090,null,0400000US56,Wyoming,56
878424,null,9462,null,362496,null,8113,null,52094,null,3380,null,66924,null,4239,null,243478,null,6128,null,515928,null,8576,null,267654,null,6958,null,60894,null,3456,null,187380,null,4890,null,0400000US72,Puerto Rico,72
