C17016_001E,C17016_001EA,C17016_001M,C17016_001MA,C17016_002E,C17016_002EA,C17016_002M,C17016_002MA,C17016_003E,C17016_003EA,C17016_003M,C17016_003MA,C17016_004E,C17016_004EA,C17016_004M,C17016_004MA,C17016_005E,C17016_005EA,C17016_005M,C17016_005MA,C17016_006E,C17016_006EA,C17016_006M,C17016_006MA,C17016_007E,C17016_007EA,C17016_007M,C17016_007MA,C17016_008E,C17016_008EA,C17016_008M,C17016_008MA,C17016_009E,C17016_009EA,C17016_009M,C17016_009MA,GEO_ID,NAME,state
1216612,null,11381,null,146323,null,5371,null,24816,null,2634,null,46462,null,3238,null,75045,null,4914,null,1070289,null,11368,null,637357,null,10486,null,164211,null,6387,null,268721,null,5904,null,0400000US01,Alabama,01
157273,null,3920,null,8981,null,1336,null,890,null,456,null,5469,null,1025,null,2622,null,722,null,148292,null,3868,null,83253,null,3629,null,41233,null,2252,null,23806,null,1907,null,0400000US02,Alaska,02
1489192,null,13955,null,153967,null,7266,null,34156,null,2908,null,53120,null,4264,null,66691,null,4361,null,1335225,null,13296,null,758721,null,12218,null,234719,null,6856,null,341785,null,7728,null,0400000US04,Arizona,04
751956,null,8609,null,97661,null,5087,null,21497,null,2663,null,36030,null,3026,null,40134,null,3200,null,654295,null,9443,null,371513,null,8739,null,109233,null,5311,null,173549,null,4858,null,0400000US05,Arkansas,05
8265877,null,24391,null,824961,null,17051,null,169996,null,7670,null,296521,null,9097,null,358444,null,11062,null,7440916,null,26807,null,4325770,null,26085,null,1524513,null,17602,null,1590633,null,16046,null,0400000US06,California,06
1208994,null,12292,null,94833,null,5799,null,21724,null,2959,null,38116,null,3442,null,34993,null,3453,null,1114161,null,12813,null,689524,null,11959,null,228673,null,7514,null,195964,null,5029,null,0400000US08,Colorado,08
888825,null,8063,null,59375,null,4122,null,7766,null,1675,null,25392,null,2792,null,26217,null,2612,null,829450,null,7641,null,490572,null,8133,null,175122,null,5506,null,163756,null,5132,null,0400000US09,Connecticut,09
222044,null,4500,null,15264,null,2028,null,3554,null,1334,null,5921,null,1198,null,5789,null,1225,null,206780,null,4632,null,122624,null,3971,null,36288,null,2532,null,47868,null,2519,null,0400000US10,Delaware,10
107365,null,3934,null,14675,null,1923,null,1780,null,930,null,3912,null,1148,null,8983,null,1505,null,92690,null,3608,null,55943,null,3143,null,17314,null,2338,null,19433,null,1831,null,0400000US11,District of Columbia,11
4577227,null,27336,null,433289,null,12273,null,86301,null,5211,null,142330,null,6663,null,204658,null,8644,null,4143938,null,25186,null,2264568,null,20181,null,745436,null,13866,null,1133934,null,14706,null,0400000US12,Florida,12
2364041,null,20337,null,262999,null,7965,null,57080,null,4409,null,90618,null,5481,null,115301,null,5216,null,2101042,null,18593,null,1343863,null,15993,null,349729,null,10009,null,407450,null,8715,null,0400000US13,Georgia,13
303344,null,5137,null,18161,null,2268,null,2344,null,856,null,5785,null,1231,null,10032,null,1736,null,285183,null,5503,null,163499,null,5246,null,49114,null,3104,null,72570,null,3226,null,0400000US15,Hawaii,15
396253,null,6996,null,37154,null,3469,null,6856,null,1249,null,19169,null,2379,null,11129,null,1953,null,359099,null,6928,null,207305,null,5788,null,74002,null,3728,null,77792,null,3459,null,0400000US16,Idaho,16
3138757,null,18424,null,283081,null,7657,null,56021,null,4775,null,107615,null,4519,null,119445,null,5213,null,2855676,null,17850,null,1740178,null,17058,null,544013,null,10440,null,571485,null,8675,null,0400000US17,Illinois,17
1648431,null,15271,null,157570,null,6279,null,26464,null,2954,null,68179,null,3588,null,62927,null,4383,null,1490861,null,14219,null,902241,null,12287,null,286078,null,7897,null,302542,null,7626,null,0400000US18,Indiana,18
791790,null,7894,null,57737,null,4022,null,11282,null,1566,null,27961,null,3244,null,18494,null,1971,null,734053,null,8212,null,465205,null,7497,null,133741,null,4625,null,135107,null,3991,null,0400000US19,Iowa,19
736264,null,8496,null,56736,null,3445,null,12269,null,1935,null,25375,null,2834,null,19092,null,2308,null,679528,null,8567,null,437297,null,7807,null,123281,null,4672,null,118950,null,3773,null,0400000US20,Kansas,20
1125630,null,12346,null,147398,null,6613,null,18845,null,2398,null,49098,null,3736,null,79455,null,4612,null,978232,null,11613,null,559606,null,9664,null,162708,null,5931,null,255918,null,6063,null,0400000US21,Kentucky,21
1094141,null,10371,null,146380,null,6476,null,30978,null,3132,null,48285,null,3921,null,67117,null,4139,null,947761,null,11039,null,563427,null,10292,null,154896,null,5608,null,229438,null,6784,null,0400000US22,Louisiana,22
343822,null,6405,null,29416,null,2739,null,3944,null,1037,null,11302,null,1505,null,14170,null,2007,null,314406,null,6052,null,173041,null,5753,null,70836,null,3650,null,70529,null,2841,null,0400000US23,Maine,23
1395778,null,10754,null,74687,null,4060,null,14576,null,1925,null,25807,null,2770,null,34304,null,2634,null,1321091,null,11173,null,873997,null,12134,null,218695,null,6233,null,228399,null,4990,null,0400000US24,Maryland,24
1568641,null,11431,null,111502,null,6166,null,11705,null,1995,null,39264,null,3310,null,60533,null,4872,null,1457139,null,11859,null,854907,null,10263,null,320990,null,8762,null,281242,null,6091,null,0400000US25,Massachusetts,25
2525388,null,15908,null,264514,null,7290,null,36671,null,3052,null,110283,null,5123,null,117560,null,4421,null,2260874,null,15759,null,1261127,null,14590,null,450990,null,7734,null,548757,null,8362,null,0400000US26,Michigan,26
1342724,null,10410,null,82834,null,3898,null,15892,null,2167,null,36541,null,3099,null,30401,null,2387,null,1259890,null,10507,null,777129,null,10107,null,269874,null,6487,null,212887,null,4791,null,0400000US27,Minnesota,27
755248,null,9226,null,128296,null,7118,null,29189,null,3296,null,38498,null,3345,null,60609,null,4923,null,626952,null,9376,null,368626,null,7571,null,101248,null,4782,null,157078,null,5028,null,0400000US28,Mississippi,28
1529540,null,12558,null,148339,null,5579,null,29813,null,2779,null,57760,null,3682,null,60766,null,3888,null,1381201,null,13057,null,828955,null,11771,null,245490,null,7055,null,306756,null,6728,null,0400000US29,Missouri,29
237574,null,4616,null,23162,null,2316,null,3943,null,768,null,11006,null,1884,null,8213,null,1348,null,214412,null,4625,null,121180,null,3804,null,44533,null,2807,null,48699,null,2800,null,0400000US30,Montana,30
457459,null,6358,null,30955,null,2464,null,7849,null,1354,null,12996,null,1461,null,10110,null,1437,null,426504,null,6292,null,284506,null,5074,null,69556,null,3518,null,72442,null,2820,null,0400000US31,Nebraska,31
615019,null,7728,null,48547,null,3928,null,10154,null,1784,null,17608,null,2642,null,20785,null,2441,null,566472,null,7970,null,349232,null,8359,null,105111,null,5192,null,112129,null,3721,null,0400000US32,Nevada,32
345324,null,5671,null,17212,null,2229,null,1834,null,596,null,5889,null,1181,null,9489,null,1701,null,328112,null,5497,null,197629,null,5338,null,69972,null,3191,null,60511,null,3077,null,0400000US33,New Hampshire,33
2168377,null,15461,null,135251,null,5517,null,24695,null,2848,null,43755,null,3383,null,66801,null,4565,null,2033126,null,15957,null,1247498,null,14451,null,391378,null,9065,null,394250,null,7949,null,0400000US34,New Jersey,34
482159,null,7286,null,60528,null,4187,null,15165,null,2223,null,18083,null,1926,null,27280,null,2504,null,421631,null,7185,null,242266,null,6153,null,75595,null,4066,null,103770,null,3801,null,0400000US35,New Mexico,35
