B06004I_001E,B06004I_001EA,B06004I_001M,B06004I_001MA,B06004I_002E,B06004I_002EA,B06004I_002M,B06004I_002MA,B06004I_003E,B06004I_003EA,B06004I_003M,B06004I_003MA,B06004I_004E,B06004I_004EA,B06004I_004M,B06004I_004MA,B06004I_005E,B06004I_005EA,B06004I_005M,B06004I_005MA,GEO_ID,NAME,state
130164,null,1800,null,33477,null,2858,null,32407,null,3756,null,3014,null,963,null,61266,null,3779,null,0400000US01,Alabama,01
42588,null,1669,null,12892,null,1531,null,19461,null,2071,null,3097,null,1264,null,7138,null,1694,null,0400000US02,Alaska,02
1959197,null,1639,null,930295,null,16237,null,355721,null,14769,null,22312,null,2760,null,650869,null,15801,null,0400000US04,Arizona,04
157478,null,1645,null,44790,null,2962,null,37278,null,3029,null,3947,null,1347,null,71463,null,3508,null,0400000US05,Arkansas,05
13457397,null,0,*****,7410332,null,40406,null,631599,null,16416,null,123588,null,8398,null,5291878,null,40069,null,0400000US06,California,06
997060,null,0,*****,519961,null,12455,null,185333,null,8732,null,11479,null,2612,null,280287,null,11286,null,0400000US08,Colorado,08
419391,null,0,*****,154867,null,6697,null,63437,null,5541,null,85126,null,4814,null,115961,null,7154,null,0400000US09,Connecticut,09
59093,null,0,*****,17551,null,1978,null,11898,null,1980,null,7563,null,1745,null,22081,null,2677,null,0400000US10,Delaware,10
51124,null,0,*****,11048,null,1356,null,9458,null,2189,null,1954,null,658,null,28664,null,1933,null,0400000US11,District of Columbia,11
3845964,null,2070,null,977639,null,16464,null,574382,null,15598,null,383881,null,14647,null,1910062,null,24262,null,0400000US12,Florida,12
769982,null,2566,null,213057,null,6880,null,131261,null,8096,null,27421,null,3950,null,398243,null,8532,null,0400000US13,Georgia,13
112320,null,0,*****,64585,null,3192,null,28475,null,3351,null,4109,null,1914,null,15151,null,3067,null,0400000US15,Hawaii,15
155831,null,0,*****,63122,null,3037,null,41481,null,2691,null,1470,null,701,null,49758,null,3612,null,0400000US16,Idaho,16
1967568,null,1742,null,942194,null,14041,null,138394,null,7077,null,66806,null,5314,null,820174,null,15490,null,0400000US17,Illinois,17
328725,null,1643,null,124782,null,5511,null,72726,null,4938,null,9580,null,1775,null,121637,null,5467,null,0400000US18,Indiana,18
123895,null,1250,null,43128,null,2975,null,32170,null,2825,null,3752,null,1081,null,44845,null,3080,null,0400000US19,Iowa,19
254297,null,790,null,105193,null,4704,null,56513,null,4358,null,3278,null,858,null,89313,null,4239,null,0400000US20,Kansas,20
98346,null,2334,null,25111,null,2159,null,25947,null,2795,null,4845,null,1378,null,42443,null,2871,null,0400000US21,Kentucky,21
149401,null,1942,null,54852,null,3563,null,33830,null,3544,null,6136,null,1692,null,54583,null,4044,null,0400000US22,Louisiana,22
13350,null,697,null,2847,null,795,null,6179,null,939,null,2493,null,1090,null,1831,null,726,null,0400000US23,Maine,23
374011,null,1149,null,90082,null,5099,null,71249,null,5285,null,16633,null,2426,null,196047,null,5478,null,0400000US24,Maryland,24
556898,null,0,*****,195810,null,5635,null,70032,null,4903,null,101743,null,5852,null,189313,null,7301,null,0400000US25,Massachusetts,25
413286,null,1183,null,222811,null,6587,null,69033,null,4677,null,15356,null,2888,null,106086,null,6576,null,0400000US26,Michigan,26
215821,null,324,null,79699,null,3171,null,45686,null,2608,null,4520,null,1234,null,85916,null,3851,null,0400000US27,Minnesota,27
58385,null,3459,null,12497,null,1927,null,14578,null,2065,null,2937,null,1240,null,28373,null,3999,null,0400000US28,Mississippi,28
186829,null,1223,null,64356,null,3774,null,53608,null,3696,null,4715,null,1498,null,64150,null,4005,null,0400000US29,Missouri,29
27318,null,427,null,11732,null,1671,null,12707,null,1875,null,489,null,326,null,2390,null,997,null,0400000US30,Montana,30
139771,null,452,null,51220,null,3001,null,31433,null,3143,null,2047,null,833,null,55071,null,3193,null,0400000US31,Nebraska,31
