B17018_001E,B17018_001EA,B17018_001M,B17018_001MA,B17018_002E,B17018_002EA,B17018_002M,B17018_002MA,B17018_003E,B17018_003EA,B17018_003M,B17018_003MA,B17018_004E,B17018_004EA,B17018_004M,B17018_004MA,B17018_005E,B17018_005EA,B17018_005M,B17018_005MA,B17018_006E,B17018_006EA,B17018_006M,B17018_006MA,B17018_007E,B17018_007EA,B17018_007M,B17018_007MA,B17018_008E,B17018_008EA,B17018_008M,B17018_008MA,B17018_009E,B17018_009EA,B17018_009M,B17018_009MA,B17018_010E,B17018_010EA,B17018_010M,B17018_010MA,B17018_011E,B17018_011EA,B17018_011M,B17018_011MA,B17018_012E,B17018_012EA,B17018_012M,B17018_012MA,B17018_013E,B17018_013EA,B17018_013M,B17018_013MA,B17018_014E,B17018_014EA,B17018_014M,B17018_014MA,B17018_015E,B17018_015EA,B17018_015M,B17018_015MA,B17018_016E,B17018_016EA,B17018_016M,B17018_016MA,B17018_017E,B17018_017EA,B17018_017M,B17018_017MA,B17018_018E,B17018_018EA,B17018_018M,B17018_018MA,B17018_019E,B17018_019EA,B17018_019M,B17018_019MA,B17018_020E,B17018_020EA,B17018_020M,B17018_020MA,B17018_021E,B17018_021EA,B17018_021M,B17018_021MA,B17018_022E,B17018_022EA,B17018_022M,B17018_022MA,B17018_023E,B17018_023EA,B17018_023M,B17018_023MA,B17018_024E,B17018_024EA,B17018_024M,B17018_024MA,B17018_025E,B17018_025EA,B17018_025M,B17018_025MA,B17018_026E,B17018_026EA,B17018_026M,B17018_026MA,B17018_027E,B17018_027EA,B17018_027M,B17018_027MA,B17018_028E,B17018_028EA,B17018_028M,B17018_028MA,B17018_029E,B17018_029EA,B17018_029M,B17018_029MA,B17018_030E,B17018_030EA,B17018_030M,B17018_030MA,B17018_031E,B17018_031EA,B17018_031M,B17018_031MA,B17018_032E,B17018_032EA,B17018_032M,B17018_032MA,B17018_033E,B17018_033EA,B17018_033M,B17018_033MA,B17018_034E,B17018_034EA,B17018_034M,B17018_034MA,B17018_035E,B17018_035EA,B17018_035M,B17018_035MA,GEO_ID,NAME,state
1216612,null,11381,null,146323,null,5371,null,45070,null,3943,null,17541,null,2403,null,13214,null,1790,null,9907,null,1841,null,4408,null,1092,null,101253,null,4694,null,12056,null,2130,null,5369,null,1426,null,4066,null,1232,null,2307,null,810,null,314,null,211,null,89197,null,4477,null,27732,null,2727,null,32087,null,2936,null,26458,null,2253,null,2920,null,883,null,1070289,null,11368,null,841575,null,10754,null,95234,null,4982,null,240208,null,6350,null,257577,null,8589,null,248556,null,8323,null,228714,null,7852,null,59689,null,3966,null,12893,null,2047,null,21516,null,2086,null,16976,null,2105,null,8304,null,1589,null,169025,null,6589,null,29929,null,2955,null,52813,null,3582,null,59956,null,4201,null,26327,null,2532,null,0400000US01,Alabama,01
157273,null,3920,null,8981,null,1336,null,2280,null,554,null,431,null,204,null,551,null,197,null,1008,null,409,null,290,null,171,null,6701,null,1218,null,1875,null,672,null,523,null,373,null,778,null,397,null,513,null,371,null,61,null,100,null,4826,null,1031,null,1190,null,579,null,2252,null,733,null,1132,null,369,null,252,null,203,null,148292,null,3868,null,113901,null,3841,null,5081,null,953,null,23542,null,1827,null,47072,null,3200,null,38206,null,2577,null,34391,null,2960,null,14138,null,1813,null,1393,null,494,null,4556,null,1160,null,5782,null,1186,null,2407,null,774,null,20253,null,2261,null,2027,null,588,null,5240,null,1104,null,9078,null,1619,null,3908,null,1075,null,0400000US02,Alaska,02
1489192,null,13955,null,153967,null,7266,null,62919,null,4524,null,27777,null,3402,null,14961,null,2300,null,13668,null,1953,null,6513,null,1315,null,91048,null,5431,null,16260,null,2417,null,5901,null,1457,null,6331,null,1727,null,3440,null,997,null,588,null,355,null,74788,null,4573,null,28140,null,3063,null,19414,null,2372,null,24094,null,2631,null,3140,null,981,null,1335225,null,13296,null,1044681,null,12716,null,104940,null,5257,null,209529,null,7717,null,379527,null,7853,null,350685,null,7773,null,290544,null,8142,null,100347,null,5319,null,19331,null,2467,null,27629,null,2687,null,35290,null,3263,null,18097,null,2384,null,190197,null,5936,null,25866,null,2680,null,45007,null,3720,null,79627,null,4547,null,39697,null,3389,null,0400000US04,Arizona,04
751956,null,8609,null,97661,null,5087,null,31847,null,2714,null,11799,null,1959,null,10836,null,1547,null,7670,null,1197,null,1542,null,540,null,65814,null,4378,null,7416,null,1224,null,2878,null,981,null,2666,null,652,null,1668,null,609,null,204,null,191,null,58398,null,4207,null,14742,null,2196,null,22138,null,2687,null,20303,null,2948,null,1215,null,594,null,654295,null,9443,null,521241,null,9443,null,62566,null,3630,null,171133,null,6250,null,157107,null,5908,null,130435,null,4352,null,133054,null,4238,null,38100,null,2902,null,7794,null,1510,null,16524,null,2288,null,9807,null,1485,null,3975,null,1050,null,94954,null,3991,null,15983,null,1778,null,30055,null,2480,null,33729,null,2711,null,15187,null,1756,null,0400000US05,Arkansas,05
8265877,null,24391,null,824961,null,17051,null,350161,null,10215,null,175172,null,7339,null,72385,null,4483,null,62048,null,3816,null,40556,null,3801,null,474800,null,12730,null,91870,null,4849,null,38014,null,3326,null,23128,null,2846,null,23861,null,2626,null,6867,null,1417,null,382930,null,11237,null,147456,null,6453,null,99070,null,5236,null,114166,null,6416,null,22238,null,2570,null,7440916,null,26807,null,5633384,null,24928,null,802702,null,13987,null,919711,null,12328,null,1767418,null,20470,null,2143553,null,19592,null,1807532,null,19617,null,611037,null,15079,null,139093,null,6667,null,142581,null,7450,null,195496,null,7861,null,133867,null,6495,null,1196495,null,14905,null,208254,null,7952,null,251494,null,7848,null,462374,null,10146,null,274373,null,7926,null,0400000US06,California,06
1208994,null,12292,null,94833,null,5799,null,42794,null,3810,null,18499,null,2974,null,9621,null,1626,null,8327,null,1459,null,6347,null,1200,null,52039,null,4170,null,9248,null,1963,null,3675,null,1148,null,1944,null,763,null,2639,null,987,null,990,null,518,null,42791,null,3384,null,11894,null,1720,null,12440,null,2042,null,14347,null,1913,null,4110,null,1083,null,1114161,null,12813,null,903865,null,10480,null,66399,null,4248,null,169359,null,5310,null,274454,null,8105,null,393653,null,7701,null,210296,null,7862,null,70053,null,4108,null,10717,null,1762,null,19841,null,2402,null,23150,null,2364,null,16345,null,1682,null,140243,null,6356,null,12474,null,2174,null,33110,null,3049,null,53700,null,3685,null,40959,null,3553,null,0400000US08,Colorado,08
888825,null,8063,null,59375,null,4122,null,14920,null,1976,null,4040,null,1021,null,4909,null,1112,null,3268,null,954,null,2703,null,930,null,44455,null,3583,null,5638,null,1380,null,1935,null,711,null,2679,null,1002,null,705,null,408,null,319,null,276,null,38817,null,3298,null,12451,null,2008,null,13755,null,1789,null,9640,null,1686,null,2971,null,1104,null,829450,null,7641,null,653964,null,8040,null,43654,null,3509,null,146722,null,5455,null,163876,null,6153,null,299712,null,6950,null,175486,null,7258,null,47993,null,3758,null,5837,null,1341,null,15896,null,2061,null,14370,null,2027,null,11890,null,1720,null,127493,null,6113,null,13432,null,1816,null,38159,null,3354,null,47425,null,3499,null,28477,null,2504,null,0400000US09,Connecticut,09
222044,null,4500,null,15264,null,2028,null,4575,null,1088,null,1310,null,702,null,1165,null,583,null,968,null,506,null,1132,null,520,null,10689,null,1745,null,1641,null,801,null,445,null,319,null,247,null,196,null,459,null,391,null,490,null,536,null,9048,null,1567,null,2713,null,985,null,3533,null,1130,null,2166,null,719,null,636,null,412,null,206780,null,4632,null,158253,null,4041,null,13519,null,2049,null,41619,null,2954,null,49590,null,2973,null,53525,null,3148,null,48527,null,3404,null,13753,null,1820,null,2838,null,959,null,3577,null,936,null,4425,null,1015,null,2913,null,910,null,34774,null,2797,null,3934,null,968,null,9704,null,1434,null,14423,null,2006,null,6713,null,1396,null,0400000US10,Delaware,10
107365,null,3934,null,14675,null,1923,null,2125,null,895,null,603,null,537,null,648,null,505,null,339,null,314,null,535,null,357,null,12550,null,1842,null,1004,null,562,null,478,null,365,null,192,null,194,null,266,null,267,null,68,null,110,null,11546,null,1782,null,3309,null,956,null,4638,null,1286,null,3314,null,1092,null,285,null,213,null,92690,null,3608,null,52314,null,3165,null,3651,null,1055,null,4930,null,1103,null,6746,null,1373,null,36987,null,2397,null,40376,null,2455,null,8939,null,1375,null,2069,null,717,null,1673,null,657,null,1759,null,692,null,3438,null,1034,null,31437,null,2517,null,5159,null,1339,null,10649,null,1533,null,9453,null,1697,null,6176,null,1137,null,0400000US11,District of Columbia,11
4577227,null,27336,null,433289,null,12273,null,175428,null,7483,null,52115,null,3989,null,54655,null,4416,null,40147,null,3243,null,28511,null,3028,null,257861,null,10672,null,43588,null,4287,null,14843,null,2402,null,15455,null,2255,null,10385,null,2061,null,2905,null,930,null,214273,null,8857,null,57075,null,4791,null,73352,null,5253,null,66087,null,5037,null,17759,null,2906,null,4143938,null,25186,null,3196740,null,23962,null,301501,null,10080,null,795647,null,14102,null,1006193,null,14520,null,1093399,null,13367,null,947198,null,16879,null,285773,null,10506,null,50996,null,4067,null,88319,null,5677,null,90180,null,4668,null,56278,null,4803,null,661425,null,12514,null,83866,null,4329,null,201702,null,8270,null,236824,null,8875,null,139033,null,6414,null,0400000US12,Florida,12
