B25096_001E,B25096_001EA,B25096_001M,B25096_001MA,B25096_002E,B25096_002EA,B25096_002M,B25096_002MA,B25096_003E,B25096_003EA,B25096_003M,B25096_003MA,B25096_004E,B25096_004EA,B25096_004M,B25096_004MA,B25096_005E,B25096_005EA,B25096_005M,B25096_005MA,B25096_006E,B25096_006EA,B25096_006M,B25096_006MA,B25096_007E,B25096_007EA,B25096_007M,B25096_007MA,B25096_008E,B25096_008EA,B25096_008M,B25096_008MA,B25096_009E,B25096_009EA,B25096_009M,B25096_009MA,B25096_010E,B25096_010EA,B25096_010M,B25096_010MA,B25096_011E,B25096_011EA,B25096_011M,B25096_011MA,B25096_012E,B25096_012EA,B25096_012M,B25096_012MA,B25096_013E,B25096_013EA,B25096_013M,B25096_013MA,B25096_014E,B25096_014EA,B25096_014M,B25096_014MA,B25096_015E,B25096_015EA,B25096_015M,B25096_015MA,B25096_016E,B25096_016EA,B25096_016M,B25096_016MA,B25096_017E,B25096_017EA,B25096_017M,B25096_017MA,GEO_ID,NAME,state
1289155,null,10987,null,790154,null,10443,null,83706,null,5207,null,182521,null,5958,null,164925,null,6329,null,132599,null,5673,null,125847,null,5438,null,70528,null,3590,null,30028,null,2312,null,499001,null,8099,null,137909,null,5548,null,131209,null,4775,null,72608,null,4049,null,60162,null,2643,null,52351,null,3201,null,25548,null,2510,null,19214,null,2114,null,0400000US01,Alabama,01
154334,null,3685,null,108729,null,3405,null,2009,null,659,null,3138,null,744,null,9670,null,1259,null,18002,null,1847,null,38082,null,2707,null,28736,null,2463,null,9092,null,1356,null,45605,null,2720,null,8535,null,1479,null,5399,null,832,null,4752,null,803,null,6065,null,1054,null,9784,null,1155,null,8424,null,1202,null,2646,null,664,null,0400000US02,Alaska,02
1548890,null,13720,null,1099783,null,13348,null,34896,null,3174,null,41994,null,2862,null,106838,null,5614,null,201759,null,7455,null,336200,null,8546,null,246774,null,7135,null,131322,null,4666,null,449107,null,8242,null,85238,null,4102,null,48168,null,3021,null,48289,null,3902,null,65817,null,3335,null,88388,null,4276,null,67364,null,3238,null,45843,null,3132,null,0400000US04,Arizona,04
750639,null,9276,null,442960,null,7617,null,51478,null,3217,null,129759,null,4678,null,100987,null,4577,null,70131,null,3805,null,53266,null,4156,null,26800,null,2605,null,10539,null,1271,null,307679,null,6505,null,88643,null,4065,null,86610,null,3810,null,49923,null,3281,null,35222,null,2466,null,26015,null,2328,null,13313,null,1666,null,7953,null,1311,null,0400000US05,Arkansas,05
6946432,null,26955,null,5290276,null,28244,null,63571,null,3533,null,68898,null,4426,null,106740,null,5408,null,221146,null,7169,null,677756,null,11647,null,1664745,null,21552,null,2487420,null,19228,null,1656156,null,16583,null,150120,null,5694,null,99916,null,4341,null,70113,null,3953,null,83484,null,4042,null,186711,null,6477,null,407732,null,9032,null,658080,null,11547,null,0400000US06,California,06
1280814,null,11274,null,978201,null,10802,null,24604,null,2366,null,39199,null,2839,null,87125,null,3920,null,173974,null,5683,null,298190,null,7382,null,233154,null,5705,null,121955,null,4716,null,302613,null,5946,null,36572,null,2501,null,21846,null,1953,null,27213,null,2702,null,45897,null,2779,null,73721,null,3694,null,57481,null,3148,null,39883,null,2778,null,0400000US08,Colorado,08
917062,null,7342,null,665816,null,7506,null,6668,null,1095,null,6020,null,1062,null,32213,null,2713,null,76009,null,4026,null,192703,null,5884,null,211979,null,5729,null,140224,null,4628,null,251246,null,5244,null,8867,null,1127,null,6168,null,1153,null,13673,null,1408,null,31044,null,2510,null,74048,null,3327,null,69093,null,3502,null,48353,null,2838,null,0400000US09,Connecticut,09
241544,null,5028,null,166894,null,4378,null,5498,null,995,null,4753,null,862,null,10766,null,1408,null,23777,null,2105,null,57724,null,3915,null,49530,null,2527,null,14846,null,1661,null,74650,null,3123,null,13493,null,2126,null,5502,null,928,null,5556,null,977,null,9862,null,1350,null,17713,null,1667,null,14933,null,1522,null,7591,null,1236,null,0400000US10,Delaware,10
108571,null,4051,null,84286,null,3988,null,774,null,355,null,480,null,245,null,984,null,534,null,3160,null,1024,null,11626,null,1734,null,26900,null,2501,null,40362,null,2394,null,24285,null,1763,null,656,null,335,null,281,null,209,null,259,null,187,null,760,null,402,null,3505,null,768,null,9209,null,1409,null,9615,null,1310,null,0400000US11,District of Columbia,11
4916497,null,22392,null,3202449,null,22507,null,83093,null,5255,null,204132,null,8202,null,378337,null,10657,null,585100,null,9122,null,917402,null,15752,null,686055,null,11570,null,348330,null,7299,null,1714048,null,18727,null,235197,null,7012,null,251668,null,7512,null,215024,null,6493,null,239928,null,6651,null,334382,null,7583,null,252911,null,7632,null,184938,null,5845,null,0400000US12,Florida,12
2340305,null,15962,null,1702307,null,16316,null,74185,null,4154,null,195339,null,8166,null,339318,null,9154,null,376693,null,9942,null,353564,null,9031,null,239073,null,7461,null,124135,null,4863,null,637998,null,10969,null,121330,null,5388,null,120544,null,4214,null,105443,null,4970,null,92819,null,4389,null,92518,null,4506,null,60294,null,3483,null,45050,null,3031,null,0400000US13,Georgia,13
258365,null,5142,null,176603,null,5030,null,814,null,373,null,1260,null,574,null,2091,null,785,null,2948,null,789,null,16630,null,1849,null,49233,null,3186,null,103627,null,4064,null,81762,null,3306,null,1615,null,537,null,2348,null,691,null,1575,null,508,null,2489,null,773,null,8506,null,1298,null,19037,null,2069,null,46192,null,2451,null,0400000US15,Hawaii,15
401098,null,5593,null,281266,null,5430,null,8770,null,1310,null,23405,null,2120,null,51302,null,2918,null,67646,null,3769,null,69337,null,3422,null,43422,null,3044,null,17384,null,1815,null,119832,null,3716,null,16376,null,1922,null,16806,null,1696,null,18872,null,1900,null,22555,null,1901,null,21313,null,1792,null,15120,null,1516,null,8790,null,1196,null,0400000US16,Idaho,16
3301796,null,17730,null,2322217,null,17189,null,81038,null,4160,null,250705,null,6245,null,292078,null,7172,null,352383,null,10818,null,566927,null,11375,null,523832,null,10312,null,255254,null,6812,null,979579,null,10955,null,132765,null,4402,null,161488,null,5484,null,130130,null,4847,null,129946,null,4723,null,177075,null,5046,null,166326,null,5699,null,81849,null,4249,null,0400000US17,Illinois,17
1781719,null,13690,null,1263339,null,12811,null,76136,null,4338,null,320378,null,8181,null,347758,null,7880,null,224371,null,6150,null,178847,null,5898,null,83527,null,3698,null,32322,null,2404,null,518380,null,7061,null,100507,null,4235,null,141980,null,4564,null,112479,null,4369,null,73355,null,3436,null,51112,null,2807,null,24203,null,2387,null,14744,null,1649,null,0400000US18,Indiana,18
885884,null,7709,null,565396,null,7904,null,43862,null,2670,null,147202,null,4694,null,142623,null,4681,null,99138,null,4100,null,86372,null,3790,null,35775,null,2245,null,10424,null,1307,null,320488,null,5727,null,62179,null,2999,null,92237,null,3613,null,68131,null,3233,null,44547,null,2566,null,33504,null,2370,null,12420,null,1086,null,7470,null,1257,null,0400000US19,Iowa,19
771197,null,8214,null,511339,null,7469,null,45635,null,2878,null,120464,null,4449,null,112059,null,5017,null,94081,null,3949,null,85855,null,3581,null,39064,null,2285,null,14181,null,1525,null,259858,null,4997,null,66736,null,2620,null,70344,null,3271,null,44107,null,2410,null,34070,null,2513,null,26088,null,1788,null,11336,null,1484,null,7177,null,1065,null,0400000US20,Kansas,20
1172529,null,11446,null,733454,null,10233,null,68481,null,3749,null,178631,null,6371,null,182341,null,6072,null,123057,null,5366,null,109108,null,4306,null,51207,null,3055,null,20629,null,2031,null,439075,null,8090,null,118728,null,4468,null,119849,null,4988,null,74833,null,3883,null,51591,null,3063,null,42043,null,2974,null,19457,null,1976,null,12574,null,1763,null,0400000US21,Kentucky,21
1113926,null,11194,null,640261,null,9588,null,61246,null,5022,null,120848,null,4541,null,133842,null,5448,null,133256,null,5076,null,115161,null,4235,null,57420,null,3530,null,18488,null,2027,null,473665,null,7698,null,124773,null,5126,null,110245,null,4429,null,71751,null,4321,null,63230,null,3339,null,61205,null,3106,null,28799,null,2010,null,13662,null,1541,null,0400000US22,Louisiana,22
391262,null,5743,null,258300,null,5270,null,10348,null,1258,null,30171,null,2504,null,43981,null,2673,null,50642,null,2520,null,68072,null,3042,null,39251,null,2642,null,15835,null,1848,null,132962,null,3504,null,22998,null,1775,null,21763,null,1609,null,17534,null,1662,null,20422,null,1552,null,25505,null,1905,null,16697,null,1707,null,8043,null,1139,null,0400000US23,Maine,23
1453733,null,11476,null,1124667,null,11228,null,16028,null,1724,null,24008,null,2232,null,42430,null,3069,null,80551,null,4284,null,263043,null,6405,null,427165,null,8418,null,271442,null,5592,null,329066,null,7033,null,22671,null,2209,null,17980,null,1843,null,23691,null,2354,null,30782,null,2323,null,70716,null,3766,null,98955,null,4235,null,64271,null,2965,null,0400000US24,Maryland,24
1592324,null,11735,null,1157318,null,12947,null,13907,null,1808,null,10539,null,1617,null,34720,null,2748,null,75139,null,4026,null,276506,null,7169,null,474626,null,10212,null,271881,null,6309,null,435006,null,7399,null,13971,null,1521,null,8572,null,1336,null,16168,null,1846,null,30708,null,2766,null,99286,null,4036,null,166700,null,5116,null,99601,null,3583,null,0400000US25,Massachusetts,25
2819355,null,14549,null,1939644,null,13049,null,102546,null,4437,null,326368,null,6752,null,456552,null,9252,null,408738,null,7932,null,378398,null,7889,null,195907,null,4962,null,71135,null,3169,null,879711,null,10941,null,146909,null,5125,null,180492,null,5122,null,178360,null,5109,null,153902,null,4825,null,126605,null,4123,null,57969,null,2922,null,35474,null,2210,null,0400000US26,Michigan,26
1559939,null,10110,null,1120095,null,8754,null,35294,null,1725,null,71917,null,3118,null,133262,null,4392,null,217102,null,5075,null,359557,null,6761,null,219345,null,5840,null,83618,null,3202,null,439844,null,7279,null,51165,null,2200,null,55029,null,2591,null,60925,null,2703,null,77971,null,3241,null,105997,null,3943,null,58064,null,2804,null,30693,null,2070,null,0400000US27,Minnesota,27
766976,null,9423,null,433469,null,7557,null,63648,null,4471,null,122518,null,5548,null,86433,null,4735,null,67047,null,4157,null,59423,null,3849,null,26308,null,2503,null,8092,null,1396,null,333507,null,6629,null,102883,null,4207,null,95300,null,4665,null,47873,null,2937,null,34677,null,2482,null,29979,null,2423,null,14551,null,1788,null,8244,null,1288,null,0400000US28,Mississippi,28
1633448,null,12830,null,1098358,null,12341,null,75455,null,3916,null,208430,null,5613,null,259790,null,6774,null,217803,null,7314,null,195030,null,5841,null,100620,null,3873,null,41230,null,2739,null,535090,null,9251,null,109745,null,4811,null,125265,null,5405,null,94501,null,4172,null,80618,null,3445,null,69234,null,3451,null,34906,null,2352,null,20821,null,1894,null,0400000US29,Missouri,29
257354,null,4028,null,146203,null,3910,null,8203,null,1196,null,14694,null,1263,null,20655,null,1979,null,29843,null,2243,null,36226,null,2558,null,25037,null,1980,null,11545,null,1367,null,111151,null,3202,null,23488,null,2019,null,18650,null,1742,null,12771,null,1235,null,17092,null,1689,null,16762,null,1709,null,13819,null,1532,null,8569,null,1131,null,0400000US30,Montana,30
487991,null,5002,null,318688,null,4899,null,23590,null,2066,null,67627,null,3027,null,94950,null,4285,null,58762,null,3521,null,48453,null,2569,null,19366,null,1748,null,5940,null,1015,null,169303,null,4444,null,36352,null,2339,null,43201,null,2090,null,41433,null,2504,null,21622,null,1637,null,15875,null,1627,null,7035,null,842,null,3785,null,761,null,0400000US31,Nebraska,31
568425,null,7914,null,441669,null,7446,null,9645,null,1501,null,8091,null,1224,null,25809,null,2867,null,55575,null,3810,null,152806,null,5415,null,131372,null,5148,null,58371,null,3310,null,126756,null,4465,null,16601,null,2141,null,8599,null,1536,null,9172,null,1353,null,15697,null,1864,null,31611,null,2420,null,28437,null,2539,null,16639,null,1897,null,0400000US32,Nevada,32
365450,null,4808,null,264064,null,4919,null,5223,null,896,null,7628,null,1253,null,17600,null,2166,null,33926,null,2576,null,94764,null,4322,null,80593,null,3513,null,24330,null,2051,null,101386,null,3683,null,9574,null,1311,null,7106,null,1090,null,7663,null,1188,null,13083,null,1647,null,30124,null,2105,null,23911,null,2238,null,9925,null,1209,null,0400000US33,New Hampshire,33
2113974,null,12085,null,1519326,null,12123,null,17789,null,2003,null,19530,null,1874,null,49861,null,2921,null,95918,null,4621,null,312422,null,7557,null,610747,null,10955,null,413059,null,9159,null,594648,null,9847,null,24316,null,2187,null,25508,null,2141,null,31930,null,2468,null,46380,null,3143,null,119538,null,3953,null,214210,null,5798,null,132766,null,4868,null,0400000US34,New Jersey,34
512854,null,6259,null,314542,null,7068,null,19921,null,2049,null,41102,null,3317,null,51798,null,3420,null,65290,null,3768,null,72844,null,3659,null,44649,null,2771,null,18938,null,1739,null,198312,null,5335,null,47273,null,3224,null,36671,null,2719,null,27562,null,2148,null,23897,null,2347,null,29404,null,2693,null,18954,null,1860,null,14551,null,1635,null,0400000US35,New Mexico,35
3946375,null,20828,null,2582904,null,20411,null,77677,null,4072,null,299036,null,6700,null,269687,null,7539,null,226005,null,6626,null,296362,null,6988,null,659639,null,12704,null,754498,null,11861,null,1363471,null,13331,null,126545,null,4753,null,204951,null,6148,null,141639,null,4901,null,111916,null,4544,null,134228,null,4992,null,273046,null,7402,null,371146,null,8079,null,0400000US36,New York,36
2451157,null,16681,null,1685967,null,15546,null,88820,null,5462,null,269877,null,8185,null,376945,null,9109,null,309334,null,8150,null,314935,null,8376,null,223510,null,6325,null,102546,null,3688,null,765190,null,11322,null,146245,null,5261,null,167582,null,6845,null,130531,null,5263,null,104803,null,4988,null,102964,null,4069,null,69969,null,3913,null,43096,null,2875,null,0400000US37,North Carolina,37
182992,null,3547,null,102265,null,3310,null,10449,null,1220,null,23766,null,1669,null,26615,null,2112,null,19796,null,1577,null,14622,null,1382,null,5444,null,890,null,1573,null,562,null,80727,null,2283,null,24941,null,1637,null,21237,null,1415,null,14259,null,1306,null,9558,null,1076,null,6169,null,765,null,2747,null,465,null,1816,null,513,null,0400000US38,North Dakota,38
3113343,null,17812,null,2156314,null,16249,null,93472,null,3523,null,434133,null,9924,null,577239,null,9189,null,433152,null,9698,null,380179,null,7915,null,176220,null,4863,null,61919,null,3453,null,957029,null,11253,null,141122,null,4809,null,233270,null,5868,null,228220,null,6258,null,163642,null,4746,null,116837,null,4249,null,49118,null,2892,null,24820,null,2280,null,0400000US39,Ohio,39
946699,null,10337,null,577859,null,8780,null,60848,null,3592,null,172126,null,5488,null,146930,null,4811,null,89014,null,3814,null,68982,null,3324,null,29259,null,2193,null,10700,null,1415,null,368840,null,6621,null,104885,null,4217,null,109965,null,4073,null,63535,null,2892,null,39065,null,2315,null,29018,null,2090,null,14185,null,1673,null,8187,null,1234,null,0400000US40,Oklahoma,40
948798,null,11157,null,673175,null,10137,null,16050,null,1929,null,15142,null,1671,null,36260,null,2853,null,83988,null,4469,null,218750,null,6885,null,209749,null,6088,null,93236,null,4071,null,275623,null,6400,null,41045,null,2492,null,20155,null,2063,null,19802,null,2064,null,29585,null,2652,null,65072,null,3183,null,62066,null,3505,null,37898,null,2919,null,0400000US41,Oregon,41
3474817,null,16450,null,2216155,null,16107,null,114724,null,4342,null,371925,null,7871,null,369262,null,8816,null,366822,null,7513,null,488037,null,8612,null,358641,null,7805,null,146744,null,4396,null,1258662,null,12196,null,206459,null,5891,null,286768,null,6491,null,196369,null,5901,null,188424,null,5075,null,200788,null,5596,null,120121,null,4176,null,59733,null,2966,null,0400000US42,Pennsylvania,42
249139,null,4669,null,180369,null,4715,null,2092,null,643,null,1096,null,520,null,3637,null,760,null,15091,null,1824,null,76247,null,3428,null,56575,null,2912,null,25631,null,2301,null,68770,null,3488,null,2555,null,579,null,942,null,469,null,2461,null,592,null,6201,null,986,null,28766,null,2228,null,19739,null,1800,null,8106,null,1283,null,0400000US44,Rhode Island,44
1201508,null,11690,null,761654,null,11228,null,62871,null,4349,null,150609,null,5761,null,153494,null,5578,null,128406,null,6196,null,131257,null,5265,null,85454,null,4312,null,49563,null,3192,null,439854,null,8385,null,111021,null,5713,null,101385,null,4305,null,66652,null,3906,null,50837,null,3155,null,50126,null,3028,null,33485,null,2789,null,26348,null,2395,null,0400000US45,South Carolina,45
221395,null,3856,null,132590,null,3704,null,12357,null,1549,null,25985,null,1908,null,30830,null,2479,null,28617,null,2180,null,21310,null,2124,null,9275,null,1384,null,4216,null,908,null,88805,null,3190,null,27114,null,1871,null,19922,null,1973,null,16373,null,1359,null,10440,null,1263,null,8698,null,1217,null,4226,null,840,null,2032,null,523,null,0400000US46,South Dakota,46
1700137,null,14309,null,1084909,null,11226,null,68446,null,3160,null,224240,null,7172,null,260822,null,7027,null,198831,null,6451,null,176312,null,5863,null,104986,null,4972,null,51272,null,3279,null,615228,null,9519,null,111413,null,4713,null,152730,null,6014,null,115127,null,4907,null,87951,null,3754,null,76016,null,3607,null,47604,null,2734,null,24387,null,2485,null,0400000US47,Tennessee,47
5465854,null,24472,null,3508174,null,22785,null,231159,null,7414,null,756356,null,12401,null,903031,null,13907,null,647550,null,9473,null,531378,null,9655,null,297866,null,7144,null,140834,null,4688,null,1957680,null,16471,null,468749,null,9380,null,563746,null,10531,null,336142,null,7992,null,225731,null,6719,null,183504,null,5590,null,106314,null,4436,null,73494,null,3666,null,0400000US48,Texas,48
612671,null,6786,null,451889,null,6340,null,9471,null,1460,null,12849,null,1811,null,44067,null,2849,null,88941,null,3488,null,150022,null,4524,null,104721,null,4009,null,41818,null,2428,null,160782,null,4354,null,15069,null,1540,null,8128,null,1146,null,17849,null,1905,null,26660,null,1801,null,46483,null,2502,null,32933,null,2289,null,13660,null,1626,null,0400000US49,Utah,49
180387,null,3128,null,122388,null,3141,null,3084,null,632,null,7913,null,1138,null,14727,null,1490,null,26568,null,1776,null,38636,null,2032,null,22451,null,1548,null,9009,null,975,null,57999,null,2313,null,6290,null,1086,null,5457,null,834,null,7463,null,987,null,10071,null,1270,null,15048,null,1604,null,8151,null,939,null,5519,null,821,null,0400000US50,Vermont,50
2034269,null,13417,null,1481789,null,13379,null,40843,null,3103,null,79001,null,4483,null,124308,null,4727,null,177817,null,5930,null,340503,null,8234,null,407477,null,10216,null,311840,null,6108,null,552480,null,8265,null,77180,null,4809,null,75665,null,3690,null,61820,null,3353,null,67525,null,3839,null,101945,null,3619,null,92980,null,4138,null,75365,null,3911,null,0400000US51,Virginia,51
1663174,null,11368,null,1223446,null,11772,null,25921,null,2266,null,28081,null,2612,null,66342,null,3590,null,116305,null,5881,null,320213,null,8192,null,406644,null,9001,null,259940,null,7216,null,439728,null,7616,null,49508,null,2983,null,28759,null,2210,null,31051,null,2225,null,42148,null,2915,null,96771,null,3856,null,110676,null,4239,null,80815,null,3333,null,0400000US53,Washington,53
552651,null,7309,null,289450,null,6765,null,36205,null,3023,null,88707,null,4512,null,57066,null,3457,null,46145,null,3032,null,36146,null,2712,null,19589,null,1894,null,5592,null,1012,null,263201,null,6383,null,85735,null,5056,null,78147,null,3772,null,37495,null,2706,null,25426,null,2323,null,21519,null,2082,null,8764,null,1069,null,6115,null,1234,null,0400000US54,West Virginia,54
1577623,null,11090,null,1089377,null,10789,null,31054,null,1890,null,119172,null,3569,null,226835,null,6014,null,245930,null,5469,null,278565,null,6077,null,141704,null,3741,null,46117,null,2689,null,488246,null,6430,null,46941,null,2699,null,76290,null,2513,null,101702,null,3583,null,101235,null,3241,null,97070,null,3482,null,44524,null,2517,null,20484,null,1705,null,0400000US55,Wisconsin,55
146222,null,3857,null,92629,null,3419,null,4414,null,990,null,7063,null,1117,null,14305,null,1702,null,21762,null,2130,null,24721,null,2224,null,13896,null,1382,null,6468,null,1173,null,53593,null,2485,null,10011,null,1406,null,7237,null,1218,null,7048,null,1214,null,7916,null,1294,null,11333,null,1351,null,5899,null,979,null,4149,null,908,null,0400000US56,Wyoming,56
859531,null,9334,null,334271,null,7744,null,5996,null,1115,null,73619,null,4220,null,104782,null,3771,null,66342,null,3706,null,48415,null,3498,null,23996,null,2268,null,11121,null,1411,null,525260,null,7908,null,62798,null,3313,null,180787,null,5623,null,102582,null,3950,null,92489,null,3942,null,52386,null,2780,null,20143,null,1535,null,14075,null,1633,null,0400000US72,Puerto Rico,72
