C21001G_001E,C21001G_001EA,C21001G_001M,C21001G_001MA,C21001G_002E,C21001G_002EA,C21001G_002M,C21001G_002MA,C21001G_003E,C21001G_003EA,C21001G_003M,C21001G_003MA,C21001G_004E,C21001G_004EA,C21001G_004M,C21001G_004MA,C21001G_005E,C21001G_005EA,C21001G_005M,C21001G_005MA,C21001G_006E,C21001G_006EA,C21001G_006M,C21001G_006MA,C21001G_007E,C21001G_007EA,C21001G_007M,C21001G_007MA,C21001G_008E,C21001G_008EA,C21001G_008M,C21001G_008MA,C21001G_009E,C21001G_009EA,C21001G_009M,C21001G_009MA,C21001G_010E,C21001G_010EA,C21001G_010M,C21001G_010MA,C21001G_011E,C21001G_011EA,C21001G_011M,C21001G_011MA,C21001G_012E,C21001G_012EA,C21001G_012M,C21001G_012MA,C21001G_013E,C21001G_013EA,C21001G_013M,C21001G_013MA,C21001G_014E,C21001G_014EA,C21001G_014M,C21001G_014MA,C21001G_015E,C21001G_015EA,C21001G_015M,C21001G_015MA,GEO_ID,NAME,state
32874,null,3326,null,16263,null,2441,null,14421,null,2320,null,3770,null,1058,null,10651,null,1997,null,1842,null,668,null,1193,null,514,null,649,null,352,null,16611,null,2125,null,14307,null,1936,null,596,null,409,null,13711,null,1922,null,2304,null,734,null,0,null,271,null,2304,null,734,null,0400000US01,Alabama,01
27655,null,2940,null,14352,null,1803,null,13849,null,1757,null,1783,null,737,null,12066,null,1563,null,503,null,317,null,221,null,211,null,282,null,232,null,13303,null,1813,null,12308,null,1706,null,225,null,189,null,12083,null,1717,null,995,null,483,null,80,null,116,null,915,null,437,null,0400000US02,Alaska,02
76442,null,5446,null,36920,null,3196,null,33920,null,2998,null,5182,null,1207,null,28738,null,2801,null,3000,null,777,null,1782,null,594,null,1218,null,558,null,39522,null,3387,null,35532,null,3328,null,557,null,311,null,34975,null,3365,null,3990,null,871,null,0,null,302,null,3990,null,871,null,0400000US04,Arizona,04
31348,null,2934,null,14014,null,1981,null,12329,null,1897,null,2398,null,766,null,9931,null,1556,null,1685,null,658,null,1206,null,567,null,479,null,278,null,17334,null,2083,null,14978,null,2028,null,245,null,189,null,14733,null,1968,null,2356,null,796,null,0,null,269,null,2356,null,796,null,0400000US05,Arkansas,05
687905,null,15639,null,332149,null,9778,null,308198,null,9048,null,32119,null,2969,null,276079,null,8431,null,23951,null,2265,null,10678,null,1507,null,13273,null,1591,null,355756,null,9292,null,322181,null,8815,null,4645,null,1160,null,317536,null,8460,null,33575,null,2909,null,160,null,154,null,33415,null,2958,null,0400000US06,California,06
78221,null,4691,null,38708,null,3055,null,36165,null,3044,null,5352,null,1157,null,30813,null,2880,null,2543,null,754,null,1138,null,517,null,1405,null,546,null,39513,null,3316,null,37144,null,3315,null,1670,null,695,null,35474,null,3181,null,2369,null,720,null,0,null,275,null,2369,null,720,null,0400000US08,Colorado,08
37702,null,3751,null,18181,null,2486,null,17216,null,2426,null,2557,null,729,null,14659,null,2414,null,965,null,405,null,437,null,294,null,528,null,329,null,19521,null,2253,null,17291,null,2097,null,319,null,228,null,16972,null,2060,null,2230,null,709,null,0,null,275,null,2230,null,709,null,0400000US09,Connecticut,09
7629,null,1509,null,3884,null,1003,null,3521,null,954,null,506,null,335,null,3015,null,870,null,363,null,233,null,87,null,86,null,276,null,209,null,3745,null,944,null,3563,null,931,null,41,null,70,null,3522,null,931,null,182,null,146,null,0,null,263,null,182,null,146,null,0400000US10,Delaware,10
8599,null,2247,null,3959,null,1350,null,3794,null,1331,null,505,null,459,null,3289,null,1237,null,165,null,157,null,0,null,296,null,165,null,157,null,4640,null,1217,null,3871,null,1028,null,46,null,76,null,3825,null,1025,null,769,null,475,null,55,null,86,null,714,null,472,null,0400000US11,District of Columbia,11
178883,null,8554,null,87177,null,5688,null,77703,null,5129,null,10405,null,1706,null,67298,null,4717,null,9474,null,1522,null,3534,null,751,null,5940,null,1264,null,91706,null,5533,null,81563,null,5287,null,2497,null,1041,null,79066,null,5211,null,10143,null,1455,null,202,null,197,null,9941,null,1440,null,0400000US12,Florida,12
65623,null,5140,null,30927,null,3212,null,29499,null,3163,null,5221,null,1126,null,24278,null,2858,null,1428,null,547,null,924,null,414,null,504,null,368,null,34696,null,3409,null,31472,null,3191,null,1101,null,501,null,30371,null,3081,null,3224,null,967,null,0,null,298,null,3224,null,967,null,0400000US13,Georgia,13
161782,null,7192,null,79196,null,4052,null,71504,null,4053,null,9717,null,1672,null,61787,null,3646,null,7692,null,1296,null,3520,null,900,null,4172,null,999,null,82586,null,4794,null,73531,null,4578,null,1136,null,510,null,72395,null,4522,null,9055,null,1303,null,128,null,151,null,8927,null,1288,null,0400000US15,Hawaii,15
18319,null,2601,null,9055,null,1727,null,8440,null,1613,null,1362,null,493,null,7078,null,1489,null,615,null,344,null,387,null,237,null,228,null,225,null,9264,null,1448,null,7793,null,1207,null,174,null,193,null,7619,null,1176,null,1471,null,645,null,0,null,259,null,1471,null,645,null,0400000US16,Idaho,16
98928,null,6669,null,47605,null,3820,null,44667,null,3628,null,3961,null,1101,null,40706,null,3697,null,2938,null,766,null,1063,null,439,null,1875,null,591,null,51323,null,4499,null,46696,null,3905,null,301,null,196,null,46395,null,3892,null,4627,null,1142,null,62,null,99,null,4565,null,1137,null,0400000US17,Illinois,17
56557,null,4282,null,27993,null,2946,null,26117,null,2870,null,3312,null,899,null,22805,null,2767,null,1876,null,536,null,1139,null,464,null,737,null,303,null,28564,null,2752,null,25847,null,2781,null,551,null,388,null,25296,null,2721,null,2717,null,721,null,91,null,140,null,2626,null,712,null,0400000US18,Indiana,18
