B07403_001E,B07403_001EA,B07403_001M,B07403_001MA,B07403_002E,B07403_002EA,B07403_002M,B07403_002MA,B07403_003E,B07403_003EA,B07403_003M,B07403_003MA,B07403_004E,B07403_004EA,B07403_004M,B07403_004MA,B07403_005E,B07403_005EA,B07403_005M,B07403_005MA,B07403_006E,B07403_006EA,B07403_006M,B07403_006MA,B07403_007E,B07403_007EA,B07403_007M,B07403_007MA,B07403_008E,B07403_008EA,B07403_008M,B07403_008MA,B07403_009E,B07403_009EA,B07403_009M,B07403_009MA,B07403_010E,B07403_010EA,B07403_010M,B07403_010MA,B07403_011E,B07403_011EA,B07403_011M,B07403_011MA,B07403_012E,B07403_012EA,B07403_012M,B07403_012MA,B07403_013E,B07403_013EA,B07403_013M,B07403_013MA,B07403_014E,B07403_014EA,B07403_014M,B07403_014MA,B07403_015E,B07403_015EA,B07403_015M,B07403_015MA,GEO_ID,NAME,state
4564137,null,12539,null,2206681,null,8441,null,2357456,null,8222,null,3890172,null,22124,null,1880430,null,12875,null,2009742,null,12968,null,419332,null,17861,null,195491,null,9821,null,223841,null,11096,null,153984,null,9701,null,79023,null,5919,null,74961,null,5791,null,100649,null,7870,null,51737,null,4914,null,48912,null,4539,null,0400000US01,Alabama,01
714243,null,9660,null,366144,null,5631,null,348099,null,6094,null,518662,null,9439,null,266667,null,5901,null,251995,null,5226,null,89771,null,7464,null,46988,null,5079,null,42783,null,3678,null,20434,null,3452,null,10980,null,2267,null,9454,null,1811,null,85376,null,8439,null,41509,null,4749,null,43867,null,4923,null,0400000US02,Alaska,02
6301828,null,21277,null,3160377,null,13679,null,3141451,null,11219,null,5165706,null,32451,null,2568553,null,19742,null,2597153,null,16209,null,823551,null,29420,null,419089,null,16458,null,404462,null,15108,null,124849,null,11516,null,71618,null,6380,null,53231,null,6396,null,187722,null,12844,null,101117,null,7912,null,86605,null,6302,null,0400000US04,Arizona,04
2798829,null,10968,null,1370508,null,7075,null,1428321,null,7080,null,2306219,null,20426,null,1127123,null,12528,null,1179096,null,10958,null,305171,null,15909,null,146125,null,9133,null,159046,null,9002,null,109461,null,7729,null,56310,null,5370,null,53151,null,3937,null,77978,null,7044,null,40950,null,4192,null,37028,null,3932,null,0400000US05,Arkansas,05
36027427,null,29986,null,17992108,null,19402,null,18035319,null,19830,null,30607842,null,66260,null,15210988,null,42448,null,15396854,null,35420,null,3772050,null,58319,null,1907554,null,36178,null,1864496,null,30105,null,1062654,null,26982,null,568412,null,15180,null,494242,null,17245,null,584881,null,16784,null,305154,null,9804,null,279727,null,10235,null,0400000US06,California,06
4798482,null,15016,null,2409216,null,10480,null,2389266,null,8723,null,3901975,null,24347,null,1940728,null,14900,null,1961247,null,13760,null,479693,null,18004,null,241760,null,11150,null,237933,null,10352,null,251113,null,10544,null,142024,null,7328,null,109089,null,5854,null,165701,null,10490,null,84704,null,6286,null,80997,null,5863,null,0400000US08,Colorado,08
3455051,null,10355,null,1685415,null,6801,null,1769636,null,6128,null,3028778,null,16092,null,1471474,null,10050,null,1557304,null,8904,null,258262,null,14564,null,128100,null,7961,null,130162,null,8101,null,71111,null,5906,null,38723,null,3660,null,32388,null,3578,null,96900,null,7930,null,47118,null,3795,null,49782,null,5229,null,0400000US09,Connecticut,09
847976,null,8459,null,410798,null,4422,null,437178,null,4980,null,735331,null,9912,null,354818,null,5054,null,380513,null,5992,null,73261,null,7715,null,36924,null,3956,null,36337,null,4633,null,7841,null,1793,null,3851,null,1126,null,3990,null,1299,null,31543,null,4706,null,15205,null,2580,null,16338,null,2777,null,0400000US10,Delaware,10
590580,null,8299,null,280131,null,4261,null,310449,null,5843,null,468375,null,6796,null,221076,null,4245,null,247299,null,4663,null,63313,null,5969,null,30051,null,3243,null,33262,null,3773,null,0,null,271,null,0,null,271,null,0,null,271,null,58892,null,6212,null,29004,null,3533,null,29888,null,3689,null,0400000US11,District of Columbia,11
17968812,null,28388,null,8817650,null,16031,null,9151162,null,18590,null,15130528,null,48103,null,7374374,null,28035,null,7756154,null,27832,null,1777712,null,38229,null,884514,null,21373,null,893198,null,21534,null,554938,null,19833,null,299983,null,12411,null,254955,null,12022,null,505634,null,18187,null,258779,null,11050,null,246855,null,10407,null,0400000US12,Florida,12
9464566,null,19514,null,4653715,null,15198,null,4810851,null,13469,null,7885604,null,33900,null,3850504,null,23608,null,4035100,null,21166,null,829867,null,27669,null,409953,null,16425,null,419914,null,15611,null,491970,null,22614,null,259821,null,13198,null,232149,null,13204,null,257125,null,13584,null,133437,null,8504,null,123688,null,7674,null,0400000US13,Georgia,13
1253477,null,10327,null,627277,null,6856,null,626200,null,5402,null,1067443,null,13070,null,529623,null,8258,null,537820,null,7035,null,122412,null,10239,null,64028,null,6690,null,58384,null,5490,null,7266,null,1523,null,3944,null,946,null,3322,null,1055,null,56356,null,6482,null,29682,null,3699,null,26674,null,3565,null,0400000US15,Hawaii,15
1482647,null,11745,null,742655,null,6882,null,739992,null,6620,null,1201162,null,12231,null,598465,null,7428,null,602697,null,7664,null,168228,null,10518,null,86140,null,5894,null,82088,null,6597,null,54141,null,6031,null,28200,null,3895,null,25941,null,3572,null,59116,null,6988,null,29850,null,3721,null,29266,null,3953,null,0400000US16,Idaho,16
12739711,null,18725,null,6268546,null,12923,null,6471165,null,11356,null,10994483,null,32660,null,5391187,null,19531,null,5603296,null,20242,null,1090857,null,27566,null,535309,null,15532,null,555548,null,16759,null,353553,null,16696,null,188054,null,8690,null,165499,null,12044,null,300818,null,13111,null,153996,null,7082,null,146822,null,8127,null,0400000US17,Illinois,17
6237299,null,13733,null,3067463,null,9074,null,3169836,null,8413,null,5272057,null,27881,null,2585810,null,15983,null,2686247,null,14796,null,611308,null,20789,null,296145,null,10872,null,315163,null,12266,null,221426,null,9694,null,115407,null,5559,null,106019,null,6161,null,132508,null,8743,null,70101,null,4970,null,62407,null,5040,null,0400000US18,Indiana,18
2942270,null,9123,null,1448942,null,7240,null,1493328,null,5955,null,2466102,null,16019,null,1212122,null,8214,null,1253980,null,9417,null,289708,null,13738,null,141484,null,7494,null,148224,null,8010,null,113226,null,6682,null,58775,null,4048,null,54451,null,4651,null,73234,null,5795,null,36561,null,3752,null,36673,null,3643,null,0400000US19,Iowa,19
2733981,null,13032,null,1355000,null,7130,null,1378981,null,8130,null,2266681,null,17301,null,1119484,null,9449,null,1147197,null,10286,null,284912,null,13997,null,140192,null,6807,null,144720,null,8234,null,92932,null,6526,null,49193,null,4098,null,43739,null,3412,null,89456,null,8401,null,46131,null,4633,null,43325,null,4734,null,0400000US20,Kansas,20
4174631,null,13206,null,2031697,null,9042,null,2142934,null,8593,null,3557523,null,18595,null,1723959,null,11842,null,1833564,null,11321,null,363945,null,13710,null,177301,null,8233,null,186644,null,7911,null,161375,null,9592,null,82392,null,5916,null,78983,null,5878,null,91788,null,7885,null,48045,null,4516,null,43743,null,4910,null,0400000US21,Kentucky,21
4335146,null,12106,null,2101568,null,8640,null,2233578,null,8594,null,3681615,null,23247,null,1780543,null,15769,null,1901072,null,12854,null,394297,null,18528,null,189602,null,11434,null,204695,null,10307,null,150290,null,9424,null,77064,null,6300,null,73226,null,5349,null,108944,null,7546,null,54359,null,4851,null,54585,null,4737,null,0400000US22,Louisiana,22
1297508,null,5753,null,630946,null,3508,null,666562,null,4033,null,1113246,null,9523,null,536962,null,5677,null,576284,null,5205,null,111899,null,7835,null,58205,null,4835,null,53694,null,4467,null,40640,null,4534,null,20111,null,2594,null,20529,null,2775,null,31723,null,3967,null,15668,null,2543,null,16055,null,2634,null,0400000US23,Maine,23
5534405,null,16188,null,2686598,null,9526,null,2847807,null,9782,null,4815072,null,23452,null,2327370,null,12383,null,2487702,null,14197,null,374201,null,17501,null,182538,null,9202,null,191663,null,10500,null,169358,null,9889,null,87839,null,6181,null,81519,null,5825,null,175774,null,9527,null,88851,null,5395,null,86923,null,6026,null,0400000US24,Maryland,24
6367155,null,15851,null,3085692,null,9443,null,3281463,null,9092,null,5540243,null,24362,null,2672471,null,14601,null,2867772,null,14382,null,498209,null,16375,null,251143,null,9294,null,247066,null,10667,null,176117,null,11761,null,89937,null,6697,null,86180,null,6769,null,152586,null,8565,null,72141,null,4660,null,80445,null,5455,null,0400000US25,Massachusetts,25
9916938,null,15826,null,4880974,null,9086,null,5035964,null,9974,null,8413517,null,30685,null,4129247,null,16681,null,4284270,null,19133,null,933292,null,26887,null,454568,null,14562,null,478724,null,15644,null,366426,null,12573,null,190631,null,7618,null,175795,null,8151,null,203703,null,11303,null,106528,null,5834,null,97175,null,6832,null,0400000US26,Michigan,26
