C17012_001E,C17012_001EA,C17012_001M,C17012_001MA,C17012_002E,C17012_002EA,C17012_002M,C17012_002MA,C17012_003E,C17012_003EA,C17012_003M,C17012_003MA,C17012_004E,C17012_004EA,C17012_004M,C17012_004MA,C17012_005E,C17012_005EA,C17012_005M,C17012_005MA,C17012_006E,C17012_006EA,C17012_006M,C17012_006MA,C17012_007E,C17012_007EA,C17012_007M,C17012_007MA,C17012_008E,C17012_008EA,C17012_008M,C17012_008MA,C17012_009E,C17012_009EA,C17012_009M,C17012_009MA,C17012_010E,C17012_010EA,C17012_010M,C17012_010MA,C17012_011E,C17012_011EA,C17012_011M,C17012_011MA,GEO_ID,NAME,state
1342724,null,10410,null,82834,null,3898,null,16965,null,1572,null,42696,null,3065,null,19087,null,2065,null,4086,null,1106,null,1259890,null,10507,null,655994,null,8469,null,480368,null,8208,null,114346,null,3790,null,9182,null,1300,null,0400000US27,Minnesota,27
755248,null,9226,null,128296,null,7118,null,27960,null,3306,null,66728,null,5606,null,29565,null,2819,null,4043,null,1128,null,626952,null,9376,null,333090,null,6764,null,248612,null,7440,null,41775,null,3325,null,3475,null,934,null,0400000US28,Mississippi,28
1529540,null,12558,null,148339,null,5579,null,28929,null,2347,null,80311,null,4549,null,34858,null,3084,null,4241,null,1067,null,1381201,null,13057,null,747619,null,9573,null,514036,null,9710,null,110873,null,4887,null,8673,null,1555,null,0400000US29,Missouri,29
237574,null,4616,null,23162,null,2316,null,5081,null,1002,null,11549,null,1713,null,5591,null,1072,null,941,null,518,null,214412,null,4625,null,125743,null,4298,null,71314,null,3216,null,16091,null,1888,null,1264,null,380,null,0400000US30,Montana,30
457459,null,6358,null,30955,null,2464,null,6597,null,1056,null,15165,null,1969,null,7789,null,1128,null,1404,null,547,null,426504,null,6292,null,229832,null,4906,null,152330,null,4519,null,42206,null,2553,null,2136,null,543,null,0400000US31,Nebraska,31
615019,null,7728,null,48547,null,3928,null,9479,null,1491,null,25114,null,2802,null,11931,null,1686,null,2023,null,1071,null,566472,null,7970,null,285269,null,6856,null,219816,null,5990,null,56576,null,4084,null,4811,null,1145,null,0400000US32,Nevada,32
345324,null,5671,null,17212,null,2229,null,4417,null,1164,null,10046,null,1509,null,2591,null,942,null,158,null,146,null,328112,null,5497,null,176707,null,4417,null,127743,null,3851,null,22526,null,2316,null,1136,null,417,null,0400000US33,New Hampshire,33
2168377,null,15461,null,135251,null,5517,null,28949,null,3013,null,70292,null,4234,null,31453,null,2873,null,4557,null,1023,null,2033126,null,15957,null,1033472,null,13089,null,831730,null,10187,null,158144,null,6401,null,9780,null,1196,null,0400000US34,New Jersey,34
482159,null,7286,null,60528,null,4187,null,13576,null,1570,null,30193,null,2826,null,14913,null,2138,null,1846,null,770,null,421631,null,7185,null,227723,null,5166,null,158515,null,5286,null,32980,null,3469,null,2413,null,787,null,0400000US35,New Mexico,35
4582314,null,18991,null,471968,null,10027,null,109985,null,5360,null,246612,null,8283,null,96066,null,4466,null,19305,null,2232,null,4110346,null,18220,null,2185732,null,15978,null,1594782,null,15485,null,305295,null,9283,null,24537,null,2363,null,0400000US36,New York,36
2397731,null,16444,null,260167,null,10140,null,59386,null,3654,null,142732,null,7945,null,50765,null,4058,null,7284,null,1629,null,2137564,null,16749,null,1143167,null,12796,null,842201,null,11908,null,144368,null,6340,null,7828,null,1453,null,0400000US37,North Carolina,37
170921,null,3624,null,13497,null,1627,null,3405,null,737,null,6778,null,1135,null,2822,null,854,null,492,null,389,null,157424,null,3706,null,87868,null,2812,null,55790,null,2914,null,12442,null,1291,null,1324,null,473,null,0400000US38,North Dakota,38
2936172,null,14572,null,288964,null,7469,null,59268,null,3619,null,159687,null,6137,null,59828,null,3859,null,10181,null,1697,null,2647208,null,13427,null,1453196,null,12376,null,961327,null,12563,null,218171,null,6000,null,14514,null,1971,null,0400000US39,Ohio,39
936539,null,8665,null,110167,null,5395,null,22336,null,2101,null,56460,null,3690,null,26447,null,2576,null,4924,null,1162,null,826372,null,8259,null,447504,null,6885,null,310185,null,6670,null,64480,null,3249,null,4203,null,906,null,0400000US40,Oklahoma,40
939487,null,9653,null,90253,null,4869,null,21144,null,2439,null,47985,null,3760,null,18996,null,2670,null,2128,null,763,null,849234,null,9418,null,473847,null,7703,null,304455,null,7281,null,65643,null,3848,null,5289,null,1065,null,0400000US41,Oregon,41
3205114,null,13915,null,271201,null,7863,null,60532,null,3140,null,145097,null,6195,null,54304,null,3283,null,11268,null,1850,null,2933913,null,13557,null,1650933,null,12936,null,1055481,null,10989,null,210599,null,6296,null,16900,null,2005,null,0400000US42,Pennsylvania,42
247759,null,5390,null,19070,null,1923,null,3803,null,748,null,9644,null,1778,null,5349,null,1055,null,274,null,286,null,228689,null,5435,null,122776,null,3979,null,90176,null,4048,null,15096,null,1971,null,641,null,344,null,0400000US44,Rhode Island,44
1142172,null,10246,null,132261,null,6882,null,31022,null,3029,null,71611,null,5167,null,25477,null,2633,null,4151,null,1379,null,1009911,null,10381,null,559156,null,8716,null,378748,null,8163,null,67445,null,4439,null,4562,null,1121,null,0400000US45,South Carolina,45
206239,null,4077,null,16929,null,1870,null,3459,null,634,null,8417,null,1459,null,3986,null,962,null,1067,null,495,null,189310,null,3894,null,104286,null,3397,null,66834,null,3641,null,16187,null,1728,null,2003,null,612,null,0400000US46,South Dakota,46
1623272,null,13245,null,187492,null,7909,null,45599,null,3455,null,95782,null,5179,null,39956,null,3610,null,6155,null,1379,null,1435780,null,13445,null,787926,null,10596,null,545579,null,10809,null,95335,null,4632,null,6940,null,1399,null,0400000US47,Tennessee,47
5868201,null,25101,null,725968,null,12785,null,130547,null,5757,null,348497,null,10872,null,210896,null,8457,null,36028,null,3344,null,5142233,null,25378,null,2455346,null,21299,null,2125378,null,20053,null,522408,null,12903,null,39101,null,3691,null,0400000US48,Texas,48
632317,null,7233,null,41653,null,2628,null,7775,null,1358,null,20254,null,2214,null,10715,null,1566,null,2909,null,1033,null,590664,null,7375,null,266803,null,5588,null,211920,null,6156,null,95729,null,4334,null,16212,null,2124,null,0400000US49,Utah,49
160454,null,3355,null,10400,null,1535,null,2306,null,609,null,6461,null,1192,null,1430,null,529,null,203,null,168,null,150054,null,3429,null,84862,null,2711,null,54916,null,2207,null,9930,null,1404,null,346,null,182,null,0400000US50,Vermont,50
1999409,null,13933,null,146846,null,6970,null,32443,null,3315,null,78260,null,5233,null,31943,null,3293,null,4200,null,1119,null,1852563,null,14639,null,962876,null,11908,null,745477,null,11624,null,134837,null,5138,null,9373,null,1637,null,0400000US51,Virginia,51
1636755,null,14806,null,126158,null,6015,null,25427,null,2196,null,69920,null,5251,null,26770,null,2978,null,4041,null,1034,null,1510597,null,14883,null,789510,null,10577,null,587963,null,10863,null,123244,null,5356,null,9880,null,1514,null,0400000US53,Washington,53
491152,null,6977,null,60760,null,3894,null,15343,null,1992,null,34797,null,2771,null,9284,null,1626,null,1336,null,659,null,430392,null,6874,null,261633,null,5909,null,145032,null,4720,null,23128,null,2484,null,599,null,317,null,0400000US54,West Virginia,54
1467796,null,10918,null,98264,null,4593,null,19712,null,1540,null,52610,null,3815,null,21815,null,2011,null,4127,null,955,null,1369532,null,10365,null,745205,null,9131,null,501876,null,8275,null,112363,null,4622,null,10088,null,1447,null,0400000US55,Wisconsin,55
135678,null,3475,null,7744,null,1372,null,1256,null,457,null,4802,null,1165,null,1438,null,660,null,248,null,238,null,127934,null,3578,null,68661,null,3047,null,47691,null,2980,null,10769,null,1418,null,813,null,376,null,0400000US56,Wyoming,56
878424,null,9462,null,362496,null,8113,null,146045,null,5551,null,158705,null,5693,null,53719,null,3596,null,4027,null,1014,null,515928,null,8576,null,297976,null,6833,null,194413,null,4994,null,23156,null,2091,null,383,null,234,null,0400000US72,Puerto Rico,72
