C08011_001E,C08011_001EA,C08011_001M,C08011_001MA,C08011_002E,C08011_002EA,C08011_002M,C08011_002MA,C08011_003E,C08011_003EA,C08011_003M,C08011_003MA,C08011_004E,C08011_004EA,C08011_004M,C08011_004MA,C08011_005E,C08011_005EA,C08011_005M,C08011_005MA,C08011_006E,C08011_006EA,C08011_006M,C08011_006MA,C08011_007E,C08011_007EA,C08011_007M,C08011_007MA,C08011_008E,C08011_008EA,C08011_008M,C08011_008MA,C08011_009E,C08011_009EA,C08011_009M,C08011_009MA,C08011_010E,C08011_010EA,C08011_010M,C08011_010MA,C08011_011E,C08011_011EA,C08011_011M,C08011_011MA,C08011_012E,C08011_012EA,C08011_012M,C08011_012MA,C08011_013E,C08011_013EA,C08011_013M,C08011_013MA,C08011_014E,C08011_014EA,C08011_014M,C08011_014MA,C08011_015E,C08011_015EA,C08011_015M,C08011_015MA,C08011_016E,C08011_016EA,C08011_016M,C08011_016MA,C08011_017E,C08011_017EA,C08011_017M,C08011_017MA,C08011_018E,C08011_018EA,C08011_018M,C08011_018MA,C08011_019E,C08011_019EA,C08011_019M,C08011_019MA,C08011_020E,C08011_020EA,C08011_020M,C08011_020MA,C08011_021E,C08011_021EA,C08011_021M,C08011_021MA,C08011_022E,C08011_022EA,C08011_022M,C08011_022MA,C08011_023E,C08011_023EA,C08011_023M,C08011_023MA,C08011_024E,C08011_024EA,C08011_024M,C08011_024MA,C08011_025E,C08011_025EA,C08011_025M,C08011_025MA,C08011_026E,C08011_026EA,C08011_026M,C08011_026MA,C08011_027E,C08011_027EA,C08011_027M,C08011_027MA,C08011_028E,C08011_028EA,C08011_028M,C08011_028MA,C08011_029E,C08011_029EA,C08011_029M,C08011_029MA,C08011_030E,C08011_030EA,C08011_030M,C08011_030MA,C08011_031E,C08011_031EA,C08011_031M,C08011_031MA,C08011_032E,C08011_032EA,C08011_032M,C08011_032MA,C08011_033E,C08011_033EA,C08011_033M,C08011_033MA,GEO_ID,NAME,state
2004574,null,15143,null,109152,null,5625,null,96598,null,5475,null,135317,null,6837,null,214140,null,7422,null,249213,null,8028,null,327249,null,8786,null,255613,null,7365,null,148568,null,6130,null,63553,null,4082,null,405171,null,10274,null,1067703,null,10089,null,78952,null,4824,null,68780,null,4198,null,93040,null,5664,null,140913,null,5915,null,139898,null,6033,null,152609,null,5837,null,107607,null,4908,null,68301,null,4213,null,24354,null,2708,null,193249,null,6732,null,936871,null,10055,null,30200,null,2999,null,27818,null,2924,null,42277,null,2935,null,73227,null,4307,null,109315,null,4826,null,174640,null,5890,null,148006,null,5439,null,80267,null,4269,null,39199,null,3120,null,211922,null,6895,null,0400000US01,Alabama,01
320596,null,5184,null,10963,null,1644,null,8575,null,1654,null,15832,null,2177,null,24326,null,2515,null,31259,null,2663,null,39861,null,3536,null,52737,null,3221,null,34776,null,3338,null,23661,null,2997,null,78606,null,4604,null,175372,null,4159,null,7899,null,1441,null,6213,null,1269,null,11077,null,1735,null,16335,null,2413,null,18855,null,2223,null,23230,null,2534,null,26285,null,2182,null,16379,null,2188,null,9718,null,1638,null,39381,null,3325,null,145224,null,2972,null,3064,null,693,null,2362,null,832,null,4755,null,1213,null,7991,null,1325,null,12404,null,1724,null,16631,null,2133,null,26452,null,2296,null,18397,null,1854,null,13943,null,2125,null,39225,null,2923,null,0400000US02,Alaska,02
2759925,null,18072,null,196258,null,9073,null,159174,null,7775,null,172434,null,6666,null,282983,null,10195,null,268138,null,9665,null,380563,null,11903,null,307726,null,9990,null,243667,null,8617,null,126987,null,7107,null,621995,null,12562,null,1530172,null,12059,null,143996,null,7610,null,122626,null,6840,null,115477,null,6010,null,187989,null,9088,null,140125,null,6370,null,190004,null,9067,null,137508,null,6780,null,112978,null,5836,null,53649,null,4815,null,325820,null,9862,null,1229753,null,13142,null,52262,null,4513,null,36548,null,3587,null,56957,null,3638,null,94994,null,4959,null,128013,null,6828,null,190559,null,7656,null,170218,null,7053,null,130689,null,5876,null,73338,null,5205,null,296175,null,9837,null,0400000US04,Arizona,04
1211442,null,10675,null,56793,null,3854,null,41660,null,3141,null,67285,null,4270,null,111208,null,5620,null,146499,null,5748,null,198331,null,7544,null,189665,null,7290,null,95433,null,5597,null,36785,null,2790,null,267783,null,8323,null,639939,null,8380,null,38779,null,3554,null,29406,null,2991,null,44661,null,3503,null,72222,null,4605,null,86708,null,4559,null,97706,null,5100,null,77202,null,4604,null,46875,null,3846,null,12349,null,1746,null,134031,null,5684,null,571503,null,7370,null,18014,null,2317,null,12254,null,1687,null,22624,null,2211,null,38986,null,2931,null,59791,null,3628,null,100625,null,5227,null,112463,null,5431,null,48558,null,4188,null,24436,null,2464,null,133752,null,5571,null,0400000US05,Arkansas,05
16004236,null,46076,null,817928,null,16189,null,685916,null,16162,null,804695,null,15264,null,1430954,null,21984,null,1441663,null,19634,null,2221688,null,28426,null,1841411,null,21622,null,1854883,null,25069,null,943306,null,17168,null,3961792,null,32837,null,8929493,null,31033,null,602010,null,12525,null,511268,null,13585,null,560961,null,12737,null,970520,null,17604,null,839528,null,16908,null,1176396,null,22839,null,845225,null,13406,null,919006,null,19816,null,443686,null,12011,null,2060893,null,23010,null,7074743,null,31385,null,215918,null,8352,null,174648,null,6627,null,243734,null,7096,null,460434,null,12904,null,602135,null,10018,null,1045292,null,18151,null,996186,null,17169,null,935877,null,15755,null,499620,null,10093,null,1900899,null,23699,null,0400000US06,California,06
2390530,null,13860,null,89775,null,5202,null,82761,null,4862,null,126735,null,5354,null,213123,null,7592,null,266239,null,8945,null,364044,null,10392,null,325763,null,9924,null,241813,null,8195,null,128749,null,6389,null,551528,null,11093,null,1324619,null,9914,null,62985,null,4162,null,57989,null,4236,null,88900,null,4846,null,145860,null,6435,null,157171,null,5785,null,195965,null,6920,null,157091,null,6491,null,122369,null,6538,null,58088,null,4582,null,278201,null,9254,null,1065911,null,10273,null,26790,null,2812,null,24772,null,2523,null,37835,null,2684,null,67263,null,4127,null,109068,null,4930,null,168079,null,6238,null,168672,null,6781,null,119444,null,5118,null,70661,null,4127,null,273327,null,7536,null,0400000US08,Colorado,08
1677400,null,14115,null,40121,null,3299,null,37395,null,3244,null,75080,null,4507,null,135180,null,5594,null,175559,null,6390,null,245065,null,7874,null,233383,null,7425,null,220948,null,6625,null,121930,null,5615,null,392739,null,9105,null,878439,null,9677,null,30861,null,2716,null,28703,null,2581,null,50565,null,3803,null,85665,null,4376,null,106377,null,4786,null,133279,null,5593,null,111368,null,4780,null,99782,null,4564,null,48148,null,3339,null,183691,null,6410,null,798961,null,8485,null,9260,null,1411,null,8692,null,1628,null,24515,null,2491,null,49515,null,4057,null,69182,null,3941,null,111786,null,5854,null,122015,null,4912,null,121166,null,5289,null,73782,null,4317,null,209048,null,6294,null,0400000US09,Connecticut,09
403940,null,5861,null,14409,null,1922,null,13211,null,2051,null,17501,null,1992,null,32867,null,2624,null,48064,null,3906,null,63369,null,3986,null,55550,null,3193,null,39748,null,2937,null,22538,null,2173,null,96683,null,4401,null,208672,null,3850,null,11142,null,1686,null,10668,null,2009,null,11054,null,1428,null,20974,null,2172,null,24898,null,2434,null,31659,null,2693,null,24303,null,2637,null,17092,null,2095,null,10311,null,1567,null,46571,null,3342,null,195268,null,3919,null,3267,null,742,null,2543,null,778,null,6447,null,1330,null,11893,null,1606,null,23166,null,2598,null,31710,null,3036,null,31247,null,2354,null,22656,null,2410,null,12227,null,1560,null,50112,null,2675,null,0400000US10,Delaware,10
288550,null,5665,null,7081,null,1396,null,7933,null,1690,null,7962,null,1501,null,15994,null,2448,null,18823,null,2747,null,39014,null,3670,null,34104,null,2787,null,50244,null,3675,null,37535,null,3024,null,69860,null,3833,null,140616,null,3962,null,5305,null,1272,null,5186,null,1359,null,4605,null,1224,null,8867,null,1851,null,7969,null,1519,null,19104,null,2385,null,16267,null,2027,null,21416,null,2292,null,16110,null,1846,null,35787,null,3222,null,147934,null,3509,null,1776,null,539,null,2747,null,1053,null,3357,null,799,null,7127,null,1317,null,10854,null,1967,null,19910,null,2590,null,17837,null,2088,null,28828,null,2769,null,21425,null,2239,null,34073,null,2299,null,0400000US11,District of Columbia,11
7906795,null,29652,null,261448,null,11446,null,233932,null,10684,null,324423,null,10389,null,693954,null,15210,null,814127,null,14822,null,1259215,null,21624,null,1004173,null,17355,null,971731,null,17017,null,470543,null,14507,null,1873249,null,24141,null,4185020,null,23539,null,177267,null,9005,null,168554,null,8702,null,222566,null,8351,null,456004,null,12530,null,465273,null,12046,null,661866,null,16521,null,454424,null,11988,null,465158,null,11621,null,199015,null,8633,null,914893,null,15616,null,3721775,null,20540,null,84181,null,5660,null,65378,null,4485,null,101857,null,6444,null,237950,null,8036,null,348854,null,8712,null,597349,null,11798,null,549749,null,11859,null,506573,null,12392,null,271528,null,9591,null,958356,null,15250,null,0400000US12,Florida,12
