C05003A_001E,C05003A_001EA,C05003A_001M,C05003A_001MA,C05003A_002E,C05003A_002EA,C05003A_002M,C05003A_002MA,C05003A_003E,C05003A_003EA,C05003A_003M,C05003A_003MA,C05003A_004E,C05003A_004EA,C05003A_004M,C05003A_004MA,C05003A_005E,C05003A_005EA,C05003A_005M,C05003A_005MA,C05003A_006E,C05003A_006EA,C05003A_006M,C05003A_006MA,C05003A_007E,C05003A_007EA,C05003A_007M,C05003A_007MA,C05003A_008E,C05003A_008EA,C05003A_008M,C05003A_008MA,C05003A_009E,C05003A_009EA,C05003A_009M,C05003A_009MA,C05003A_010E,C05003A_010EA,C05003A_010M,C05003A_010MA,C05003A_011E,C05003A_011EA,C05003A_011M,C05003A_011MA,C05003A_012E,C05003A_012EA,C05003A_012M,C05003A_012MA,C05003A_013E,C05003A_013EA,C05003A_013M,C05003A_013MA,C05003A_014E,C05003A_014EA,C05003A_014M,C05003A_014MA,C05003A_015E,C05003A_015EA,C05003A_015M,C05003A_015MA,GEO_ID,NAME,state
1247710,null,2484,null,614146,null,1523,null,138190,null,968,null,137428,null,1123,null,762,null,394,null,475956,null,1028,null,457807,null,2520,null,18149,null,2407,null,633564,null,1642,null,131486,null,962,null,130697,null,1040,null,789,null,428,null,502078,null,1134,null,482976,null,2235,null,19102,null,2386,null,0400000US33,New Hampshire,33
6144121,null,16851,null,3009487,null,10208,null,683232,null,4291,null,660586,null,4789,null,22646,null,2792,null,2326255,null,7678,null,1950636,null,8894,null,375619,null,10261,null,3134634,null,9461,null,648117,null,5121,null,625503,null,5738,null,22614,null,2425,null,2486517,null,6543,null,2111209,null,9701,null,375308,null,9784,null,0400000US34,New Jersey,34
1457480,null,12166,null,719519,null,6517,null,172803,null,3939,null,166315,null,4008,null,6488,null,1692,null,546716,null,4673,null,485552,null,6236,null,61164,null,4888,null,737961,null,7984,null,164658,null,4214,null,159368,null,4203,null,5290,null,1725,null,573303,null,4778,null,514563,null,5637,null,58740,null,4096,null,0400000US35,New Mexico,35
13092844,null,29135,null,6396378,null,17244,null,1383518,null,8064,null,1341879,null,8292,null,41639,null,3935,null,5012860,null,12883,null,4254989,null,13029,null,757871,null,15321,null,6696466,null,15327,null,1313482,null,6630,null,1273956,null,7592,null,39526,null,3999,null,5382984,null,10874,null,4570819,null,15687,null,812165,null,15467,null,0400000US36,New York,36
6492030,null,13975,null,3189803,null,9075,null,730295,null,5237,null,716759,null,5405,null,13536,null,1975,null,2459508,null,5906,null,2334029,null,4712,null,125479,null,6710,null,3302227,null,7258,null,694520,null,4770,null,681692,null,4936,null,12828,null,1999,null,2607707,null,4429,null,2495938,null,5866,null,111769,null,6356,null,0400000US37,North Carolina,37
583732,null,1428,null,292739,null,1274,null,62066,null,944,null,61463,null,899,null,603,null,494,null,230673,null,678,null,227366,null,945,null,3307,null,726,null,290993,null,1045,null,58574,null,871,null,58097,null,932,null,477,null,502,null,232419,null,612,null,228674,null,1005,null,3745,null,869,null,0400000US38,North Dakota,38
9659753,null,7530,null,4725625,null,4751,null,1109740,null,2986,null,1100833,null,3323,null,8907,null,1694,null,3615885,null,3059,null,3517344,null,6072,null,98541,null,6079,null,4934128,null,4615,null,1054426,null,3071,null,1045231,null,3704,null,9195,null,1775,null,3879702,null,2537,null,3775346,null,4837,null,104356,null,4430,null,0400000US39,Ohio,39
2761321,null,8619,null,1360240,null,4938,null,317960,null,2889,null,312932,null,3217,null,5028,null,1565,null,1042280,null,3216,null,998875,null,3511,null,43405,null,3630,null,1401081,null,4823,null,299540,null,3158,null,295892,null,3058,null,3648,null,948,null,1101541,null,2374,null,1063061,null,2661,null,38480,null,3313,null,0400000US40,Oklahoma,40
3286053,null,10792,null,1626045,null,7066,null,359429,null,3893,null,349346,null,4155,null,10083,null,1956,null,1266616,null,4272,null,1172177,null,5367,null,94439,null,6421,null,1660008,null,5204,null,339277,null,3365,null,330867,null,3591,null,8410,null,1950,null,1320731,null,3114,null,1237313,null,4155,null,83418,null,4428,null,0400000US41,Oregon,41
10428104,null,11812,null,5080041,null,6968,null,1096960,null,3429,null,1083482,null,4188,null,13478,null,2481,null,3983081,null,5336,null,3845341,null,7540,null,137740,null,5558,null,5348063,null,6730,null,1044996,null,3762,null,1032385,null,4070,null,12611,null,2002,null,4303067,null,4245,null,4153008,null,6639,null,150059,null,6131,null,0400000US42,Pennsylvania,42
874386,null,5781,null,423461,null,3481,null,88164,null,1718,null,87063,null,1725,null,1101,null,637,null,335297,null,2572,null,307042,null,2662,null,28255,null,2913,null,450925,null,3289,null,81707,null,1818,null,80142,null,1881,null,1565,null,738,null,369218,null,2194,null,341406,null,2868,null,27812,null,2758,null,0400000US44,Rhode Island,44
3025982,null,6180,null,1489149,null,4237,null,333625,null,2977,null,327332,null,3146,null,6293,null,1670,null,1155524,null,2796,null,1103788,null,3678,null,51736,null,4127,null,1536833,null,3651,null,314848,null,2921,null,309327,null,2980,null,5521,null,1406,null,1221985,null,1856,null,1176576,null,3155,null,45409,null,3183,null,0400000US45,South Carolina,45
700446,null,2418,null,348940,null,1913,null,80212,null,1178,null,79748,null,1137,null,464,null,407,null,268728,null,1168,null,266349,null,1481,null,2379,null,1072,null,351506,null,1375,null,74985,null,1146,null,74795,null,1147,null,190,null,195,null,276521,null,770,null,272180,null,1142,null,4341,null,1059,null,0400000US46,South Dakota,46
4936962,null,7398,null,2417697,null,4876,null,557442,null,2713,null,549830,null,3149,null,7612,null,1893,null,1860255,null,3439,null,1795907,null,3663,null,64348,null,4218,null,2519265,null,4911,null,528392,null,3633,null,522345,null,3924,null,6047,null,1245,null,1990873,null,2321,null,1940503,null,3834,null,50370,null,3644,null,0400000US47,Tennessee,47
17971317,null,41576,null,8950392,null,23921,null,2430148,null,13300,null,2334488,null,13196,null,95660,null,7500,null,6520244,null,16961,null,5453531,null,19672,null,1066713,null,18866,null,9020925,null,25081,null,2318975,null,13736,null,2224929,null,13539,null,94046,null,5181,null,6701950,null,15626,null,5716117,null,17553,null,985833,null,17029,null,0400000US48,Texas,48
2489521,null,6528,null,1254248,null,4334,null,389442,null,2208,null,381807,null,2808,null,7635,null,1661,null,864806,null,3313,null,793790,null,3665,null,71016,null,3967,null,1235273,null,3161,null,364666,null,2211,null,357371,null,2583,null,7295,null,1742,null,870607,null,2183,null,808188,null,3892,null,62419,null,3874,null,0400000US49,Utah,49
595770,null,882,null,292614,null,778,null,61749,null,385,null,61262,null,414,null,487,null,264,null,230865,null,708,null,222878,null,1346,null,7987,null,1177,null,303156,null,834,null,58367,null,584,null,57915,null,631,null,452,null,224,null,244789,null,646,null,236306,null,1231,null,8483,null,1142,null,0400000US50,Vermont,50
5500412,null,13834,null,2720725,null,8762,null,616388,null,4694,null,604030,null,5039,null,12358,null,2021,null,2104337,null,5828,null,1958933,null,6068,null,145404,null,7002,null,2779687,null,7938,null,576048,null,4593,null,563894,null,4556,null,12154,null,2317,null,2203639,null,4646,null,2054713,null,6437,null,148926,null,6829,null,0400000US51,Virginia,51
5264309,null,13142,null,2617499,null,7835,null,580251,null,4122,null,563806,null,4817,null,16445,null,2996,null,2037248,null,5298,null,1891642,null,6264,null,145606,null,7063,null,2646810,null,6998,null,554162,null,4456,null,539099,null,4417,null,15063,null,2595,null,2092648,null,3882,null,1933454,null,6942,null,159194,null,7243,null,0400000US53,Washington,53
1712086,null,2572,null,834697,null,2679,null,183339,null,2156,null,182238,null,2220,null,1101,null,616,null,651358,null,1552,null,646044,null,1916,null,5314,null,1504,null,877389,null,2301,null,172705,null,2046,null,172118,null,2013,null,587,null,343,null,704684,null,1088,null,698807,null,1243,null,5877,null,1034,null,0400000US54,West Virginia,54
4972897,null,6564,null,2472498,null,4235,null,551116,null,2431,null,545140,null,2672,null,5976,null,1288,null,1921382,null,2971,null,1857512,null,4621,null,63870,null,4926,null,2500399,null,3407,null,521893,null,2126,null,516968,null,2347,null,4925,null,1193,null,1978506,null,2308,null,1918239,null,4211,null,60267,null,3930,null,0400000US55,Wisconsin,55
489365,null,2050,null,248369,null,1685,null,58363,null,1230,null,58232,null,1217,null,131,null,184,null,190006,null,1126,null,185955,null,1242,null,4051,null,1139,null,240996,null,1766,null,53293,null,1403,null,53119,null,1356,null,174,null,237,null,187703,null,932,null,183707,null,1276,null,3996,null,979,null,0400000US56,Wyoming,56
2994236,null,20445,null,1417438,null,11727,null,374638,null,6108,null,373630,null,6167,null,1008,null,465,null,1042800,null,8884,null,1020054,null,8884,null,22746,null,2321,null,1576798,null,12436,null,360604,null,5882,null,359290,null,5723,null,1314,null,641,null,1216194,null,9279,null,1188390,null,9042,null,27804,null,2662,null,0400000US72,Puerto Rico,72
