B19126_001E,B19126_001EA,B19126_001M,B19126_001MA,B19126_002E,B19126_002EA,B19126_002M,B19126_002MA,B19126_003E,B19126_003EA,B19126_003M,B19126_003MA,B19126_004E,B19126_004EA,B19126_004M,B19126_004MA,B19126_005E,B19126_005EA,B19126_005M,B19126_005MA,B19126_006E,B19126_006EA,B19126_006M,B19126_006MA,B19126_007E,B19126_007EA,B19126_007M,B19126_007MA,B19126_008E,B19126_008EA,B19126_008M,B19126_008MA,B19126_009E,B19126_009EA,B19126_009M,B19126_009MA,B19126_010E,B19126_010EA,B19126_010M,B19126_010MA,B19126_011E,B19126_011EA,B19126_011M,B19126_011MA,GEO_ID,NAME,state
54270,null,726,null,65704,null,890,null,71350,null,1178,null,62072,null,998,null,26970,null,719,null,36724,null,1593,null,32865,null,3240,null,40072,null,3667,null,24794,null,811,null,19953,null,766,null,32468,null,1677,null,0400000US01,Alabama,01
79541,null,2344,null,91985,null,2608,null,91593,null,3842,null,92358,null,3467,null,44938,null,3459,null,53677,null,5392,null,43267,null,9870,null,65976,null,9280,null,39570,null,5682,null,34019,null,2654,null,59022,null,4653,null,0400000US02,Alaska,02
60547,null,572,null,70923,null,782,null,73232,null,1383,null,69079,null,1182,null,36490,null,1048,null,44291,null,2737,null,37325,null,2677,null,52204,null,3528,null,32698,null,1368,null,26894,null,1161,null,44056,null,1715,null,0400000US04,Arizona,04
47648,null,983,null,58015,null,1193,null,62994,null,1749,null,55188,null,1250,null,25068,null,1137,null,35625,null,2331,null,29600,null,1970,null,40866,null,2628,null,22449,null,1035,null,18883,null,1082,null,30975,null,1696,null,0400000US05,Arkansas,05
70029,null,386,null,84280,null,493,null,82658,null,657,null,85821,null,688,null,40553,null,482,null,49867,null,1142,null,41521,null,1074,null,56696,null,1283,null,36680,null,498,null,28751,null,777,null,49753,null,1020,null,0400000US06,California,06
70164,null,870,null,81532,null,894,null,83143,null,1210,null,80102,null,1192,null,37729,null,1531,null,45960,null,1815,null,41855,null,1679,null,51001,null,3930,null,34548,null,1426,null,29097,null,1596,null,46282,null,2015,null,0400000US08,Colorado,08
85344,null,1097,null,101569,null,1089,null,107075,null,1842,null,96166,null,1863,null,43224,null,2849,null,56151,null,4903,null,47060,null,5287,null,65360,null,3917,null,37931,null,1959,null,31086,null,1583,null,54289,null,2694,null,0400000US09,Connecticut,09
68745,null,2235,null,80778,null,2371,null,86704,null,3357,null,77084,null,2853,null,37965,null,2677,null,40925,null,5502,null,36278,null,3351,null,52259,null,6823,null,37074,null,2743,null,31191,null,1566,null,44386,null,4370,null,0400000US10,Delaware,10
66722,null,5214,null,130939,null,8114,null,133582,null,13734,null,129137,null,11171,null,40120,null,2596,null,56669,null,9503,null,37684,null,7911,null,63729,null,7601,null,36825,null,2978,null,29900,null,3089,null,46986,null,5084,null,0400000US11,District of Columbia,11
57455,null,485,null,68138,null,576,null,73137,null,993,null,64941,null,641,null,34589,null,568,null,41096,null,925,null,34739,null,1778,null,47318,null,2087,null,32316,null,590,null,26774,null,627,null,41342,null,1035,null,0400000US12,Florida,12
60268,null,627,null,73995,null,830,null,76173,null,1250,null,72026,null,1009,null,32462,null,718,null,41592,null,1590,null,37576,null,1662,null,46114,null,3166,null,30215,null,586,null,24994,null,1041,null,39111,null,1137,null,0400000US13,Georgia,13
