B17023_001E,B17023_001EA,B17023_001M,B17023_001MA,B17023_002E,B17023_002EA,B17023_002M,B17023_002MA,B17023_003E,B17023_003EA,B17023_003M,B17023_003MA,B17023_004E,B17023_004EA,B17023_004M,B17023_004MA,B17023_005E,B17023_005EA,B17023_005M,B17023_005MA,B17023_006E,B17023_006EA,B17023_006M,B17023_006MA,B17023_007E,B17023_007EA,B17023_007M,B17023_007MA,B17023_008E,B17023_008EA,B17023_008M,B17023_008MA,B17023_009E,B17023_009EA,B17023_009M,B17023_009MA,B17023_010E,B17023_010EA,B17023_010M,B17023_010MA,B17023_011E,B17023_011EA,B17023_011M,B17023_011MA,B17023_012E,B17023_012EA,B17023_012M,B17023_012MA,B17023_013E,B17023_013EA,B17023_013M,B17023_013MA,B17023_014E,B17023_014EA,B17023_014M,B17023_014MA,B17023_015E,B17023_015EA,B17023_015M,B17023_015MA,B17023_016E,B17023_016EA,B17023_016M,B17023_016MA,B17023_017E,B17023_017EA,B17023_017M,B17023_017MA,B17023_018E,B17023_018EA,B17023_018M,B17023_018MA,B17023_019E,B17023_019EA,B17023_019M,B17023_019MA,B17023_020E,B17023_020EA,B17023_020M,B17023_020MA,B17023_021E,B17023_021EA,B17023_021M,B17023_021MA,B17023_022E,B17023_022EA,B17023_022M,B17023_022MA,B17023_023E,B17023_023EA,B17023_023M,B17023_023MA,B17023_024E,B17023_024EA,B17023_024M,B17023_024MA,B17023_025E,B17023_025EA,B17023_025M,B17023_025MA,B17023_026E,B17023_026EA,B17023_026M,B17023_026MA,B17023_027E,B17023_027EA,B17023_027M,B17023_027MA,B17023_028E,B17023_028EA,B17023_028M,B17023_028MA,B17023_029E,B17023_029EA,B17023_029M,B17023_029MA,B17023_030E,B17023_030EA,B17023_030M,B17023_030MA,B17023_031E,B17023_031EA,B17023_031M,B17023_031MA,B17023_032E,B17023_032EA,B17023_032M,B17023_032MA,B17023_033E,B17023_033EA,B17023_033M,B17023_033MA,B17023_034E,B17023_034EA,B17023_034M,B17023_034MA,B17023_035E,B17023_035EA,B17023_035M,B17023_035MA,GEO_ID,NAME,state
1216612,null,11381,null,146323,null,5371,null,45070,null,3943,null,21385,null,2222,null,16064,null,2410,null,6863,null,1645,null,758,null,372,null,101253,null,4694,null,12056,null,2130,null,5381,null,1431,null,5563,null,1450,null,1043,null,578,null,69,null,114,null,89197,null,4477,null,22109,null,2425,null,48568,null,3328,null,16447,null,2182,null,2073,null,731,null,1070289,null,11368,null,841575,null,10754,null,513499,null,7351,null,272778,null,7914,null,53359,null,4021,null,1939,null,687,null,228714,null,7852,null,59689,null,3966,null,34593,null,2638,null,23254,null,2471,null,1798,null,618,null,44,null,80,null,169025,null,6589,null,89944,null,4534,null,70949,null,4599,null,7852,null,1411,null,280,null,328,null,0400000US01,Alabama,01
157273,null,3920,null,8981,null,1336,null,2280,null,554,null,755,null,395,null,651,null,316,null,501,null,198,null,373,null,160,null,6701,null,1218,null,1875,null,672,null,248,null,186,null,1194,null,584,null,392,null,287,null,41,null,47,null,4826,null,1031,null,456,null,216,null,3016,null,830,null,1251,null,541,null,103,null,121,null,148292,null,3868,null,113901,null,3841,null,61201,null,2539,null,39810,null,3001,null,11133,null,1550,null,1757,null,630,null,34391,null,2960,null,14138,null,1813,null,5997,null,1112,null,7215,null,1375,null,754,null,352,null,172,null,202,null,20253,null,2261,null,7068,null,1194,null,11512,null,1804,null,1597,null,693,null,76,null,99,null,0400000US02,Alaska,02
1489192,null,13955,null,153967,null,7266,null,62919,null,4524,null,24604,null,2766,null,19272,null,2560,null,15496,null,2323,null,3547,null,1141,null,91048,null,5431,null,16260,null,2417,null,4924,null,1165,null,8155,null,1929,null,2993,null,1012,null,188,null,222,null,74788,null,4573,null,13875,null,2182,null,39227,null,3287,null,18544,null,2427,null,3142,null,1171,null,1335225,null,13296,null,1044681,null,12716,null,624008,null,9442,null,321371,null,8886,null,91756,null,4823,null,7546,null,1633,null,290544,null,8142,null,100347,null,5319,null,50308,null,3911,null,43118,null,3703,null,6730,null,1613,null,191,null,183,null,190197,null,5936,null,89601,null,4110,null,84549,null,4638,null,15182,null,1992,null,865,null,521,null,0400000US04,Arizona,04
751956,null,8609,null,97661,null,5087,null,31847,null,2714,null,13650,null,1632,null,10073,null,1514,null,7102,null,1461,null,1022,null,564,null,65814,null,4378,null,7416,null,1224,null,2658,null,846,null,4101,null,938,null,504,null,332,null,153,null,238,null,58398,null,4207,null,12315,null,1799,null,31641,null,3052,null,13224,null,2125,null,1218,null,740,null,654295,null,9443,null,521241,null,9443,null,329134,null,7047,null,158457,null,5711,null,31615,null,2623,null,2035,null,827,null,133054,null,4238,null,38100,null,2902,null,21054,null,2105,null,15617,null,1901,null,1392,null,778,null,37,null,49,null,94954,null,3991,null,48901,null,2873,null,40523,null,3426,null,5364,null,1148,null,166,null,175,null,0400000US05,Arkansas,05
8265877,null,24391,null,824961,null,17051,null,350161,null,10215,null,104743,null,5671,null,130642,null,6609,null,99771,null,5277,null,15005,null,2203,null,474800,null,12730,null,91870,null,4849,null,28061,null,2765,null,41296,null,3345,null,20662,null,2445,null,1851,null,724,null,382930,null,11237,null,77020,null,4256,null,205782,null,8353,null,88251,null,4806,null,11877,null,1703,null,7440916,null,26807,null,5633384,null,24928,null,2983668,null,19766,null,2109005,null,17944,null,513969,null,10360,null,26742,null,2719,null,1807532,null,19617,null,611037,null,15079,null,343189,null,11458,null,229644,null,8056,null,35915,null,3977,null,2289,null,863,null,1196495,null,14905,null,611939,null,12272,null,510951,null,11886,null,70854,null,5458,null,2751,null,779,null,0400000US06,California,06
1208994,null,12292,null,94833,null,5799,null,42794,null,3810,null,14956,null,2405,null,16794,null,2444,null,9699,null,2065,null,1345,null,669,null,52039,null,4170,null,9248,null,1963,null,2532,null,926,null,5162,null,1302,null,1540,null,890,null,14,null,24,null,42791,null,3384,null,7937,null,1520,null,25552,null,2526,null,8139,null,1518,null,1163,null,628,null,1114161,null,12813,null,903865,null,10480,null,511034,null,7989,null,312011,null,6877,null,75315,null,4458,null,5505,null,1119,null,210296,null,7862,null,70053,null,4108,null,33978,null,2859,null,32513,null,3641,null,3562,null,1050,null,0,null,275,null,140243,null,6356,null,61307,null,3913,null,70285,null,4174,null,8597,null,1651,null,54,null,104,null,0400000US08,Colorado,08
888825,null,8063,null,59375,null,4122,null,14920,null,1976,null,6832,null,1422,null,5724,null,1326,null,2057,null,733,null,307,null,281,null,44455,null,3583,null,5638,null,1380,null,2113,null,785,null,2383,null,908,null,943,null,482,null,199,null,291,null,38817,null,3298,null,7558,null,1136,null,22447,null,2474,null,8201,null,1972,null,611,null,482,null,829450,null,7641,null,653964,null,8040,null,367367,null,5973,null,230465,null,6320,null,54058,null,2949,null,2074,null,629,null,175486,null,7258,null,47993,null,3758,null,27942,null,2764,null,18001,null,2131,null,1935,null,692,null,115,null,130,null,127493,null,6113,null,62919,null,3927,null,56746,null,4445,null,7568,null,1552,null,260,null,312,null,0400000US09,Connecticut,09
222044,null,4500,null,15264,null,2028,null,4575,null,1088,null,1734,null,547,null,1712,null,594,null,954,null,679,null,175,null,256,null,10689,null,1745,null,1641,null,801,null,597,null,408,null,843,null,614,null,168,null,234,null,33,null,53,null,9048,null,1567,null,2618,null,913,null,4454,null,960,null,1597,null,811,null,379,null,365,null,206780,null,4632,null,158253,null,4041,null,98963,null,2922,null,48212,null,3036,null,10588,null,1478,null,490,null,306,null,48527,null,3404,null,13753,null,1820,null,7118,null,1297,null,6217,null,1409,null,418,null,371,null,0,null,263,null,34774,null,2797,null,17073,null,1867,null,16285,null,2415,null,1357,null,639,null,59,null,101,null,0400000US10,Delaware,10
107365,null,3934,null,14675,null,1923,null,2125,null,895,null,1348,null,691,null,645,null,477,null,132,null,154,null,0,null,296,null,12550,null,1842,null,1004,null,562,null,140,null,144,null,600,null,381,null,126,null,207,null,138,null,213,null,11546,null,1782,null,3155,null,1001,null,5335,null,1266,null,2555,null,898,null,501,null,351,null,92690,null,3608,null,52314,null,3165,null,33617,null,2464,null,15736,null,1684,null,2856,null,835,null,105,null,123,null,40376,null,2455,null,8939,null,1375,null,5536,null,1154,null,2886,null,814,null,517,null,610,null,0,null,296,null,31437,null,2517,null,17678,null,1771,null,11891,null,1644,null,1564,null,682,null,304,null,322,null,0400000US11,District of Columbia,11
4577227,null,27336,null,433289,null,12273,null,175428,null,7483,null,89302,null,5217,null,55592,null,4017,null,27031,null,3233,null,3503,null,1146,null,257861,null,10672,null,43588,null,4287,null,15160,null,1994,null,21772,null,3070,null,6059,null,1838,null,597,null,410,null,214273,null,8857,null,49149,null,3792,null,115957,null,6095,null,43460,null,4302,null,5707,null,1395,null,4143938,null,25186,null,3196740,null,23962,null,2060126,null,18697,null,950794,null,14431,null,178158,null,7588,null,7662,null,1528,null,947198,null,16879,null,285773,null,10506,null,162107,null,8427,null,110226,null,6049,null,13190,null,2445,null,250,null,263,null,661425,null,12514,null,330113,null,9347,null,295779,null,7938,null,34448,null,4137,null,1085,null,559,null,0400000US12,Florida,12
