B21001H_001E,B21001H_001EA,B21001H_001M,B21001H_001MA,B21001H_002E,B21001H_002EA,B21001H_002M,B21001H_002MA,B21001H_003E,B21001H_003EA,B21001H_003M,B21001H_003MA,B21001H_004E,B21001H_004EA,B21001H_004M,B21001H_004MA,B21001H_005E,B21001H_005EA,B21001H_005M,B21001H_005MA,B21001H_006E,B21001H_006EA,B21001H_006M,B21001H_006MA,B21001H_007E,B21001H_007EA,B21001H_007M,B21001H_007MA,B21001H_008E,B21001H_008EA,B21001H_008M,B21001H_008MA,B21001H_009E,B21001H_009EA,B21001H_009M,B21001H_009MA,B21001H_010E,B21001H_010EA,B21001H_010M,B21001H_010MA,B21001H_011E,B21001H_011EA,B21001H_011M,B21001H_011MA,B21001H_012E,B21001H_012EA,B21001H_012M,B21001H_012MA,B21001H_013E,B21001H_013EA,B21001H_013M,B21001H_013MA,B21001H_014E,B21001H_014EA,B21001H_014M,B21001H_014MA,B21001H_015E,B21001H_015EA,B21001H_015M,B21001H_015MA,B21001H_016E,B21001H_016EA,B21001H_016M,B21001H_016MA,B21001H_017E,B21001H_017EA,B21001H_017M,B21001H_017MA,B21001H_018E,B21001H_018EA,B21001H_018M,B21001H_018MA,B21001H_019E,B21001H_019EA,B21001H_019M,B21001H_019MA,B21001H_020E,B21001H_020EA,B21001H_020M,B21001H_020MA,B21001H_021E,B21001H_021EA,B21001H_021M,B21001H_021MA,B21001H_022E,B21001H_022EA,B21001H_022M,B21001H_022MA,B21001H_023E,B21001H_023EA,B21001H_023M,B21001H_023MA,B21001H_024E,B21001H_024EA,B21001H_024M,B21001H_024MA,B21001H_025E,B21001H_025EA,B21001H_025M,B21001H_025MA,B21001H_026E,B21001H_026EA,B21001H_026M,B21001H_026MA,B21001H_027E,B21001H_027EA,B21001H_027M,B21001H_027MA,B21001H_028E,B21001H_028EA,B21001H_028M,B21001H_028MA,B21001H_029E,B21001H_029EA,B21001H_029M,B21001H_029MA,B21001H_030E,B21001H_030EA,B21001H_030M,B21001H_030MA,B21001H_031E,B21001H_031EA,B21001H_031M,B21001H_031MA,B21001H_032E,B21001H_032EA,B21001H_032M,B21001H_032MA,B21001H_033E,B21001H_033EA,B21001H_033M,B21001H_033MA,GEO_ID,NAME,state
4289480,null,4310,null,2069590,null,3399,null,580943,null,3221,null,30831,null,3074,null,550112,null,4255,null,838215,null,2411,null,113656,null,5144,null,724559,null,5145,null,338083,null,761,null,131684,null,4326,null,206399,null,4408,null,191329,null,1132,null,96163,null,3614,null,95166,null,3402,null,121020,null,1138,null,88894,null,2617,null,32126,null,2239,null,2219890,null,1812,null,585849,null,2626,null,5918,null,1288,null,579931,null,3073,null,846530,null,2559,null,15941,null,1961,null,830589,null,3105,null,361766,null,957,null,4821,null,989,null,356945,null,1383,null,219285,null,585,null,1810,null,584,null,217475,null,801,null,206460,null,1077,null,2948,null,767,null,203512,null,1314,null,0400000US13,Georgia,13
242974,null,2290,null,124566,null,2226,null,31111,null,2138,null,2485,null,1069,null,28626,null,1966,null,47342,null,1360,null,9619,null,1591,null,37723,null,1948,null,24906,null,136,null,9209,null,1062,null,15697,null,1066,null,12013,null,275,null,6992,null,795,null,5021,null,795,null,9194,null,4,null,6741,null,571,null,2453,null,571,null,118408,null,836,null,33058,null,739,null,1414,null,529,null,31644,null,816,null,41477,null,419,null,1488,null,635,null,39989,null,731,null,21860,null,124,null,155,null,98,null,21705,null,150,null,11010,null,275,null,275,null,220,null,10735,null,220,null,11003,null,258,null,240,null,211,null,10763,null,311,null,0400000US15,Hawaii,15
971425,null,1014,null,478951,null,943,null,150739,null,1070,null,11430,null,1991,null,139309,null,2151,null,173041,null,1099,null,29924,null,2691,null,143117,null,2830,null,76842,null,88,null,31755,null,1639,null,45087,null,1641,null,44629,null,255,null,21645,null,1560,null,22984,null,1550,null,33700,null,229,null,24387,null,1352,null,9313,null,1350,null,492474,null,435,null,145780,null,500,null,1557,null,658,null,144223,null,688,null,175262,null,528,null,4727,null,1206,null,170535,null,1272,null,77692,null,78,null,1285,null,543,null,76407,null,545,null,46797,null,127,null,471,null,274,null,46326,null,275,null,46943,null,108,null,923,null,443,null,46020,null,439,null,0400000US16,Idaho,16
6565282,null,8677,null,3172582,null,3254,null,915631,null,1721,null,34766,null,3082,null,880865,null,3409,null,1232573,null,2792,null,114906,null,5105,null,1117667,null,5920,null,501987,null,339,null,167047,null,4315,null,334940,null,4385,null,289301,null,745,null,129825,null,3751,null,159476,null,3731,null,233090,null,166,null,160044,null,2877,null,73046,null,2892,null,3392700,null,6102,null,893644,null,1372,null,6845,null,1348,null,886799,null,1958,null,1237136,null,3207,null,13647,null,1806,null,1223489,null,3539,null,520033,null,2110,null,3473,null,838,null,516560,null,1986,null,337968,null,1412,null,2144,null,575,null,335824,null,1419,null,403919,null,1634,null,5467,null,995,null,398452,null,2067,null,0400000US17,Illinois,17
4076875,null,2348,null,1973470,null,1380,null,587262,null,1040,null,23612,null,2279,null,563650,null,2398,null,767693,null,1161,null,102772,null,3972,null,664921,null,4053,null,308816,null,325,null,111596,null,3604,null,197220,null,3664,null,177406,null,393,null,80347,null,2438,null,97059,null,2471,null,132293,null,291,null,92331,null,2255,null,39962,null,2237,null,2103405,null,1408,null,576622,null,794,null,3842,null,852,null,572780,null,1127,null,768459,null,985,null,10063,null,1435,null,758396,null,1705,null,324462,null,561,null,3306,null,761,null,321156,null,964,null,206561,null,263,null,1263,null,466,null,205298,null,536,null,227301,null,107,null,3253,null,847,null,224048,null,857,null,0400000US18,Indiana,18
2108158,null,1553,null,1020843,null,1326,null,297996,null,1270,null,11870,null,1822,null,286126,null,2271,null,379740,null,729,null,50345,null,2960,null,329395,null,3101,null,162867,null,341,null,61424,null,2066,null,101443,null,2065,null,96132,null,76,null,43471,null,2136,null,52661,null,2130,null,84108,null,136,null,57711,null,1324,null,26397,null,1326,null,1087315,null,842,null,290235,null,695,null,2157,null,779,null,288078,null,1014,null,380043,null,636,null,4969,null,970,null,375074,null,1175,null,165658,null,295,null,1802,null,501,null,163856,null,565,null,109883,null,207,null,830,null,325,null,109053,null,372,null,141496,null,41,null,2148,null,532,null,139348,null,534,null,0400000US19,Iowa,19
1728154,null,3338,null,833805,null,2468,null,248555,null,2335,null,12161,null,1854,null,236394,null,2906,null,310247,null,1218,null,46446,null,3240,null,263801,null,3359,null,133789,null,382,null,54226,null,2222,null,79563,null,2259,null,76733,null,764,null,33688,null,1838,null,43045,null,1846,null,64481,null,733,null,44900,null,1639,null,19581,null,1517,null,894349,null,1349,null,244627,null,1465,null,2490,null,772,null,242137,null,1435,null,318384,null,1043,null,5808,null,1056,null,312576,null,1387,null,136080,null,420,null,2002,null,586,null,134078,null,672,null,86980,null,447,null,835,null,360,null,86145,null,537,null,108278,null,380,null,1366,null,560,null,106912,null,634,null,0400000US20,Kansas,20
2895764,null,2375,null,1385410,null,1989,null,404672,null,2267,null,19867,null,2763,null,384805,null,3387,null,535784,null,1628,null,65701,null,3970,null,470083,null,4545,null,223691,null,213,null,81243,null,3754,null,142448,null,3765,null,132882,null,610,null,52536,null,2405,null,80346,null,2394,null,88381,null,565,null,59901,null,1927,null,28480,null,1838,null,1510354,null,1008,null,411748,null,1228,null,2792,null,927,null,408956,null,1555,null,555032,null,1015,null,8282,null,1454,null,546750,null,1700,null,238000,null,389,null,1892,null,685,null,236108,null,825,null,154134,null,375,null,699,null,352,null,153435,null,541,null,151440,null,372,null,2213,null,682,null,149227,null,811,null,0400000US21,Kentucky,21
2115737,null,2260,null,1018496,null,1827,null,302743,null,1619,null,14516,null,2135,null,288227,null,2821,null,383111,null,1328,null,41877,null,2867,null,341234,null,3334,null,164262,null,193,null,58950,null,2597,null,105312,null,2580,null,96944,null,423,null,45065,null,2055,null,51879,null,2048,null,71436,null,422,null,52131,null,1913,null,19305,null,1910,null,1097241,null,907,null,303609,null,1282,null,2034,null,712,null,301575,null,1622,null,391702,null,1120,null,4208,null,857,null,387494,null,1419,null,172740,null,124,null,967,null,468,null,171773,null,474,null,112233,null,78,null,1678,null,581,null,110555,null,580,null,116957,null,95,null,1843,null,698,null,115114,null,707,null,0400000US22,Louisiana,22
998740,null,1224,null,478932,null,1075,null,120898,null,890,null,7060,null,1293,null,113838,null,1599,null,187980,null,381,null,30157,null,2494,null,157823,null,2584,null,85951,null,4,null,35062,null,2017,null,50889,null,2017,null,47131,null,445,null,24245,null,1561,null,22886,null,1605,null,36972,null,450,null,26900,null,938,null,10072,null,983,null,519808,null,462,null,122581,null,381,null,1329,null,567,null,121252,null,662,null,197629,null,227,null,4528,null,861,null,193101,null,890,null,88158,null,2,null,772,null,300,null,87386,null,299,null,52527,null,752,null,975,null,367,null,51552,null,776,null,58913,null,754,null,1626,null,589,null,57287,null,1113,null,0400000US23,Maine,23
2541151,null,3692,null,1218013,null,2436,null,323574,null,1773,null,21609,null,2474,null,301965,null,3076,null,479935,null,1450,null,65651,null,3929,null,414284,null,4256,null,205400,null,562,null,74571,null,3231,null,130829,null,3253,null,118563,null,82,null,57770,null,2396,null,60793,null,2405,null,90541,null,22,null,66609,null,1888,null,23932,null,1889,null,1323138,null,1795,null,326631,null,1108,null,4388,null,1059,null,322243,null,1542,null,499063,null,897,null,11487,null,1531,null,487576,null,1865,null,215180,null,685,null,2759,null,799,null,212421,null,1015,null,134841,null,144,null,1020,null,505,null,133821,null,510,null,147423,null,103,null,2181,null,596,null,145242,null,603,null,0400000US24,Maryland,24
4091768,null,4968,null,1945627,null,2718,null,537286,null,1873,null,18216,null,2489,null,519070,null,3208,null,770168,null,1919,null,74102,null,4272,null,696066,null,4892,null,316607,null,400,null,98012,null,3678,null,218595,null,3693,null,173106,null,665,null,78924,null,3223,null,94182,null,3305,null,148460,null,368,null,105206,null,2338,null,43254,null,2340,null,2146141,null,2924,null,542770,null,2042,null,3399,null,1208,null,539371,null,2417,null,797724,null,1948,null,6992,null,1269,null,790732,null,2216,null,338146,null,670,null,2215,null,667,null,335931,null,955,null,207224,null,488,null,1555,null,532,null,205669,null,711,null,260277,null,555,null,5818,null,1456,null,254459,null,1505,null,0400000US25,Massachusetts,25
6047128,null,2608,null,2948540,null,2198,null,824406,null,2022,null,28958,null,2479,null,795448,null,3071,null,1157592,null,1075,null,131483,null,5306,null,1026109,null,5491,null,482478,null,349,null,173766,null,4570,null,308712,null,4486,null,274297,null,137,null,117233,null,3369,null,157064,null,3359,null,209767,null,83,null,144615,null,2846,null,65152,null,2842,null,3098588,null,1142,null,800960,null,1022,null,4339,null,1028,null,796621,null,1547,null,1152910,null,752,null,14250,null,1765,null,1138660,null,1891,null,495836,null,264,null,3893,null,877,null,491943,null,887,null,310541,null,146,null,1800,null,609,null,308741,null,648,null,338341,null,235,null,4293,null,962,null,334048,null,980,null,0400000US26,Michigan,26
3482564,null,2057,null,1704995,null,1874,null,496032,null,1349,null,17754,null,2197,null,478278,null,2720,null,674821,null,909,null,77554,null,3843,null,597267,null,3983,null,268224,null,237,null,102672,null,3281,null,165552,null,3249,null,147848,null,228,null,71061,null,2096,null,76787,null,2114,null,118070,null,135,null,83106,null,1986,null,34964,null,1969,null,1777569,null,798,null,481635,null,462,null,2818,null,713,null,478817,null,865,null,668212,null,433,null,8261,null,1269,null,659951,null,1299,null,272011,null,236,null,2219,null,575,null,269792,null,630,null,164414,null,614,null,1195,null,398,null,163219,null,726,null,191297,null,561,null,3692,null,959,null,187605,null,1198,null,0400000US27,Minnesota,27
1325404,null,2269,null,635659,null,2052,null,180453,null,2244,null,9349,null,1878,null,171104,null,2901,null,236995,null,2667,null,34195,null,2527,null,202800,null,3951,null,104898,null,441,null,37429,null,2665,null,67469,null,2708,null,67794,null,935,null,32618,null,1817,null,35176,null,1970,null,45519,null,1000,null,34989,null,1412,null,10530,null,1328,null,689745,null,1444,null,179921,null,2535,null,1672,null,689,null,178249,null,2538,null,239822,null,1682,null,4268,null,1008,null,235554,null,1687,null,111354,null,109,null,1418,null,666,null,109936,null,675,null,77026,null,626,null,559,null,424,null,76467,null,749,null,81622,null,612,null,699,null,337,null,80923,null,669,null,0400000US28,Mississippi,28
3757108,null,1989,null,1809978,null,1550,null,527657,null,1445,null,25296,null,2660,null,502361,null,2972,null,691084,null,1285,null,94031,null,3836,null,597053,null,3825,null,285270,null,282,null,122864,null,4009,null,162406,null,4048,null,172390,null,13,null,82758,null,2671,null,89632,null,2669,null,133577,null,13,null,99039,null,2578,null,34538,null,2578,null,1947130,null,1725,null,525458,null,1729,null,4040,null,1224,null,521418,null,1872,null,700046,null,854,null,11563,null,1576,null,688483,null,1878,null,303314,null,233,null,3365,null,872,null,299949,null,895,null,198205,null,184,null,2047,null,699,null,196158,null,745,null,220107,null,215,null,3380,null,867,null,216727,null,900,null,0400000US29,Missouri,29
670355,null,916,null,332126,null,854,null,93002,null,795,null,4904,null,1162,null,88098,null,1283,null,120065,null,702,null,22152,null,2038,null,97913,null,2017,null,60098,null,9,null,24884,null,1599,null,35214,null,1600,null,33224,null,49,null,17023,null,1147,null,16201,null,1147,null,25737,null,20,null,18243,null,853,null,7494,null,854,null,338229,null,248,null,87687,null,287,null,1250,null,618,null,86437,null,686,null,121788,null,269,null,4085,null,1216,null,117703,null,1202,null,57576,null,81,null,1196,null,430,null,56380,null,435,null,34320,null,11,null,65,null,98,null,34255,null,99,null,36858,null,10,null,584,null,227,null,36274,null,227,null,0400000US30,Montana,30
1156483,null,1601,null,558797,null,1417,null,168620,null,1392,null,8165,null,1595,null,160455,null,2129,null,205883,null,847,null,27648,null,2067,null,178235,null,2187,null,88600,null,198,null,33420,null,1835,null,55180,null,1836,null,50802,null,220,null,25244,null,1369,null,25558,null,1370,null,44892,null,172,null,31859,null,1166,null,13033,null,1165,null,597686,null,670,null,166403,null,739,null,1640,null,606,null,164763,null,953,null,208380,null,628,null,4042,null,806,null,204338,null,976,null,90761,null,136,null,940,null,344,null,89821,null,366,null,58180,null,210,null,688,null,313,null,57492,null,396,null,73962,null,221,null,1231,null,529,null,72731,null,598,null,0400000US31,Nebraska,31
1185403,null,2214,null,598152,null,1703,null,156498,null,1936,null,12735,null,3379,null,143763,null,3530,null,226213,null,1840,null,40425,null,2954,null,185788,null,3051,null,107021,null,362,null,51911,null,2364,null,55110,null,2402,null,64170,null,97,null,36089,null,1961,null,28081,null,1969,null,44250,null,135,null,33044,null,1458,null,11206,null,1471,null,587251,null,1072,null,146470,null,1566,null,1497,null,650,null,144973,null,1623,null,215531,null,1529,null,5159,null,1207,null,210372,null,1924,null,105824,null,235,null,1875,null,689,null,103949,null,743,null,65108,null,542,null,2327,null,789,null,62781,null,912,null,54318,null,436,null,634,null,341,null,53684,null,578,null,0400000US32,Nevada,32
960695,null,917,null,466352,null,859,null,121797,null,847,null,5544,null,1382,null,116253,null,1630,null,194342,null,707,null,30435,null,2327,null,163907,null,2430,null,78912,null,103,null,30013,null,1981,null,48899,null,1989,null,40991,null,253,null,21651,null,1521,null,19340,null,1521,null,30310,null,253,null,22792,null,1066,null,7518,null,1066,null,494343,null,318,null,121461,null,413,null,500,null,333,null,120961,null,542,null,198288,null,477,null,3678,null,1025,null,194610,null,1081,null,80560,null,253,null,886,null,386,null,79674,null,386,null,44643,null,785,null,276,null,204,null,44367,null,798,null,49391,null,857,null,1437,null,490,null,47954,null,1051,null,0400000US33,New Hampshire,33
4220022,null,2706,null,2022178,null,1889,null,491161,null,1680,null,11913,null,1962,null,479248,null,2412,null,824024,null,1053,null,59758,null,4223,null,764266,null,4374,null,338137,null,394,null,95980,null,3346,null,242157,null,3353,null,196970,null,267,null,91635,null,3176,null,105335,null,3184,null,171886,null,224,null,121522,null,2620,null,50364,null,2602,null,2197844,null,1500,null,476872,null,988,null,1573,null,578,null,475299,null,1202,null,837650,null,844,null,5805,null,1175,null,831845,null,1552,null,358753,null,412,null,2610,null,785,null,356143,null,855,null,232849,null,477,null,570,null,272,null,232279,null,559,null,291720,null,100,null,4802,null,1114,null,286918,null,1134,null,0400000US34,New Jersey,34
675982,null,1685,null,324861,null,1488,null,79280,null,1506,null,5717,null,1478,null,73563,null,2123,null,112963,null,1334,null,21121,null,2083,null,91842,null,2296,null,62302,null,393,null,27576,null,2011,null,34726,null,1988,null,38593,null,526,null,20501,null,1179,null,18092,null,1323,null,31723,null,470,null,24417,null,1146,null,7306,null,1080,null,351121,null,872,null,78393,null,1394,null,1494,null,713,null,76899,null,1616,null,120188,null,1446,null,3589,null,993,null,116599,null,1487,null,66182,null,474,null,1709,null,459,null,64473,null,634,null,42451,null,666,null,356,null,277,null,42095,null,764,null,43907,null,513,null,1767,null,646,null,42140,null,786,null,0400000US35,New Mexico,35
9319273,null,7569,null,4467764,null,4865,null,1217979,null,3674,null,33564,null,2569,null,1184415,null,4582,null,1717352,null,2242,null,143680,null,5787,null,1573672,null,5979,null,729026,null,892,null,214049,null,5450,null,514977,null,5550,null,429399,null,703,null,182232,null,4252,null,247167,null,4269,null,374008,null,1194,null,239653,null,4191,null,134355,null,4340,null,4851509,null,3637,null,1214640,null,1810,null,5583,null,1282,null,1209057,null,2296,null,1734369,null,2010,null,14413,null,1792,null,1719956,null,2300,null,777544,null,669,null,3819,null,804,null,773725,null,1083,null,505929,null,408,null,3062,null,725,null,502867,null,834,null,619027,null,603,null,7901,null,1206,null,611126,null,1338,null,0400000US36,New York,36
4811047,null,4193,null,2287434,null,3479,null,612342,null,3378,null,29793,null,2983,null,582549,null,3899,null,898749,null,2524,null,127089,null,5186,null,771660,null,5620,null,387518,null,675,null,149827,null,4361,null,237691,null,4405,null,228627,null,576,null,111981,null,3148,null,116646,null,3176,null,160198,null,538,null,114513,null,2271,null,45685,null,2201,null,2523613,null,1863,null,640486,null,2256,null,7787,null,1750,null,632699,null,2528,null,931657,null,1996,null,20513,null,2544,null,911144,null,3312,null,420054,null,668,null,6449,null,1135,null,413605,null,1458,null,266523,null,298,null,1721,null,591,null,264802,null,646,null,264893,null,455,null,3002,null,788,null,261891,null,872,null,0400000US37,North Carolina,37
452732,null,917,null,223632,null,836,null,73358,null,823,null,4263,null,995,null,69095,null,1253,null,76238,null,736,null,10759,null,1142,null,65479,null,1348,null,35102,null,242,null,12929,null,1109,null,22173,null,1106,null,19546,null,222,null,8528,null,883,null,11018,null,871,null,19388,null,223,null,11211,null,774,null,8177,null,740,null,229100,null,341,null,66312,null,540,null,1017,null,598,null,65295,null,847,null,76777,null,510,null,1680,null,662,null,75097,null,728,null,33555,null,38,null,304,null,204,null,33251,null,207,null,22076,null,448,null,108,null,80,null,21968,null,444,null,30380,null,450,null,411,null,209,null,29969,null,393,null,0400000US38,North Dakota,38
